part_no,part_description,new_commodity_description
194173-006,Shaw Patcraft Adesa (I424V) 20 Mil Mini-Micro-Beveled 7.2in x 48.03in 5.5 MM - Switchback (00545),VCT
194173-010,Shaw Patcraft Adesa (I424V) 20 Mil Mini-Micro-Beveled 7.2in x 48.03in 5.5 MM - Treeline (00715),VCT
194211-011,Novalis Innovative Flooring-AVA Sprk-20 mil LVT-18in x 18in-2.5 MM-UNDER THE BOARDWALK (SP011),LVT
194237-018,Centiva Event Series Crafted Plank ECF (ECF) 30 mil Standard Square Edge (SE) 6in x 48in 3 MM - Atlantic Walnut (PECF 11217),LVP
194237-019,Centiva Event Series Crafted Plank ECF (ECF) 30 mil Standard Square Edge (SE) 6in x 48in 3 MM - Tricorn (PECF 11213),LVP
194396-008,Mannington Spacia Stone 20 mil Bevelled Edge LVT 12in x 12in 2.5 MM - Ceramic Light (SS5S1565),LVT
194396-011,Mannington Spacia Stone 20 mil Bevelled Edge LVT 12in x 12in 2.5 MM - Dry Stone Alba (SS5S4401),LVT
194439-013,Shaw Commercial Hard Surfaces Terrain II 30 M (0892V) 30 mil glue down 6in x 48in 3 MM - Summit (05012),LVT
194439-015,Shaw Commercial Hard Surfaces Terrain II 30 M (0892V) 30 mil glue down 6in x 48in 3 MM - Lark (05016),LVT
194439-016,Shaw Commercial Hard Surfaces-Terrain II 30 M (0892V)-30 mil glue down-6in x 48in-3 MM-Aspen (05019),LVT
194439-017,Shaw Commercial Hard Surfaces Terrain II 30 M (0892V) 30 mil glue down 6in x 48in 3 MM - Sequoia (07003),LVT
194460-004,Mannington Color Anchor Groove 20 mil Micro-Bevel Glue Down Plank 6in x 36in 2.5 MM - COTTONTAIL (C118),LVP
194460-009,Mannington Color Anchor Groove 20 mil Micro-Bevel Glue Down Plank 6in x 36in 2.5 MM - LONDON FOG (C119),LVP
194461-007,Mannington Color Anchor Stride 20 mil Micro-Bevel Glue Down Plank 12in x 24in 2.5 MM - GRASSY MEADOW (C125),LVP
194461-009,Mannington Color Anchor Stride 20 mil Micro-Bevel Glue Down Plank 12in x 24in 2.5 MM - LONDON FOG (C139),LVP
194461-012,Mannington Color Anchor Stride 20 mil Micro-Bevel Glue Down Plank 12in x 24in 2.5 MM - PEANUT SHELL (C133),LVP
194461-028,Mannington-Color Anchor Stride-20 mil Micro-Bevel Glue Down Plank-12in x 24in-2.5 MM-CITY MOUSE (C165),LVP
194461-031,Mannington Color Anchor Stride 20 mil Micro-Bevel Glue Down Plank 12in x 24in 2.5 MM - TRUFFLE (C167),LVP
194461-035,Mannington Color Anchor Stride 20 mil Micro-Bevel Glue Down Plank 12in x 24in 2.5 MM - JADE (C173),LVP
194469-001,Aspecta Aspecta One Midtown (Aspecta One) 22 mil square edge 24in x 24in 2.5 MM - Rockefeller (1722369),VCT
194505-004,Shaw USF Commercial Composed (098UV) 20 Mil Resilient Plank 7in x 48in 5.5 MM - Grand Teton (00506),LVP
194573-001,Shaw Contract Concrete (094UV) Luxury Vinyl Plank 18in x 24in 20 mil - Misty Quartz (03501),LVP
194663-003,Shaw Patcraft Withdraw (I418V) 20 mil glue down 11.81in x 23.62in 5.0mm - Pure Gray (00520),VCT
194944-002,Mohawk Matuto Plus Resilient 12in x 24in 20 mil - Lemon Twist (131),VCT
194944-009,Mohawk Matuto Plus Resilient 12in x 24in 20 mil - Green Grass (646),VCT
194944-015,Mohawk Matuto Plus Resilient 12in x 24in 20 mil - Sonic Silver (927),VCT
194944-016,Mohawk Matuto Plus Resilient 12in x 24in 20 mil - Grey Granite (959),VCT
194974-004,Shaw Patcraft Timber Grove II (I438V) 30 Mil Glue Down LVT 6in x 48in 3 MM - Hemlock (00572),LVT
194974-006,Shaw Patcraft Timber Grove II (I438V) 30 Mil Glue Down LVT 6in x 48in 3 MM - Boxwood (00775),LVT
195087-006,Shannon Specialty Floors Tuf Stuf T3 Textures 23 Mil Luxury Vinyl Tile 18in x 18in 3 MM - Estate (TS3522),LVT
195194-007,Mannington Color Anchor Groove 20 mil Micro-Bevel Glue Down Plank 18in x 18in 2.5 MM - GRASSY MEADOW (C105),LVP
195194-012,Mannington Color Anchor Groove 20 mil Micro-Bevel Glue Down Plank 18in x 18in 2.5 MM - PEANUT SHELL (C113),LVT
195194-013,Mannington Color Anchor Groove 20 mil Micro-Bevel Glue Down Plank 18in x 18in 2.5 MM - POPPY RED (C103),LVP
195194-018,Mannington-Color Anchor Groove-20 mil Micro-Bevel Glue Down Plank-18in x 18in-2.5 MM-STERLING GRAY (C120),LVP
195194-020,Mannington Color Anchor Groove 20 mil Micro-Bevel Glue Down Plank 18in x 18in 2.5 MM - WINTER FLEECE (C117),LVP
195195-004,Mannington Color Anchor Groove 20 mil Micro-Bevel Glue Down Plank 12in x 24in 2.5 MM - COTTONTAIL (C118),LVP
195195-009,Mannington Color Anchor Groove 20 mil Micro-Bevel Glue Down Plank 12in x 24in 2.5 MM - LONDON FOG (C119),LVT
195196-001,Mannington-Color Anchor Stride-20 mil Micro-Bevel Glue Down Plank-18in x 18in-2.5 MM-BUZZY YELLOW (C124),LVP
195196-003,Mannington-Color Anchor Stride-20 mil Micro-Bevel Glue Down Plank-18in x 18in-2.5 MM-CHINCHILLA (C135),LVP
195196-008,Mannington-Color Anchor Stride-20 mil Micro-Bevel Glue Down Plank-18in x 18in-2.5 MM-ISLAND BLUE (C129),LVP
195196-012,"Mannington Color Anchor Stride 20 mil Micro-Bevel Glue Down Plank 18in x 18in 2.5 MM - PEANUT SHELL (C133)
PLEASE SHIP AVAILABLE 351 SQ FT. BALANCE MAY BE SHIPPED SEPERATELY AS SOON AS AVAILABLE.",LVP
195196-018,Mannington-Color Anchor Stride-20 mil Micro-Bevel Glue Down Plank-18in x 18in-2.5 MM-STERLING GRAY (C140),LVP
195197-004,Mannington-Color Anchor Stride-20 mil Micro-Bevel Glue Down Plank-6in x 36in-2.5 MM-COTTONTAIL (C138),LVP
195197-008,Mannington Color Anchor Stride 20 mil Micro-Bevel Glue Down Plank 6in x 36in 2.5 MM - ISLAND BLUE (C129),LVP
195197-009,Mannington Color Anchor Stride 20 mil Micro-Bevel Glue Down Plank 6in x 36in 2.5 MM - LONDON FOG (C139),LVP
195197-012,Mannington-Color Anchor Stride-20 mil Micro-Bevel Glue Down Plank-6in x 36in-2.5 MM-PEANUT SHELL (C133),LVP
195197-018,Mannington-Color Anchor Stride-20 mil Micro-Bevel Glue Down Plank-6in x 36in-2.5 MM-STERLING GRAY (C140),LVP
195246-002,Shaw Commercial Hard Surfaces Crossover LL (I439V) 20 Mil Resilient Plank 7in x 48in Undefined - Beachscape (00250),LVP
195246-016,Shaw Commercial Hard Surfaces Crossover LL (I439V) 20 Mil Resilient Plank 7in x 48in Undefined - Smoky Taupe (00720),LVP
195315-007,Shaw Commercial Resilient Inspire (0884V) 20 mil glue down 12in x 24in 2.5 MM - Encourage (84535),VCT
195433-001,Interface-Studio Set (A007xx)-22 mil vinyl plank-25cm x 1m-4.5 mm-Silverlight (01),LVP
195433-002,Interface Studio Set (A007xx) 22 mil vinyl plank 25cm x 1m 4.5 mm - Pewter (02),LVP
195433-003,Interface Studio Set (A007xx) 22 mil vinyl plank 25cm x 1m 4.5 mm - Pepper (03),LVP
195433-004,Interface Studio Set (A007xx) 22 mil vinyl plank 25cm x 1m 4.5 mm - Espresso (04),LVP
195433-005,Interface Studio Set (A007xx) 22 mil vinyl plank 25cm x 1m 4.5 mm - Titanium (05),LVP
195433-006,Interface Studio Set (A007xx) 22 mil vinyl plank 25cm x 1m 4.5 mm - Mushroom (06),LVP
195433-007,Interface Studio Set (A007xx) 22 mil vinyl plank 25cm x 1m 4.5 mm - Lime (07),LVP
195433-008,Interface Studio Set (A007xx) 22 mil vinyl plank 25cm x 1m 4.5 mm - Iris (08),LVP
195433-010,Interface Studio Set (A007xx) 22 mil vinyl plank 25cm x 1m 4.5 mm - Poppy (10),LVP
195433-013,Interface Studio Set (A007xx) 22 mil vinyl plank 25cm x 1m 4.5 mm - Slate (13),LVP
195433-025,Interface Studio Set (A007xx) 22 mil vinyl plank 25cm x 1m 4.5 mm - Dark Green (25),LVP
195433-027,Interface Studio Set (A007xx) 22 mil vinyl plank 25cm x 1m 4.5 mm - Sand (27),LVP
195434-002,Interface tive Fabric (A008xx) Luxury Vinyl Plank 22 mil 50cm x 50cm 4.5 mm - Seagrass (02),LVP
195450-009,Shaw Commercial Hard Surfaces Composed (098UV) Luxury Vinyl Plank 7in x 48in - Chalet (00755),LVP
195450-010,Shaw Commercial Hard Surfaces-Composed (098UV)-Luxury Vinyl Plank-7in x 48in-N/A-Landscape (00760),LVP
195664-001,Interface-Level Set Textured Stones (A003)-Luxury Vinyl Plank 22 mil-50cm x 50cm-4.5 mm-Polished Cement (01),LVP
195664-008,Interface-Level Set Textured Stones (A003)-Luxury Vinyl Plank 22 mil-50cm x 50cm-4.5 mm-Dark Concrete (10),LVP
195664-009,Interface Level Set Textured Stones (A003) Luxury Vinyl Plank 22 mil 50cm x 50cm 4.5 mm - Light Concrete (08),LVP
195715-002,Shaw Patcraft Acacia Plank (I456V) Luxury Resilient Planks 6in x 48in 3/32in - Hemlock (00572),LVP
195761-006,Mannington Structure 20 Mil Micro-Beveled LVT 12in x 12in 2.5 MM - CRYSTAL (PE138) (6 CARTONS),LVT
195838-001,"Dal Tile Idyllic Blends Hexagon Mosaic Mesh Mounted Glass, Stone & LVT 2in 10 7/8in x 11 1/16in sheet Walls Backsplashes - TRANQUIL SNOW (IB01)",LVT
195838-002,"Dal Tile-Idyllic Blends-Hexagon Mosaic Mesh Mounted-Glass, Stone & LVT-2in-10 7/8in x 11 1/16in sheet-NA-Walls Backsplashes-SERENE STORM (IB04)",LVT
195882-000,Mateflex ProGym Plank Interlocking Modular LVT 4.15in x 36.15in 1/2in - To Be Selected (TBS),LVT
195882-001,Mateflex ProGym Plank Interlocking Modular LVT 4.15in x 36.15in 1/2in - Maple (Maple),LVT
196137-006,Rikett/Knight RQT Medley LVT 24in x 24in .080in - Tribeca (8804),LVT
196237-001,Karndean K-Trade 12 Mil Glue Down 7in x 48in 2.0 MM - CHARLESTON (PVP120),LVP
196237-004,Karndean-K-Trade -12 Mil Glue Down-7in x 48in-2.0 MM-LAMPIONE (PVP147),VCT
196237-006,Karndean K-Trade 12 Mil Glue Down 7in x 48in 2.0 MM - LINOSA (PVP148),VCT
196237-008,Karndean K-Trade 12 Mil Glue Down 7in x 48in 2.0 MM - LEVANZO (PVP150),LVP
196237-009,Karndean K-Trade 12 Mil Glue Down 7in x 48in 2.0 MM - SICILIA (PVP142),VCT
196238-003,Karndean-K-Trade -20 mil LooseLay-41.3in x 9.85in-4.5 mm-ATHENS (LLP121),VCT
196238-005,Karndean K-Trade 20 mil LooseLay 41.3in x 9.85in 4.5 mm - NAPLES (LLP123),VCT
196238-007,Karndean K-Trade 20 mil LooseLay 41.3in x 9.85in 4.5 mm - CLEMSON (LLP128),VCT
196238-009,Karndean-K-Trade -20 mil LooseLay-41.3in x 9.85in-4.5 mm-SICILIA (LLP142),VCT
196271-005,"CPT1: Forbo Flotex Triad Planks Textile Flooring 9.84in x 39 3/8in 5.3 MM - PLATINUM (131005)
26.91sf/ctn
5,678.01sf = 211ctns
-
Production Will Advise",LVP
196277-001,Shaw Commercial Resilient-CUT (0922V)-Luxury Resilient Planks-18in x 18in-3/16in-Ecru (22103),LVP
196277-003,Shaw Commercial Resilient CUT (0922V) Luxury Resilient Planks 18in x 18in 3/16in - Talc (22174),LVP
196277-004,Shaw Commercial Resilient CUT (0922V) Luxury Resilient Planks 18in x 18in 3/16in - Honey (22280),LVP
196277-007,Shaw Commercial Resilient CUT (0922V) Luxury Resilient Planks 18in x 18in 3/16in - Cacao (22704),LVP
196278-002,Shaw Commercial Resilient SHEAR (0945V) Luxury Resilient Planks 18in x 18in 3/16in - Carrara (45515),LVP
196361-002,"Eco-Grip, Inc. (Allied) Eco-Grip Slip Resistant Safety Flooring 60in x 96in 1/4in - Pewter (Pewter)",VCT
196386-018,Mannington Select Plank 30 mil Micro-Beveled 5in x 48in 2.5 MM - TOFFEE HERITAGE HICKORY (MSC160),LVP
196401-005,Forbo Flotex Triad Planks Textile Flooring 9.84in x 39.37in 5.3 MM - PLATINUM (131005),LVP
196401-007,Forbo Flotex Triad Planks Textile Flooring 9.84in x 39.37in 5.3 MM - STEEL (131007),LVP
196477-006,Mannington Spacia Stone 20 mil Bevelled Edge LVT 12in x 18in 2.5 MM - Linear Stone Shale (SS5S3606),LVT
196477-020,Mannington-Spacia Stone-20 mil Bevelled Edge LVT-12in x 18in-2.5 MM-Monument Concrete (SS5S3072),LVT
196593-014,"LVT1: Mannington Spacia Abstract 20 mil Bevelled Edge LVT 7.25in x 48in 2.5 MM - Mirus Feather (SS5A6120)
43.5SF/CTN
2,001SF = 46 CTNS",LVT
196679-001,"Molveno Woods 992
Ginger Root 
(C0110) 20 Mil Floating LVT 
Rigid Core 8in x 60in 6 mm 
19.29SF/ctn
135.03SF=7ctn
Quote # 
6100250177",LVT
196679-009,Mohawk Molveno Woods (C0110) 20 Mil Floating LVT / Rigid Core 8in x 60in 6 mm - Touch of Sand (121),LVT
196717-018,Shaw Patcraft CMYK (I426V) 20 mil Glue Down ExoGuard 12in x 24in 2.5 MM - Obsidian (00590),VCT
196754-001,J&J Tatami (V5003) Heavy Commercial LVT 18in x 36in 5.0mm - Straw (1016),LVT
196754-002,J&J Tatami (V5003) Heavy Commercial LVT 18in x 36in 5.0mm - Nara (1017),LVT
196754-003,J&J Tatami (V5003) Heavy Commercial LVT 18in x 36in 5.0mm - Koyoto (1018),LVT
196754-004,J&J Tatami (V5003) Heavy Commercial LVT 18in x 36in 5.0mm - Edo (1019),LVT
197056-001,J&J-Modern Classics (V5002)-20 mil Heavy Commercial-9in x 48in-3 MM-Charles (1024),VCT
197158-007,Shaw Commercial Hard Surfaces Uncommon Ground 4in (0187V) 20 Mil Direct Glue 4in x 36in 3 MM - French Grey (02500),VCT
197292-005,Interface Drawn Lines (A009xx) 22 mil Commercial Ceramor 25cm x 1m 4.5 mm - Amber (05),VCT
197292-007,Interface Drawn Lines (A009xx) 22 mil Commercial Ceramor 25cm x 1m 4.5 mm - Onyx (07),VCT
197292-008,Interface-Drawn Lines (A009xx)-22 mil Commercial Ceramor-25cm x 1m-4.5 mm-Silver (08),VCT
197292-009,Interface-Drawn Lines (A009xx)-22 mil Commercial Ceramor-25cm x 1m-4.5 mm-Diamond (09),VCT
197292-010,Interface Drawn Lines (A009xx) 22 mil Commercial Ceramor 25cm x 1m 4.5 mm - Opal (10),VCT
197404-010,Centiva Adaptt Woodlot SSP 20 Mil Microbeveled 7.2in x 48in 4.5 mm - Mirbeck Oak (2324),VCT
197404-012,Centiva Adaptt Woodlot SSP 20 Mil Microbeveled 7.2in x 48in 4.5 mm - Pale Cypress (2325),VCT
197427-002,Cobalt Surfaces Katanga (KP5-xxx) 20 mil LooseLay 7in x 48in 5.0mm - POLAR (800),VCT
197427-003,Cobalt Surfaces Katanga (KP5-xxx) 20 mil LooseLay 7in x 48in 5.0mm - SAND DUNE (802),VCT
197427-004,Cobalt Surfaces Katanga (KP5-xxx) 20 mil LooseLay 7in x 48in 5.0mm - MYRTLE (801),VCT
197427-007,Cobalt Surfaces-Katanga (KP5-xxx)-20 mil LooseLay-7in x 48in-5.0mm-TUNDRA (805),VCT
197427-014,Cobalt Surfaces Katanga (KP5-xxx) 20 mil LooseLay 7in x 48in 5.0mm - CAPETOWN (811),VCT
197864-006,Karndean Korlok Reserve Click Lock Plank 7in x 48in Undefined - Vintage Oregon Oak (RCP6531),LVT
197871-006,Shaw Patcraft Meaning (I446V) Bio-Based Polyurethane Glue Down 13.19in x 26.38in 2.5 MM - Resonate (00500),LVT
197871-007,Patcraft-Meaning (I446V 13.19in x 26.38in-2.5 MM-Connect (00550),LVT
198134-008,Shaw Contract Inte (0895V) Resilient LVT/Plank 13.19in x 26.38in 3/16in - Core (95595),LVT
198134-010,Shaw Contract-Innate (0895V)-Resilient LVT/Plank-13.19in x 26.38in-3/16in-MIneral (95760),LVT
198201-002,Shaw Patcraft Splitwood (I466V) 20 mil glue down LVT 9in x 60in 5.0mm - Misted Bronze (00500),LVT
198201-004,Shaw Patcraft Splitwood (I466V) 20 mil glue down LVT 9in x 60in 5.0mm - Raw Gold (00130),LVT
198246-001,Shaw Contract Inlet (0926V) 20 mil commercial LVT w/ fiberglass 9in x 48in 5.0mm - Nestle (26120),LVT
198246-002,Shaw Contract Inlet (0926V) 20 mil commercial LVT w/ fiberglass 9in x 48in 5.0mm - Spindle (26140),LVT
198246-003,"LVT1: Inlet (0926V) 20 mil commercial LVT w/ fiberglass 9in x 48in 5.0mm 
Refuge (26155)
24sf/ctn
168sf=7ctn",LVT
198246-004,Shaw Contract Inlet (0926V) 20 mil commercial LVT w/ fiberglass 9in x 48in 5.0mm - Beech (26502),LVT
198246-005,Shaw Contract Inlet (0926V) 20 mil commercial LVT w/ fiberglass 9in x 48in 5.0mm - Shade (26506),LVT
198246-007,Shaw Contract Inlet (0926V) 20 mil commercial LVT w/ fiberglass 9in x 48in 5.0mm - Raw (26549),LVT
198246-008,Shaw Contract Inlet (0926V) 20 mil commercial LVT w/ fiberglass 9in x 48in 5.0mm - Coarse (26595),LVP
198246-009,Shaw Contract Inlet (0926V) 20 mil commercial LVT w/ fiberglass 9in x 48in 5.0mm - Thatch (26720),LVT
198246-010,Shaw Contract Inlet (0926V) 20 mil commercial LVT w/ fiberglass 9in x 48in 5.0mm - Brew (26740),LVT
198374-024,Shaw Commercial Hard Surfaces-Optimum 512C Plus (VE210)-Click Lock Plank-7in x 48in-1/8in-Lighthouse (05091),LVP
198488-001,Milliken tural Loose Lay Pike 28 mil Micro Bevel LVT 9in x 59.72in 5.0mm - DEW (PIK121-204),LVT
198730-001,Shaw Commercial Hard Surfaces-Cove (0927V)-20 mil LooseLay-9in x 48in-5.0mm-Plaster (27111),VCT
198730-003,Shaw Commercial Hard Surfaces-Cove (0927V)-20 mil LooseLay-9in x 48in-5.0mm-Graze (27326),VCT
198730-004,Shaw Commercial Hard Surfaces-Cove (0927V)-20 mil LooseLay-9in x 48in-5.0mm-Jade (27405),VCT
198730-006,Shaw Commercial Hard Surfaces-Cove (0927V)-20 mil LooseLay-9in x 48in-5.0mm-Sapphire (27486),VCT
198730-007,Shaw Commercial Hard Surfaces Cove (0927V) 20 mil LooseLay 9in x 48in 5.0mm - Silt (27504),VCT
198730-008,Shaw Commercial Hard Surfaces-Cove (0927V)-20 mil LooseLay-9in x 48in-5.0mm-Caster (27518),VCT
198730-009,Shaw Commercial Hard Surfaces Cove (0927V) 20 mil LooseLay 9in x 48in 5.0mm - Gesso (27520),VCT
198730-011,Shaw Commercial Hard Surfaces Cove (0927V) 20 mil LooseLay 9in x 48in 5.0mm - Cornerstone (27585),VCT
198733-003,Parterre Vinyl Floor System Studio Tela LVT 18in x 36in 3 MM - Graphite (63382),LVT
198790-021,Altro Floors-Whiterock-PVC Panel-4' x 9'10in-3 MM-LINEN (W137/41),VCT
198848-002,EF Contract-Stained Concrete-20 mil Heavy Commercial-18in x 36in-2.5 MM-Limestone (00002),LVT
198909-017,Gerflor Contract Flooring Attraction Interlocking Vinyl Tile 25in x 25in 5.0mm - Brooklyn (2741),VCT
198930-012,Gerflor Contract Flooring Creation Living Wood 12 Mil Micro Beveled 7.2in x 48in 2.0 MM - Honey Oak (0441),VCT
198962-003,Metroflor Deja New San Marcus Oak 20 mil Micro-Bevel Glue Down Plank 9in x 60in 2.5 MM - PUMICE (DN1445105),LVP
198962-004,Metroflor-Deja New San Marcus Oak-20 mil Micro-Bevel Glue Down Plank-9in x 60in-2.5 MM-FLINT GREY (DN1445108),LVP
199017-003,Karndean Opus Wood Plank 20 Mil Microbeveled 6in x 36in 2.5 MM - GRANO (WP311),VCT
199017-004,Karndean-Opus Wood Plank-20 Mil Microbeveled-6in x 36in-2.5 MM-IGNEA (WP313),VCT
199017-009,Karndean Opus Wood Plank 20 Mil Microbeveled 6in x 36in 2.5 MM - LUTEUS (WP321),VCT
199017-010,Karndean Opus Wood Plank 20 Mil Microbeveled 6in x 36in 2.5 MM - CANITIA (WP322),VCT
199017-014,Karndean Opus Wood Plank 20 Mil Microbeveled 6in x 36in 2.5 MM - WASHED WALNUT (WP328),VCT
199017-019,Karndean Opus Wood Plank 20 Mil Microbeveled 4in x 36in 2.5 MM - Weathered Elm (WP511),VCT
199152-016,Teknoflor Rare Plank HPD 28 mil LVP 7in x 47in 3 MM - WHEAT (89011RP),LVP
199152-022,Teknoflor-Rare Plank HPD-28 mil LVP-7in x 47in-3 MM-LIGHT MAPLE (89006RP),LVP
199319-005,Karndean Opus Wood Plank 20 Mil Microbeveled 9in x 48in 2.5 MM - SYLVA (WP417),VCT
199385-002,Milliken-Abstract Tangible-28 mil Micro Bevel LVT-18in x 36in-5.0mm-DUSK (TAN79),LVT
199459-002,Shaw Patcraft Monochrome Matte (I462V) Luxury Vinyl Tile 20 mil 18in x 36in 5.0mm - Luna (00500),LVT
199459-004,Shaw Patcraft Monochrome Matte (I462V) Luxury Vinyl Tile 20 mil 18in x 36in 5.0mm - Ledge (00570),LVT
199465-002,Milliken-Natural Shenandoah-Luxury Vinyl Plank-9in x 60in-5.0mm-Whimsy (SHE176),LVP
199571-001,J&J Alloy (V5008) 20 mil Heavy Commercial 9in x 48in 3 MM - Union (1050),LVT
199636-004,Tarkett Woodlot 20 Mil Standard Square Edge 7.25in x 48in 4.5 mm - Pale Cypress (2325),VCT
199820-016,Mannington Select Plank 30 mil Micro-Beveled 5in x 36in 2.5 MM - VINTAGE WALNUT VIVIAN (MSC122),LVP
200018-012,Parterre Vinyl Floor System Avara 10 mil Solid Vinyl Plank 6in x 36in 2.0 MM - Vienna Apple (R840),LVP
200055-006,Shaw Patcraft Surface Tone (I464V) 20 mil glue down 9in x 36in 5.0mm - Strata (00505),VCT
200094-055,Mannington-Amtico Signature Wood-40 Mil Micro-Beveled LVT-4 1/2in x 36in-2.5 MM-TEAK (AROW6990),LVT
200094-056,Mannington-Amtico Signature Wood-40 Mil Micro-Beveled LVT-4 1/2in x 36in-2.5 MM-VINTAGE TEAK (AROW7600),LVT
200113-001,EF Contract-Facet (EFCFC)-12 Mil Gluedown Plank-7in x 48in-2.5 MM-Straw (00001),VCT
200113-005,EF Contract Facet (EFCFC) 12 Mil Gluedown Plank 7in x 48in 2.5 MM - Fossil (00005),VCT
200203-000,Mohawk M95.0 Resilient Vinyl/Luxury Vinyl Tile (M95.0) 4 Gallon,LVT
200333-001,EF Contract Playbook (EFCPB) Heavy Commercial 7in x 48in 5.0mm - STRAW (001),LVT
200558-001,Forbo-Flotex Wood-Textile Flooring-9.84in x 39.37in-5.3 MM-Silver Wood (151003),VCT
200558-002,Forbo Flotex Wood Textile Flooring 9.84in x 39.37in 5.3 MM - Grey Wood (151002),VCT
200558-005,Forbo-Flotex Wood-Textile Flooring-9.84in x 39.37in-5.3 MM-Antique Wood (151006),VCT
200603-001,Shaw Hospitality Designs-Joy Squared (0993V)-Luxury Vinyl Tile-24in x 24in-20 mil-Snow Day (93100),LVT
200603-003,Shaw Hospitality Designs Joy Squared (0993V) Luxury Vinyl Tile 24in x 24in 20 mil - Playground (93250),LVT
200603-010,Shaw Hospitality Designs-Joy Squared (0993V)-Luxury Vinyl Tile-24in x 24in-20 mil-Spring (93390),LVT
200603-013,Shaw Hospitality Designs-Joy Squared (0993V)-Luxury Vinyl Tile-24in x 24in-20 mil-Bubble (93415),LVT
200603-019,Shaw Hospitality Designs Luxury Vinyl Joy Squared Luxury Vinyl Tile 24in x 24in 20 mil,LVT
200603-020,Shaw Hospitality Designs Joy Squared (0993V) Luxury Vinyl Tile 24in x 24in 20 mil - Firework (93680),LVT
200603-021,Shaw Hospitality Designs Joy Squared (0993V) Luxury Vinyl Tile 24in x 24in 20 mil - Backyard (93761),LVT
200718-001,Mohawk Vivid Step Wood (CR705) 12 Mil Bevelled Edge 6in x 48in 2.0 MM - SHIMMERING SAND (W128),LVT
200718-002,Mohawk Vivid Step Wood (CR705) 12 Mil Bevelled Edge 6in x 48in 2.0 MM - GROUNDED HATCH (W132),LVT
200718-003,Mohawk Vivid Step Wood (CR705) 12 Mil Bevelled Edge 6in x 48in 2.0 MM - GOLDEN PINE (W236),LVT
200718-009,Mohawk Vivid Step Wood (CR705) 12 Mil Bevelled Edge 6in x 48in 2.0 MM - JAVA HUT (W898),LVT
200723-000,Tarkett-100 Clear Thin Spread-VCT Dry Set (100)-1 Gallon,VCT
200800-036,Mannington Amtico Sigture Stone 40 mil LVT w/ micro-beveled edges 12in x 12in 2.5 MM - Mirabelle Creme (AROSMB14),LVT
200975-002,Gerflor Contract Flooring-GTI Max Connect-2mm wear layer interlocking-25in x 25in-6 mm-Carbon (0249),VCT
200975-019,Gerflor Contract Flooring GTI Max Connect 2mm wear layer interlocking 25in x 25in 6 mm - Ora (0260),LVT
201216-012,Mohawk Hot and Heavy Metal (C0059) 20 Mil Floating LVT 18in x 36in 5.0mm - So Fetch (959),LVT
201229-001,Shaw Patcraft Luxury Vinyl Molten 20 mil glue down 23.6in x 23.6in 5.0mm,VCT
201229-002,Shaw Patcraft Molten (I478V) 20 mil glue down 23.6in x 23.6in 5.0mm - Calcite (00500),VCT
201229-003,Shaw Patcraft-Molten (I478V)-20 mil glue down-23.6in x 23.6in-5.0mm-Quartz (00520),VCT
201229-006,Shaw Patcraft Molten (I478V) 20 mil glue down 23.6in x 23.6in 5.0mm - Obsidian (00580),VCT
201387-002,Shaw Commercial Hard Surfaces In Tandem (0896V) Straight Edge LVP 9in x 59in 2.5 MM - Pane (96130),LVP
201387-008,Shaw Commercial Hard Surfaces In Tandem (0896V) Straight Edge LVP 9in x 59in 2.5 MM - Spry (96250),LVP
