po_no,account,account_description,siteid,site,supplierid,suppliername,partnumber,partdescription,commodity_group,commoditydescription,quantity,uom,po_freight_cost,conversion_code
158380,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",193276-002,Shaw Patcraft Skill (I0461) Multi Level Pattern Loop 24in x 24in - Cunning (00405),1CPT,Carpet Tile,551.18,SQYD,549.07,Carpet_Tile_1CPT_SQYD
158804,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",179112-022,Shaw Contract Reverse Tile - Ecoworx (5T069) Multi Level Pattern Loop 24in x 24in - Space (69500),1CPT,Carpet Tile,1801.54,SQYD,2480.05,Carpet_Tile_1CPT_SQYD
159543,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",171482-004,Shaw Patcraft Experience (I0291) Multi Level Pattern Loop 24in x 24in - Solution (00425),1CPT,Carpet Tile,602.29,SQYD,829.13,Carpet_Tile_1CPT_SQYD
160964,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",1000036635,Shaw Upbeat Tile (5T490) 18in x 36in Strataworx Tile - Empower (90555),1CPT,Carpet Tile,140,SQYD,138.99,Carpet_Tile_1CPT_SQYD
161080,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",170272-001,Shaw Tile Shine Tile (59328) Full Repeat 24in x 24in - Golden (27150),1CPT,Carpet Tile,6,SQYD,44.02,Carpet_Tile_1CPT_SQYD
161083,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,102775,"Interface Americas, Inc.",186354-007,Interface AE310 (1388202500) Tufted Texture Loop 50cm x 50cm - Fog (104622),1CPT,Carpet Tile,316.94,SQYD,350.99,Carpet_Tile_1CPT_SQYD
161371,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",183691-005,Shaw Contract Primary Tile (5T123) Multi Level Pattern Loop 24in x 24in - Raven (17505),1CPT,Carpet Tile,186.55,SQYD,337.53,Carpet_Tile_1CPT_SQYD
161371,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",183682-004,Shaw Contract Basic Tile (5T121) Multi Level Pattern Loop 24in x 24in - Raven (17505),1CPT,Carpet Tile,58.63,SQYD,337.53,Carpet_Tile_1CPT_SQYD
161380,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,126695,Tarkett USA Inc,1000036131,Tarkett Electric Edit (11611) 24in x 24in -Hydroelectric (22409),1CPT,Carpet Tile,133.34,SQYD,83,Carpet_Tile_1CPT_SQYD
161427,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",199283-004,Shaw Contract Establish Tile (5T268) Multi Level Pattern Loop 12in x 48in - Link (67555),1CPT,Carpet Tile,58.63,SQYD,80.72,Carpet_Tile_1CPT_SQYD
161520,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",200669-010,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Mirror Grey (94535),1CPT,Carpet Tile,80.01,SQYD,79.71,Carpet_Tile_1CPT_SQYD
161556,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",1000032393,Shaw Cross Weave Tile (5T526) 18in x 36in Ecoworx Tile - Cobblestone (25100),1CPT,Carpet Tile,880,SQYD,1223.61,Carpet_Tile_1CPT_SQYD
161783,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,122034,Engineered Floors LLC,195475-006,J&J Kinetex Propel II Modular (1817) Loop 24in x 24in - Advance (1707),1CPT,Carpet Tile,72,SQFT,16.2,Carpet_Tile_1CPT_SQFT
163289,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",195779-006,Shaw Contract Identity Tile (5T237) Multi Level Pattern Loop 9in x 36in - Greige (35516),1CPT,Carpet Tile,90,SQYD,326.35,Carpet_Tile_1CPT_SQYD
163976,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",201683-008,Shaw Contract Jacquard (5T280) Undefined 18in x 36in - Muslin (79516),1CPT,Carpet Tile,50,SQYD,368.09,Carpet_Tile_1CPT_SQYD
163976,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",161423-005,Shaw Tile Glaze Tile (59562) Multi Level Pattern Loop 24in x 24in - Sea Glass (62560),1CPT,Carpet Tile,15.87,SQYD,368.09,Carpet_Tile_1CPT_SQYD
163994,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,126695,Tarkett USA Inc,1000036605,Tarkett Create Vision (G0079) 18in x 36in Ethos Modular - Forward (32809),1CPT,Carpet Tile,768,SQYD,148.55,Carpet_Tile_1CPT_SQYD
164014,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,118209,"Flor, Inc.",1000036640,Flor Down to Earth 50cm x 50cm CQuestGB - Bone,1CPT,Carpet Tile,45,SQYD,210,Carpet_Tile_1CPT_SQYD
164014,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,118209,"Flor, Inc.",1000036639,Flor Down to Earth 50cm x 50cm CQuestGB - Charcoal,1CPT,Carpet Tile,45,SQYD,210,Carpet_Tile_1CPT_SQYD
164014,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,118209,"Flor, Inc.",1000036151,Flor Urban Nature 50x50cm - Charcoal/bone,1CPT,Carpet Tile,47,SQYD,210,Carpet_Tile_1CPT_SQYD
164037,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,1000036630,Mohawk Curious Cluster (GT353) 24in x 24in EcoFlex ONE - Hand In Hand (737),1CPT,Carpet Tile,329.77,SQYD,286.91,Carpet_Tile_1CPT_SQYD
164206,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,108164,"Mannington Mills, Inc.",185865-002,Mannington Scaffold (Urban Grid) Textured Patterned Loop 18in x 36in - Crosstown (11212),1CPT,Carpet Tile,175,SQYD,178.46,Carpet_Tile_1CPT_SQYD
164568,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",170272-001,Shaw Tile Shine Tile (59328) Full Repeat 24in x 24in - Golden (27150),1CPT,Carpet Tile,21.33,SQYD,75.6,Carpet_Tile_1CPT_SQYD
164766,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",208648-006,Shaw Contract Elevate Tile (5T388) Multi Level Pattern Loop 24in x 24in - Path (88555),1CPT,Carpet Tile,421.07,SQYD,669.52,Carpet_Tile_1CPT_SQYD
165019,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",163592-020,Shaw Tile Diffuse (59575) Multi-Level Pattern Dyed Loop 24in x 24in - Passport (75597),1CPT,Carpet Tile,1402.66,SQYD,1922.87,Carpet_Tile_1CPT_SQYD
165104,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",204292-004,Shaw Patcraft Inclusion Color (I0553) Multi Level Pattern Loop 24in x 24in - Opal (00460),1CPT,Carpet Tile,853.32,SQYD,3938.13,Carpet_Tile_1CPT_SQYD
165104,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",204294-004,Shaw Patcraft Inclusion (I0555) Multi Level Pattern Loop 24in x 24in - Azurite (00450),1CPT,Carpet Tile,3066.64,SQYD,3938.13,Carpet_Tile_1CPT_SQYD
166071,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,193331-006,Mohawk Threaded Craft Tile (BT414) Tufted Textured Pattern Loop 24in x 24in - Mist (7948),1CPT,Carpet Tile,245.33,SQYD,230.61,Carpet_Tile_1CPT_SQYD
166071,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,193331-006,Mohawk Threaded Craft Tile (BT414) Tufted Textured Pattern Loop 24in x 24in - Mist (7948),1CPT,Carpet Tile,0.08,SQYD,230.61,Carpet_Tile_1CPT_SQYD
166202,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,1000036814,Milliken Revelation Pathway 20in X 40n - Crest (PWY105),1CPT,Carpet Tile,44.85,SQYD,389.74,Carpet_Tile_1CPT_SQYD
166202,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,1000036812,Milliken Color Field Patina 10in X 40in - Artic (Pat171-157),1CPT,Carpet Tile,34.98,SQYD,389.74,Carpet_Tile_1CPT_SQYD
166202,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,1000036831,Milliken Color Field Patina 10in X 40in -Tansy (Pat21-105),1CPT,Carpet Tile,34.98,SQYD,389.74,Carpet_Tile_1CPT_SQYD
166202,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,191832-014,Milliken Color Field Pati Tufted Texture Loop 25cm x 1m - WOOD (PAT124),1CPT,Carpet Tile,278.07,SQYD,389.74,Carpet_Tile_1CPT_SQYD
166369,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,206922-005,Mohawk Urban Mobility (GT430) Tufted Textured Pattern Loop 12in x 36in - Gold Line (961),1CPT,Carpet Tile,135.31,SQYD,127.56,Carpet_Tile_1CPT_SQYD
166451,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,1000033874,Milliken Obex Tile CutX Stipple 50cm x 50cm Wellbac Comfort Plus - Grey (STX235-27),1CPT,Carpet Tile,46.64,SQYD,108.34,Carpet_Tile_1CPT_SQYD
166964,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,101526,"Shaw Industries, Inc.",212330-008,Shaw Contract Hub Tile (5T459) Multi Level Pattern Loop 24in x 24in - Gather (57761),1CPT,Carpet Tile,53.3,SQYD,75.87,Carpet_Tile_1CPT_SQYD
167162,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,102775,"Interface Americas, Inc.",213584-005,Interface Luminescent (131110AK00) tufted Textured Loop 25cm x 1m - Iron Azure (107238),1CPT,Carpet Tile,1100.32,SQYD,762.53,Carpet_Tile_1CPT_SQYD
167194,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",1000036908,Shaw Compilation Tile (5T515) 18in x 36in Ecoworx Tile - Repertoire (75325),1CPT,Carpet Tile,30,SQYD,1890.45,Carpet_Tile_1CPT_SQYD
167194,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",1000036905,Shaw Script Tile (5T514) 18in x 36in Ecoworx Tile - Repertoire (75325),1CPT,Carpet Tile,250,SQYD,1890.45,Carpet_Tile_1CPT_SQYD
167462,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,101526,"Shaw Industries, Inc.",206698-011,Shaw Contract Current (5T350) Multi Level Pattern Loop 9in x 36in - Iron (49585),1CPT,Carpet Tile,160,SQYD,220.12,Carpet_Tile_1CPT_SQYD
167733,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,107768,Milliken & Company,1000037355,Milliken Stereovision Mainframe 25cm x 1m Wellbac Comfort -Spectral (MFR153),1CPT,Carpet Tile,192.85,SQYD,249.68,Carpet_Tile_1CPT_SQYD
167994,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,122034,Engineered Floors LLC,204623-002,EF Contract Polaris (TPLR) Textured Loop 24in x 24in - Midnight (PLR48),1CPT,Carpet Tile,288,SQYD,358.1,Carpet_Tile_1CPT_SQYD
168026,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",191920-003,Shaw Patcraft Reason (I0459) Multi Level Pattern Loop 24in x 24in - Method (00500),1CPT,Carpet Tile,612.81,SQYD,611.06,Carpet_Tile_1CPT_SQYD
168626,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",1000033582,Shaw Strataworx Pleated Tile (5T600) 24in x 24in Strataworx Tile - Cozy (16111),1CPT,Carpet Tile,373.38,SQYD,371.94,Carpet_Tile_1CPT_SQYD
168761,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",200669-004,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Shimmery Blue (94485),1CPT,Carpet Tile,44.44,SQYD,75.87,Carpet_Tile_1CPT_SQYD
168764,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,121019,"Bentley Mills, Inc.",203628-002,Bentley Rough Idea Shear (8RN240221K) Tufted Tip-Sheared 24in x 24in - Design (800116),1CPT,Carpet Tile,12,SQYD,77.54,Carpet_Tile_1CPT_SQYD
168980,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,102775,"Interface Americas, Inc.",171487-011,Interface Pathways II GlasBac (1468102500) Tufted Texture Loop 19.69in x 19.69in - Topaz (9713),1CPT,Carpet Tile,412.62,SQYD,362.9,Carpet_Tile_1CPT_SQYD
169308,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",212203-007,Shaw Contract Downtime Tile (5T457) Multi Level Pattern Loop 24in x 24in - Team (57760),1CPT,Carpet Tile,782.21,SQYD,779.33,Carpet_Tile_1CPT_SQYD
169573,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",182402-004,Shaw Contract Achromatic (5T107) Undefined 18in x 36in - Charcoal (07555),1CPT,Carpet Tile,10,SQYD,218.56,Carpet_Tile_1CPT_SQYD
169573,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",182402-002,Shaw Contract Achromatic (5T107) Undefined 18in x 36in - Black (07505),1CPT,Carpet Tile,150,SQYD,218.56,Carpet_Tile_1CPT_SQYD
169873,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",200842-006,Shaw Contract Offset Tile (5T296) Multi Level Pattern Loop 24in x 24in - Steel Grey (94530),1CPT,Carpet Tile,44.44,SQYD,43.97,Carpet_Tile_1CPT_SQYD
169873,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",200842-006,Shaw Contract Offset Tile (5T296) Multi Level Pattern Loop 24in x 24in - Steel Grey (94530),1CPT,Carpet Tile,0.01,SQYD,43.97,Carpet_Tile_1CPT_SQYD
170502,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",191649-003,Shaw Patcraft Logic (I0460) Undefined 24in x 24in - Method (00500),1CPT,Carpet Tile,26,SQYD,229.43,Carpet_Tile_1CPT_SQYD
170950,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",163672-007,Shaw Tile Disperse Tile (59576) Full Repeat 24in x 24in - Magnetic Fields (75505),1CPT,Carpet Tile,85.28,SQYD,109.48,Carpet_Tile_1CPT_SQYD
171447,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,122034,Engineered Floors LLC,205792-002,J&J Tri-Plex II Kinetex (1852) Textile Composite 24in x 24in - Dog Night (2293),1CPT,Carpet Tile,1584,SQFT,233.23,Carpet_Tile_1CPT_SQFT
171461,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",200940-009,Shaw Contract Structure Tile (5T297) Multi Level Pattern Loop 24in x 24in - Metallic Beige (94760),1CPT,Carpet Tile,177.77,SQYD,249.33,Carpet_Tile_1CPT_SQYD
171461,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",200940-009,Shaw Contract Structure Tile (5T297) Multi Level Pattern Loop 24in x 24in - Metallic Beige (94760),1CPT,Carpet Tile,88.89,SQYD,249.33,Carpet_Tile_1CPT_SQYD
171540,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",170272-001,Shaw Tile Shine Tile (59328) Full Repeat 24in x 24in - Golden (27150),1CPT,Carpet Tile,8,SQYD,58.28,Carpet_Tile_1CPT_SQYD
171632,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,122034,Engineered Floors LLC,204623-002,EF Contract Polaris (TPLR) Textured Loop 24in x 24in - Midnight (PLR48),1CPT,Carpet Tile,272,SQYD,360.02,Carpet_Tile_1CPT_SQYD
171635,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,122034,Engineered Floors LLC,204623-002,EF Contract Polaris (TPLR) Textured Loop 24in x 24in - Midnight (PLR48),1CPT,Carpet Tile,56,SQYD,106.22,Carpet_Tile_1CPT_SQYD
171637,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",174919-008,Shaw Tile Tempt (5T019) Full Repeat 24in x 24in - Dare (18505),1CPT,Carpet Tile,21.32,SQYD,75.33,Carpet_Tile_1CPT_SQYD
171676,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",175050-007,Shaw Tile Welcome II Tile (5T031) Needlebond 24in x 24in - Sterling (31557),1CPT,Carpet Tile,48,SQYD,65.8,Carpet_Tile_1CPT_SQYD
171907,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",193276-006,Shaw Patcraft Skill (I0461) Multi Level Pattern Loop 24in x 24in - Expertise (00705),1CPT,Carpet Tile,222.22,SQYD,207.52,Carpet_Tile_1CPT_SQYD
171959,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",200669-010,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Mirror Grey (94535),1CPT,Carpet Tile,231.14,SQYD,229.43,Carpet_Tile_1CPT_SQYD
171973,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,122034,Engineered Floors LLC,204623-002,EF Contract Polaris (TPLR) Textured Loop 24in x 24in - Midnight (PLR48),1CPT,Carpet Tile,20,SQYD,56.71,Carpet_Tile_1CPT_SQYD
172088,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",202348-014,Shaw Contract Endless Tile (5T305) Multi Level Pattern Loop 9in x 36in - Calm (05580),1CPT,Carpet Tile,75,SQYD,96.57,Carpet_Tile_1CPT_SQYD
172182,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",200669-013,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Metallic Beige (94760),1CPT,Carpet Tile,106.56,SQYD,105.9,Carpet_Tile_1CPT_SQYD
172243,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",200941-006,Shaw Contract Array Tile (5T295) Multi Level Pattern Loop 24in x 24in - Steel Grey (94530),1CPT,Carpet Tile,284.48,SQYD,587.81,Carpet_Tile_1CPT_SQYD
172856,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",204498-001,Shaw Contract-Partner (5T354)-Multi level Loop-24in x 24in-Union (52335),1CPT,Carpet Tile,106.68,SQYD,105.9,Carpet_Tile_1CPT_SQYD
172907,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",191436-002,Shaw Contract Purpose Tile (5T209) Multi Level Pattern Loop 24in x 24in - Skylight (08530),1CPT,Carpet Tile,595.63,SQYD,591.25,Carpet_Tile_1CPT_SQYD
173261,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,108164,"Mannington Mills, Inc.",1000037040,Mannington Summit PDX 12in x 36in Infinity 2 - East End Beach (81501),1CPT,Carpet Tile,458.2,SQYD,467.27,Carpet_Tile_1CPT_SQYD
173264,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,108164,"Mannington Mills, Inc.",1000037040,Mannington Summit PDX 12in x 36in Infinity 2 - East End Beach (81501),1CPT,Carpet Tile,223.86,SQYD,228.22,Carpet_Tile_1CPT_SQYD
173326,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",191649-001,Shaw Patcraft Logic (I0460) Undefined 24in x 24in - Technique (00400),1CPT,Carpet Tile,9,SQYD,79.42,Carpet_Tile_1CPT_SQYD
173329,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",205039-005,Shaw Contract Companion Tile (5t352) Multi Level Pattern Loop 24in x 24in - Fuse (52515),1CPT,Carpet Tile,62.22,SQYD,75.6,Carpet_Tile_1CPT_SQYD
173395,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",216167-001,Shaw Contract Hub Accent (5T460) Multi Level Pattern Loop 24in x 24in - Action Aqua (57583),1CPT,Carpet Tile,35.56,SQYD,35.29,Carpet_Tile_1CPT_SQYD
173620,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",182637-013,Shaw Contract Color Form (5T112) Multi Level Pattern Loop 9in x 36in - Imply (81485),1CPT,Carpet Tile,130,SQYD,182.68,Carpet_Tile_1CPT_SQYD
174494,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,122034,Engineered Floors LLC,195475-006,J&J Kinetex Propel II Modular (1817) Loop 24in x 24in - Advance (1707),1CPT,Carpet Tile,360,SQFT,106.34,Carpet_Tile_1CPT_SQFT
174495,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",175050-005,Shaw Tile Welcome II Tile (5T031) Needlebond 24in x 24in - Ebony (31500),1CPT,Carpet Tile,32,SQYD,75.6,Carpet_Tile_1CPT_SQYD
174595,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,121550,Mohawk Industries,206874-002,Mohawk Urban Field II (GT446) Tufted Textured Pattern Loop 12in x 36in - Pavement (989),1CPT,Carpet Tile,51.37,SQYD,47.22,Carpet_Tile_1CPT_SQYD
174738,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",1000008896,Shaw Contract Face to Face Tile / 5T405 Synthetic/Ecoworx 18in x 36in Listen (05100),1CPT,Carpet Tile,105,SQYD,147.15,Carpet_Tile_1CPT_SQYD
174758,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,102775,"Interface Americas, Inc.",208640-001,Interface Open Air 401 (163360AK00) tufted Textured Loop 25cm x 1m - Black (106772),1CPT,Carpet Tile,334.88,SQYD,349.39,Carpet_Tile_1CPT_SQYD
175045,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",191438-002,Shaw Contract Situation Tile (5T210) Multi Level Pattern Loop 24in x 24in - Skylight (08530),1CPT,Carpet Tile,186.55,SQYD,185.32,Carpet_Tile_1CPT_SQYD
175072,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",200669-010,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Mirror Grey (94535),1CPT,Carpet Tile,311.15,SQYD,308.85,Carpet_Tile_1CPT_SQYD
175455,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",191649-002,Shaw Patcraft Logic (I0460) Undefined 24in x 24in - Blueprint (00450),1CPT,Carpet Tile,364.49,SQYD,361.8,Carpet_Tile_1CPT_SQYD
175755,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",212330-002,Shaw Contract Hub Tile (5T459) Multi Level Pattern Loop 24in x 24in - Keen (57486),1CPT,Carpet Tile,444.5,SQYD,441.22,Carpet_Tile_1CPT_SQYD
175764,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",196609-002,Shaw Patcraft Instinct (I0501) Multi Level Pattern Loop 24in x 24in - Stone Hearth (00550),1CPT,Carpet Tile,453.31,SQYD,450.04,Carpet_Tile_1CPT_SQYD
175779,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",1000038740,Shaw Contract Chromatone Tile (5T444) Multi Level Pattern Loop 18in x 36in - Chartreuse Silver (07325),1CPT,Carpet Tile,45,SQYD,264.7,Carpet_Tile_1CPT_SQYD
175779,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",1000038739,Shaw Contract Chromatone Tile (5T444) Multi Level Pattern Loop 18in x 36in - Cyan Charcoal (07436),1CPT,Carpet Tile,55,SQYD,264.7,Carpet_Tile_1CPT_SQYD
175779,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",1000038741,Shaw Drop Stitch Strataworx Tile (5T598) 24in x 24in - Green (16326),1CPT,Carpet Tile,124.44,SQYD,264.7,Carpet_Tile_1CPT_SQYD
175794,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,126695,Tarkett USA Inc,1000038421,Tarkett Thread Craft (11569) 18in x 36in Ethos Modular - Warm Cashmere (60807),1CPT,Carpet Tile,366,SQYD,1043.46,Carpet_Tile_1CPT_SQYD
175794,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,126695,Tarkett USA Inc,1000038421,Tarkett Thread Craft (11569) 18in x 36in Ethos Modular - Warm Cashmere (60807),1CPT,Carpet Tile,12,SQYD,1043.46,Carpet_Tile_1CPT_SQYD
175800,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",203096-012,Shaw Contract Boundless (5T314) Multi-Level Pattern Dyed Loop 9in x 36in - Radiant (05515),1CPT,Carpet Tile,80,SQYD,175.48,Carpet_Tile_1CPT_SQYD
175800,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",198752-009,Shaw Hospitality Designs Dream Tile (5T265) Multi Level Pattern Loop 24in x 24in - Greige (48516),1CPT,Carpet Tile,48,SQYD,175.48,Carpet_Tile_1CPT_SQYD
