SITE,SITE DESCRIPTION,SUPPLIER NO,SUPPLIER NAME,INVOICE ID,INVOICE NO,DATE POSTED,PROJECT ID,PROJECT NAME,ACCOUNT,ACCOUNT DESCRIPTION,PLANNED DELIVERY DATE,SHIP TO ZIP,PO NO,PO LINE NO,PO REL NO,RECEIPT NO,PART NO,PART DESCRIPTION,COMM 1,COMM 2,PO PURCH QTY,PURCH UOM,PO INV QTY,INV UOM,INVOICED LINE QTY,INVOICE LINE TOTAL,PO PRICE,PO_HAS_PROJECT_FREIGHT,TOTAL_PO_VALUE,PROJECT_FREIGHT_COST,PRODUCT_ONLY_PO_VALUE,PROJECT_FREIGHT_PERCENT,FREIGHT_PERCENT_EXCL_PRODUCT,FREIGHT_≥90%_OF_PO,FREIGHT_GT_PRODUCT,NEGATIVE_FREIGHT_PERCENT,PROJECT_FREIGHT_LINE_COUNT,PO_HAS_MULTIPLE_PROJECT_FREIGHT_LINES,HIGH_FREIGHT_FLAG,PART DESCRIPTION CLEAN,IS_LABOR,PRODUCT_ORDER_COUNT,PRODUCT_ORDER_RANK,UOM_COMPARISON_STATUS,PO_INVOICE_COMPOSITE_KEY,PO_COMPOSITE_KEY_CONSISTENCY,Commodity Group,Description,Old/New,Priority,IS_MANUAL,ALL_PRIORITY,PRIORITY_PO_FLAG
BNB,Beckers New Brighton,103423,"Shaw Industries, Inc.",436654,9267643,5-Jan-24,2311123178,PIEDMONT OFFICE REALTY,2008,Received Not Yet Invoiced,8-Dec-23,55430,43258,1,1,2.0,202655-013,Shaw Contract Source (5T315) Multi Level Pattern Loop 9in x 36in - Wild (05557),1CPT,2CPT,250.0,SY,250.0,SY,5.0,116.65,116.65,False,5832.5,0.0,5832.5,0.0,0.0,False,False,False,0,False,False,SHAW CONTRACT SOURCE (5T315) MULTI LEVEL PATTERN LOOP 9IN X 36IN - WILD (05557),True,,,Match,43258|436654|9267643,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,103423,"Shaw Industries, Inc.",436654,9267643,5-Jan-24,2311123178,PIEDMONT OFFICE REALTY,2008,Received Not Yet Invoiced,8-Dec-23,55430,43258,1,1,1.0,202655-013,Shaw Contract Source (5T315) Multi Level Pattern Loop 9in x 36in - Wild (05557),1CPT,2CPT,250.0,SY,250.0,SY,245.0,5715.85,5715.85,False,5832.5,0.0,5832.5,0.0,0.0,False,False,False,0,False,False,SHAW CONTRACT SOURCE (5T315) MULTI LEVEL PATTERN LOOP 9IN X 36IN - WILD (05557),True,,,Match,43258|436654|9267643,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,121019,"Bentley Mills, Inc.",436732,825451,5-Jan-24,2312126788,Agribank Conference Stair Carpet,2008,Received Not Yet Invoiced,12-Dec-23,55430,44746,1,1,1.0,209801-003,Bentley-Color Core (4EOT00620R)-High PerformancePC-12'-Cook (402542),1CBL,2CBL,49.0,SY,49.0,SY,49.0,1018.71,1018.71,False,1018.71,0.0,1018.71,0.0,0.0,False,False,False,0,False,False,BENTLEY-COLOR CORE (4EOT00620R)-HIGH PERFORMANCEPC-12'-COOK (402542),False,1.0,129.0,Match,44746|436732|825451,Consistent,1CBL,Carpet BL,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,102775,"Interface Americas, Inc.",465374,2471496,24-Jan-24,2312127133,MN TWINS SUITE REMODEL,2008,Received Not Yet Invoiced,5-Jan-24,55430,51086,1,1,1.0,195433-004,Interface Studio Set (A007xx) 22 mil vinyl plank 25cm x 1m 4.5 mm - Espresso (04),1VNL,2LVP,322.92,SF,322.92,SF,322.92,1130.22,1130.22,False,1130.22,0.0,1130.22,0.0,0.0,False,False,False,0,False,False,INTERFACE STUDIO SET (A007XX) 22 MIL VINYL PLANK 25CM X 1M 4.5 MM - ESPRESSO (04),False,13.0,117.0,Match,51086|465374|2471496,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,103423,"Shaw Industries, Inc.",465344,9445000,24-Jan-24,2311123437,UOFM COFFMAN HALL - THEATRE - ANNEX,2008,Received Not Yet Invoiced,14-Dec-23,55430,45234,1,1,1.0,204976-002,Shaw Contract Intention 18X36 (5T360) Undefined 18in x 36in - Lacquer (58496),1CPT,2CPT,140.0,SY,140.0,SY,140.0,3438.4,3438.4,False,3438.4,0.0,3438.4,0.0,0.0,False,False,False,0,False,False,SHAW CONTRACT INTENTION 18X36 (5T360) UNDEFINED 18IN X 36IN - LACQUER (58496),True,,,Match,45234|465344|9445000,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,104804,Spartan Surfaces,476553,661838,1-Feb-24,2401131445,WINNERS CHAPEL MN (MATERIALS),2008,Received Not Yet Invoiced,26-Jan-24,55430,55905,1,1,1.0,1000010294,KRAUS 7801 IMPULSE RAIN DUNES 05  25CM X 1M / 6.37 YDS PER CTN,1CPT,2CPT,38.22,SY,38.22,SY,38.22,697.13,697.13,False,697.13,0.0,697.13,0.0,0.0,False,False,False,0,False,False,KRAUS 7801 IMPULSE RAIN DUNES 05  25CM X 1M / 6.37 YDS PER CTN,False,1.0,129.0,Match,55905|476553|661838,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,122068,"E.J. Welch Co., Inc.",498461,SO10893482.001,13-Feb-24,2401129825,The Carlyle Residence Guest Suites,2008,Received Not Yet Invoiced,20-Jan-24,55430,55533,1,1,1.0,1000009942,CHENEY CARPETS STYLE SANTA MONICA COLOR 949 URBAN 12' WIDTH BROADLOOM,1CBL,2CBL,69.0,SY,69.0,SY,69.0,1310.31,1310.31,False,1310.31,0.0,1310.31,0.0,0.0,False,False,False,0,False,False,CHENEY CARPETS STYLE SANTA MONICA COLOR 949 URBAN 12' WIDTH BROADLOOM,False,2.0,128.0,Match,55533|498461|SO10893482.001,Consistent,1CBL,Carpet BL,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,102775,"Interface Americas, Inc.",524482,2475243,28-Feb-24,2401131244,SITECORE MPLS (T3 BUILDING-STE 360),2008,Received Not Yet Invoiced,18-Jan-24,55430,55052,1,1,1.0,196374-002,Interface French Seams (25550AK00) Tufted Cut & Loop 25cm x 1m - Toulouse (105605),1CPT,2CPT,77.74,SY,77.74,SY,77.74,2152.62,2152.62,False,5133.17,0.0,5133.17,0.0,0.0,False,False,False,0,False,False,INTERFACE FRENCH SEAMS (25550AK00) TUFTED CUT & LOOP 25CM X 1M - TOULOUSE (105605),False,1.0,129.0,Match,55052|524482|2475243,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,102775,"Interface Americas, Inc.",524482,2475243,28-Feb-24,2401131244,SITECORE MPLS (T3 BUILDING-STE 360),2008,Received Not Yet Invoiced,18-Jan-24,55430,55052,2,1,1.0,196374-001,Interface French Seams (25550AK00) Tufted Cut & Loop 25cm x 1m - Chantilly (105604),1CPT,2CPT,107.64,SY,107.64,SY,107.64,2980.55,2980.55,False,5133.17,0.0,5133.17,0.0,0.0,False,False,False,0,False,False,INTERFACE FRENCH SEAMS (25550AK00) TUFTED CUT & LOOP 25CM X 1M - CHANTILLY (105604),False,5.0,125.0,Match,55052|524482|2475243,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,103423,"Shaw Industries, Inc.",501167,9734720,28-Feb-24,2402135321,HOPE ACADEMY LIBRARY,2008,Received Not Yet Invoiced,12-Feb-24,55430,62913,1,1,1.0,1000012615,"PATCRAFT UNDERLIE-VINYL (I0542) 18"" x 36"" ASPHALT (00590)",100,100,200.0,SY,200.0,SY,200.0,5834.0,5834.0,False,5834.0,0.0,5834.0,0.0,0.0,False,False,False,0,False,False,"PATCRAFT UNDERLIE-VINYL (I0542) 18"" X 36"" ASPHALT (00590)",False,1.0,129.0,Match,62913|501167|9734720,Consistent,100,Carpet Tiles,Old Commodity,Yes,False,True,True
BNB,Beckers New Brighton,103423,"Shaw Industries, Inc.",512913,9798057,28-Feb-24,2401131722,AVANT ENERGY-(13th Flr Remodel),2008,Received Not Yet Invoiced,27-Feb-24,55430,60848,1,1,1.0,1000009940,"PATCRAFT 103423 CARPET TILE STYLE RAW EDGE I0634 COLOR CHENILLE 00100 18"" X 36"" / 5 SY PER CTN",100,100,40.0,SY,40.0,SY,40.0,1338.4,1338.4,False,1338.4,0.0,1338.4,0.0,0.0,False,False,False,0,False,False,"PATCRAFT 103423 CARPET TILE STYLE RAW EDGE I0634 COLOR CHENILLE 00100 18"" X 36"" / 5 SY PER CTN",False,1.0,129.0,Match,60848|512913|9798057,Consistent,100,Carpet Tiles,Old Commodity,Yes,False,True,True
BNB,Beckers New Brighton,122034,Engineered Floors LLC,523204,6-3312502,28-Feb-24,2401130965,UOFM PHILLIPS WANGENSTEEN BUILDING,2008,Received Not Yet Invoiced,30-Jan-24,55430,58589,1,1,1.0,1000011191,"ENGINEERED FLOORS 7683 ELEMENTAL DRAFTSMAN 2758 24"" X 24"" NEXUS MODULAR BACKING",100,100,32.0,SY,32.0,SY,32.0,670.4,670.4,False,670.4,0.0,670.4,0.0,0.0,False,False,False,0,False,False,"ENGINEERED FLOORS 7683 ELEMENTAL DRAFTSMAN 2758 24"" X 24"" NEXUS MODULAR BACKING",False,1.0,129.0,Match,58589|523204|6-3312502,Consistent,100,Carpet Tiles,Old Commodity,Yes,False,True,True
BNB,Beckers New Brighton,103423,"Shaw Industries, Inc.",523658,9851092,8-Mar-24,2402137098,RIDGEVIEW MEDICAL CHANHASSEN,2008,Received Not Yet Invoiced,26-Feb-24,55430,67457,1,1,1.0,155053-001,Shaw Patcraft Color Choice (I0203) Undefined 12' - Pecan (00101),1CBL,2CBL,16.0,SY,16.0,SY,16.0,271.52,271.52,False,271.52,0.0,271.52,0.0,0.0,False,False,False,0,False,False,SHAW PATCRAFT COLOR CHOICE (I0203) UNDEFINED 12' - PECAN (00101),False,1.0,129.0,Match,67457|523658|9851092,Consistent,1CBL,Carpet BL,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,103423,"Shaw Industries, Inc.",533535,9882846,8-Mar-24,2402140731,HUNTINGTON BANK ROSEVILLE (Flood),2008,Received Not Yet Invoiced,29-Feb-24,55430,69083,1,1,1.0,188060-009,Shaw Contract Solitude (0648V) Luxury Resilient Planks 6in x 48in 13/64 - French Grey (48599),1VNL,2LVP,2020.0,SF,2020.0,SF,2020.0,6322.6,6322.6,False,6322.6,0.0,6322.6,0.0,0.0,False,False,False,0,False,False,SHAW CONTRACT SOLITUDE (0648V) LUXURY RESILIENT PLANKS 6IN X 48IN 13/64 - FRENCH GREY (48599),True,,,Match,69083|533535|9882846,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,102775,"Interface Americas, Inc.",550330,2491585,14-Mar-24,2402140731,HUNTINGTON BANK ROSEVILLE (Flood),2008,Received Not Yet Invoiced,29-Feb-24,55430,69030,1,1,1.0,1000014549,INTERFACE 161660AK00 UPLOAD LIGHT GREEN 106291 50CM X 1M GLASBAC / 5.98 SY PER CTN,100,100,131.56,SY,131.56,SY,131.56,3848.13,3848.13,False,3848.13,0.0,3848.13,0.0,0.0,False,False,False,0,False,False,INTERFACE 161660AK00 UPLOAD LIGHT GREEN 106291 50CM X 1M GLASBAC / 5.98 SY PER CTN,False,1.0,129.0,Match,69030|550330|2491585,Consistent,100,Carpet Tiles,Old Commodity,Yes,False,True,True
BNB,Beckers New Brighton,107768,Milliken & Company,552099,14628408,15-Mar-24,2402137358,Study Room Carpet,2008,Received Not Yet Invoiced,13-Mar-24,55430,65920,3,1,1.0,1000013630,MILLIKEN FORMWORK PILLAR FWK13 50CM X 50CM TRACTIONBACK,1CPT,2CPT,30.199,SY,30.2,SY,30.2,712.39,712.39,False,2137.17,0.0,2137.17,0.0,0.0,False,False,False,0,False,,MILLIKEN FORMWORK PILLAR FWK13 50CM X 50CM TRACTIONBACK,False,1.0,129.0,Match,65920|552099|14628408,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,107768,Milliken & Company,552099,14628408,15-Mar-24,2402137358,Study Room Carpet,2008,Received Not Yet Invoiced,13-Mar-24,55430,65920,2,1,1.0,1000013632,MILLIKEN FORMWORK VAULT FWK133 50CM X 50CM TRACTIONBACK,1CPT,2CPT,30.199,SY,30.2,SY,30.2,712.39,712.39,False,2137.17,0.0,2137.17,0.0,0.0,False,False,False,0,False,,MILLIKEN FORMWORK VAULT FWK133 50CM X 50CM TRACTIONBACK,False,1.0,129.0,Match,65920|552099|14628408,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,107768,Milliken & Company,552099,14628408,15-Mar-24,2402137358,Study Room Carpet,2008,Received Not Yet Invoiced,13-Mar-24,55430,65920,1,1,1.0,1000013631,MILLIKEN FORMWORK PLINTH FWK118 50CM X 50CM TRACTIONBACK,1CPT,2CPT,30.199,SY,30.2,SY,30.2,712.39,712.39,False,2137.17,0.0,2137.17,0.0,0.0,False,False,False,0,False,,MILLIKEN FORMWORK PLINTH FWK118 50CM X 50CM TRACTIONBACK,False,1.0,129.0,Match,65920|552099|14628408,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,102775,"Interface Americas, Inc.",566679,2494121,22-Mar-24,2401132947,THOMSON REUTERS (GAME & TRAINING RO,2008,Received Not Yet Invoiced,1-Apr-24,55430,64729,1,1,1.0,205607-000,Interface Open Air 408 COLOR IRON 25cm x 1m Glasbac,1CPT,2CPT,131.56,SY,131.56,SY,131.56,2466.75,2466.75,False,2466.75,0.0,2466.75,0.0,0.0,False,False,False,0,False,False,INTERFACE OPEN AIR 408 COLOR IRON 25CM X 1M GLASBAC,False,1.0,129.0,Match,64729|566679|2494121,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,108164,"Mannington Mills, Inc.",572738,8606180,26-Mar-24,2402135804,PARK RIVER ESTATES- (MAIN CPT ATTIC,2008,Received Not Yet Invoiced,13-Feb-24,55430,60685,1,1,1.0,202792-006,Mannington Precision Patterned Loop 24in x 24in - Probability (84588),1CPT,2CPT,16.0,SY,16.0,SY,16.0,315.2,315.2,False,315.2,0.0,315.2,0.0,0.0,False,False,False,0,False,False,MANNINGTON PRECISION PATTERNED LOOP 24IN X 24IN - PROBABILITY (84588),False,1.0,129.0,Match,60685|572738|8606180,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,103423,"Shaw Industries, Inc.",569767,2087513,2-Apr-24,2403144830,JONES HARRISON (CPT TILE STOCK) MAR,2008,Received Not Yet Invoiced,20-Mar-24,55430,75826,1,1,1.0,151322-012,Shaw Patcraft Socrates II Tile (I0126) Textured Loop 24in x 24in - Descartes (00112),1CPT,2CPT,149.33,SY,149.33,SY,149.33,2787.99,2787.99,False,2787.99,0.0,2787.99,0.0,0.0,False,False,False,0,False,False,SHAW PATCRAFT SOCRATES II TILE (I0126) TEXTURED LOOP 24IN X 24IN - DESCARTES (00112),False,1.0,129.0,Match,75826|569767|2087513,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,108164,"Mannington Mills, Inc.",610645,98677577,16-Apr-24,2402135391,BUFFALO HOSPITAL VESTIBULE,2008,Received Not Yet Invoiced,8-Apr-24,55430,82722,1,1,1.0,1000017887,"MANNINGTON RUFFIN II 1506 EBONY EARTH 24"" X 24"" CARPET TILE",1CPT,2CPT,32.0,SY,32.0,SY,32.0,1923.2,1923.2,False,1923.2,0.0,1923.2,0.0,0.0,False,False,False,0,False,False,"MANNINGTON RUFFIN II 1506 EBONY EARTH 24"" X 24"" CARPET TILE",False,1.0,129.0,Match,82722|610645|98677577,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,121019,"Bentley Mills, Inc.",610979,837973,16-Apr-24,2401131688,U OF M MOOS DENTISTRY MRI,2008,Received Not Yet Invoiced,16-Jan-24,55430,72886,1,1,1.0,1000009827,BENTLEY DRUMLINE 4DMT40AA1K 404326 ALMA MATER 24IN X 24IN WITH AFIRMA BACKING,1CPT,2CPT,50.0,SY,50.0,SY,52.44,1252.79,1252.79,False,1252.79,0.0,1252.79,0.0,0.0,False,False,False,0,False,False,BENTLEY DRUMLINE 4DMT40AA1K 404326 ALMA MATER 24IN X 24IN WITH AFIRMA BACKING,False,2.0,128.0,Match,72886|610979|837973,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,121550,Mohawk Industries,611149,C2167275,16-Apr-24,2402137825,UNION PLAZA -SALON (STE 101 LWR LEV,2008,Received Not Yet Invoiced,12-Apr-24,55430,81829,1,1,1.0,181535-012,Mohawk Hot and Heavy Secoya (C0009) 20 Mil Floating LVT 9in x 59in 5.0mm - Oak Bark (833),1VNL,2LVT,91.36,SF,91.36,SF,91.36,200.08,200.08,False,200.08,0.0,200.08,0.0,0.0,False,False,False,0,False,False,MOHAWK HOT AND HEAVY SECOYA (C0009) 20 MIL FLOATING LVT 9IN X 59IN 5.0MM - OAK BARK (833),False,5.0,125.0,Match,81829|611149|C2167275,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,104804,Spartan Surfaces,614799,668654,18-Apr-24,2403147127,MIKE HAYES,2008,Received Not Yet Invoiced,15-Apr-24,55430,85413,1,1,1.0,1000019823,"MATSINC SUPREME NOP MATSU13SUPREME13 13'2"" GRIS",1CBL,2CBL,224.4,SF,224.4,SF,224.4,796.62,796.62,False,796.62,0.0,796.62,0.0,0.0,False,False,False,0,False,False,"MATSINC SUPREME NOP MATSU13SUPREME13 13'2"" GRIS",False,1.0,129.0,Match,85413|614799|668654,Consistent,1CBL,Carpet BL,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,121550,Mohawk Industries,618163,C2213271,19-Apr-24,2403146430,BLAZE CU EMPIRE BLDG FLR 3,2008,Received Not Yet Invoiced,11-Apr-24,55430,83977,1,1,1.0,1000017677,MOHAWK COLOR STUDY 30 (BC574) WELDLOK 12' - TRICON BLACK (999),1CBL,2CBL,35.0,SY,35.0,SY,35.0,555.45,555.45,False,555.45,0.0,555.45,0.0,0.0,False,False,False,0,False,False,MOHAWK COLOR STUDY 30 (BC574) WELDLOK 12' - TRICON BLACK (999),False,7.0,123.0,Match,83977|618163|C2213271,Consistent,1CBL,Carpet BL,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,126695,Tarkett USA Inc,623416,8201935804,23-Apr-24,,,2008,Received Not Yet Invoiced,26-Mar-24,55430,62364,1,1,1.0,1000012397,"TARKETT CUSTOM RUG CONTROL NUMBER 870976D POWERBOND BACKING 5' X 6'6""",1CBL,2CBL,1.0,EA,1.0,EA,1.0,1068.4,1068.4,False,1068.4,0.0,1068.4,0.0,0.0,False,False,False,0,False,False,"TARKETT CUSTOM RUG CONTROL NUMBER 870976D POWERBOND BACKING 5' X 6'6""",False,1.0,129.0,Match,62364|623416|8201935804,Consistent,1CBL,Carpet BL,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,121019,"Bentley Mills, Inc.",643080,841047,2-May-24,2403141934,DUPLICATE NORTH LOOP,2008,Received Not Yet Invoiced,15-Apr-24,55430,85311,1,1,1.0,1000019846,"BENTLEY KINGS ROAD 8KR42 - MIDNIGHT 880426 - 12'6"" WIDE - HP BACKING",1CBL,2CBL,13.0,SY,13.0,SY,13.0,599.82,599.82,False,599.82,0.0,599.82,0.0,0.0,False,False,False,0,False,False,"BENTLEY KINGS ROAD 8KR42 - MIDNIGHT 880426 - 12'6"" WIDE - HP BACKING",False,1.0,129.0,Match,85311|643080|841047,Consistent,1CBL,Carpet BL,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,103423,"Shaw Industries, Inc.",633523,2413896,3-May-24,2311124137,HOPE ACADEMY PHASE 3,2008,Received Not Yet Invoiced,17-Mar-24,55430,75053,1,1,1.0,193422-003,Shaw Contract Haze EL 18X36 (42FYT) Undefined 18in x 36in - Poetic (37320),1CPT,2CPT,220.0,SY,220.0,SY,220.0,6109.4,6109.4,False,6109.4,0.0,6109.4,0.0,0.0,False,False,False,0,False,False,SHAW CONTRACT HAZE EL 18X36 (42FYT) UNDEFINED 18IN X 36IN - POETIC (37320),True,,,Match,75053|633523|2413896,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,102775,"Interface Americas, Inc.",650545,2505392,7-May-24,2404148283,FRIENDSHIP VILLAGE ATTIC STOCK,2008,Received Not Yet Invoiced,8-Apr-24,55430,82534,1,1,1.0,1000018922,INTERFACE COMPOSURE TILE - 303004 TRANQUIL - 50CM X 50CM,100,100,17.94,SY,17.94,SY,17.94,532.46,532.46,False,532.46,0.0,532.46,0.0,0.0,False,False,False,0,False,False,INTERFACE COMPOSURE TILE - 303004 TRANQUIL - 50CM X 50CM,False,1.0,129.0,Match,82534|650545|2505392,Consistent,100,Carpet Tiles,Old Commodity,Yes,False,True,True
BNB,Beckers New Brighton,122068,"EJ Welch Co, Inc",652564,S011027208.001,8-May-24,2403145324,JONES HARRISON SR LIVING-(W105),2008,Received Not Yet Invoiced,30-Apr-24,55430,90506,1,1,1.0,1000021112,"GRAVITY 392-3/BOSTON - (5MM) 9"" X 48"" / 24 SF PER CTN",40,40,360.0,SF,360.0,SF,360.0,716.4,716.4,False,716.4,0.0,716.4,0.0,0.0,False,False,False,0,False,False,"GRAVITY 392-3/BOSTON - (5MM) 9"" X 48"" / 24 SF PER CTN",False,2.0,128.0,Match,90506|652564|S011027208.001,Consistent,40,Vinyl Tile,Old Commodity,Yes,False,True,True
BNB,Beckers New Brighton,122034,Engineered Floors LLC,692148,6-3503557,31-May-24,2404149030,UofM MOOS TOWER (RM#17-165),2008,Received Not Yet Invoiced,18-Apr-24,55430,85699,1,1,1.0,1000019914,INTRINSIC 2719 ESSENTIAL (8 SY PER BOX),100,100,56.0,SY,56.0,SY,56.0,895.44,895.44,False,895.44,0.0,895.44,0.0,0.0,False,False,False,0,False,False,INTRINSIC 2719 ESSENTIAL (8 SY PER BOX),False,1.0,129.0,Match,85699|692148|6-3503557,Consistent,100,Carpet Tiles,Old Commodity,Yes,False,True,True
BNB,Beckers New Brighton,102775,"Interface Americas, Inc.",709774,2522324,12-Jun-24,2403142946,UMN MIDDLEBROOK DINING,2008,Received Not Yet Invoiced,6-Jun-24,55430,93093,1,1,1.0,1000021375,OPEN AIR 410 STRIA - GRANITE (103249) 50CM X 50CM,100,100,496.34,SY,496.34,SY,496.34,11167.65,11167.65,False,11167.65,0.0,11167.65,0.0,0.0,False,False,False,0,False,False,OPEN AIR 410 STRIA - GRANITE (103249) 50CM X 50CM,False,1.0,129.0,Match,93093|709774|2522324,Consistent,100,Carpet Tiles,Old Commodity,Yes,False,True,True
BNB,Beckers New Brighton,103423,"Shaw Industries, Inc.",709817,2800914,12-Jun-24,2405154293,HAMLINE STUDENT APARTMENT 101 - 106,2008,Received Not Yet Invoiced,4-Jun-24,55430,103440,1,1,1.0,202150-003,Shaw Hospitality Designs Soundscape (4063V) 20 mil w/ acoustic backing 6in x 48in 5.0mm - Silk (63121),1VNL,2VCT,14000.0,SF,14000.0,SF,14000.0,42700.0,42700.0,False,42700.0,0.0,42700.0,0.0,0.0,False,False,False,0,False,False,SHAW HOSPITALITY DESIGNS SOUNDSCAPE (4063V) 20 MIL W/ ACOUSTIC BACKING 6IN X 48IN 5.0MM - SILK (63121),False,3.0,127.0,Match,103440|709817|2800914,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,121550,Mohawk Industries,721296,C2728795,19-Jun-24,2402139514,FIRST RESOURSE BANK MPLS EXPANSION,2008,Received Not Yet Invoiced,6-Jun-24,55430,104790,1,1,1.0,1000017289,"MOHAWK HEMSTITCH / SAKIORI HEMSTITCH CR710 9.25"" X 59.25 '3MM 735	JERGA LUXURY VINYL PLANK",40,40,1180.17,SF,1180.17,SF,1180.17,6148.69,6148.69,False,6148.69,0.0,6148.69,0.0,0.0,False,False,False,0,False,False,"MOHAWK HEMSTITCH / SAKIORI HEMSTITCH CR710 9.25"" X 59.25 '3MM 735	JERGA LUXURY VINYL PLANK",False,2.0,128.0,Match,104790|721296|C2728795,Consistent,40,Vinyl Tile,Old Commodity,Yes,False,True,True
BNB,Beckers New Brighton,121019,"Bentley Mills, Inc.",1001513,848901,3-Jul-24,2403145397,General Mills W1 Renovation,2008,Received Not Yet Invoiced,2-Aug-24,55430,103865,1,1,1.0,211335-001,Bentley Off The Chain (8OF240AA1K) Tufted Texture Loop 18in x 36in - Line (800120),1CPT,2CPT,312.0,SY,312.0,SY,312.0,10408.32,10408.32,False,10408.32,0.0,10408.32,0.0,0.0,False,False,False,0,False,False,BENTLEY OFF THE CHAIN (8OF240AA1K) TUFTED TEXTURE LOOP 18IN X 36IN - LINE (800120),False,2.0,128.0,Match,103865|1001513|848901,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,100613,"Florstar Sales, Inc",1007788,238275,10-Jul-24,2406162320,BLAZE CU EMPIRE BLDG LOWER LEVEL,2008,Received Not Yet Invoiced,1-Jul-24,55430,113759,1,1,1.0,126732-041,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Charcoal (51915),1VNL,2VCT,5.0,CTN,5.0,SF,5.0,287.65,287.65,False,287.65,0.0,287.65,0.0,0.0,False,False,False,0,False,False,ARMSTRONG STANDARD EXCELON IMPERIAL TEXTURE VINYL COMPOSITION 12IN X 12IN 1/8IN - CHARCOAL (51915),False,120.0,25.0,Mismatch,113759|1007788|238275,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,102775,"Interface Americas, Inc.",1008025,2538286,10-Jul-24,2404148733,MASLON LVL 31 Full Scope Carpet - L,2008,Received Not Yet Invoiced,1-Jul-24,55430,101303,1,1,1.0,1000023614,INTERFACE DIMINUENDO / PERFECT PITCH 150250AK0G - 106696 GRAPHITE TUFTED PATTERNED LOOP 25CM X 1M W/CQUEST BIO BACKING - SUBJECT TO 5% OVERAGE,100,100,436.54,SY,436.54,SY,436.54,12297.33,12297.33,False,12297.33,0.0,12297.33,0.0,0.0,False,False,False,0,False,False,INTERFACE DIMINUENDO / PERFECT PITCH 150250AK0G - 106696 GRAPHITE TUFTED PATTERNED LOOP 25CM X 1M W/CQUEST BIO BACKING - SUBJECT TO 5% OVERAGE,False,1.0,129.0,Match,101303|1008025|2538286,Consistent,100,Carpet Tiles,Old Commodity,Yes,False,True,True
BNB,Beckers New Brighton,121550,Mohawk Industries,1006735,C2937744,15-Jul-24,2406162320,BLAZE CU EMPIRE BLDG LOWER LEVEL,2008,Received Not Yet Invoiced,1-Jul-24,55430,113698,2,1,1.0,209976-003,Mohawk Reforestation (C0188) 20 mil glue down 9.25in x 59in 4.5 mm - Turner (889),1VNL,2VCT,530.4,SF,530.4,SF,530.4,1055.5,1055.5,False,2166.4,0.0,2166.4,0.0,0.0,False,False,False,0,False,False,MOHAWK REFORESTATION (C0188) 20 MIL GLUE DOWN 9.25IN X 59IN 4.5 MM - TURNER (889),False,7.0,123.0,Match,113698|1006735|C2937744,Inconsistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
