SITE,SITE DESCRIPTION,SUPPLIER NO,SUPPLIER NAME,INVOICE ID,INVOICE NO,DATE POSTED,PROJECT ID,PROJECT NAME,ACCOUNT,ACCOUNT DESCRIPTION,PLANNED DELIVERY DATE,SHIP TO ZIP,PO NO,PO LINE NO,PO REL NO,RECEIPT NO,PART NO,PART DESCRIPTION,COMM 1,COMM 2,PO PURCH QTY,PURCH UOM,PO INV QTY,INV UOM,INVOICED LINE QTY,INVOICE LINE TOTAL,PO PRICE,PO_HAS_PROJECT_FREIGHT,TOTAL_PO_VALUE,PROJECT_FREIGHT_COST,PRODUCT_ONLY_PO_VALUE,PROJECT_FREIGHT_PERCENT,FREIGHT_PERCENT_EXCL_PRODUCT,FREIGHT_≥90%_OF_PO,FREIGHT_GT_PRODUCT,NEGATIVE_FREIGHT_PERCENT,PROJECT_FREIGHT_LINE_COUNT,PO_HAS_MULTIPLE_PROJECT_FREIGHT_LINES,HIGH_FREIGHT_FLAG,PART DESCRIPTION CLEAN,IS_LABOR,PRODUCT_ORDER_COUNT,PRODUCT_ORDER_RANK,UOM_COMPARISON_STATUS,PO_INVOICE_COMPOSITE_KEY,PO_COMPOSITE_KEY_CONSISTENCY,Commodity Group,Description,Old/New,Priority,IS_MANUAL,ALL_PRIORITY,PRIORITY_PO_FLAG
SPN,Spectra Norcross,103423,"Shaw Industries, Inc.",1181379,4067890,25-Oct-24,2410187487,1270 PRINCE AVE SUITE 301 & 401,2008,Received Not Yet Invoiced,23-Oct-24,30071,153658,1,1,1.0,191438-005,Shaw Contract Situation Tile (5T210) Multi Level Pattern Loop 24in x 24in - Woodsmoke (08760),1CPT,2CPT,213.33,SY,213.33,SY,213.33,2952.49,2952.49,False,9709.59,0.0,9709.59,0.0,0.0,False,False,False,0,False,False,SHAW CONTRACT SITUATION TILE (5T210) MULTI LEVEL PATTERN LOOP 24IN X 24IN - WOODSMOKE (08760),True,,,Match,153658|1181379|4067890,Inconsistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
SPN,Spectra Norcross,103423,"Shaw Industries, Inc.",1181323,4067891,25-Oct-24,2405158085,GSU 25 Park Place MILE III Lab - Ro,2008,Received Not Yet Invoiced,23-Oct-24,30071,138593,1,1,1.0,1000023473,Shaw Journal (5t512) 18x36 Ecoworx - Anthem (75486),100,,15.0,SY,15.0,SY,15.0,450.6,450.6,False,450.6,0.0,450.6,0.0,0.0,False,False,False,0,False,False,SHAW JOURNAL (5T512) 18X36 ECOWORX - ANTHEM (75486),False,3.0,127.0,Match,138593|1181323|4067891,Consistent,100,Carpet Tiles,Old Commodity,Yes,False,True,True
SPN,Spectra Norcross,103423,"Shaw Industries, Inc.",1183080,4078700,28-Oct-24,2410185307,CHA Counseling - One Midtown Plaza,2008,Received Not Yet Invoiced,25-Oct-24,30071,154080,1,1,1.0,1000014339,Shaw Contract Reside (4381V) 20 mil squared edge 6in x 47in 2.5 MM - To Adobe (94506),1VNL,2LVT,1194.2,SF,1194.2,SF,1194.2,2006.26,2006.26,False,2006.26,0.0,2006.26,0.0,0.0,False,False,False,0,False,False,SHAW CONTRACT RESIDE (4381V) 20 MIL SQUARED EDGE 6IN X 47IN 2.5 MM - TO ADOBE (94506),True,,,Match,154080|1183080|4078700,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
SPN,Spectra Norcross,122034,Engineered Floors LLC,1183140,6-4027984,28-Oct-24,2410186538,Mill Creek,2008,Received Not Yet Invoiced,25-Oct-24,30071,152800,1,1,1.0,190604-001,J&J Incognito (7069) Textured Patterned Loop 24in x 24in - Operative (1837),1CPT,2CPT,24.0,SY,24.0,SY,24.0,795.12,795.12,False,795.12,0.0,795.12,0.0,0.0,False,False,False,0,False,False,J&J INCOGNITO (7069) TEXTURED PATTERNED LOOP 24IN X 24IN - OPERATIVE (1837),False,10.0,120.0,Match,152800|1183140|6-4027984,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
SPN,Spectra Norcross,103423,"Shaw Industries, Inc.",1185320,4090219,29-Oct-24,2410186041,Encompass Newnan Gym Revised,2008,Received Not Yet Invoiced,28-Oct-24,30071,154935,1,1,1.0,190084-007,Shaw Commercial Hard Surfaces Unveil (0601V) 30 mil Luxury Vinyl Tile 9in x 36in 3 MM - Oxidize (01504),1VNL,2LVT,5364.0,SF,5364.0,SF,5364.0,8850.6,8850.6,False,8850.6,0.0,8850.6,0.0,0.0,False,False,False,0,False,False,SHAW COMMERCIAL HARD SURFACES UNVEIL (0601V) 30 MIL LUXURY VINYL TILE 9IN X 36IN 3 MM - OXIDIZE (01504),False,10.0,120.0,Match,154935|1185320|4090219,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
SPN,Spectra Norcross,103423,"Shaw Industries, Inc.",1185944,4090220,29-Oct-24,2410188751,STANLEY MARTIN EXPANSION,2008,Received Not Yet Invoiced,28-Oct-24,30071,155336,1,1,2.0,200941-006,Shaw Contract Array Tile (5T295) Multi Level Pattern Loop 24in x 24in - Steel Grey (94530),1CPT,2CPT,248.89,SY,248.89,SY,0.02,0.26,0.26,False,3200.73,0.0,3200.73,0.0,0.0,False,False,False,0,False,False,SHAW CONTRACT ARRAY TILE (5T295) MULTI LEVEL PATTERN LOOP 24IN X 24IN - STEEL GREY (94530),True,,,Match,155336|1185944|4090220,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
SPN,Spectra Norcross,103423,"Shaw Industries, Inc.",1185944,4090220,29-Oct-24,2410188751,STANLEY MARTIN EXPANSION,2008,Received Not Yet Invoiced,28-Oct-24,30071,155336,1,1,1.0,200941-006,Shaw Contract Array Tile (5T295) Multi Level Pattern Loop 24in x 24in - Steel Grey (94530),1CPT,2CPT,248.89,SY,248.89,SY,248.87,3200.46,3200.47,False,3200.73,0.0,3200.73,0.0,0.0,False,False,False,0,False,False,SHAW CONTRACT ARRAY TILE (5T295) MULTI LEVEL PATTERN LOOP 24IN X 24IN - STEEL GREY (94530),True,,,Match,155336|1185944|4090220,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
SPN,Spectra Norcross,103423,"Shaw Industries, Inc.",1185944,4090220,29-Oct-24,2410188751,STANLEY MARTIN EXPANSION,5205,PROJECT PO Variance M181 & M182,28-Oct-24,30071,155336,1,1,1.0,200941-006,Shaw Contract Array Tile (5T295) Multi Level Pattern Loop 24in x 24in - Steel Grey (94530),1CPT,2CPT,248.89,SY,248.89,SY,,0.01,,False,3200.73,0.0,3200.73,0.0,0.0,False,False,False,0,False,False,SHAW CONTRACT ARRAY TILE (5T295) MULTI LEVEL PATTERN LOOP 24IN X 24IN - STEEL GREY (94530),True,,,Match,155336|1185944|4090220,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
SPN,Spectra Norcross,103423,"Shaw Industries, Inc.",1185916,4090221,29-Oct-24,2410186374,APTEAM,2008,Received Not Yet Invoiced,28-Oct-24,30071,155593,1,1,1.0,161445-002,Shaw Tile Transparent Tile (59563) Undefined 24in x 24in - Blue Moon (62486),1CPT,2CPT,21.33,SY,21.33,SY,21.33,366.02,366.02,False,366.02,0.0,366.02,0.0,0.0,False,False,False,0,False,False,SHAW TILE TRANSPARENT TILE (59563) UNDEFINED 24IN X 24IN - BLUE MOON (62486),False,8.0,122.0,Match,155593|1185916|4090221,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
SPN,Spectra Norcross,103423,"Shaw Industries, Inc.",1185969,4090223,29-Oct-24,2402136162,Parachute Plasma Hartsville SC,2008,Received Not Yet Invoiced,28-Oct-24,30071,139348,1,1,1.0,187758-002,Shaw Patcraft Set In Concrete - Aggregate (I333V) Luxury Vinyl Tile 20 mil 24in x 24in 2.5 MM - Fossil (00505),1VNL,2LVT,5301.0,SF,5301.0,SF,5301.0,14418.72,14418.72,False,14418.72,0.0,14418.72,0.0,0.0,False,False,False,0,False,False,SHAW PATCRAFT SET IN CONCRETE - AGGREGATE (I333V) LUXURY VINYL TILE 20 MIL 24IN X 24IN 2.5 MM - FOSSIL (00505),False,6.0,124.0,Match,139348|1185969|4090223,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
SPN,Spectra Norcross,103423,"Shaw Industries, Inc.",1191647,4120485,30-Oct-24,2410189170,WMG- NF UROLOGY RENOVATION,2008,Received Not Yet Invoiced,30-Oct-24,30071,156279,1,1,1.0,200842-009,Shaw Contract Offset Tile (5T296) Multi Level Pattern Loop 24in x 24in - Metallic Beige (94760),1CPT,2CPT,26.67,SY,26.67,SY,26.67,403.78,403.78,False,403.78,0.0,403.78,0.0,0.0,False,False,False,0,False,False,SHAW CONTRACT OFFSET TILE (5T296) MULTI LEVEL PATTERN LOOP 24IN X 24IN - METALLIC BEIGE (94760),True,,,Match,156279|1191647|4120485,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
SPN,Spectra Norcross,103423,"Shaw Industries, Inc.",1191644,4120489,30-Oct-24,2409179134,"Bldg 2, 661B",2008,Received Not Yet Invoiced,30-Oct-24,30071,155460,1,1,1.0,1000034943,Shaw Contract Ambition IV 20 (5A367) ClassicBac 12' - Clay (00600),1CBL,2CBL,62.0,SY,62.0,SY,62.0,382.54,382.54,False,382.54,0.0,382.54,0.0,0.0,False,False,False,0,False,False,SHAW CONTRACT AMBITION IV 20 (5A367) CLASSICBAC 12' - CLAY (00600),True,,,Match,155460|1191644|4120489,Consistent,1CBL,Carpet BL,New Commodity,Yes,False,True,True
SPN,Spectra Norcross,103423,"Shaw Industries, Inc.",1192254,4120484,1-Nov-24,2410188993,CFHOF - Carpet Attic Stokc,2008,Received Not Yet Invoiced,30-Oct-24,30071,155883,1,1,1.0,198465-005,Shaw Contract Memory Tile (5T263) Multi Level Pattern Loop 24in x 24in - Solace (48485),1CPT,2CPT,32.0,SY,32.0,SY,32.0,648.32,648.32,False,648.32,0.0,648.32,0.0,0.0,False,False,False,0,False,False,SHAW CONTRACT MEMORY TILE (5T263) MULTI LEVEL PATTERN LOOP 24IN X 24IN - SOLACE (48485),True,,,Match,155883|1192254|4120484,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
SPN,Spectra Norcross,103423,"Shaw Industries, Inc.",1192259,4120486,1-Nov-24,2410188631,4567 Winters Chapel Rd.  S-4569,2008,Received Not Yet Invoiced,30-Oct-24,30071,156375,2,1,1.0,208648-002,Shaw Contract Elevate Tile (5T388) Multi Level Pattern Loop 24in x 24in - Still (88481),1CPT,2CPT,74.67,SY,74.67,SY,74.67,1251.47,1251.47,False,1345.87,0.0,1345.87,0.0,0.0,False,False,False,0,False,False,SHAW CONTRACT ELEVATE TILE (5T388) MULTI LEVEL PATTERN LOOP 24IN X 24IN - STILL (88481),True,,,Match,156375|1192259|4120486,Inconsistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
SPN,Spectra Norcross,103423,"Shaw Industries, Inc.",1192258,4120487,1-Nov-24,2407165812,Lillibridge - Canton Health - Build,2008,Received Not Yet Invoiced,30-Oct-24,30071,155743,1,1,1.0,192392-003,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Timber (00572),1VNL,2VCT,1168.16,SF,1168.16,SF,1168.16,1588.7,1588.7,False,1588.7,0.0,1588.7,0.0,0.0,False,False,False,0,False,False,SHAW COMMERCIAL HARD SURFACES TERRAIN II 20 MIL (0454V) 20 MIL GLUE DOWN 6IN X 48IN 2.5 MM - TIMBER (00572),False,45.0,85.0,Match,155743|1192258|4120487,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
SPN,Spectra Norcross,103423,"Shaw Industries, Inc.",1192261,4120488,1-Nov-24,2407168667,Lillibridge - Canton Health - Build,2008,Received Not Yet Invoiced,30-Oct-24,30071,155746,1,1,1.0,192392-003,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Timber (00572),1VNL,2VCT,500.64,SF,500.64,SF,500.64,680.87,680.87,False,680.87,0.0,680.87,0.0,0.0,False,False,False,0,False,False,SHAW COMMERCIAL HARD SURFACES TERRAIN II 20 MIL (0454V) 20 MIL GLUE DOWN 6IN X 48IN 2.5 MM - TIMBER (00572),False,45.0,85.0,Match,155746|1192261|4120488,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
SPN,Spectra Norcross,103423,"Shaw Industries, Inc.",1192287,4120490,1-Nov-24,2409178157,"FLOSS, Dentistry for Children",2008,Received Not Yet Invoiced,30-Oct-24,30071,155741,1,1,1.0,188060-011,Shaw Contract Solitude (0648V) Luxury Resilient Planks 6in x 48in 13/64 - Woodland (48760),1VNL,2LVP,1340.0,SF,1340.0,SF,1340.0,3162.4,3162.4,False,3162.4,0.0,3162.4,0.0,0.0,False,False,False,0,False,False,SHAW CONTRACT SOLITUDE (0648V) LUXURY RESILIENT PLANKS 6IN X 48IN 13/64 - WOODLAND (48760),True,,,Match,155741|1192287|4120490,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
SPN,Spectra Norcross,103423,"Shaw Industries, Inc.",1192331,4120492,1-Nov-24,2410189374,STUDENT QUARTERS,2008,Received Not Yet Invoiced,30-Oct-24,30071,156525,1,1,1.0,201229-003,Shaw Patcraft Molten (I478V) 20 mil glue down 23.6in x 23.6in 5.0mm - Quartz (00520),1VNL,2VCT,651.0,SF,651.0,SF,651.0,2135.28,2135.28,False,2135.28,0.0,2135.28,0.0,0.0,False,False,False,0,False,False,SHAW PATCRAFT MOLTEN (I478V) 20 MIL GLUE DOWN 23.6IN X 23.6IN 5.0MM - QUARTZ (00520),False,3.0,127.0,Match,156525|1192331|4120492,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
SPN,Spectra Norcross,103423,"Shaw Industries, Inc.",1194370,4132336,4-Nov-24,2410188631,4567 Winters Chapel Rd.  S-4569,2008,Received Not Yet Invoiced,1-Nov-24,30071,156375,1,1,1.0,188060-004,Shaw Contract Solitude (0648V) Luxury Resilient Planks 6in x 48in 13/64 - Smoke (48506),1VNL,2LVP,40.0,SF,40.0,SF,40.0,94.4,94.4,False,1345.87,0.0,1345.87,0.0,0.0,False,False,False,0,False,False,SHAW CONTRACT SOLITUDE (0648V) LUXURY RESILIENT PLANKS 6IN X 48IN 13/64 - SMOKE (48506),True,,,Match,156375|1194370|4132336,Inconsistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
SPN,Spectra Norcross,103423,"Shaw Industries, Inc.",1197608,4142235,4-Nov-24,2311124790,Southern CO Floor 15,2008,Received Not Yet Invoiced,1-Nov-24,30071,157097,1,1,1.0,194439-015,Shaw Commercial Hard Surfaces Terrain II 30 M (0892V) 30 mil glue down 6in x 48in 3 MM - Lark (05016),1VNL,2LVT,3.0,CTN,107.28,SF,3.0,245.67,245.67,False,245.67,0.0,245.67,0.0,0.0,False,False,False,0,False,False,SHAW COMMERCIAL HARD SURFACES TERRAIN II 30 M (0892V) 30 MIL GLUE DOWN 6IN X 48IN 3 MM - LARK (05016),False,11.0,119.0,Mismatch,157097|1197608|4142235,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
SPN,Spectra Norcross,103423,"Shaw Industries, Inc.",1204373,4183495,7-Nov-24,2410185185,Marsh Patch and Repair - Base and C,2008,Received Not Yet Invoiced,6-Nov-24,30071,153718,1,1,1.0,184355-001,Shaw Contract Conte' (5A213) 12' - Gesso (13111),1CBL,2CBL,32.0,SY,32.0,SY,32.0,593.92,593.92,False,593.92,0.0,593.92,0.0,0.0,False,False,False,0,False,False,SHAW CONTRACT CONTE' (5A213) 12' - GESSO (13111),True,,,Match,153718|1204373|4183495,Consistent,1CBL,Carpet BL,New Commodity,Yes,False,True,True
SPN,Spectra Norcross,103423,"Shaw Industries, Inc.",1204417,4183497,7-Nov-24,2410188385,KONE,2008,Received Not Yet Invoiced,6-Nov-24,30071,158399,1,1,1.0,1000009188,Shaw Flow 5.0 4387v Streamline 85520 18x18 LVT,1VNL,2LVT,157.5,SF,157.5,SF,157.5,434.7,434.7,False,434.7,0.0,434.7,0.0,0.0,False,False,False,0,False,False,SHAW FLOW 5.0 4387V STREAMLINE 85520 18X18 LVT,False,4.0,126.0,Match,158399|1204417|4183497,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
SPN,Spectra Norcross,103423,"Shaw Industries, Inc.",1204418,4183499,7-Nov-24,2410190365,Nisshinbo - Interior Renovation,2008,Received Not Yet Invoiced,6-Nov-24,30071,158836,3,1,1.0,1000035559,Shaw Contract Ease EcoLogix (5T343) 9 X 36 - Resolve (27580),1CPT,2CPT,95.0,SY,95.0,SY,95.0,2133.7,2133.7,False,4126.66,0.0,4126.66,0.0,0.0,False,False,False,0,False,False,SHAW CONTRACT EASE ECOLOGIX (5T343) 9 X 36 - RESOLVE (27580),True,,,Match,158836|1204418|4183499,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
SPN,Spectra Norcross,103423,"Shaw Industries, Inc.",1204418,4183499,7-Nov-24,2410190365,Nisshinbo - Interior Renovation,2008,Received Not Yet Invoiced,6-Nov-24,30071,158836,1,1,1.0,194747-007,Shaw Contract Diffuse (5T233) Multi Level Pattern Loop 24in x 24in - Routes (75500),1CPT,2CPT,96.0,SY,96.0,SY,96.0,1992.96,1992.96,False,4126.66,0.0,4126.66,0.0,0.0,False,False,False,0,False,False,SHAW CONTRACT DIFFUSE (5T233) MULTI LEVEL PATTERN LOOP 24IN X 24IN - ROUTES (75500),True,,,Match,158836|1204418|4183499,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
SPN,Spectra Norcross,103423,"Shaw Industries, Inc.",1208298,3424338,8-Nov-24,2408170569,SUITE D UNITY DRIVE,2008,Received Not Yet Invoiced,16-Aug-24,30071,125627,1,1,1.0,139511-012,Shaw Contract Terra BL (5A037) 12' - Sequoia (37761),1CBL,2CBL,16.0,SY,16.0,SY,16.0,159.36,159.36,False,159.36,0.0,159.36,0.0,0.0,False,False,False,0,False,False,SHAW CONTRACT TERRA BL (5A037) 12' - SEQUOIA (37761),True,,,Match,125627|1208298|3424338,Consistent,1CBL,Carpet BL,New Commodity,Yes,False,True,True
SPN,Spectra Norcross,103423,"Shaw Industries, Inc.",1208697,4206874,11-Nov-24,2406160020,Piedmont newnan wound care office 2,2008,Received Not Yet Invoiced,8-Nov-24,30071,159301,1,1,1.0,192392-002,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Root (00568),1VNL,2VCT,166.88,SF,166.88,SF,166.88,375.48,375.48,False,375.48,0.0,375.48,0.0,0.0,False,False,False,0,False,False,SHAW COMMERCIAL HARD SURFACES TERRAIN II 20 MIL (0454V) 20 MIL GLUE DOWN 6IN X 48IN 2.5 MM - ROOT (00568),False,43.0,87.0,Match,159301|1208697|4206874,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
SPN,Spectra Norcross,103423,"Shaw Industries, Inc.",1208367,4206875,11-Nov-24,2411190722,PIedmont Newnan Case MGMT 200276165,2008,Received Not Yet Invoiced,8-Nov-24,30071,159304,1,1,1.0,192392-013,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Summit (05012),1VNL,2VCT,208.6,SF,208.6,SF,208.6,392.17,392.17,False,392.17,0.0,392.17,0.0,0.0,False,False,False,0,False,False,SHAW COMMERCIAL HARD SURFACES TERRAIN II 20 MIL (0454V) 20 MIL GLUE DOWN 6IN X 48IN 2.5 MM - SUMMIT (05012),False,30.0,100.0,Match,159304|1208367|4206875,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
SPN,Spectra Norcross,103423,"Shaw Industries, Inc.",1208390,4206876,11-Nov-24,2403146974,"DEA Atlanta - TI, C and S, Grinding",2008,Received Not Yet Invoiced,8-Nov-24,30071,159455,1,1,1.0,207855-012,Shaw Commercial Hard Surfaces Coded (4143V) 20 mil Square Edge vinyl plank 6in x 48in 5.0mm - Interpret (43761),1VNL,2LVP,152.95,SF,152.95,SF,152.95,555.21,555.21,False,555.21,0.0,555.21,0.0,0.0,False,False,False,0,False,False,SHAW COMMERCIAL HARD SURFACES CODED (4143V) 20 MIL SQUARE EDGE VINYL PLANK 6IN X 48IN 5.0MM - INTERPRET (43761),False,9.0,121.0,Match,159455|1208390|4206876,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
SPN,Spectra Norcross,103423,"Shaw Industries, Inc.",1208401,4206880,11-Nov-24,2410190365,Nisshinbo - Interior Renovation,2008,Received Not Yet Invoiced,8-Nov-24,30071,159184,1,1,1.0,194747-007,Shaw Contract Diffuse (5T233) Multi Level Pattern Loop 24in x 24in - Routes (75500),1CPT,2CPT,736.0,SY,736.0,SY,736.0,15279.36,15279.36,False,15279.36,0.0,15279.36,0.0,0.0,False,False,False,0,False,False,SHAW CONTRACT DIFFUSE (5T233) MULTI LEVEL PATTERN LOOP 24IN X 24IN - ROUTES (75500),True,,,Match,159184|1208401|4206880,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
SPN,Spectra Norcross,103423,"Shaw Industries, Inc.",1208703,4206888,11-Nov-24,2410188806,"Bldg 1, 19-C-9",2008,Received Not Yet Invoiced,8-Nov-24,30071,159465,1,1,1.0,173722-006,Shaw Commercial Hard Surfaces Uncommon Ground 6 (0188V) Undefined 6in x 36in Undefined - Gallery Maple (02200),1VNL,2LVT,1889.45,SF,1889.45,SF,1889.45,3325.43,3325.43,False,3325.43,0.0,3325.43,0.0,0.0,False,False,False,0,False,False,SHAW COMMERCIAL HARD SURFACES UNCOMMON GROUND 6 (0188V) UNDEFINED 6IN X 36IN UNDEFINED - GALLERY MAPLE (02200),False,1.0,129.0,Match,159465|1208703|4206888,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
SPN,Spectra Norcross,122034,Engineered Floors LLC,1211771,6-4068861,11-Nov-24,2409177945,Windsor Eye Care,2008,Received Not Yet Invoiced,11-Nov-24,30071,158813,1,1,1.0,1000034688,J&J Herbalist Modular (7571) 24in x 24in Nexus Modular - Pine (3230),1CPT,2CPT,56.0,SY,56.0,SY,56.0,1400.0,1400.0,False,1400.0,0.0,1400.0,0.0,0.0,False,False,False,0,False,False,J&J HERBALIST MODULAR (7571) 24IN X 24IN NEXUS MODULAR - PINE (3230),False,1.0,129.0,Match,158813|1211771|6-4068861,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
SPN,Spectra Norcross,103423,"Shaw Industries, Inc.",1210786,4217903,12-Nov-24,2410185231,WMG NFH URGENT CARE EAST ROSWELL,2008,Received Not Yet Invoiced,11-Nov-24,30071,159732,1,1,1.0,192174-001,Shaw Philadelphia In The Grain II (5525V) Luxury Vinyl Tile 20 mil 6in x 48in 2.5 MM - Rye (00116),1VNL,2LVT,2336.32,SF,2336.32,SF,2336.32,4649.28,4649.28,False,5424.48,0.0,5424.48,0.0,0.0,False,False,False,0,False,False,SHAW PHILADELPHIA IN THE GRAIN II (5525V) LUXURY VINYL TILE 20 MIL 6IN X 48IN 2.5 MM - RYE (00116),False,5.0,125.0,Match,159732|1210786|4217903,Inconsistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
SPN,Spectra Norcross,103423,"Shaw Industries, Inc.",1210717,4217904,12-Nov-24,2409179827,4000 Smithtown Road,2008,Received Not Yet Invoiced,11-Nov-24,30071,160648,1,1,1.0,191531-005,Shaw Commercial Hard Surfaces Terrain II 12 MIL (0453V) LVT 6in x 48in 2.5 MM - Echo (00775),1VNL,2LVT,184.0,CTN,7676.48,SF,184.0,9672.35,9672.36,False,9672.36,0.0,9672.36,0.0,0.0,False,False,False,0,False,False,SHAW COMMERCIAL HARD SURFACES TERRAIN II 12 MIL (0453V) LVT 6IN X 48IN 2.5 MM - ECHO (00775),False,14.0,116.0,Mismatch,160648|1210717|4217904,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
SPN,Spectra Norcross,103423,"Shaw Industries, Inc.",1210717,4217904,12-Nov-24,2409179827,4000 Smithtown Road,5205,PROJECT PO Variance M181 & M182,11-Nov-24,30071,160648,1,1,1.0,191531-005,Shaw Commercial Hard Surfaces Terrain II 12 MIL (0453V) LVT 6in x 48in 2.5 MM - Echo (00775),1VNL,2LVT,184.0,CTN,7676.48,SF,,0.01,,False,9672.36,0.0,9672.36,0.0,0.0,False,False,False,0,False,False,SHAW COMMERCIAL HARD SURFACES TERRAIN II 12 MIL (0453V) LVT 6IN X 48IN 2.5 MM - ECHO (00775),False,14.0,116.0,Mismatch,160648|1210717|4217904,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
SPN,Spectra Norcross,103423,"Shaw Industries, Inc.",1210732,4217905,12-Nov-24,2411191584,4400 F Highlands Pkwy,2008,Received Not Yet Invoiced,11-Nov-24,30071,160164,1,1,1.0,173722-002,Shaw Commercial Hard Surfaces Uncommon Ground 6 (0188V) Undefined 6in x 36in Undefined - Olivewood (02700),1VNL,2LVT,1140.8,SF,1140.8,SF,1140.8,2007.81,2007.81,False,2007.81,0.0,2007.81,0.0,0.0,False,False,False,0,False,False,SHAW COMMERCIAL HARD SURFACES UNCOMMON GROUND 6 (0188V) UNDEFINED 6IN X 36IN UNDEFINED - OLIVEWOOD (02700),False,5.0,125.0,Match,160164|1210732|4217905,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
SPN,Spectra Norcross,103423,"Shaw Industries, Inc.",1215794,4247041,15-Nov-24,2408175027,D. R. HORTON,2008,Received Not Yet Invoiced,13-Nov-24,30071,161135,1,1,1.0,183682-006,Shaw Contract Basic Tile (5T121) Multi Level Pattern Loop 24in x 24in - Dove Grey (17557),1CPT,2CPT,21.33,SY,21.33,SY,21.33,321.23,321.23,False,321.23,0.0,321.23,0.0,0.0,False,False,False,0,False,False,SHAW CONTRACT BASIC TILE (5T121) MULTI LEVEL PATTERN LOOP 24IN X 24IN - DOVE GREY (17557),True,,,Match,161135|1215794|4247041,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
SPN,Spectra Norcross,103423,"Shaw Industries, Inc.",1215884,4247042,15-Nov-24,2410186041,Encompass Newnan Gym Revised,2008,Received Not Yet Invoiced,13-Nov-24,30071,161522,1,1,1.0,190084-007,Shaw Commercial Hard Surfaces Unveil (0601V) 30 mil Luxury Vinyl Tile 9in x 36in 3 MM - Oxidize (01504),1VNL,2LVT,180.0,SF,180.0,SF,180.0,297.0,297.0,False,297.0,0.0,297.0,0.0,0.0,False,False,False,0,False,False,SHAW COMMERCIAL HARD SURFACES UNVEIL (0601V) 30 MIL LUXURY VINYL TILE 9IN X 36IN 3 MM - OXIDIZE (01504),False,10.0,120.0,Match,161522|1215884|4247042,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
SPN,Spectra Norcross,122034,Engineered Floors LLC,1219658,1-3964552,15-Nov-24,2408177548,Ordner Residence,2008,Received Not Yet Invoiced,9-Oct-24,30071,147508,1,1,1.0,1000012344,"Engineered Floors New Standard ll RR004 Beachcomber 4011 6""x48""",40,40,610.7,SF,610.7,SF,610.7,1154.22,1154.22,False,1154.22,0.0,1154.22,0.0,0.0,False,False,False,0,False,False,"ENGINEERED FLOORS NEW STANDARD LL RR004 BEACHCOMBER 4011 6""X48""",False,2.0,128.0,Match,147508|1219658|1-3964552,Consistent,40,Vinyl Tile,Old Commodity,Yes,False,True,True
