supplier_name,part_no,part_description,new_commodity_description,new_commodity_group
"Shaw Industries, Inc.",1000021926,Shaw Patcraft Longitude (I637V) Rigid Mineral Core Glue Down 6in x 48in 6 mm - Golden V2 (00713),LVT,1VNL
"Shaw Industries, Inc.",205916-010,Shaw Commercial Resilient Abide (4107V) Heavy Commercial 7in x 48in 20 mil - Palomino Oak (07660),VCT,1VNL
"Mannington Mills, Inc.",1000025909,Mannington Spacia Wood 20mil Luxury Vinyl Tile Micro Bevel 7.25in x 49in 2.5mm - Worn Ash (SS5W2539),Vinyl Tile,1VNL
"Shaw Industries, Inc.",1000021196,Patcraft North Ridge North Ridge I206V4 x 36 20 mil Square Edge 02571 Traditional Cherry LVT,LVT,1VNL
"Interface Americas, Inc.",1000027383,Interface Level Set Collection Natural Woodgrains 22mil Luxury Vinyl Tile 25cm x 1m 4.5 mm - Madagascar (A002),LVT,1VNL
"Shaw Industries, Inc.",194439-017,Shaw Commercial Hard Surfaces Terrain II 30 M (0892V) 30 mil glue down 6in x 48in 3 MM - Sequoia (07003),LVT,1VNL
"Shaw Industries, Inc.",173722-007,Shaw Commercial Hard Surfaces Uncommon Ground 6 (0188V) Undefined 6in x 36in Undefined - French Grey (02500),LVT,1VNL
"Shaw Industries, Inc.",1000022172,SHAW INDUSTRIES RESPITE RESPITE  4090V 7 X 48 20 mil 90740 CANE VINYL TILE,Vinyl Tile,1VNL
"Shaw Industries, Inc.",188060-010,Shaw Contract Solitude (0648V) Luxury Resilient Planks 6in x 48in 13/64 - Mink (48720),LVP,1VNL
"Mannington Mills, Inc.",1000025329,"Mannington Color Anchor LVT; Groove 12"" x 24"" 20 Mil C146 Flannel LVT",Vinyl Tile,1VNL
"Shaw Industries, Inc.",1000027397,Patcraft Holistic Thrive (I691V) 78.74 in 2mm - Flourish (00330),ROLL,1VNL
"Shaw Industries, Inc.",1000014092,Shaw Patcraft Acacia Plank (I456V) 6in x 48in 2.5MM - Inkberry (05016),LVP,1VNL
"Shaw Industries, Inc.",173722-010,Shaw Commercial Hard Surfaces Uncommon Ground 6 (0188V) Undefined 6in x 36in - Brazilian Cherry (02534),LVP,1VNL
"Shaw Industries, Inc.",192170-023,Shaw Philadelphia In The Grain II (5524V) 12 Mil Dryback 6in x 48in 2.5 MM - Burlwood (07008),LVP,1VNL
Tarkett USA Inc,211021-008,Tarkett VCT II Flecks Phthalate-Free Vinyl 12in x 12in .125 - Mineral White W (580),VCT,1VNL
"Shaw Industries, Inc.",186111-010,Shaw Patcraft Organic Hue (I320V) Heterogeneous 6' 2.2 MM - Sage (00330),ROLL,1VNL
J.J. Haines & Company,126725-002,Armstrong Standard Excelon Multicolor Vinyl Composition 12in x 12in 1/8 - Cirque White (52513),VCT,1VNL
J.J. Haines & Company,126732-168,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Carnival White (52500),VCT,1VNL
Engineered Floors LLC,1000023914,J+J flooring Legend V5010 18x36 5mm 1059 Friction LVT,Vinyl Tile,1VNL
Tarkett USA Inc,211388-003,Tarkett Event Classic Plank ECK 30 Mil Modern Wood 6in x 36in 3.05mm - American Cherry (3305),VCT,1VNL
"Shaw Industries, Inc.",1000023001,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM 00140 Satinwood,Vinyl Tile,1VNL
"Mannington Mills, Inc.",1000027390,"Mannington Biospec MD (15362) 6'6"" - Ecru (15362)",ROLL,1VNL
"Shaw Industries, Inc.",173722-011,Shaw Commercial Hard Surfaces Uncommon Ground 6 (0188V) Undefined 6in x 36in Undefined - Telluride (02540),LVT,1VNL
"Shaw Industries, Inc.",1000023452,Shaw Terrain II 20 MIL 0454V 6in x 48in 2.5 mm LVT - Lodge (00740),Vinyl Tile,1VNL
"Mannington Mills, Inc.",1000020538,Mannington THE DRIFT ABSTRACT-MICRO BEVEL EDGE 12 x 24 30 MIL D214 PAX ORE,LVT,1VNL
Engineered Floors LLC,215504-007,J&J Classics II (V5023) 20 mil Bevelled Edge LVT 9in x 48in 3 MM - Value (1089),LVP,1VNL
All South Flooring,1000024942,"American Biltrite Texas Granite VTG-143 36 x 36 1/8"" VTG143 WHITE TAUPE VINYL TILE",Vinyl Tile,1VNL
J.J. Haines & Company,126725-020,Armstrong Standard Excelon Multicolor Vinyl Composition 12in x 12in 1/8 - Faire White (52520),LVT,1VNL
Engineered Floors LLC,1000025375,J&J Timeless (V5011) 9in x 48in 5MM - Gift (1061),Vinyl Tile,1VNL
"Shaw Industries, Inc.",182756-005,Shaw Commercial Hard Surfaces Grain (0502V) Direct Glue 7.2in x 48in 2.5 MM - Buff (64140),LVT,1VNL
J.J. Haines & Company,126732-159,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Grayson (57532),VCT,1VNL
J.J. Haines & Company,126732-008,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Hazelnut (51905),VCT,1VNL
Engineered Floors LLC,1000028953,EF Contract Plateau 2.5mm (EFCP2) 18in x 36in - Zinc (004),,1VNL
Spartan Surfaces,1000021704,Cobalt Katanga 7x48 5MM 20Mill KP5-804 Arctic Plank,Vinyl Tile,1VNL
All South Flooring,1000028986,American Biltrite Texas Granite Solid 24 x 24 - Carolina Sailing (VTG-199),LVT,1VNL
"Interface Americas, Inc.",1000030517,Interface Northern Grain (A026xx) 22 mil LVT 25cm x 1m 4.5 mm - Dark Wash (A02607),LVT,1VNL
"Shaw Industries, Inc.",1000015469,Shaw Terasu Terrace (4108V) 20mil Heavy Commercial Luxury Vinyl Tile Squared Edge 12in x 24in 2.5mm - Brushwood (08765),LVT,1VNL
Floorfolio Industries,1000023874,Floorfolio Timber 6Â” x 36Â” 3mm 636-670-H LVT,Vinyl Tile,1VNL
"J.J. Haines & Company, LLC dba UCX Flooring",1000025514,Armstrong Coalesce 18in x 36in 2.5MM - Oxide Rhodium (ST884),Vinyl Tile,1VNL
Tarkett USA Inc,1000030890,"Tarkett Event + Wood 6"" x 48"" 30 Mil - Cove (11219)",LVT,1VNL
"J.J. Haines & Company, LLC dba UCX Flooring",126732-026,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Smokey Brown (51868),VCT,1VNL
"Mannington Mills, Inc.",1000032163,Mannington Color Anchor LVT Groove 20 mil Micro-Bevel Glue Down Plank 18in x 18in 2.5mm - Flannel (C146),LVT,1VNL
Engineered Floors LLC,1000030948,J&J Abridge 3mm (V5037) 18in x 36in 3MM - Textile (1111),LVP,1VNL
"Shaw Industries, Inc.",1000023585,"Shaw Cultura Crossing Paths 2.5, 4431V 18 in x 18 in 2.5 mm LVT - Gesso (91520)",Vinyl Tile,1VNL
"Shaw Industries, Inc.",1000023523,"Shaw In Unison 2.5, 4430V 9in x 36in 2.5mm LVT - Gesso (91520)",Vinyl Tile,1VNL
Engineered Floors LLC,1000032150,J&J Flooring Segment 5mm (V5032)  20mil Heavy Commercial LVT 18in x 36in - Fragment (1117),LVT,1VNL
Engineered Floors LLC,215504-008,J&J Classics II (V5023) 20 mil Bevelled Edge LVT 9in x 48in 3 MM - Standards (1090),LVP,1VNL
"Gerflor USA, Inc.",200975-019,Gerflor Contract Flooring GTI Max Connect 2mm wear layer interlocking 25in x 25in 6 mm - Ora (0260),LVT,1VNL
"Mannington Mills, Inc.",195194-007,Mannington Color Anchor Groove 20 mil Micro-Bevel Glue Down Plank 18in x 18in 2.5 MM - GRASSY MEADOW (C105),LVP,1VNL
Spartan Surfaces,1000015278,Cobalt Surfaces-Katanga (KP5-821)-20 mil LooseLay-7in x 48in-5.0mm- Doe (821),LVP,1VNL
"Mannington Mills, Inc.",1000029426,Mannington No Reservations Xpress Wood 20 Mil Luxury Vinyl Plank 7.25in x 48in 4 mm - Endless (NR106),LVT,1VNL
"Shaw Industries, Inc.",203696-005,Shaw Commercial Resilient Reside 12 Mil (4094V) Resilient LVT/Plank 5.91in x 47.2in 5/64in - Abode (94506),LVT,1VNL
StaticWorx Inc,1000014246,AmeriWorx Rox Conductive Vinyl Tile 12in x 12in 3mm - Black Rock Canyon (Black Rock Canyon),VCT,1VNL
"Gerflor USA, Inc.",200975-002,Gerflor Contract Flooring GTI Max Connect 2mm wear layer interlocking 25in x 25in 6 mm - Carbon (0249),VCT,1VNL
"Shaw Industries, Inc.",1000023338,Shaw Commercial Resilient Commingle (4350V) 20 mil squared edge 9in x 48in 5.0mm - Slate (50518),Vinyl Tile,1VNL
"Shaw Industries, Inc.",214589-001,Shaw Commercial Resilient Commingle (4350V) 20 mil squared edge 9in x 48in 5.0mm - Concrete (50105),VCT,1VNL
"Shaw Industries, Inc.",1000028469,Shaw Commercial Hard Surfaces Terrain II (4110V) 20 mil glue down 6in x 48in 5.0mm - Lark (05016),LVT,1VNL
Spartan Surfaces,1000032514,Cobalt Surfaces Katanga 7in x 48in 2.0MM - Walnut (K12-830),LVP,1VNL
"J.J. Haines & Company, LLC dba UCX Flooring",1000028985,"Armstrong Standard Excelon Multicolor Vinyl Composition 12 x 12 1/8"" - Mid Gray Blue (51875)",LVT,1VNL
"Mannington Mills, Inc.",1000033741,Mannington Spacia Wood 7.25in x 48in 2.5MM - Heritage Cherry Select (SS5W12103),LVP,1VNL
Milliken & Company,1000029621,Milliken Fortified Foundations 5.0mm 9Â” x 60Â” - Antler (PIK124-208),LVT,1VNL
"Shaw Industries, Inc.",1000027918,"Shaw Contract Uncommon Ground (188V) 6"" x 36"" 3mm - Whiskey Barrel (02580)",TILE,1VNL
"Shaw Industries, Inc.",1000023792,Patcraft Treeline I707V 7 IN X 48 IN 20 mil 00526 Moonlight LVT,Vinyl Tile,1VNL
"Shaw Industries, Inc.",1000023098,Shaw Union 4349V 9in x 48in 20 mil | 5 MM LVT - Sandy Dune (49240),Vinyl Tile,1VNL
"Shaw Industries, Inc.",1000023099, Shaw Dialogue Type 4142V 24in x 24in 5MM | 20Mil LVT - Engage (42595),Vinyl Tile,1VNL
"Shaw Industries, Inc.",1000023610,Shaw Contract Crossing Paths (4431V) 20 mil 18in x 18in 2.5 MM - Summit,Vinyl Tile,1VNL
"Shaw Industries, Inc.",210597-005,Shaw Commercial Resilient Branching Out (4256V) 20 mil squared edge 6in x 48in 5.0mm - Prairie Oak (56240),VCT,1VNL
"Shaw Industries, Inc.",1000024709,Shaw Contract-Solitude (0648V)-Luxury Resilient Planks-6in x 48in-13/64- Fawn (48516),Vinyl Tile,1VNL
"Shaw Industries, Inc.",186111-014,Shaw Patcraft Organic Hue (I320V) Heterogeneous 6' 2.2 MM - Steel (00410),ROLL,1VNL
"Shaw Industries, Inc.",184784-003,Shaw Commercial Hard Surfaces Strand (0516V) Luxury Vinyl Plank 18in x 36in 20 mil - Dune (16516),LVP,1VNL
Fishman Flooring Solutions,1000030543,Novafloor Ellis GD 7? x 48? 2MM 12 Mil - Canadian Walnut Trinity (NEP005),LVP,1VNL
"Shaw Industries, Inc.",1000028997,Shaw Patcraft Timeless (I568V) 9x60 - Charred Silver (00590),LVT,1VNL
"Shaw Industries, Inc.",197158-007,Shaw Commercial Hard Surfaces Uncommon Ground 4in (0187V) 20 Mil Direct Glue 4in x 36in 3 MM - French Grey (02500),VCT,1VNL
"Shaw Industries, Inc.",1000031891,"Shaw Industries Uncommon Ground (0187V) 4"" x 36"" 3.0 mm - Teak Light (02530)",LVT,1VNL
"Shaw Industries, Inc.",215051-008,Shaw Contract Reside (4381V) 20 mil squared edge 6in x 47in 2.5 MM - Pause (94580),VCT,1VNL
"Shaw Industries, Inc.",205916-005,Shaw Commercial Resilient Abide (4107V) Heavy Commercial 7in x 48in 20 mil - Tahini Oak (07240),VCT,1VNL
"Shaw Industries, Inc.",173722-003,Shaw Commercial Hard Surfaces Uncommon Ground 6 (0188V) Undefined 6in x 36in Undefined - Provence (02140),LVT,1VNL
"Shaw Industries, Inc.",1000031551,Patcraft Woodtone (I724V) 9in x 36in 5.0MM - Ash (00780),LVP,1VNL
"Shaw Industries, Inc.",1000031374,"Shaw Branching Out 5.0 Mm (4480V) 6""X48"" - Ravine Oak (56730)",LVT,1VNL
Dal Tile Corporation,1000034163,Daltile Loften 24in x 24in 3.0MM 20mil - Coal Limestone (LF05),LVT,1VNL
"Mannington Mills, Inc.",189621-027,Mannington Spacia Wood (Xtra) Beveled Edge 7 1/4in x 48in 2.5 MM - Pale Cherry (SS5W2525),LVT,1VNL
"STANLEY STEPHENS COMPANY, INC",1000033852,Altro Stronghold 30 6ft 7in 3.0MM - Dolphin (K3010),ROLL,1VNL
"Shaw Industries, Inc.",1000034467,Shaw Contract Vitality Sheet (0873V) 6.58 X 65.94 - Robust (73855),ROLL,1VNL
"Shaw Industries, Inc.",1000034481,Shaw Contract Vitality Sheet (0873V) 6.58 X 65.94 2mm - Soothe (73447),ROLL,1VNL
