supplier_name,part_no,part_description,new_commodity_description,new_commodity_group
"Mohawk Commercial, Inc",1000035338,Mohawk Secoya 5.0 (C2104) 9.84in x 59.60in 5.0MM - Hazelnut Oak (848),LVP,1VNL
"Shaw Industries, Inc.",1000035753,Shaw Brentwood Plus (494CT) 7.2in x 48.03in 5.0MM - Copano Oak (01003),LVP,1VNL
"Mannington Mills, Inc.",1000033335,Mannington Spacia Stone 36in x 36in 2.5MM - Gibson (SS5S2603),LVT,1VNL
"Mohawk Commercial, Inc",1000037511,Mohawk Secoya 5.0 (C2104) 9.84in x 59.60in 5.0MM - Caramel Oak (142),LVP,1VNL
Spartan Surfaces,1000035255,EcoSurfaces Infinity 74in 2.0MM - Mochaccino (9929),ROLL,1VNL
Spartan Surfaces,1000035253,EcoSurfaces Infinity 74in 2.0MM - Honey Beige (9869),ROLL,1VNL
"Moose Sports Surfaces, LTD",1000019157,Tarkett Event + Wood 6 x 48 30 Mil 11208 Genuine Oak LVT,LVT,1VNL
"Moose Sports Surfaces, LTD",1000031053,Tarkett IQ Optima 2X25m 2mm - Soft Grey (947),ROLL,1VNL
"Moose Sports Surfaces, LTD",1000031052,Tarkett IQ Optima 2X25m 2mm - Soft Light Grey (946),ROLL,1VNL
PANIAGUA GROUP INC,5388,TARKETT\IQ OPTIMA\0245 FOGGY SHORES\6'6,ROLL,1VNL
PANIAGUA GROUP INC,1000037005,Tarkett IQ Optima 6ft 6in x 0.080in - Light Beige Grey (0873),ROLL,1VNL
"Mannington Mills, Inc.",196593-005,Mannington Spacia Abstract 20 mil Beveled Edge LVT 7.25in x 48in 2.5 MM Cross Grain- Softline Charcoal (SS5a2803),LVP,1VNL
SIENA LLC,214769-003,"Siena, LLC-Barcelona SPC-12 MIl Micro Bevel Plank-7in x 48in-4.8mm-CASTILE (SPC7007)",LVT,1VNL
Spartan Surfaces,1000038582,Teknoflor Healthscapes HPD 6ft 6.74in 2.0MM - Daisy (292308),ROLL,1VNL
Spartan Surfaces,1000038583,Teknoflor Healthscapes HPD 6ft 6.74in 2.0MM - Dusty Miller (212308),ROLL,1VNL
"Shaw Industries, Inc.",1000034326,Shaw Philadelphia Indwell (5668V) 6in x 48in 5.0MM - Willow Oak (2028),LVP,1VNL
"Shaw Industries, Inc.",204197-012,Shaw Patcraft Anew (I542V) 20 mil Lvt glue down 7.75in x 48in 2.5 MM - Galena (00540),LVT,1VNL
"Mohawk Commercial, Inc",1000041029,Mohawk Bolder 5.0 (C2108) 18in x 36in 5.0MM - Obsidian (969),LVT,1VNL
Spartan Surfaces,1000035227,Kahrs Zero Sheet 4ft 9in 2MM - Blue Moon (5752),ROLL,1VNL
"Gerflor USA, Inc.",1000039413,Gerflor Tarasafe Ultra 6.5ft x 30ft - Ruby (4128),ROLL,1VNL
"Moose Sports Surfaces, LTD",1000031054,Tarkett IQ Optima 2X25m 2mm - Red (877),ROLL,1VNL
"Interface Americas, Inc.",1000035561,Interface Earthen Forms Collection On Grain 4.5mm 25cm x 1m White Oak Veneer (A03301),LVT,1VNL
Spartan Surfaces,204154-014,Cobalt Surfaces Katanga (K12-xxx) 12 Mil Square Edge Glue Down Plank 7in x 48in 2.0 MM - BISON (810),LVP,1VNL
"Mannington Mills, Inc.",2785,MANNINGTON\BIOSPEC\67417 HOJICHA\6'6,ROLL,1VNL
PANIAGUA GROUP INC,38527,"GERFLOR\MIPOLAM SYMBIOZ 2MM\6044 SEA STORM\6'6""",ROLL,1VNL
Spartan Surfaces,1000041798,AVA 2STYL 6in x 48in 2.0MM - European Walnut Chocolate (EW2001),LVP,1VNL
Spartan Surfaces,1000036659,Kaindl STRONGside Revive 7.6in x 54.45in 7.0MM - Intercoastal Oak (K2143),LVP,1VNL
Spartan Surfaces,1000042161,Aspecta One Shipwright 7.87in x 48.11in - Monarch (1329415),LVP,1VNL
"Shaw Industries, Inc.",1000018033,Shaw Coded (4143V) 6in x 48in 5MM - Imply (43518),LVP,1VNL
Spartan Surfaces,1000032202,Karhrs Zero Sheet 105723     57 1/8 x 984 1/4 x 1/ Thickness 2 Â– Morocco (5723),ROLL,1VNL
"Gerflor USA, Inc.",38526,"GERFLOR\MIPOLAM SYMBIOZ 2MM\6039 PEBBLE\6'6""",ROLL,1VNL
"Mohawk Commercial, Inc",1000022609,Mohawk Hot & Heavy Bolder (C0010) 36in x 36in 5.0MM - Onyx (999),Vinyl Tile,1VNL
"Bentley Mills, Inc.",212757-005,Bentley Moment (BMMNT) 20 mil glue down plank 9in x 48in 2.5 MM - ASYMMETRIC (801989),LVP,1VNL
Spartan Surfaces,1000043389,Urbba Pier Plank 6.5in x random lengths 6.3MM Click w/ Attached Pad - Nautilus,LVP,1VNL
Mats Inc dba Matter Surfaces Inc,1000038771,Bolon by Jean Nouvel  6ft 6in 2.3MM - No. 01,ROLL,1VNL
J.J. Haines & Company,1000004572, Chesapeake Flooring ProSolutions 20 20 mil Floor Score Certified 7in x 48in 3 MM - Windwood (Windwood),Vinyl Tile,1VNL
J.J. Haines & Company,126732-016,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Pearl White (51803),VCT,1VNL
J.J. Haines & Company,126732-013,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Fortress White (51839),VCT,1VNL
