supplier_name,part_no,part_description,new_commodity_description,new_commodity_group
J.J. Haines & Company,197653-036,Armstrong Standard Excelon Imperial Texture w/ Diamond Ten Coating 12in x 12in 1/8in - Sterling (Z1904),VCT,1VNL
J.J. Haines & Company,205750-001,Armstrong Parallel USA 20 20 MIl Urethane Plus/No polish-No Buff 6in x 48in 2.5 MM - Glen Brook Oak Drift Sand (J5203),VCT,1VNL
J.J. Haines & Company,191156-007,Armstrong tural Creations EarthCuts Diamond 10 Luxury Vinyl Tile 12in x 24in 3.2 MM - DELANO SHELL (NA340),LVT,1VNL
William M. Bird,1000022647,"AHF CONTRACT\VCT\COLLECTION-ILIAD\12"" X 12"" X 3.2MM\COLOR-DOMINANT GRAY (CR009)",Vinyl Tile,1VNL
"Shaw Industries, Inc.",200603-003,Shaw Hospitality Designs Joy Squared (0993V) Luxury Vinyl Tile 24in x 24in 20 mil - Playground (93250),LVT,1VNL
J.J. Haines & Company,126731-015,Armstrong Excelon Stonetex Premium VCT 12in x 12in 1/8 - Stone White (52127),VCT,1VNL
"Interface Americas, Inc.",204899-001,Interface Brushed Lines (A016) 22 mil Luxury Vinyl Plank 25cm x 1m 4.5 mm - Galena (04),LVP,1VNL
"Shaw Industries, Inc.",198730-010,Shaw Commercial Hard Surfaces Cove (0927V) 20 mil LooseLay 9in x 48in 5.0mm - Pour (27530),VCT,1VNL
"Mannington Mills, Inc.",1000019955,"MANNINGTON COMMERCIAL\COLLECTION-MIXED MONOLITH\STYLE-POURED\6"" X 48"" (BEVELED EDGES)\COLOR-COMPOSITION",Vinyl Tile,1VNL
"Mannington Mills, Inc.",1000019953,"MANNINGTON COMMERCIAL\COLLECTION-MIXED MONOLITH\STYLE-EDGE\12"" X 48"" (BEVELED EDGES)\COLOR-COMPOSITION",Vinyl Tile,1VNL
"Mannington Mills, Inc.",1000019958,"MANNINGTON COMMERCIAL\LVT\COLLECTION-MIXED MONOLITH\STYLE-SCORED\6"" X 48"" (BEVELED EDGES)\COLOR-COMPOSITION",Vinyl Tile,1VNL
"Shaw Industries, Inc.",198730-003,Shaw Commercial Hard Surfaces Cove (0927V) 20 mil LooseLay 9in x 48in 5.0mm - Graze (27326),VCT,1VNL
"Shaw Industries, Inc.",198730-004,Shaw Commercial Hard Surfaces Cove (0927V) 20 mil LooseLay 9in x 48in 5.0mm - Jade (27405),VCT,1VNL
"Shaw Industries, Inc.",198730-007,Shaw Commercial Hard Surfaces Cove (0927V) 20 mil LooseLay 9in x 48in 5.0mm - Silt (27504),VCT,1VNL
"Shaw Industries, Inc.",198730-005,Shaw Commercial Hard Surfaces Cove (0927V) 20 mil LooseLay 9in x 48in 5.0mm - Wash (27436),VCT,1VNL
"Shaw Industries, Inc.",202842-001,Shaw Patcraft Mark Making (I509V) 20 Mil Luxury Vinyl Plank 5.96in x 48in 5.0mm - Almond (00150),LVP,1VNL
Spartan Surfaces,1000015105,"HMTX COMMERCIAL\ASPECTA 5\5473108X PERFECT OAK-BOGWOOD\9"" x 60""",Vinyl Tile,1VNL
"Bentley Mills, Inc.",1000017085,"BENTLEY\MOOD\LVT 2.5MM\9"" X 48""\COLOR-PASSIVE (801990)",LVT,1VNL
"Shaw Industries, Inc.",190084-008,Shaw Commercial Hard Surfaces Unveil (0601V) 30 mil Luxury Vinyl Tile 9in x 36in 3 MM - Alter (01518),LVT,1VNL
"Shaw Industries, Inc.",187505-008,Shaw Commercial Hard Surfaces Pigment (0503V) Dryback Vinyl 7in x 48in 2.5 MM - Grey (65530),VCT,1VNL
"Mannington Mills, Inc.",1000020619,"MANNINGTON COMMERCIAL\COLLECTION-SPACIA WOOD\LVT WITH MICRO-BEVELED EDGES\000006"" X 36""\COLOR- WINDSOR OAK GAINSBORO (SS5W12377)",Vinyl Tile,1VNL
"Shaw Industries, Inc.",192174-005,Shaw Philadelphia In The Grain II (5525V) Luxury Vinyl Tile 20 mil 6in x 48in 2.5 MM - Flaxseed (00568),LVT,1VNL
"Shaw Industries, Inc.",1000022966,"SHAW CONTRACT\LV223-NSP 3MM 30 MIL\PLANK SIZE- 48"" X 6""\COLOR-00200\MUST ORDER IN FULL CARTON QUANTITIES",Vinyl Tile,1VNL
"Shaw Industries, Inc.",193627-010,Shaw Contract Tatami Sheet (0796V) 20 mil glue down 6' 6in 2.2 MM - Wind Chime (96530),ROLL,1VNL
"Shaw Industries, Inc.",204197-010,Shaw Patcraft Anew (I542V) 20 mil Lvt glue down 7.75in x 48in 2.5 MM - Amaretto (00740),LVT,1VNL
"Shaw Industries, Inc.",1000024117,"PATCRAFT\I464V SURFACE TONE\00505 STRATA\9""X36""",Vinyl Tile,1VNL
"Shaw Industries, Inc.",1000024882,"PATCRAFT\I334V\ DISSIPATE\00525 POND\23.63"" X23.63""",Vinyl Tile,1VNL
Dal Tile Corporation,204415-001,Dal Tile ProSeries Elixen Luxury Vinyl Plank 7in x 47in 2.5 MM - Sonoma Oak (EX30),LVT,1VNL
Tarkett USA Inc,216321-001,Tarkett Contour Stone Artifice (PCAR) 32 mil Square Edge (SE) 18in x 18in 3 MM - Pillar (10773),LVT,1VNL
Tarkett USA Inc,216321-002,Tarkett Contour Stone Artifice (PCAR) 32 mil Square Edge (SE) 18in x 18in 3 MM - Interlace (10772),LVT,1VNL
"Shaw Industries, Inc.",1000019323,SHAW\4124V MINDSET LVT\RESILIENT LVT\24 in x 12 in\COLOR- DYNAMIC,LVT,1VNL
"Shaw Industries, Inc.",200603-020,Shaw Hospitality Designs Joy Squared (0993V) Luxury Vinyl Tile 24in x 24in 20 mil - Firework (93680),LVT,1VNL
"Florida Tile, Inc",1000024530,BERKSHIRE\COLOR BODY\ WALNUT-6X24-MATTE ( FTI255856X24),Vinyl Tile,1VNL
"Shaw Industries, Inc.",191531-004,Shaw Commercial Hard Surfaces Terrain II 12 MIL (0453V) LVT 6in x 48in 2.5 MM - Nest (00774),LVT,1VNL
"Shaw Industries, Inc.",192170-004,Shaw Philadelphia In The Grain II (5524V) 12 Mil Dryback 6in x 48in 2.5 MM - Freekeh (00564),VCT,1VNL
"Shaw Industries, Inc.",191889-001,Shaw Patcraft Timber Grove II (I420V) 12 Mil Glue Down 6in x 48in 2.5 MM - Juniper (00559),VCT,1VNL
"Shaw Industries, Inc.",188060-005,Shaw Contract Solitude (0648V) Luxury Resilient Planks 6in x 48in 13/64 - Fawn (48516),LVP,1VNL
"Shaw Industries, Inc.",191889-017,Shaw Patcraft Timber Grove II (I420V) 12 Mil Glue Down 6in x 48in 2.5 MM - Trellis (07007),VCT,1VNL
"Cain & Bultman, Inc.",199423-010,Johnsonite Melodia 3.0 Homogeneous 6' 6in .080in - Functionality (0988),ROLL,1VNL
"Shaw Industries, Inc.",203225-007,Shaw Commercial Hard Surfaces Compound 5.0MM (4077V) Resilient LVT/Plank 24in x 24in 5.0mm - Elevate (77518),LVT,1VNL
Mohawk Industries,1000024307,"Mohawk\Optic Hues\ C0178\ COLOR:Tea Tan 810\ 12""x24""x2.5mm",Vinyl Tile,1VNL
"Shaw Industries, Inc.",1000025441,"PATCRAFT\COLLECTION: HOMEGRAIN\20 MIL\STYLE: 1752V\5.9"" X 47.24""\COLOR-VISTA-V2 00510",Vinyl Tile,1VNL
"Mannington Mills, Inc.",9973,"MANNINGTON\BIOSPEC MD\15365 NEW MINERAL GREY\6'6""",ROLL,1VNL
"Mannington Mills, Inc.",1000019990,"MANNINGTON COMMERCIAL\LVT\COLLECTION-SPACIA\STYLE-STONE\18"" X 18"" (UNBEVELED EDGES)\COLOR-PEAK (SS5S2633)",LVT,1VNL
"Mannington Mills, Inc.",1000019960,"MANNINGTON COMMERCIAL\LVT\COLLECTION-SPACIA\STYLE-STONE\36"" X 36"" (UNBEVELED EDGES)\COLOR--GIBSON (SS5S2603)",LVT,1VNL
"Mannington Mills, Inc.",1000021788,"MANNINGTON COMMERCIAL\LVT\ COLLECTION: SPACIA-WOOD\6"" X 36"" \COLOR-WINDSOR OAK SHORE SS5W12373",LVT,1VNL
"Mannington Mills, Inc.",1000019984,"MANNINGTON COMMERCIAL\LVT\COLLECTION-SPACIA\STYLE-STONE\36"" X 36""(UNBEVELED EDGES)\COLOR- JULEP(SS5S2606)",LVT,1VNL
"Mannington Mills, Inc.",1000021789,"MANNINGTON COMMERCIAL\COLLECTION: SPACIA-ABSTRACT\LVT\ 18"" X 18"" \COLOR-METROPOLIS SMOKE SS5A2627",LVT,1VNL
"Mannington Mills, Inc.",1000019988,"MANNINGTON COMMERCIAL\LVT\COLLECTION-SPACIA\STYLE- STONE\18"" X 18"" (UNBEVELED EDGES)\COLOR-CERAMIC SABLE (SS5S3593)",LVT,1VNL
"Mannington Mills, Inc.",1000019940,"MANNINGTON COMMERCIAL\COLLECTION- NATURAL ELEMENTS TOO\STYLE-AIR TOO\12"" X 36""\COLOR-THUNDER DOME 95247",LVT,1VNL
"Logistics Solutions, LLC",189954-008,Mannington Divergent Fen Luxury Vinyl Plank 18in x 18in 2.5 MM - Sandpiper (13501),LVP,1VNL
"Mannington Mills, Inc.",210833-014,Mannington BioSpec Armor Homogeneous Sheet 6' 6in .100in - KOALA (OR105),ROLL,1VNL
"Mannington Mills, Inc.",210833-008,Mannington BioSpec Armor Homogeneous Sheet 6' 6in .100in - FROSTWORK (OR116),ROLL,1VNL
"Mannington Mills, Inc.",1000023340,"MANNINGTON COMMERCIAL\LVT\COLLECTION-ACTIVELINES\CRISSCROSS\6"" X 36""\COLOR- ZING ALC201",Vinyl Tile,1VNL
"Mannington Mills, Inc.",1000023339,"MANNINGTON COMMERCIAL\LVT\COLLECTION- ACTIVE LINES\CRISSCROSS\6"" X 36""\COLOR-FLASH ALC101",Vinyl Tile,1VNL
"Logistics Solutions, LLC",176705-026,Amtico Spacia Stone Vinyl 18in x 18in 2.5 MM - Noche Travertine (SS5S4590),VCT,1VNL
Nydree Flooring,1000026842,Nydree\Rift and Quartered White Oak-COLOR -Black Forest-5 1/4,LVT,1VNL
Milliken & Company,1000026906,Milliken\The Magic Hour-Horizon\COLOR Blacklight-HZN122-25cm x 1.5m,LVT,1VNL
"Mannington Mills, Inc.",1000024611,"MANNINGTON\UPWARD 20 \COLOR:SILVER BEECH 1210\6"" X 36""",Vinyl Tile,1VNL
Mohawk Industries,1000025497,ALADDIN COMMERCIAL\STYLE: BARRALI II (AH113)\LVT\20 mil\COLOR: 939 HARVEST,Vinyl Tile,1VNL
ALLIED TILE DISTRIBUTION CORP.,1000017626,ALLIED TILE MFG CORP\ORGANICS COLLECTION\20 Mil CLEAR PVC COMMERCIAL GRADE\18in x 18in 3mm\ COLOR- DOVE GREY,LVT,1VNL
"Mannington Mills, Inc.",1000027174,Mannington\Amtico Stone\Aroste30 Tempus Embrace\12x24,LVT,1VNL
Mohawk Industries,201216-012,Mohawk Hot and Heavy Metal (C0059) 20 Mil Floating LVT 18in x 36in 5.0mm - So Fetch (959),LVT,1VNL
"Mannington Mills, Inc.",195195-004,Mannington Color Anchor Groove 20 mil Micro-Bevel Glue Down Plank 12in x 24in 2.5 MM - COTTONTAIL (C118),LVP,1VNL
Spartan Surfaces,1000023998,Parterre Kilise oak\ R415 Â– 6Â”x36Â”,Vinyl Tile,1VNL
"Shaw Industries, Inc.",1000028266,PATCRAFT\Treeline 20MIL-I707V\Color Ginger-V2 00146\ 7in X 48in,LVT,1VNL
Mohawk Industries,209976-001,Mohawk Reforestation (C0188) 20 mil glue down 9.25in x 59in 4.5 mm - Waterwheel (225),VCT,1VNL
"Gerflor USA, Inc.",1000028110,Gerflor\Tarasafe Ultra\8701 Opal- 6.5 ft X 66 ft,ROLL,1VNL
"Shaw Industries, Inc.",1000028553,Shaw Inlet II (4372V) 9in x 48in 5MM - Canyon (72114),LVP,1VNL
"Shaw Industries, Inc.",201579-001,Shaw Hospitality Designs Repose (4089V) 12 Mil Micro Beveled 7in x 48in 4.4mm - Canoe (89103),VCT,1VNL
"Shaw Industries, Inc.",1000028655,SHAW CONTRACT \VITALITY HUES 4376v\COLOR 00100 REPLENISH\Size: 6.56 ft x 65.62 ft | 2 m x 20 m,ROLL,1VNL
Tarkett USA Inc,1000011383,"Tarkett Centiva Heritage Plank EHP 6"" x 36"" 30 mil Ash 3308 LVT",LVT,1VNL
Commercial Flooring Distributors,1000028076,Amorim Industrial Solutions Athletic Flooring Receycled 4' 3/8in - Color Yellow #497,ROLL,1VNL
Tarkett USA Inc,1000025828,"Tarkett Create Emphasis PCCA 12in"" x 36in"" 32 mil 11513 Purpose LVT",Vinyl Tile,1VNL
Tarkett USA Inc,1000025827,"Tarkett Create Expression PCCP 12in"" x 36in"" 32 mil 11523 Loyal LVT",Vinyl Tile,1VNL
"Shaw Industries, Inc.",184784-005,Shaw Commercial Hard Surfaces Strand (0516V) Luxury Vinyl Plank 18in x 36in 20 mil - Silt (16595),LVP,1VNL
"Mannington Mills, Inc.",1000014892,Mannington Spacia Wood 6in X 36in 2.5MM - Windsor Oak Shore (SS5W12373),LVT,1VNL
"Forbo Industries, Inc",200558-002,Forbo Flotex Wood Textile Flooring 9.84in x 39.37in 5.3 MM - Grey Wood (151002),VCT,1VNL
"Shaw Industries, Inc.",194974-004,Shaw Patcraft Timber Grove II (I438V) 30 Mil Glue Down LVT 6in x 48in 3 MM - Hemlock (00572),LVT,1VNL
"Gerflor USA, Inc.",1000030111,"GERFLOR/ LVT/CREATION 55/Color: Swiss Oak Beige #0848/7.2"" x 48""/3010-Y30R",VNL,1VNL
"Gerflor USA, Inc.",1000030115,"GERFLOR/ LVT/Creation 55/Color: Buffalo #0457/7.2"" x 48""/6010-Y10R",VNL,1VNL
"Shaw Industries, Inc.",1000009442,"SHAW\0454V TERRAIN II 20 MIL\00564 SHADE\6""X48""",VCT,1VNL
"Shaw Industries, Inc.",202150-002,Shaw Hospitality Designs Soundscape (4063V) 20 mil w/ acoustic backing 6in x 48in 5.0mm - Pebble (63111),VCT,1VNL
"SJM Group of NY, Inc.",1000032131,Built By Grid Versa 78in x 85ft x 6.2mm - Oak (4102),ROLL,1VNL
"Shaw Industries, Inc.",1000031530,Shaw Function 2.5 (4386V) 18in x 18in 2.5MM - Blend (86515),LVT,1VNL
"Shaw Industries, Inc.",208108-010,Shaw Philadelphia Philosopher's Tree (5599V) Luxury Vinyl Plank 9in x 63in 20 mil - Fog (00513),LVP,1VNL
"Shaw Industries, Inc.",1000032972,Shaw Patcraft Holistic Shades (I690V) 78.74in 2.0MM - Radiant (00111),ROLL,1VNL
"Cain & Bultman, Inc.",1000023551,Tarkett\iD Latitude Woods\6x48\20mil\Color Hazelwood (PLWD 7542),Vinyl Tile,1VNL
