supplier_name,part_no,part_description,new_commodity_description,new_commodity_group
"Shaw Industries, Inc.",1000037521,Shaw Patcraft Pursue 7.09in x 47.24in - Mellow (00780),LVT,1VNL
"Shaw Industries, Inc.",1000037187,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Satinwood (00140),VCT,1VNL
"Bentley Mills, Inc.",209784-004,Bentley Moment (BMMNT) 20 mil Free Lay 9in x 48in 5.0mm - FUNCTION (801988),LVP,1VNL
Ceramic Installation Supply Co. of Central Florida Inc (CISCO),212583-002,LG Hausys Pike's Peak LVT 7in x 48in 20 mil - Barn Oak (1361),LVT,1VNL
"Shaw Industries, Inc.",190819-004,Shaw Patcraft AdMix 36x36 (I347V) Homogeneous Vinyl 36in x 36in 3.2 MM - Sundial (00130),VCT,1VNL
"Shaw Industries, Inc.",1000037359,"SHAW\0453V TERRAIN II 12 MIL\05012 SUMMIT\6""X48""",LVT,1VNL
"Shaw Industries, Inc.",1000039360,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM -COLOR ELM,LVT,1VNL
"Shaw Industries, Inc.",1000039749,"SHAW\4090V RESPITE\90840 REDWOOD\7""X48""",LVT,1VNL
Milliken & Company,1000038621,"MILLIEKN/FORTIFIED FOUNDATIONS/HERITAGE WOOD IN HONOR/HER218-5.0mm-9""x60""",LVT,1VNL
"J.J. Haines & Company, LLC dba UCX Flooring",1000038105,Armstrong Excelon SDT 12in x 12in x 1/8in - Armor Gray (51951),VCT,1VNL
"Shaw Industries, Inc.",1000039655,"SHAW\4308V BRANCHING OUT CORETEC 12 MIL\56250 PLAINS OAK\7""X48""",LVP,1VNL
Karndean International LLC,1000038814,Karndean Opus Stone Luxury Vinyl Tile 20 mil 18in x 24in 2.5 MM -Color Terra SP212,LVT,1VNL
Karndean International LLC,1000038811,Karndean Van Gogh 20 mil glue down 7in x 48in 3 MM -Color Natural Prime Oak VGW115T,LVT,1VNL
Duchateau Floors,1000039589,DuChateau Floors Vinyl Deluxe Classic 7in X 48in - San Tropez,LVT,1VNL
"Mannington Mills, Inc.",1000038552,Mannington Amtico Wood Collection Bevelled Edged 9in x 36in 2.5 MM - Halo Pine (AR0W8250),LVP,1VNL
"J.J. Haines & Company, LLC dba UCX Flooring",190556-078,Armstrong tural Creations ArborArt Diamond 10 Solid/Luxury Vinyl 6in x 36in .125 - Avila Oak Warm Capri (NA191),LVT,1VNL
"Mannington Mills, Inc.",1000039298,Mannington Spacia Wood 20 mil Micro-bevel Custom Size 4in x 36in 2.5MM - American Walnut Coco (SS5W12126),LVP,1VNL
"Shaw Industries, Inc.",215814-003,Shaw Commercial Resilient Vitality Tones (4375V) Homogeneous ExoGuard Sheet 6.56' 2.0 MM - Cheer (00105),ROLL,1VNL
"Shaw Industries, Inc.",1000040383,"SHAW\4094V RESIDE\94710 SHELTER\12 MILX6""X47""",LVT,1VNL
Tarkett USA Inc,1000038410,Tarkett Even Plane 7.9in x 47.2in 4.5MM - English Oak Beige (PNP8705),LVP,1VNL
"J.J. Haines & Company, LLC dba UCX Flooring",214880-002,Armstrong-Unify-0.5mm Wear Layer Solid Vinyl Plank-6in x 36in-2.5 MM-ARTEK (J7205),LVP,1VNL
"Shaw Industries, Inc.",1000040815,Shaw Patcraft Kiln (I727V) 9in x 36in 5.0MM - Pewter (00535),LVP,1VNL
"Shaw Industries, Inc.",1000040812,Shaw Patcraft Kiln (I727V) 9in x 36in 5.0MM - Ember (00525),LVP,1VNL
"Shaw Industries, Inc.",1000040891,Shaw Patcraft Polychrome (I746V) 9in x 48in 2.5MM - Flint-V2 (00560),LVP,1VNL
"Shaw Industries, Inc.",1000040890,Shaw Patcraft Polychrome (I746V) 9in x 48in 2.5MM - Noir-V2 (00590),LVP,1VNL
"Shaw Industries, Inc.",1000041702,SHAW\4309V-BRANCHING OUT CORETEC\20MIL\RISE OAK\7in X 48in,LVT,1VNL
Mohawk Industries,193657-012,Mohawk Hot & Heavy Lineate (C0089) 20 mil LooseLay 9in x 59in 5.0mm - Striated (988),VCT,1VNL
"J.J. Haines & Company, LLC dba UCX Flooring",1000040799,ARMSTRONG\57001-SAFETY ZONE TILE\12X12\COLOR: SHALE GRAY,VNL,1VNL
Engineered Floors LLC,1000041835,J&J Step by Step 3mm (V5043) 18in x 36in - Sky Blue (1131),LVP,1VNL
"Shaw Industries, Inc.",1000041768,Shaw Patcraft Graph (I713V) 24in x 24in 2.5MM - Ash-V2 (00530),LVT,1VNL
"Mannington Mills, Inc.",205261-001,Mannington No Reservations Xpress Wood 20 Mil Luxury Vinyl Plank 7.25in x 48in 4 mm - Benevolence (NR102),LVP,1VNL
"Shaw Industries, Inc.",192392-023,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Graphite (00580),VCT,1VNL
"J.J. Haines & Company, LLC dba UCX Flooring",208360-013,Armstrong Theorem 0.020in Wear Layer LVT w/ Diamond 10 6in x 36in 2.5 MM - Alchemy Quicksilver (ST921),LVT,1VNL
"Shaw Industries, Inc.",191889-002,Shaw Patcraft Timber Grove II (I420V) 12 Mil Glue Down 6in x 48in 2.5 MM - Hedgerow (00564),VCT,1VNL
"Shaw Industries, Inc.",1000042373,Patcraft Highland Forest (i800v) 6in X 48in - Ashwood (20100),LVT,1VNL
"Shaw Industries, Inc.",194974-006,Shaw Patcraft Timber Grove II (I438V) 30 Mil Glue Down LVT 6in x 48in 3 MM - Boxwood (00775),LVT,1VNL
Mohawk Industries,181535-008,Mohawk Hot and Heavy Secoya (C0009) 20 Mil Floating LVT 9in x 59in 5.0mm - Alder Creek (945),LVT,1VNL
"Mannington Mills, Inc.",1000042830,Mannington Spacia Stone 18in x 18in 2.5MM  - Gibson (SS5S2603),LVT,1VNL
Mohawk Industries,1000041482,Mohawk Secoya 5.0 (C2104) 9.84in x 59.60in 5.0MM - Storm Oak (928),LVP,1VNL
"Lititz Flooring, Co",1000041247,"TRINITY TILE/RYSE-TUSCANY OAK MIST/6""X48"" 22MIL",LVT,1VNL
"J.J. Haines & Company, LLC dba UCX Flooring",1000043337,Flexco Delane ESD Vinyl 12in x 24in 1/8in - Charcoal/Lt. Gray (66),LVT,1VNL
Spartan Surfaces,215541-003,Revere Flooring-Broadstreet-20 mil glue down plank-7in x 48in-3 MM-American Cherry (902),VCT,1VNL
Spartan Surfaces,215541-001,Revere Flooring-Broadstreet-20 mil glue down plank-7in x 48in-3 MM-Rustic Oak (900),VCT,1VNL
"Tri-West, LTD.",1000001367,Paradigm-Performer 12mil-7in x 60in-Spice (PPSPC1202),LVP,1VNL
"Shaw Industries, Inc.",193627-012,Shaw Contract-Tatami Sheet (0796V)-20 mil glue down-6' 6in-2.2 MM-Shakkei (96761),ROLL,1VNL
Mohawk Industries,214270-003,Mohawk Medella Hues (C2062) Healthy Environments Resilient 6' 7in 2.0 MM - Dusty Gray Light (H5307),ROLL,1VNL
Mohawk Industries,214270-014,Mohawk Medella Hues (C2062) Healthy Environments Resilient 6' 7in 2.0 MM - Dust Gray Mid (H5308),ROLL,1VNL
"Mannington Mills, Inc.",195904-003,Mannington-Bond-20 Mil Micro-Beveled LVT-12in x 12in-2.5 MM-AZURE (PE109),LVT,1VNL
Engineered Floors LLC,1000009088,Engineered Floors Plateau Luxury Vinyl Plank 18in x 36in 20 mil -004 ZINC 2.5 MM,LVP,1VNL
"Shaw Industries, Inc.",192695-005,Shaw USF Commercial-Stratum Eiris (053UV)-Engineered Locking-7.09in x 59.06in-8.5 mm-Ivory (06005),VCT,1VNL
"Shaw Industries, Inc.",1000007271,Shaw Contract Crossing Paths 5MM 18in x 18in - SPINDLE 91140,VCT,1VNL
Karndean International LLC,196238-009,Karndean-K-Trade -20 mil LooseLay-41.3in x 9.85in-4.5 mm-SICILIA (LLP142),VCT,1VNL
"Shaw Industries, Inc.",1000010679,SHAW DIAMONDBACK 20 MIL VY327 5.91 X 47.24 - 2.5MM- 94730 -ABSOLUTE -LVT,LVT,1VNL
Karndean International LLC,193549-007,Karndean-LooseLay Longboard-Plank-10in x 59in-4.5 mm-TAUPE OAK (LLP309),LVP,1VNL
Karndean International LLC,1000012420,"Karndean Looselay Longboard 59""x10"" 4.5mm LLP330 Worn Fabric Oak",VCT,1VNL
Mohawk Industries,206789-015,Mohawk Matuto Plus Stone 20 Mil M-Force Ultra 12in x 24in 2.5 MM - Sonic Silver Stone (927A),VCT,1VNL
Karndean International LLC,208584-002,Karndean-LooseLay-20 mil Wear Layer-24.02in x 19.69in-4.5 mm-COLORADO (LLT201),LVT,1VNL
"Mannington Mills, Inc.",1000004453,Mannington Spacia Wood 6x36 Windsor Oak Gainsboro (SS5W12377),LVT,1VNL
"Mannington Mills, Inc.",194062-007,Mannington-Access Wood-20 Mil Microbeveled-5.91in x 39.37in-5.0mm-SHIBORI JASMINE (SX5W7800),VCT,1VNL
"Mannington Mills, Inc.",200094-044,Mannington-Amtico Signature Wood-40 Mil Micro-Beveled LVT-4 1/2in x 36in-2.5 MM-FUSED BIRCH (AROW7500),LVT,1VNL
"Mannington Mills, Inc.",200094-055,Mannington-Amtico Signature Wood-40 Mil Micro-Beveled LVT-4 1/2in x 36in-2.5 MM-TEAK (AROW6990),LVT,1VNL
"Interface Americas, Inc.",210209-020,Interface-Natural Woodgrains (A002)-22 mil Commercial Ceramor-25cm x 1m-4.5 mm-Beech (A00204),VCT,1VNL
Spartan Surfaces,1000002789,Novalis Innovative Flooring-AVA VRSE-20 mil-9.84in x39.37in-5.0MM-Lyric (VRS012L),LVT,1VNL
Engineered Floors LLC,207096-010,EF Contract-Woodlands (EFCWL)-20 mil Wear Layer-7in x 48in-2.5 MM-Mocha (010),VCT,1VNL
"Shaw Industries, Inc.",207077-005,Shaw Commercial Hard Surfaces-Cimmerian 2.5 (5M314)-20 Mil ExoGuard+-24in x 24in-2.5 MM-Atlas (00505),VCT,1VNL
Diamond W Floor Covering,199423-005,Johnsonite-Melodia 3.0-Homogeneous-6' 6in-.080in-Black Ice (0707),ROLL,1VNL
"Shaw Industries, Inc.",203696-010,Shaw Commercial Resilient-Reside 12 Mil (4094V)-Resilient LVT/Plank-5.91in x 47.2in-5/64in-Shelter (94710),LVT,1VNL
"Shaw Industries, Inc.",178771-024,Shaw Commercial Hard Surfaces Chordinates: BassTones (0301V) Heterogeneous 6' .086in - Pewter Serenade (00530),ROLL,1VNL
"Shaw Industries, Inc.",215814-006,Shaw Commercial Resilient Vitality Tones (4375V) Homogeneous ExoGuard Sheet 6.56' 2.0 MM - Humor (00130),ROLL,1VNL
"Shaw Industries, Inc.",202150-007,Shaw Hospitality Designs-Soundscape (4063V)-20 mil w/ acoustic backing-6in x 48in-5.0mm-Ink (63549),VCT,1VNL
"Mannington Mills, Inc.",193423-023,Mannington-Spacia Abstract-20 mil Bevelled Edge LVT-12in x 18in-2.5 MM-Stellar Grey (SS5A3627),LVT,1VNL
"Mannington Mills, Inc.",208531-042,Mannington-Spacia Wood-20 Mil Microbeveled-7 1/4in x 48in-2.5 MM-Warm Maple (SS5W2502),VCT,1VNL
"Shaw Industries, Inc.",191531-020,Shaw Commercial Hard Surfaces Terrain II 12 MIL (0453V) LVT 6in x 48in 2.5 MM - Willow (00170),LVT,1VNL
"Shaw Industries, Inc.",203225-005,Shaw Commercial Hard Surfaces Compound 5.0MM (4077V) Resilient LVT/Plank 24in x 24in 5.0mm - Base (77504),LVT,1VNL
Karndean International LLC,206976-009,Karndean-Korlok Select (RKP)-20 Mil 5G vertical click locking sys-9in x 56in-6.5 mm-Cathedral Oak (RKP8114),VCT,1VNL
"Shaw Industries, Inc.",173204-006,Shaw Commercial Hard Surfaces-Quiet Cover  (0186V)-Luxury Vinyl Plank-7in x 48in-Undefined-Cherokee (00700),LVP,1VNL
Karndean International LLC,193549-005,Karndean-LooseLay Longboard-Plank-10in x 59in-4.5 mm-NEUTRAL OAK (LLP307),LVP,1VNL
