supplier_name,part_no,part_description,new_commodity_description,new_commodity_group
Readers Wholesale,1000016885,"Tarkett iQ Granit 6? 6? (2 m) wide, 82? 7?0.080Â” (2 mm) thick 0188 Dark Grey",ROLL,1VNL
Readers Wholesale,1000016978,Tarkett- iQ Granit-Homogeneous Sheet Goods- 82? 7?(L) 6'6 (W) (2mm) Grey (0161),ROLL,1VNL
MANNINGTON COMMERCIAL,1000015045,Mannington color anchor stride 6x36 2omm C147 Truffel,LVT,1VNL
MANNINGTON COMMERCIAL,195197-014,Mannington Color Anchor Stride 20 mil Micro-Bevel Glue Down Plank 6in x 36in 2.5 MM - RHUBARB PIE (C122),LVP,1VNL
Readers Wholesale,1000015122,"Readers Wholesale Waterfront	MOLSTWF129 6""x 48"" 2.5mm FRE40129	Galveston LVT",Vinyl Tile,1VNL
Readers Wholesale,1000021692,Provident Flooring Solutions Urban Plank - Abby Stone (PR7881LP),Vinyl Tile,1VNL
"Shaw Industries, Inc.",183678-007,Shaw Commercial Hard Surfaces Surface (0515V) Luxury Resilient Planks 18in x 36in 2.5 MM - Cement (15518),LVP,1VNL
"Forbo Industries, Inc",204482-006,Forbo mct 2.0 tural 13.11in x 13.11in 2.0 MM - Graphite (3048),VCT,1VNL
Dal Tile Corporation,203789-003,Dal Tile Travane 6 mil glue down 6in x 48in 2.0 MM - WEATHERED PINE (TV33),LVT,1VNL
Readers Wholesale,126732-123,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Bodacious Blue (57517),VCT,1VNL
"Interface Americas, Inc.",1000024199,"Interface Northern Grain 10in"" x 40in"" 4.5mm LVT - Antique Was (A02606)",Vinyl Tile,1VNL
Readers Wholesale,126732-104,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Maraschino Red (51880),VCT,1VNL
"Shaw Industries, Inc.",195715-002,Shaw Patcraft Acacia Plank (I456V) Luxury Resilient Planks 6in x 48in 3/32in - Hemlock (00572),LVP,1VNL
Readers Wholesale,126732-142,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Peat (59240),VCT,1VNL
"Lititz Flooring, Co",1000024226,"AVA 2SPRK 18""x18"" 2.5mm Steel Yourself 2SP035 Vinyl Tiles",Vinyl Tile,1VNL
"Lititz Flooring, Co",1000024228,"AVA 2SPRK 18""x18"" 2.5mm Raven 2SP036 Vinyl Tiles",Vinyl Tile,1VNL
"Lititz Flooring, Co",1000024227,"AVA 2SPRK 18""x18"" 2.5mm Raven 2SP036 Vinyl Tiles",Vinyl Tile,1VNL
"Shaw Industries, Inc.",1000023260,Shaw Patcraft Gravel 12 x 24 00590 Obsidian,Vinyl Tile,1VNL
"Shaw Industries, Inc.",1000024423,"Shaw	Function + Flow	4385V 18in"" x 18in"" 2.5mm LVT - Streamline (85520)",Vinyl Tile,1VNL
"Shaw Industries, Inc.",1000020244,Shaw Crossing Paths 4431V 18x18 2.5 91518 Caster 20 Mil,Vinyl Tile,1VNL
"Shaw Industries, Inc.",177670-003,Shaw Patcraft North Ridge 4 PC (I207V) Vinyl Tile Plank 6in x 36in - Relic Ash (02500),LVP,1VNL
"Shaw Industries, Inc.",205264-012,Shaw Patcraft Homegrain 12 (I490V) Luxury Vinyl Plank 6in x 48in 12 MM - Greenhouse (00790),LVP,1VNL
Readers Wholesale,205751-001,Armstrong Parallel USA 12 12 Mil Urethane Plus No Polish No Buff 6in x 48in 2.5 MM - Glen Brook Oak Drift Sand (J5103),VCT,1VNL
Readers Wholesale,203020-007,Tarkett iD Latitude Abstract 20 mil Techtonic Plank 6in x 36in 3 MM - Finelines - Taupe (5110),LVP,1VNL
"Shaw Industries, Inc.",192326-008,Shaw Patcraft Timber Grove II (I421V) 20 mil glue down 6in x 48in 2.5 MM - Aster (00170),LVT,1VNL
"Shaw Industries, Inc.",191531-002,Shaw Commercial Hard Surfaces Terrain II 12 MIL (0453V) LVT 6in x 48in 2.5 MM - Root (00568),LVT,1VNL
"Forbo Industries, Inc",144109-023,Forbo Eterl Wood Heterogeneous 6' 7in .090in - Dark Walnut (10232),ROLL,1VNL
Tarkett USA Inc,1000024161,Tarkett Contour 32 mm 6in x 36in 32 mm Vinyl Tiles - Cool Beige (3542) -Contour Cool Beige 6x36 Â– SKU#251127153 Wood TKSE,Vinyl Tile,1VNL
Readers Wholesale,126732-006,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Sandy Beach (51929),VCT,1VNL
Readers Wholesale,211021-000,Tarkett VCT II Flecks Phthalate-Free Vinyl 12in x 12in .125 - Pewter  (509),VCT,1VNL
Tarkett USA Inc,197404-012,Centiva Adaptt Woodlot SSP 20 Mil Microbeveled 7.2in x 48in 4.5 mm - Pale Cypress (2325),VCT,1VNL
Karndean International LLC,1000025421,Kardean Opus 18in x 36in 2.5MM - Clarus (SP714),Vinyl Tile,1VNL
Mateflex,195882-001,Mateflex ProGym Plank Interlocking Modular LVT 4.15in x 36.15in 1/2in - Maple (Maple),LVT,1VNL
Mohawk Industries,1000003333,Mohawk-Hit The Mark (C0095)-18in x 36in-3MM-Success (968),LVT,1VNL
"Mannington Mills, Inc.",1000021386,Mannington Amtico Signature AROW7810 7.25 x 48 2.5 mm 7810 Dry Teak,Vinyl Tile,1VNL
Tarkett USA Inc,1000024029,Tarkett Contour 32mm 18x18 32 mm Gypsum 3511 -Contour Gypsum 18x18 Â– SKU#251100674 Concrete QUSE,Vinyl Tile,1VNL
Tarkett USA Inc,1000024035,Tarkett Contour 32mm 18x18 32 mm Cristallo 7235 - Contour Cristallo 18x18 Â– SKU#251100675 Stone QUSE,Vinyl Tile,1VNL
Readers Wholesale,205037-021,Tarkett IQ Optima Homogeneous 6' 6in .080in - Heavy Cream (0898),ROLL,1VNL
Readers Wholesale,205037-060,Tarkett IQ Optima Homogeneous 6' 6in .080in - Prairie Dancing (0207),ROLL,1VNL
"Shaw Industries, Inc.",1000027348,"Shaw Distinction Plus (2045V) 7""x48"" 7mm - Barrel Oak (07066)",LVT,1VNL
Readers Wholesale,126731-009,Armstrong Excelon Stonetex Premium VCT 12in x 12in 1/8 - Pebble Gray (52122),VCT,1VNL
"BPI-Building Plastics, Inc",1000026192,BPI Urban Design 20 7in x 48in 2.5MM - Dubai (HF1623-20),Vinyl Tile,1VNL
Readers Wholesale,1000025071,"Armstrong Unify 18""x18"" 2.5mm J7204 Ekelund Vinyl Tiles",Vinyl Tile,1VNL
"Shaw Industries, Inc.",190084-004,Shaw Commercial Hard Surfaces Unveil (0601V) 30 mil Luxury Vinyl Tile 9in x 36in 3 MM - Patina (01326),LVT,1VNL
"Shaw Industries, Inc.",190084-006,Shaw Commercial Hard Surfaces Unveil (0601V) 30 mil Luxury Vinyl Tile 9in x 36in 3 MM - Burnish (01486),LVT,1VNL
"Shaw Industries, Inc.",190084-007,Shaw Commercial Hard Surfaces Unveil (0601V) 30 mil Luxury Vinyl Tile 9in x 36in 3 MM - Oxidize (01504),LVT,1VNL
"Shaw Industries, Inc.",190084-002,Shaw Commercial Hard Surfaces Unveil (0601V) 30 mil Luxury Vinyl Tile 9in x 36in 3 MM - Bleached (01111),LVT,1VNL
Spartan Surfaces,171650-020,Teknoflor Woodland Path Luxury Vinyl Tile 6in x 36in 1/8in - Laurel Oak (WP57803),LVP,1VNL
"BPI-Building Plastics, Inc",1000028272,"Prestige Urban Design 20 (HF1620-20) 7""x48"" 2.5mm - Vancouver",LVT,1VNL
Readers Wholesale,211089-004,Protect All Specialty Flooring Standard Matte Finish 5' x 8' Sheet 1/4in - Dark Gray,VCT,1VNL
Readers Wholesale,203069-006,Tarkett iD Latitude Stone & Concrete 20 Mil Techtonic LVT 18in x 18in 3 MM - Hearthstone (7242),LVT,1VNL
"Shaw Industries, Inc.",192326-011,Shaw Patcraft Timber Grove II (I421V) 20 mil glue down 6in x 48in 2.5 MM - Lattice (07008),VCT,1VNL
"VMI's Premier Group, LLC",1000025757,"SAR Renaissance 12""x 24"" 6.5mm 805 Meseta LVT",Vinyl Tile,1VNL
"Shaw Industries, Inc.",187758-003,Shaw Patcraft Set In Concrete - Aggregate (I333V) Luxury Vinyl Tile 20 mil 24in x 24in 2.5 MM - Pebble (00530),LVT,1VNL
Readers Wholesale,1000029165,Armstrong Medintone Homogeneous Sheet 6.5x65.6 - Healing Sage (H2005),ROLL,1VNL
Readers Wholesale,1000025986,Armstrong Medintone Sheet Vinyl 6.5 Ft X Up To 65.6 Ft 2.0 Mm - Ginger (H2011),ROLL,1VNL
"Mannington Mills, Inc.",1000027665,Mannington BioSpec MD 6ft 6in 0.080in - Buzzy Bee (15432),ROLL,1VNL
"Mannington Mills, Inc.",1000027666,Mannington BioSpec MD 6ft 6in 0.080in - Zucca (15431),ROLL,1VNL
Readers Wholesale,1000026969,Armstron Medintone w/Diamond 10 Homogeneous 6.5ft x 65.6ft 2.0mm- Rich Gray (H2017),ROLL,1VNL
"BPI-Building Plastics, Inc",1000029571,Flexco Natural Element 12x24 3mm - Capri (686),LVT,1VNL
"Shaw Industries, Inc.",205264-006,Shaw Patcraft Homegrain 12 (I490V) Luxury Vinyl Plank 6in x 48in 12 MM - Den (00580),LVP,1VNL
"Shaw Industries, Inc.",194005-011,Shaw Commercial Hard Surfaces Pigment (0365V) 20 mil LVT 7in x 48in 4 mm - Taupe (65761),LVT,1VNL
