supplier_name,part_no,part_description,new_commodity_description,new_commodity_group
"Forbo Industries, Inc",154055-034,Forbo Marmoleum Composition Tile (MCT) 13in x 13in 2.0 MM - Fresco Blue (MCT-3055),VCT,1VNL
"Forbo Industries, Inc",1000019338,"R2 Forbo Marmoleum Modular TE3725 Welsh Slate 25cm x 50cm Tile
53.82 SF/CTN
1,130.22 SF = 21 CTNS",VCT,1VNL
"Forbo Industries, Inc",182608-035,"R1 Forbo Marmoleum Modular T3718 Pluto 25cm x 50cm Tile
53.82 SF/CTN
5,974.02 SF = 111 CTNS",VCT,1VNL
"Mannington Mills, Inc.",212409-025,"Mannington Bend T 18in x 18in 2.5 MM  
ZOOM GREEN (ALB305)
45SF/20pc/ctn
450SF = 10ctn

LVT ADH: V-88",LVT,1VNL
NRF DISTRIBUTORS INC,155952-040,Johnsonite Acczent/Wood Heterogeneous 6' 6in - Beech Medium (81003),ROLL,1VNL
THE BELKNAP WHITE GROUP,1000022812,"Armstrong Medintone 6'6""2mm H2030 Gotu Kola Sheet Vinyl",ROLL,1VNL
Mohawk Industries,1000028162,"LVT: Pattern of Time 585  9.25 in x 59 in  
Saxe  Soul (585)
Style: C0195
26.52SF/ctn
450.84SF=17ctn
Quote: 6100276507",LVT,1VNL
"Mohawk Commercial, Inc",47084,"MOHAWK\C2061 MEDELLA FLECK\84981 MEADOW LAKE\6'7""",ROLL,1VNL
"Shaw Industries, Inc.",211309-006,Shaw Resilient Tile & Plank Branching Out (4309V) 20 Mil Coretec 7in x 48in Undefined - Plains Oak (56250),LVP,1VNL
"Shaw Industries, Inc.",213784-001,"LVT2as:Union (4349V) Heavy Commercial 9in x 48in 20 mil - Concrete Valley (49103)
24SF/CTN",VCT,1VNL
"Forbo Industries, Inc",181747-048,Forbo Marmoleum Modular Undefined 20in x 20in Undefined - Cornish Grey (T3745),VCT,1VNL
"Shaw Industries, Inc.",198246-003,Shaw Contract Inlet (0926V) 20 mil commercial LVT w/ fiberglass 9in x 48in 5.0mm - Refuge (26155),LVT,1VNL
SALESMASTER FLOORING,1000029562,"Teknoflor T3 LVT 18in x 18in x 3mm 
Cottage (TSW3501)
36SF/ctn
144SF=4ctn",VNL,1VNL
"Forbo Industries, Inc",1000025389,"Flotex Principles Empower 
Charcoal (065158)
 9.48in x 39.37in 
26.9SF/ctn
7558.90SF = 281 ctn",Vinyl Tile,1VNL
"Shaw Industries, Inc.",183733-025,Shaw Patcraft Brookwood + (I319V) Vinyl 6' - Flax (09574),VNL,1VNL
"Shaw Industries, Inc.",1000031062,"LVT1: Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Poplar (00515)
41.72SF/CTN
750.96sf = 18 ctns
Cpt Tile - Shaw Ref # 557974",VNL,1VNL
"Forbo Industries, Inc",1000031078,Forbo - Marmoleum Marbled - Vinyl Sheet Flooring - Volcanic Ash (3872),VNL,1VNL
"Shaw Industries, Inc.",1000023364,Shaw Pivot (4499V) 8in x 51in 2.5MM - Mindset (00115),LVP,1VNL
"Forbo Industries, Inc",1000021887,"LVT: Allura Flex 60065
Honey Elegant Oak
47.24 in x 7.87 in 
25.83SF/ctn
7516.53SF=291ctn",Vinyl Tile,1VNL
"The Belknap White Group, LLC dba UCX Flooring",208359-004,Armstrong Exchange 0.020in Wear Layer LVT w/ Diamond 10 6in x 36in 2.5 MM - Static Cathode Gray (ST910),LVT,1VNL
"The Belknap White Group, LLC dba UCX Flooring",126732-000,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - SANDY BEACH 51929,VCT,1VNL
"The Belknap White Group, LLC dba UCX Flooring",126732-033,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Buttercream Yellow (51800),VCT,1VNL
"Shaw Industries, Inc.",1000030869,"LVT2: Shaw Commercial Hard Surfaces Coded (4143V) 20 mil Square Edge vinyl plank 6in x 48in 5.0mm - Relate (43210)
20SF/CTN
2,100SF = 105 CTNS
Shaw Hold # X07863",VNL,1VNL
"Shaw Industries, Inc.",1000030868,"LVT3: Shaw Commercial Hard Surfaces Coded (4143V) 20 mil Square Edge vinyl plank 6in x 48in 5.0mm - Inform (43429)
20sf/ctn
320sf = 16 ctns
Shaw Hold # X07863",VNL,1VNL
"Shaw Industries, Inc.",207855-010,"LVT1: Shaw Commercial Hard Surfaces Coded (4143V) 20 mil Square Edge vinyl plank 6in x 48in 5.0mm - Engage (43595)
20SF/CTN
12,500sf = 625ctns",LVP,1VNL
"The Belknap White Group, LLC dba UCX Flooring",126732-043,"Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in 
Ruby Red 57534",VCT,1VNL
Fieldturf USA Inc.,182866-007,"Tarkett OmniSports 3.5 PVC 6' 6in 3.5 MM 
Royal Blue (Royal Blue)
494.96SF/full roll",ROLL,1VNL
"Forbo Industries, Inc",196401-013,"CPT3: Forbo Flotex Triad Planks Textile Flooring 9.84in x 39.37in 5.3 MM - AMBERLINE (131014)
26..91sf/ctn
968.76sf = 36 ctns
-
Good Stock Ship Complete",LVP,1VNL
"Forbo Industries, Inc",196401-010,"CPT2: Forbo Flotex Triad Planks Textile Flooring 9.84in x 39.37in 5.3 MM - REDLNE (131011)
26.91sf/ctn
1,776.06 = 66 ctns
-
Good Stock - Ship Complete",LVP,1VNL
"Forbo Industries, Inc",196271-005,"CPT1: Forbo Flotex Triad Planks Textile Flooring 9.84in x 39 3/8in 5.3 MM - PLATINUM (131005)
26.91sf/ctn
5,678.01sf = 211ctns
-
Production Will Advise",LVP,1VNL
Mohawk Industries,1000034948,Mohawk Secoya 5.0 (C2104) 9.84in x 59.60in 5.0MM - Caramel Oak (142),LVP,1VNL
Mohawk Industries,212348-010,Mohawk Large and Local Rugged Foundation (C0191) 20 mil glue down M-Force Ultra 6in x 48in 4.5 mm - New Clay (940),VNL,1VNL
Mohawk Industries,200951-010,"Medella  717 6' 6in 2.0 MM 
Cotton (717) Style: C2048
49SY",VNL,1VNL
Mohawk Industries,200951-004,"Medella  549  6' 6in 2.0 MM 
Slate (549)  Style: C2048
9SY",ROLL,1VNL
"Shaw Industries, Inc.",203225-008,Shaw Commercial Hard Surfaces Compound 5.0MM (4077V) Resilient LVT/Plank 24in x 24in 5.0mm - Chisel (77520),LVT,1VNL
"Altro USA, Inc.",174753-028,"Altro  Aquarius  PX2005 Safety Flooring 6' 7in 2.0 MM 
JELLYFISH (PX2005)
47.84SY/Roll
95.68SY/2 Rolls",ROLL,1VNL
Mohawk Industries,206344-001,"Mohawk Second Home Wood (C0141) 20 mil Floating Click 7.56in x 47.8in 6 mm 
Bagel Beige (821)
17.32SF/ctn
121.24SF=7ctn",VNL,1VNL
Mohawk Industries,211212-006,"LVT2:Mohawk Living Local Premium Wood (C0194) Luxury Vinyl Plank 7.72in x 51.97in 2.4 MM - Almond (330)
36.22sf/ctn
543.3sf = 15 ctns",LVP,1VNL
Milliken & Company,1000034078,Milliken The Magic Hour Horizon 9.84in x 59.06in - Ethereal (HZN176-121),LVP,1VNL
"The Belknap White Group, LLC dba UCX Flooring",1000038110,"Armstrong 51910 VCT 12 x12 
CLASSIC BLACK
45SFctn
630SF=14ctn",VCT,1VNL
Tarkett USA Inc,1000009818,"Tarkett Crafted Plank ECF Event + Wood 6""X48"" 3.0MM - Provence (2131)",VCT,1VNL
"Interface Americas, Inc.",210209-018,"Interface Natural  Woodgrains (A002) 22 mil 25cm x 1m 4.5 mm 
Washed Wheat (A00207)
26.91SF/10pc/CTN
888.03SF=33 CTN",VCT,1VNL
"Shaw Industries, Inc.",191531-009,"LVT Terrain II 20 MIL Wear Layer 00174  6in x 48in 2.5 MM 
Ash (00174)   Style: (0453V) 
41.72SF/21pc/ctn
375.48SF=9 ctn",LVT,1VNL
Tarkett USA Inc,1000034170,Tarkett Kyoto Stone 12in x 24in 2.5MM - Osaka (4679),LVT,1VNL
"Mannington Mills, Inc.",10711,"ASSURANCE III 16344 6'6""
KHAKI 16344
80SY",ROLL,1VNL
"Shaw Industries, Inc.",198730-008,"RF06: Shaw Commercial Hard Surfaces Cove (0927V) 20 mil LooseLay 9in x 48in 5.0mm - Caster (27518)
24SF/CTN Dye Lot #090424N
240SF = 10 CTNS",VCT,1VNL
"Altro USA, Inc.",1000036590,Altro Floors - Aquarius Safety Flooring - 6' 7in x 65'5in - Walrus (AQ2007),ROLL,1VNL
"Shaw Industries, Inc.",188060-012,"RF1: Solitude (0648V) Luxury Resilient Planks 6in x 48in 13/64 - Umber (48761)
20sf/ctn
1500sf=75ctn",LVP,1VNL
"Shaw Industries, Inc.",198730-009,"RF3: Cove (0927V) 20 mil Loose Lay 9in x 48in 5.0mm - Gesso (27520)
24sf/ctn
384sf=16ctn",VCT,1VNL
"The Belknap White Group, LLC dba UCX Flooring",126732-139,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Cirque White (52513),VCT,1VNL
Mats Inc DBA Matter Surfaces,208133-007,"Matter Surfaces PURline Fusion Cool Three 19.5""x 39"" Plank
53.82 SF/CTN
269.10 SF = 5 CTNS",LVP,1VNL
"Gerflor USA, Inc.",170044-027,"RF03:Gerflor Contract Flooring Mipolam Symbioz Homogeneous 6' 6in 2.0 MM - Tulum (6056)
RF03:430.56SF= 1 FULL ROLL = 47.84SY
861.12SF = 2 ROLLS = 95.69SY",ROLL,1VNL
"Gerflor USA, Inc.",170044-018,"RF01: Gerflor Contract Flooring Mipolam Symbioz Homogeneous 6' 6in 2.0 MM - Cloud (6029)
RF01: 1 full roll = 430.56sf/roll = 47.84sy/roll
40,472.64sf = 94 Rolls = 4,496.96sy
Dye Lot Breakdown above",ROLL,1VNL
"Gerflor USA, Inc.",1000023263,"RF07:GERFLOR TARALAY COMPACT IMPRESSION 6.5in 2.O MM HETEROGENEOUS - 1314 WALNUT BROWN
RF07: 539SF= 1 FULL ROLL = 59.88SY
1,617SF= 3 ROLLS = 179.66SY",VNL,1VNL
"Mannington Mills, Inc.",208531-015,Mannington Spacia Wood 20 Mil Microbeveled 7 1/4in x 48in 2.5 MM - Dusky Walnut (SS5W2542),VCT,1VNL
"Altro USA, Inc.",143657-000,"Altro Floors Stronghold 30 6' 7in .120in - Color: Tundra
35.88sy/roll
179.40sy=5rolls",ROLL,1VNL
"The Belknap White Group, LLC dba UCX Flooring",214878-002,"Armstrong J7202  Unify 0.5mm Solid Vinyl Tile 18in x 18in 2.5 MM 
Fjord (J7202)
36SF/16pc/ctn
1656SF=46 ctn",VCT,1VNL
"Shaw Industries, Inc.",1000041714,"LVT2R: Shaw Contract - Coded (V4467) - 6in x 48in x 5mm - Wheat (00210)
20sf/ctn
400sf= 20 ctns
(Replacement for Shaw Coded #43210/Relate)",TILE,1VNL
"Shaw Industries, Inc.",1000041903,"Shaw Function 2.5 86100 Silica
Style#: 4386V
18""x 18"" Vinyl Tile
45 SF/CTN
630 SF = 14 CTNS",VNL,1VNL
"Shaw Industries, Inc.",192956-009,"Shaw Stratum 500 00205 Vintage Oak
Style#: 023UV
5""x 48"" Vinyl Plank
26.47 SF/CTN
1,005.86 SF = 38 CTNS",LVP,1VNL
Spartan Surfaces,1000041904,"Cobalt Surfaces Katanga KP5.801 Myrtle 
7""x 48""x 5mm w/Attached Performance Pad
23.36 SF/CTN
864.32 SF = 37 CTNS",VNL,1VNL
"Mannington Mills, Inc.",1000037855,"RSF1C: Mannington BioSpec MD Homogeneous 6ft 6in .080in - Classic Navy (15509)
RSF1C: 49sy",ROLL,1VNL
"Mannington Mills, Inc.",195197-004,Mannington Color Anchor Stride 20 mil Micro-Bevel Glue Down Plank 6in x 36in 2.5 MM - COTTONTAIL (C138),LVP,1VNL
Anchor Floor and Supply LLC,1000038718,Anchor Floor & Supply - AB-VPX-15-S11 - 36inx 36in - Solid White,TILE,1VNL
"Mannington Mills, Inc.",1000041138,"Mannington Spacia Abstract SS5A4707 Sabrio Smoke 12""x 18""",LVP,1VNL
"Gerflor USA, Inc.",1000038032,"RF02:Gerflor Contract Flooring-Mipolam Affinity-Homogeneous-6' 6in-2.0 MM- Grey Storm (4459)
RF02: 1 Full roll = 430.56sf = 47.84SY
861.12sf = 2 rolls = 95.69sy
**Backordered Here by:",ROLL,1VNL
"Gerflor USA, Inc.",170044-023,"RF05:Gerflor Contract Flooring Mipolam Symbioz Homogeneous 6' 6in 2.0 MM - Blue Sky (6006)
RF05: 430.56SF = 1 FULL ROLL = 47.84SY
4,305.6SF = 10 ROLLS = 478.4SY
**Backordered here by :",ROLL,1VNL
