supplier_name,part_no,part_description,new_commodity_description,new_commodity_group
"Mannington Mills, Inc.",184701-005,Mannington BioSpec MD Homogeneous 6' 6in .080in - Sanddrift (15203),ROLL,1VNL
"Shaw Industries, Inc.",1000008821,Patcraft Inset (I577V) 20mil Commercial Luxury Vinyl Plank Glue Down 18in x 36in 5.0mm - Dusk Bronze V2 (00560),LVP,1VNL
"Shaw Industries, Inc.",173722-023,Shaw Commercial Hard Surfaces Uncommon Ground 6 (0188V) Undefined 6in x 36in Undefined - Colonial (02750),LVT,1VNL
Fishman Flooring Solutions,1000008768,Tarkett iD Latitude Wood 20mil Luxury Vinyl Plank 6in x 48in 3mm - Autumn Walnut (PLWD 7538),LVP,1VNL
Milliken & Company,1000014113,Milliken Fortifies Foundations Shenandoah 20mil High Performance Luxury Vinyl Tile 9in x 60in 5mm - Mist (SHE208),LVT,1VNL
J.J. Haines & Company,1000012619,Armstrong Excelon SDT Static Control Flooring Vinyl Composition Tile 12in x 12in  3.2mm - Coal (51959),VCT,1VNL
J.J. Haines & Company,126732-057,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Caribbean Blue (51821),VCT,1VNL
"Shaw Industries, Inc.",1000009431,Shaw Uncommon Ground (0188V) Luxury Vinyl Tile 20mil 6in x 36in 3mm - Bamboo Natural (02701),LVT,1VNL
"Shaw Industries, Inc.",188060-011,Shaw Contract Solitude (0648V) Luxury Resilient Planks 6in x 48in 13/64 - Woodland (48760),LVP,1VNL
"Shaw Industries, Inc.",1000009464,Shaw Uncommon Ground 6 (0188V) Luxury Vinyl Tile 20mil 6in x 36in 3mm - Heritage (02710)),LVT,1VNL
"Shaw Industries, Inc.",192392-003,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Timber (00572),VCT,1VNL
"Shaw Industries, Inc.",191531-016,Shaw Commercial Hard Surfaces Terrain II 12 MIL (0453V) LVT 6in x 48in 2.5 MM - Summit (05012),LVT,1VNL
"Shaw Industries, Inc.",192392-002,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Root (00568),VCT,1VNL
"Mannington Mills, Inc.",184701-026,Mannington BioSpec MD Homogeneous 6' 6in .080in - New Glacier (15364),ROLL,1VNL
"Shaw Industries, Inc.",1000009993,Shaw Terrain II (0453V) ExoGuard Direct Glue Light Commercial Luxury Vinyl Tile12mil 5.96in x 48in 2.5 mm - Timber (00572),LVT,1VNL
"Shaw Industries, Inc.",1000010059,Shaw Uncommon Ground 6 (0188V) Heavy Commercial Luxury Vinyl Tile Squared Edge 20mil 6in x 36in 3mm - Sand Dune (02160),LVT,1VNL
"Mannington Mills, Inc.",1000008430,Mannington Select LVT Wood Micro-beveled Edges 5in x 48in 2.5mm Princeton Cherry - Spicy Cider (MSC156),LVT,1VNL
"Mannington Mills, Inc.",184701-003,Mannington BioSpec MD Homogeneous 6' 6in .080in - Cool Beige (15240),ROLL,1VNL
"Mannington Mills, Inc.",194461-009,Mannington Color Anchor Stride 20 mil Micro-Bevel Glue Down Plank 12in x 24in 2.5 MM - LONDON FOG (C139),LVP,1VNL
"Mannington Mills, Inc.",189621-015,Mannington Spacia Wood (Xtra) Beveled Edge 7 1/4in x 48in 2.5 MM - Dusky Walnut (SS5W2542),LVT,1VNL
"Shaw Industries, Inc.",1000004574, Shaw Contract Reside (4381V) 20 mil squared edge 6in x 47in 2.5 MM - Inhabit (94155),VCT,1VNL
"Shaw Industries, Inc.",1000004560, Shaw Patcraft Sense (I634V) 20 Mil Squared Edge ExoGuard 9in x 36in 2.5 MM - Strength - VI (00115),VCT,1VNL
"Shaw Industries, Inc.",1000012352,Shaw Crete + Jeogori (0203V) Squared Edge 20mil Heavy Commercial Luxury Vinyl Tile 18in x 18in 3mm - Industrial (03520),LVT,1VNL
"Shaw Industries, Inc.",1000013671,Patcraft Gravel (VX238) 20mil Commercial Luxury Vinyl Plank 12in x 24in 2.5mm - Slate (00570),LVP,1VNL
Mohawk Industries,181535-007,Mohawk Hot and Heavy Secoya (C0009) 20 Mil Floating LVT 9in x 59in 5.0mm - Converse Basin (936),LVT,1VNL
"Shaw Industries, Inc.",1000010772,Shaw Patcraft Holistic Thrive (I691V) Resilient Sheet 78.74in - Zeal (00535),ROLL,1VNL
"Shaw Industries, Inc.",191531-005,Shaw Commercial Hard Surfaces Terrain II 12 MIL (0453V) LVT 6in x 48in 2.5 MM - Echo (00775),LVT,1VNL
"Shaw Industries, Inc.",1000005242,Shaw Contract Reside (4381V) 20 mil squared edge 6in x 47in 2.5 MM - Hearth (94140),LVT,1VNL
