supplier_name,part_no,part_description,new_commodity_description,new_commodity_group
"Mannington Mills, Inc.",195194-013,Mannington Color Anchor Groove 20 mil Micro-Bevel Glue Down Plank 18in x 18in 2.5 MM - POPPY RED (C103),LVP,1VNL
"Logistics Solutions, LLC",143231-029,Mannington Assurance II Slip Resistant 6' .080in - Trail (16352),ROLL,1VNL
Mohawk Industries,211212-012,Mohawk Living Local Premium Wood (C0194) Luxury Vinyl Plank 7.72in x 51.97in 2.4 MM - Beagle (838),LVP,1VNL
Adleta Corporation,1000016329,Tarkett iQ Granit Tile 24in x 24in (5mm) Soft White Sand (0527),VCT,1VNL
Mohawk Industries,204290-003,Mohawk Large and Local (C0128) 20 mil Dry Back 9.25in x 59in 4.5 mm - Tellico (832),VCT,1VNL
"Mannington Mills, Inc.",170578-011,Amtico Abstract Bevelled Vinyl Tile 18in x 18in 2.5 MM - Patina Atom (AR0APT33),VCT,1VNL
"Shaw Industries, Inc.",203225-002,Shaw Commercial Hard Surfaces Compound 5.0MM (4077V) Resilient LVT/Plank 24in x 24in 5.0mm - Origin (77114),LVT,1VNL
"Shaw Industries, Inc.",203225-004,Shaw Commercial Hard Surfaces Compound 5.0MM (4077V) Resilient LVT/Plank 24in x 24in 5.0mm - Beryl (77429),LVT,1VNL
Adleta Corporation,211091-003,Protect All Specialty Flooring Standard Gloss Finish 5' x 8' Sheet 1/4in - Light Gray (231204G),VCT,1VNL
Adleta Corporation,126732-128,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Harlequin White (52505),VCT,1VNL
"Logistics Solutions, LLC",210833-023,Mannington BioSpec Armor Homogeneous Sheet 6' 6in .100in - SNOWY OWL (OR114),ROLL,1VNL
"Altro USA, Inc.",143657-005,Altro Floors Stronghold 30 (K30) Slip Resistant 6' 7in .120in - Dolphin (Dolphin),ROLL,1VNL
Mohawk Industries,181535-003,Mohawk Hot and Heavy Secoya (C0009) 20 Mil Floating LVT 9in x 59in 5.0mm - Atwell Mill (148),LVT,1VNL
