supplier_name,part_no,part_description,new_commodity_description,new_commodity_group
"J.J. Haines & Company, LLC dba UCX Flooring",1000033400,Armstrong Excelon SDT 12in x 12in x 1/8in - Ocean Air (51958),VCT,1VNL
"J.J. Haines & Company, LLC dba UCX Flooring",1000033401,Armstrong Standard Excelon Imperial Texture 12in x 12in x 1/8in - Blueberry (51881),VCT,1VNL
"J.J. Haines & Company, LLC dba UCX Flooring",205750-009,Armstrong Parallel USA 20 20 MIl Urethane Plus/No polish-No Buff 6in x 48in 2.5 MM - Glendale Oak Forest Gray (J5217),LVP,1VNL
"J.J. Haines & Company, LLC dba UCX Flooring",126732-002,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Taupe (51901),VCT,1VNL
"Shaw Industries, Inc.",205916-001,Shaw Commercial Resilient Abide (4107V) Heavy Commercial 7in x 48in 20 mil - Conch Shell Oak (07140),VCT,1VNL
Spartan Surfaces,1000034046,Parterre Avara Floor & Wall Luxury Vinyl Tile 10mil 6in x 36in 2mm - Lavallette Oak (R607),LVT,1VNL
Mohawk Industries,1000034925,Mohawk Medella Hues (C2062) Healthy Environments Resilient 6' 7in 2.0 MM - Hazel (H5421),ROLL,1VNL
"Shaw Industries, Inc.",205264-004,Shaw Patcraft Homegrain 12 (I490V) Luxury Vinyl Plank 6in x 48in 12 MM - Vista (00510),LVP,1VNL
Mohawk Industries,209799-003,Mohawk Chromascope (CO159) 20 mil glue down 12in x 24in 2.5 MM - Dire Wolf (960),LVP,1VNL
Mohawk Industries,1000028972,Mohawk Pro Solutions III 7.25in x 48in 2.5MM - Grey Mist,LVP,1VNL
Mohawk Industries,208821-010,Mohawk Stonework (C0179) 20 mil glue down LVT 12in x 24in 2.5 MM - Weathering (960),LVT,1VNL
Mohawk Industries,1000017442,Mohawk Living Local Chromascope (C0159) 20mil Commercial Micro Beveled Edge LVT 12in x 24in 2.5mm -  Alabaster (120),LVT,1VNL
"Shaw Industries, Inc.",1000036593,"Shaw Branching Out 5.0 Mm (4480V) 6""X48"" - Riverside Oak  (56140)",LVT,1VNL
"Shaw Industries, Inc.",1000036656,Shaw Philadelphia Vecchio (5602V) Direct Glue LVT 24in x 24in 3/32in - Buono (00512),LVT,1VNL
Mohawk Industries,1000027085,Mohawk Leighton (RM811) 8in x 48in 12mil Micro Bevel - Sturdy Brown (890),LVP,1VNL
Mohawk Industries,209799-007,Mohawk Chromascope (CO159) 20 mil glue down 12in x 24in 2.5 MM - Jack Rabbit (940),VCT,1VNL
Mohawk Industries,1000031378,"Aladdin Commercial Grass Valley 20 (AH016) 2.5mm 12"" x 24"" - Grey Matter (9112)",LVT,1VNL
Mohawk Industries,191562-005,Mohawk Hot & Heavy Grown Up (C0075) Loose Lay 9in x 59in 5.0mm - Jackson (358),LVT,1VNL
"Shaw Industries, Inc.",1000036724,Shaw Patcraft Homegrain 20 (I752V) 5.91in x 47.24in 2.5MM - Veranda-V2 (00110),LVP,1VNL
"Shaw Industries, Inc.",198134-008,Shaw Contract Inte (0895V) Resilient LVT/Plank 13.19in x 26.38in 3/16in - Core (95595),LVT,1VNL
"J.J. Haines & Company, LLC dba UCX Flooring",210234-005,Armstrong Biome Boreal 20 mil Diamond 10 9in x 48in 2.5 MM - GOTHENBURG (ST284),TILE,1VNL
"Shaw Industries, Inc.",209313-004,Shaw Patcraft Reston (I588V) 20 mil Square Edge vinyl plank 7in x 48in 5.0mm - Fife (00550),LVP,1VNL
"Shaw Industries, Inc.",1000037137,Shaw Contract Reside (4381V) 20 mil squared edge 6in x 47in 2.5 MM - Solace (94700),VCT,1VNL
"J.J. Haines & Company, LLC dba UCX Flooring",1000030992,Chesapeake Flooring Ameriscape 20 Pro 18in x 36in 3.2MM - Industry,LVP,1VNL
"Interface Americas, Inc.",1000037076,Interface Studio Set 4.5mm 25cm x 1m - Poppy (A00710),LVT,1VNL
Century Carpet Inc dba Century Group,1000022117,Tarkett Contour Abstract 9x36 0984 Filament QUARTZ LVT,Vinyl Tile,1VNL
"Shaw Industries, Inc.",1000036660,Shaw Branching Out 5.0 MM (4480V) 6in x 48in - Smoky Oak (56516),LVP,1VNL
"Mannington Mills, Inc.",1000036735,Mannington Spacia Wood 7.25in x 48in 2.5MM Unbeveled - Dusky Walnut (SS5W2542),LVP,1VNL
"Interface Americas, Inc.",204899-016,Interface Brushed Lines (A016) 22 mil Luxury Vinyl Plank 25cm x 1m 4.5 mm - Deep Cobalt (22),LVP,1VNL
"Shaw Industries, Inc.",1000037613,Shaw Resilient Tile & Plank Inlet II (4372V) 20 mil squared edge 9in x 48in 5.0mm - Valley (72103),LVT,1VNL
"Shaw Industries, Inc.",192174-006,Shaw Philadelphia In The Grain II (5525V) Luxury Vinyl Tile 20 mil 6in x 48in 2.5 MM - Milo (00572),LVT,1VNL
Creative Materials Corporation,1000032820,Creative Materials Corporation Wood Collection 04 6in x 48in 2.5MM - Bistre,LVP,1VNL
Lucida USA LLC,1000024471,Lucida Surfaces Gluecore Classic 7x48 3mm 320 FADEWOOD LVP,Vinyl Tile,1VNL
Lucida USA LLC,1000024470,Lucida Surfaces gluecore mosaic 8x10 Hex 3mm 4105 Mist LVT,Vinyl Tile,1VNL
Lucida USA LLC,1000024466,Lucida Surfaces gluecore mosaic 8x10 Hex 3mm 4103 Midnight LVT,Vinyl Tile,1VNL
Lucida USA LLC,1000024467,Lucida Surfaces gluecore mosaic 8x10 3mm 4161 BALSAM POPLAR LVT,Vinyl Tile,1VNL
"Mannington Mills, Inc.",189621-016,Mannington Spacia Wood (Xtra) Beveled Edge 7 1/4in x 48in 2.5 MM - Eden Oak (SS5W1010),LVT,1VNL
"Interface Americas, Inc.",192103-003,Interface Level Set tural Woodgrains (A002) Luxury Vinyl Plank 22 mil 25cm x 1m 4.5 mm - Chestnut (A00203),LVP,1VNL
"Interface Americas, Inc.",195433-006,Interface Studio Set (A007xx) 22 mil vinyl plank 25cm x 1m 4.5 mm - Mushroom (06),LVP,1VNL
"Interface Americas, Inc.",1000037101,Interface Shantung 25cm x 1m 4.5MM - Silver Tree (A02710),LVP,1VNL
Mohawk Industries,204290-002,Mohawk Large and Local (C0128) 20 mil Dry Back 9.25in x 59in 4.5 mm - Unicoi (822),VCT,1VNL
All South Flooring,1000037412,American Biltrite Estrie Mirra Wood 7.25 x 48 3MM - Dark Brown (MNB-003),LVT,1VNL
"Shaw Industries, Inc.",177670-002,Shaw Patcraft-North Ridge 6 PC (I207V)-Vinyl Tile Plank-6in x 36in-N/A-Coastal (02160),LVT,1VNL
"Shaw Industries, Inc.",202726-009,Shaw Commercial Resilient Compound 2.5 MM (4074V) Vinyl 24in x 24in 2.5 MM - Chisel (77520),VCT,1VNL
Engineered Floors LLC,1000037899,J&J Make Your Mark (V5013) 20 mil 9in x 48in 3 MM - Shadow (1063),LVP,1VNL
"Shaw Industries, Inc.",1000014023,Shaw Contract Reside (4381V) 20 mil squared edge 6in x 47in 2.5 MM - Abode (94506),LVT,1VNL
Mohawk Industries,181535-002,Mohawk Hot and Heavy Secoya (C0009) 20 Mil Floating LVT 9in x 59in 5.0mm - Kew Gardens (142),LVT,1VNL
Tarkett USA Inc,1000033313,Tarkett Adaptt Stonewalk 36in x 36in 4.5MM - Cement (2301),LVT,1VNL
"Mohawk Commercial, Inc",1000032282,Mohawk Reforestation  C0188 9.25Â” x 59Â” 4.5mm  -Bridal Veil (220),LVT,1VNL
"Shaw Industries, Inc.",1000029125,Shaw Terrain II 20 Mil (0454V) 6in x 48in 2.5MM - Prime (00240),LVP,1VNL
"Shaw Industries, Inc.",1000031850,Shaw IndustriesHard Surface Basstones (0301v) Hetrogeneous 6' - Coffee Echo (00760),ROLL,1VNL
"Shaw Industries, Inc.",173722-001,Shaw Commercial Hard Surfaces-Uncommon Ground 6 (0188V)-Undefined-6in x 36in-Undefined-White Oak (02506),LVT,1VNL
"Shaw Industries, Inc.",190557-001,Shaw Commercial Hard Surfaces Intricate (0692V) Luxury Vinyl Tile 12in x 24in 2.5 MM - Bone (92156),LVT,1VNL
"Shaw Industries, Inc.",190084-010,Shaw Commercial Hard Surfaces Unveil (0601V) 30 mil Luxury Vinyl Tile 9in x 36in 3 MM - Tinted (01535),LVT,1VNL
"Shaw Industries, Inc.",176647-020,Shaw Patcraft Highland Forest 6in (I800V) Vinyl Tile Plank 6in x 48in 3/32in - Light Oak (20220),LVP,1VNL
"Shaw Industries, Inc.",206494-001,Shaw Patcraft Inset (I577V) 20 mil glue down 18in x 36in 5.0mm - Pure Gold (00100),VCT,1VNL
"Mohawk Commercial, Inc",208821-006,Mohawk Stonework (C0179) 20 mil glue down LVT 12in x 24in 2.5 MM - Antique Finish (870),LVT,1VNL
"Shaw Industries, Inc.",183733-019,Shaw Patcraft Brookwood + (I319V) Vinyl 6' Undefined - Toffee (07720),ROLL,1VNL
"Mannington Mills, Inc.",1000037938,Mannington Select LVT Wood 30mil Micro-beveled Edges 5in x 36in 2.5mm - Chandler Oak Bergen (MSC114),LVT,1VNL
"Mannington Mills, Inc.",1000037940,Mannington The Drift Stone 30mil Micro-beveled Edges 12in x 24in 2.5mm - Fortis Silvered (D207),LVT,1VNL
Mohawk Industries,1000038554,Mohawk large and local Rugged Foundation (C0191) 20 mil 6 X 48 4.5 mm - New Clay (940),LVT,1VNL
All South Flooring,1000025010,"American Biltrite Texas Granite Chromatic Vinyl Tile 24"" X 24"" Micro-Ground 3.17mm - Primary Red (VTG-157)",VCT,1VNL
"Shaw Industries, Inc.",193627-003,Shaw Contract Tatami Sheet (0796V) 20 mil glue down 6' 6in 2.2 MM - Zen (96515),ROLL,1VNL
Mohawk Industries,214722-005,Mohawk Medella Fleck (C2061) Healthy Environments Resilient 6' 7in 2.0 MM - Almond (84163),ROLL,1VNL
"Shaw Industries, Inc.",207463-007,Shaw Commercial Hard Surfaces Terrace (4108V) 20 mil square edge 12in x 24in 2.5 MM - Midnight (08585),LVT,1VNL
"Shaw Industries, Inc.",191531-001,Shaw Commercial Hard Surfaces Terrain II 12 MIL (0453V) LVT 6in x 48in 2.5 MM - Shade (00564),LVP,1VNL
"Shaw Industries, Inc.",176647-016,Shaw Patcraft-Highland Forest 6in (I800V)-Vinyl Tile Plank-6in x 48in-3/32in-Brazilian Cherry (20800),LVP,1VNL
"Interface Americas, Inc.",1000002676,Interface-Northern Grain (A026)-25cm x1m-4.5MM-Oak Stain (A02611),LVT,1VNL
"Interface Americas, Inc.",197292-008,Interface Drawn Lines (A009xx) 22 mil Commercial Ceramor 25cm x 1m 4.5 mm - Silver (08),VCT,1VNL
Spartan Surfaces,197427-014,Cobalt Surfaces Katanga (KP5-xxx) 20 mil LooseLay 7in x 48in 5.0mm - CAPETOWN (811),VCT,1VNL
"Mannington Mills, Inc.",201427-002,Mannington Paradigm II Flow Heterogeneous .020in wear layer 6' .080in - BASIS (PD312),ROLL,1VNL
"Mannington Mills, Inc.",1000038207,Mannington BioSpec MD Homogeneous 6' 6in .080in - Hush (15511),ROLL,1VNL
Karndean International LLC,215452-013,Karndean Knight Tile 12 mil Rigid Core 6in x 36in 4.5 mm - HONEY LIMED OAK (SCB-KP155-6),LVP,1VNL
"Bentley Mills, Inc.",1000037895,Bentley Ground Rules (BGRRUL648U) 20mil LVT 6in x 48in 2.5mm - Finish in Line (802018),LVT,1VNL
"Shaw Industries, Inc.",1000036726,Shaw Branching Out 5.0 MM (4480V) 6in x 48in - Pinecone Oak (56720),LVP,1VNL
MASTERS BUILDING PRODUCTS,1000038847,Parkay Floors XPS Mega Sound 9 3/8in x 60in 7.5MM - Cobalt Brown,LVP,1VNL
Mohawk Industries,204290-008,Mohawk Large and Local (C0128) 20 mil Dry Back 9.25in x 59in 4.5 mm - Tray (938),VCT,1VNL
Karndean Design Flooring,199017-010,Karndean Opus Wood Plank 20 Mil Microbeveled 6in x 36in 2.5 MM - CANITIA (WP322),VCT,1VNL
Fishman Flooring Solutions,213949-016,Tarkett VCT II Solids Phthalate-Free Vinyl 12in x 12in .125 - Steelworks (522),VCT,1VNL
"Mohawk Commercial, Inc",1000040803,Mohawk Hot and Heavy II Secoya 2.5 C2103 7in x 48in - Chimney Oak (917),LVT,1VNL
Fishman Flooring Solutions,1000027072,Adore Naturelle+ Plus 7in x 48in 3MM - Agree (NAT-3302),LVP,1VNL
Fishman Flooring Solutions,1000039871,Adore Naturelle+ Plus 7in x 48in 3MM - Aspire (NAT-3301),LVP,1VNL
"J.J. Haines & Company, LLC dba UCX Flooring",211285-002,Armstrong Biome Selva 0.020in Wear Layer Diamond 10 LVT 6in x 48in 2.5 MM - LIANA (ST271),LVT,1VNL
Fishman Flooring Solutions,199620-012,Tarkett Performa (21300xxxx) 25 mil glue-down 6' .080in - Golden Glaze (55002) (2002),ROLL,1VNL
Karndean Design Flooring,1000041388,Karndean Art Select Gluedown 18in x 24in 3.0MM - Alpine Quartzite (LM50),LVT,1VNL
Karndean Design Flooring,1000041180,Karndean Art Select 4.5in x 48in 3MM 30Mil - Salon Oak (SM-RL13),LVT,1VNL
