supplier_name,part_no,part_description,new_commodity_description,new_commodity_group
"Shaw Industries, Inc.",1000034478,Shaw Contract Vitality Sheet (0873V) 6.58 X 65.94 - Thrive (73700),ROLL,1VNL
"Mannington Mills, Inc.",1000034466,Mannington Spacia Wood 7.25in x 48in 2.5mm - Lancaster Oak,LVT,1VNL
"Mannington Mills, Inc.",199820-016,Mannington Select Plank 30 mil Micro-Beveled 5in x 36in 2.5 MM - VINTAGE WALNUT VIVIAN (MSC122),LVP,1VNL
"Shaw Industries, Inc.",192392-006,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Grove (00769),VCT,1VNL
"Shaw Industries, Inc.",204351-002,Shaw Commercial Hard Surfaces Terrain II (4110V) 20 mil glue down 6in x 48in 5.0mm - Root (00568),VCT,1VNL
"Shaw Industries, Inc.",1000031933,Shaw Uncommon Ground Luxury Vinyl Tile (0187V) 4 X 36 - Bamboo Natural (02701),LVT,1VNL
All South Flooring,126738-011,Estrie-Texas Granite-Solid/Luxury Vinyl-12in x 12in-.125-Rose Talbert/Taupe (VTG140),LVT,1VNL
"Shaw Industries, Inc.",213515-005,Shaw Commercial Hard Surfaces-Infinite 8 (3339V)-Resilient LVT/Plank-7in x 48in-5/64in-Drift (05100),LVT,1VNL
"Shaw Industries, Inc.",191531-012,Shaw Commercial Hard Surfaces Terrain II 12 MIL (0453V) LVT 6in x 48in 2.5 MM - Orchard (05013),LVT,1VNL
Mohawk Industries,1000031256,"Mohawk Medella Fleck (C2061) 6'7"" 2mm - Silver Gray (84197)",ROLL,1VNL
"Shaw Industries, Inc.",205916-012,Shaw Commercial Resilient Abide (4107V) Heavy Commercial 7in x 48in 20 mil - Allspice Walnut (07710),VCT,1VNL
"J.J. Haines & Company, LLC dba UCX Flooring",1000034468,Armstrong Terra 20mil Solid Vinyl Tile 18in x 36in 2.5mm - Palazzo Grigio (ST556),LVT,1VNL
"J.J. Haines & Company, LLC dba UCX Flooring",1000034469,Armstrong Coalesce 20mil Solid Vinyl Tile 18in x 18in 2.5mm - Nona Ravenna (ST776),LVT,1VNL
"Shaw Industries, Inc.",1000028229,Patcraft Graph (I713V) 24 x 24 20 Mil 2.5 mm - Gravel-V2 (00540),LVT,1VNL
