supplier_name,part_no,part_description,new_commodity_description,new_commodity_group
"Altro USA, Inc.",41354,ALTRO\SYMPHONIA\SY20033 SENNA\6.58',ROLL,1VNL
MANNINGTON COMMERCIAL,9478,MANNINGTON BIOSPEC SR\67364 NEW GLACIER\6'6,ROLL,1VNL
"Mannington Mills, Inc.",13698,MANNINGTON\REALITIES II PERSIAN WALNUT\5676R FRANKINCENSE\6',ROLL,1VNL
"Altro USA, Inc.",41359,ALTRO\SYMPHONIA\SY20019 DAHILA\6.58',ROLL,1VNL
Dal Tile Corporation,1000012225,DALTILE	ELIXEN 2.5mm 7 x 47 VINTAGE PINE EX32,LVT,1VNL
Tarkett USA Inc,1000018002,Tarkett-Contour Modern Stone-32 mil Square Edge (SE)-12in x 24in-3 MM- Plank- Monteray  (PCMS 0633),LVP,1VNL
"Interface Americas, Inc.",1000013764,Interface Studio Set 25cm x 1m 4.5mm A00711 Marigold LVT,LVT,1VNL
"Interface Americas, Inc.",1000013760,Interface Studio Set 25cm x 1m 4.5mm A00707 Lime LVT,LVT,1VNL
All Surfaces,1000023900,Casabella Carolina Coastal 7in x 48in x 3/16in - South Khaki-Lacky (CBVGEM02RC),Vinyl Tile,1VNL
"Altro USA, Inc",41353,ALTRO\SYMPHONIA\SYI20022 DICENTRA\6.58',ROLL,1VNL
Tarkett USA Inc,1000011436,"Tarkett Event+ Wood Classic Plank (LVT-WD) 6"" X 36"" .120"" Eck Limed Oak (3309)",LVT,1VNL
"Mannington Mills, Inc.",1000024065,Mannington No Reservations Xpress Wood 4mm 7.25Â” x 48Â” - Endless (NR106),Vinyl Tile,1VNL
"Bentley Mills, Inc.",1000007054,Bentley Memory 9in x 48in 5mm - Prairie (801981),LVT,1VNL
"Bentley Mills, Inc.",1000019819,Bentley Mood (BMOOD) 9in x 48in 2.5MM - Passive (801990),Vinyl Tile,1VNL
