supplier_name,part_no,part_description,new_commodity_description,new_commodity_group
"Shaw Industries, Inc.",184784-004,Shaw Commercial Hard Surfaces Strand (0516V) Luxury Vinyl Plank 18in x 36in 20 mil - Pebble (16530),LVP,1VNL
Karndean International LLC,193549-006,Karndean LooseLay Longboard Plank 10in x 59in 4.5 mm - FRENCH GREY OAK (LLP308),LVP,1VNL
"Shaw Industries, Inc.",174233-006,Shaw Commercial Hard Surfaces Jeogori (0215V) Vinyl 18in x 18in - Flax (90700),VCT,1VNL
J.J. Haines & Company,208360-024,Armstrong Theorem 0.020in Wear Layer LVT w/ Diamond 10 6in x 36in 2.5 MM - Algebra 2 Newton Gray (ST994),LVT,1VNL
"Shaw Industries, Inc.",1000023935,Shaw Contract Branching Out 5.0Mm (4480V) 6in x 48in 56504 Ridgeline Oak,Vinyl Tile,1VNL
"Interface Americas, Inc.",1000024802,Interface Americas Inc. Interface Northern Grain (C011) 22 mil LVT 25 cm x 1 m 3.0mm - Oak Satin (03),Vinyl Tile,1VNL
Mohawk Industries,1000023969,"Mohawk Second Home Wood LVT (C0141) 7.5"" x 48"" - Coffee Line Tan (847)",Vinyl Tile,1VNL
Mohawk Industries,1000024397,Mohawk Second Home Studio C2071 7.46in x 47.80in 948 Driftwood Material,Vinyl Tile,1VNL
"Shaw Industries, Inc.",1000023487,Shaw Patcraft Homegrain 20 Mil glue down 203922 6x48 2.0MM Parlor Vinyl Tile,Vinyl Tile,1VNL
"Shaw Industries, Inc.",1000025478,"Shaw Contract Cultura In Unison 5.0 4391V 9"" x 36"" 5mm 91720 Thatch LVT",Vinyl Tile,1VNL
"Shaw Industries, Inc.",194439-013,Shaw Commercial Hard Surfaces Terrain II 30 M (0892V) 30 mil glue down 6in x 48in 3 MM - Summit (05012),LVT,1VNL
Engineered Floors LLC,215504-004,J&J Classics II (V5023) 20 mil Bevelled Edge LVT 9in x 48in 3 MM - Heritage (1009),LVT,1VNL
"Shaw Industries, Inc.",1000027123,Shaw Philadelphia In The Grain II 5.0 (5603V) 6in x 48in - Amaranth (00769),LVT,1VNL
"Interface Americas, Inc.",201796-014,Interface Steady Stride Woodgrains (B001xx) 20 Mil Luxury Vinyl Plank 12.5 cm x 1 m 3 MM - Sterling (B00114),LVP,1VNL
Engineered Floors LLC,207032-002,J&J Tatami (V5003) 20 mil Heavy Commercial 18in x 36in 5.0mm - Nara (1017),VCT,1VNL
"Interface Americas, Inc.",1000005213,Custom-Interface Brushed Lines 22 mil Luxury Vinyl Plank 25cm x 1 m 3.0mm - Mousse (11),LVP,1VNL
"Interface Americas, Inc.",1000027623,Brushed Lines 3.0 mm (C007) LVT 25cm X 1m 22mil - Sandalwood (00705),LVT,1VNL
Trinity Surfaces,1000016070,Trinity Tile Lifestyles Zion 8 mil square edge 6in x 36in 2.0 MM - Canyon Vista,LVT,1VNL
Commercial Flooring Distributors,213747-002,Evo Floors Hybrid Vinyl Tile (HVT) VCT Altertive 18in x 18in Undefined - Boulder (337),VCT,1VNL
Commercial Flooring Distributors,196137-006,Rikett/Knight RQT Medley LVT 24in x 24in .080in - Tribeca (8804),LVT,1VNL
Commercial Flooring Distributors,1000027633,"Graboplast Ecosafe (GRES1396660) 6'6"" 2mm - Silver (1173-20)",ROLL,1VNL
Spartan Surfaces,197427-007,Cobalt Surfaces Katanga (KP5-xxx) 20 mil LooseLay 7in x 48in 5.0mm - TUNDRA (805),VCT,1VNL
"Forbo Industries, Inc",154055-026,Forbo Marmoleum Composition Tile (MCT) 13in x 13in 2.0 MM - Rosato (MCT-3120),VCT,1VNL
"Shaw Industries, Inc.",1000028590,Shaw Philadelphia Indwell 12 (5661V) 7in x 48in 2MM - South Bay (02029),LVP,1VNL
Spartan Surfaces,1000027261,"Cobalt Surfaces Katanga 20 mil Square Non-Beveled Glue Down Plank 3mm 7"" x 48"" - Mineral (K320)",LVT,1VNL
Stanley Stephens Co Inc,1000016945,"Traverse	Boardwalk 6"" x 36"" 3mm Stair Case LVT",LVT,1VNL
Mohawk Industries,192778-017,Mohawk Living Local 20 mil glue down 6in x 48in 2.5 MM - Shadow (966),VCT,1VNL
Tarkett USA Inc,183307-006,Centiva Heritage Plank (Event Series) Square Edge (SE) 6in x 36in .120in - Smoked Oak (3350),LVT,1VNL
"Shaw Industries, Inc.",176100-005,Shaw Patcraft Click Refresh (I600V) Vinyl Tile Plank 7in x 48in 5.0mm - Haze (00500),LVP,1VNL
"Shaw Industries, Inc.",192392-025,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Saffron (00230),VCT,1VNL
"Shaw Industries, Inc.",192326-013,Shaw Patcraft Timber Grove II (I421V) 20 mil glue down 6in x 48in 2.5 MM - Courtyard (07005),VCT,1VNL
Mohawk Industries,209976-006,Mohawk Reforestation (C0188) 20 mil glue down 9.25in x 59in 4.5 mm - Bridal Veil (220),VCT,1VNL
Spartan Surfaces,1000029925,Aspecta Chambord 8.46in x 42.33in - Chambord Riviere (6616731X),LVT,1VNL
"J.J. Haines & Company, LLC dba UCX Flooring",126732-172,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Sun Gold (57536),VCT,1VNL
"Interface Americas, Inc.",1000028737,Interface Northern Grain 3.0mm 25cm x 1m - Antique Wash (C01101),LVT,1VNL
"Interface Americas, Inc.",1000030787,Interface Level Set Textured Stones (A003) Luxury Vinyl Plank 22 mil 50cm x 50cm 3 mm - Medium Concrete (09),LVT,1VNL
"Shaw Industries, Inc.",1000030322,Shaw Industries Patcraft Inset (I577V) 18x36 - Dusk Bronze ('00560),LVT,1VNL
"Shaw Industries, Inc.",1000026393,Shaw Crossing Paths 5.0 (4392V) 18in x 18in 5MM - Spindle (91140),LVT,1VNL
"Mannington Mills, Inc.",211988-033,Mannington Amtico Abstract (Sigture) 40 Mil Unbevelled LVT 18in x 48in 2.5 MM - Patina Vapour (AR0APT31),LVT,1VNL
"Cain & Bultman, Inc.",1000030973,Tarkett iQ Eminent 6ft 6in 2MM - Light Warm Grey (0879),ROLL,1VNL
"Mannington Mills, Inc.",1000027449,Mannington BioSpec MD Homogeneous 6' 6in .080in - Hummingbird (15430),VNL,1VNL
"Mannington Mills, Inc.",184701-031,Mannington BioSpec MD Homogeneous 6' 6in .080in - Bedrock (15369),ROLL,1VNL
"Interface Americas, Inc.",1000027450,Interface Hearth 50cm x 1m 4.5 mm - Marble Dust,LVT,1VNL
Engineered Floors LLC,199571-004,J&J Alloy (V5008) 20 mil Heavy Commercial 9in x 48in 3 MM - Intermixture (1053),LVT,1VNL
"Shaw Industries, Inc.",1000032091,Shaw Industries Vitality Hues (4376V) 6.56'x65.52' - Pizazz (00327),ROLL,1VNL
"Shaw Industries, Inc.",1000032090,Shaw Industries Vitality Hues (4376V) 6.56'x65.52' - Exuberance (00490),ROLL,1VNL
"Shaw Industries, Inc.",204197-003,Shaw Patcraft Anew (I542V) 20 mil Lvt glue down 7.75in x 48in 2.5 MM - Mistral (00520),LVT,1VNL
 To Market,1000027564,"To Market Urban 28 7""x48"" 2mm - La Costa (59)",LVT,1VNL
"Forbo Industries, Inc",1000026026,Forbo Allura Flex1.0 20cmx120cm 60374FL1 Natural Collage Oak LVT,Vinyl Tile,1VNL
Milliken & Company,1000032521,"Milliken Merge Forward - High Ground 7"" x 48"" 20 mil  Sun Kissed (HIG121)",LVT,1VNL
Spartan Surfaces,1000028002,Cobalt Surfaces Katanga 12in x 24in 5MM - Mushroom (KP5-831),LVP,1VNL
"Shaw Industries, Inc.",172762-032,Shaw Commercial Hard Surfaces tureLife Wood II (0002V) Vinyl 6' .086in - Chocolate Cherry (07716),ROLL,1VNL
"Mannington Mills, Inc.",1000034916,Mannington Proxy 7.25in x 48in 2.5MM - Lichen Oak (PRX205),LVP,1VNL
"Shaw Industries, Inc.",215911-006,Shaw Contract Basis (4339V) Rigid Mineral Core w/ InLine Level Edge 12in x 23in 6 mm - Intrinsic (39520),LVP,1VNL
"Shaw Industries, Inc.",1000005328,Shaw Contract Basis (4339V) Rigid Core 12in x 23in 6mm - Matrix (39585),LVT,1VNL
"FloorMax  Direct, LLC dba Floormax USA",1000030023,SAR Floors Soma Collection 7x48 3 mm - Root (95),LVT,1VNL
"Shaw Industries, Inc.",187505-007,Shaw Commercial Hard Surfaces Pigment (0503V) Dryback Vinyl 7in x 48in 2.5 MM - Bone (65515),VCT,1VNL
"Shaw Industries, Inc.",191068-004,Shaw Contract Basstones (0301V) Undefined 6' 2.2 MM - Polished Brass (00140),ROLL,1VNL
"Shaw Industries, Inc.",195715-004,Shaw Patcraft Acacia Plank (I456V) Luxury Resilient Planks 6in x 48in 3/32in - Inkberry (05016),LVP,1VNL
Mohawk Industries,214270-008,Mohawk Medella Hues (C2062) Healthy Environments Resilient 6' 7in 2.0 MM - Light Chocolate (H5316),ROLL,1VNL
"J.J. Haines & Company, LLC dba UCX Flooring",126732-127,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Kickin' Kiwi (57510),VCT,1VNL
"Shaw Industries, Inc.",1000026190, Shaw Patcraft Treeline 20mil 7in x 48in luxury vinyl plank (LVP) - Moonlight V2 (00527),Vinyl Tile,1VNL
Trinity Tile,202002-004,Trinity Tile Lifestyles Zion 8 mil square edge 6in x 36in 2.0 MM - Springdale (Springdale),LVT,1VNL
"Shaw Industries, Inc.",1000037780,Shaw Contract Flow Function + Flow 5.0 LLT (4419V) 36in X 36in - Dense (85504),LVT,1VNL
"Mannington Mills, Inc.",194977-003,Mannington Realities II Maple Creek .020in wear layer Heterogeneous sheet 6' 2.03 MM - Hornwood (5692R),ROLL,1VNL
Karndean International LLC,140588-030,Karndean Van Gogh 20 mil glue down 7in x 48in 3 MM - Country Oak (VGW81T),VCT,1VNL
"Shaw Industries, Inc.",1000039605,Shaw Function 2.5 (4386V) 18in x 18in 2.5MM - Uniform (86120),LVT,1VNL
"Shaw Industries, Inc.",1000025408,Shaw Contract Cast (4097V) 24in x 24in 2.5mm 98114 Unbound Resilient LVT/Plank,Vinyl Tile,1VNL
"Shaw Industries, Inc.",192392-026,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Olive (00350),VCT,1VNL
"Shaw Industries, Inc.",193739-005,Shaw Patcraft Vinings (I405V) 30 mil Dry Back LVT 5.91in x 47.2in Undefined - Charcoal Gray (00580),LVT,1VNL
Mohawk Industries,208195-002,Mohawk Living Local Chromascope 20 mil glue down 12in x 24in 2.5 MM - Winter Mood (910),VCT,1VNL
"Shaw Industries, Inc.",210597-004,Shaw Commercial Resilient Branching Out (4256V) 20 mil squared edge 6in x 48in 5.0mm - Riverside Oak (56140),VCT,1VNL
"J.J. Haines & Company, LLC dba UCX Flooring",1000040745,Armstrong Medintone 6ft 6in 2.0MM - Almond Tea (H2002),ROLL,1VNL
"J.J. Haines & Company, LLC dba UCX Flooring",1000038027,Chesapeake Flooring ProSolutions SPC 20 7in x 48in 5.0MM - Windwood (PS5481CB),LVP,1VNL
"J.J. Haines & Company, LLC dba UCX Flooring",126732-124,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Screamin' Pumpkin (57516),VCT,1VNL
"Shaw Industries, Inc.",192392-031,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Redwood (00650),LVT,1VNL
"Shaw Industries, Inc.",1000025533,Shaw Contract Crossing Paths (4431V) 20 mil Square Edge 18in x 18in 2.5 MM Sandy Dune (91240),Vinyl Tile,1VNL
"Shaw Industries, Inc.",1000004489,Shaw Function 5.0 (4388V) 18 in x 18 in Composite (86506),LVT,1VNL
"Shaw Industries, Inc.",215814-001,Shaw Commercial Resilient Vitality Tones (4375V) Homogeneous ExoGuard Sheet 6.56' 2.0 MM - Root (00100),ROLL,1VNL
Spartan Surfaces,1000041408,Cobalt Surfaces Katanga (KP5-xxx) 20 mil LooseLay 7in x 48in 5.0mm - Arcadia (826),VCT,1VNL
"Shaw Industries, Inc.",212996-003,Shaw Commercial Resilient Origin (4338V) Resilient LVT/Plank 6in x 48in 15/64in - Theory (38140),LVT,1VNL
"Shaw Industries, Inc.",192392-010,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Trail (00256),VCT,1VNL
"Forbo Industries, Inc",1000041735,Flotex Penang 19.69in x 19.69in - Azure (t382116),LVT,1VNL
"Logistics Solutions, LLC",1000034643,Mannington Spacia Stone 20 mil Micro-Bevelled Edge LVT 18in x 18in 2.5 MM - Bottocino Grey (SS5S3598),LVP,1VNL
Trinity Surfaces,1000006049,Trinity Tile Lifestyles Saratoga Pro LVT 7x48 Canfield,LVT,1VNL
"Mannington Mills, Inc.",194296-010,Mannington Spacia First Wood 20 Luxury Vinyl Plank 20 Mil 7.25in x 48in 2.5 MM - Shadow Oak (SP5W5022),LVP,1VNL
"Shaw Industries, Inc.",204819-009,Shaw Commercial Resilient-Tailored (4111V)-Resilient-9in x 36in-Undefined-Poplin (11856),LVP,1VNL
Milliken & Company,199465-003,Milliken tural Shendoah Luxury Vinyl Plank 9in x 60in 5.0mm - Mist (SHE208),LVP,1VNL
Karndean International LLC,199319-006,Karndean Opus Wood Plank 20 Mil Microbeveled 9in x 48in 2.5 MM - ARGEN (WP414),LVT,1VNL
"Shaw Industries, Inc.",192392-024,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Slate (00540),VCT,1VNL
Tarkett USA Inc,1000042205,Tarkett Event+ Wood Crafted Plank (PECF) 6in x 48in 3.0MM - Oak Grove (2122),LVP,1VNL
Tarkett USA Inc,208406-005,"Tarkett Event Urban Stone EUS (EUS) 30 Mil Rock (RK) Emboss, Sq Edge 18in x 18in 3 MM - Coastal (2105)",LVT,1VNL
"Shaw Industries, Inc.",198730-001,Shaw Commercial Hard Surfaces Cove (0927V) 20 mil LooseLay 9in x 48in 5.0mm - Plaster (27111),VCT,1VNL
"Shaw Industries, Inc.",1000043241,Shaw Philadelphia Indwell LL (5668V) 20 mil 5mm 6in X 48in - Seneca Oak (07100),LVT,1VNL
"Lititz Flooring, Co",1000034956,AVA Mrge Vinyl Tile Beton 39.37 x 39.37 22mil - Benton Harbor (BN004),LVT,1VNL
