supplier_name,part_no,part_description,new_commodity_description,new_commodity_group
Redco Distribution LLC,1000010476,Hill Country - Lot 06302023 - 2mm - LVT - 6 x 36 - Stonewash Grey,LVT,1VNL
Readers Wholesale,211021-036,Tarkett VCT II Flecks Phthalate-Free Vinyl 12in x 12in .125 - Twilight SR (880),VCT,1VNL
Readers Wholesale,209084-003,Armstrong Terra 0.020in Wear Layer LVT w/ Diamond 10 18in x 36in 2.5 MM - Craton Strato (ST301),LVT,1VNL
"Shaw Industries, Inc.",203696-004,Shaw Commercial Resilient Reside 12 Mil (4094V) Resilient LVT/Plank 5.91in x 47.2in 5/64in - Dwelling (94250),LVT,1VNL
"Carpet Services, Inc.",1000004652,ShawContract Compound + Cast 24x24 Instill (98585),VCT,1VNL
"Mannington Mills, Inc.",184701-011,Mannington BioSpec MD Homogeneous 6' 6in .080in - Sterling Blue (15312),ROLL,1VNL
"Mannington Mills, Inc.",1000009872,Mannington Spacia Wood 6x36 2.5mm SS5W12124 American Walnut Natural 20 mil,LVT,1VNL
"Mannington Mills, Inc.",171085-003,Amtico Shibori Luxury Vinyl Plank 6in x 36in - Jasmine (AR0W7800),LVP,1VNL
"Mannington Mills, Inc.",184701-024,Mannington BioSpec MD Homogeneous 6' 6in .080in - Ecru (15362),ROLL,1VNL
"Mannington Mills, Inc.",1000009815,Mannington-City Hub 6' - Feldspar (4524),ROLL,1VNL
"Interface Americas, Inc.",1000012214,Interface Great Heights (A025) 25cm x 1m 4.5mm White Oak (A02503),Vinyl Tile,1VNL
Readers Wholesale,1000009398,Tarkett ID Latitude Stones 18 x 18 - Luna (PLST 7214),LVT,1VNL
Tarkett USA Inc,1000013871,Tandus Centiva Contour Abstract CCH 0973-P 18x18 3 mm Fawn 0973 LVT,LVT,1VNL
"Shaw Industries, Inc.",205264-002,Shaw Patcraft Homegrain 12 (I490V) Luxury Vinyl Plank 6in x 48in 12 MM - Veranda (00110),LVP,1VNL
Tarkett USA Inc,1000016548,Tarkett Event Stone PEUS Urban Stone + 12x24 3.0mm 11199	Avenue LVT,LVT,1VNL
"Shaw Industries, Inc.",213416-007,Shaw Patcraft Mark Making 2.5 (I692V) 20 mil ExoGuard Glue Down 5.96in x 48in 2.5 MM - Watercolor (00400),VCT,1VNL
Spartan Surfaces,189937-008,Parterre Vinyl Floor System Ingrained 6in Vinyl Tile Plank 6in x 36in 3 MM - Canyon Oak (11815),LVP,1VNL
Mohawk Industries,214722-000,Mohawk Medella Fleck (C2061) Healthy Environments Resilient 6' 7in 2.0 MM - 84850 pearl,ROLL,1VNL
"Shaw Industries, Inc.",1000012290,Shaw West Mead (549TM) 7in x 48in 2MM - Chatter Oak (00295),Vinyl Tile,1VNL
"Mannington Mills, Inc.",192246-003,Mannington Realities II Antique Oak II Heterogeneous 12' .080in - Nutmeg (5601R),ROLL,1VNL
Readers Wholesale,1000015921,Armstrong Terra 18 x 18 ST387	Astana Igneous LVT,LVT,1VNL
Readers Wholesale,211021-004,Tarkett VCT II Flecks Phthalate-Free Vinyl 12in x 12in .125 - True Biege WB (533),VCT,1VNL
Spartan Surfaces,1000016952,Teknoflor Woodland Path WP57205 6x36 3.0 Cherry Bark Oak 20 Mil,Vinyl Tile,1VNL
C&C Wholesale Distributors,211021-016,Tarkett VCT II Flecks Phthalate-Free Vinyl 12in x 12in .125 - Almond WB (501),VCT,1VNL
Readers Wholesale,1000018879,Artistek-American Plank Plus-6in x 36in-Buckboard (73346CBK),Vinyl Tile,1VNL
"Shaw Industries, Inc.",1000011720,Philadelphia Personality 5492V	6x36 3mm Ferry 529 LVT,LVT,1VNL
"Shaw Industries, Inc.",205264-009,Shaw Patcraft Homegrain 12 (I490V) Luxury Vinyl Plank 6in x 48in 12 MM - Terrace (00700),LVP,1VNL
"Shaw Industries, Inc.",205264-008,Shaw Patcraft Homegrain 12 (I490V) Luxury Vinyl Plank 6in x 48in 12 MM - Lounge (00590),LVP,1VNL
"Shaw Industries, Inc.",191531-003,Shaw Commercial Hard Surfaces Terrain II 12 MIL (0453V) LVT 6in x 48in 2.5 MM - Timber (00572),LVT,1VNL
"Shaw Industries, Inc.",203696-006,Shaw Commercial Resilient Reside 12 Mil (4094V) Resilient LVT/Plank 5.91in x 47.2in 5/64in - Contentment (94564),LVT,1VNL
Spartan Surfaces,189937-010,Parterre Vinyl Floor System Ingrained 6in Vinyl Tile Plank 6in x 36in 3 MM - Sessile Oak (11824),LVP,1VNL
Readers Wholesale,191156-008,Armstrong tural Creations EarthCuts Diamond 10 Luxury Vinyl Tile 12in x 24in 3.2 MM - DELANO SUNRISE (NA341),LVT,1VNL
"BPI-Building Plastics, Inc",1000014396,Flexco Natural Elements 18 x 18 3mm 632 Dusk LVT,LVT,1VNL
"BPI-Building Plastics, Inc",1000014402,Flexco Natural Elements 12 x 24 680 Oxidized Iron LVT,LVT,1VNL
"Shaw Industries, Inc.",1000007291,Shaw Patcraft Acacia 7X48 Hedgerow (564),Vinyl Tile,1VNL
Dal Tile Corporation,214792-002,Dal Tile ProSeries Harpers Place 12 Mil Gluedown Plank 7.5in x 48in 3 MM - COLONIAL (HP31),VCT,1VNL
"Mannington Mills, Inc.",201779-055,Mannington Amtico Sigture Wood 40 Mil Micro-Beveled LVT 6in x 36in 2.5 MM - TEAK (AROW6990),LVT,1VNL
"Forbo Industries, Inc",154055-044,Forbo Marmoleum Composition Tile (MCT) 13in x 13in 2.0 MM - Dove Grey (MCT-2621),VCT,1VNL
Readers Wholesale,1000015364,"Metroflor Inception 120XL 8.66"" x 59.45"" (5mm) Atmosphere (7718)",Vinyl Tile,1VNL
Readers Wholesale,189968-000,Armstrong MedinTone Vinyl 6' 6in .080in - Haze Gray,ROLL,1VNL
Readers Wholesale,213550-007,Armstrong tural Creations Diamond 10 (ARMxxx4G) Luxury Vinyl Tile 12in x 24in 3.2 MM - DELANO SHELL (340),LVT,1VNL
