supplier_name,part_no,part_description,new_commodity_description,new_commodity_group
Karndean International LLC,193549-012,Karndean-LooseLay Longboard-Plank-10in x 59in-4.5 mm-CHARACTER WALNUT (LLP315),LVP,1VNL
Karndean International LLC,206976-007,Karndean-Korlok Select (RKP)-20 Mil 5G vertical click locking sys-9in x 56in-6.5 mm-Texas White Ash (RKP8105),VCT,1VNL
Karndean International LLC,1000007425,Karndean Design Flooring Loose Lay 9.85x41.3 4.5mm LLP112	Hartford	LVT,LVT,1VNL
"Interface Americas, Inc.",203519-004,Interface-Walk The Aisle (A013)-22 mil LVT-19.69in x 19.69in-4.5 mm-Carbon (04),LVT,1VNL
Engineered Floors LLC,1000018125,Ef Contract- Woodlands II (EFCW2)- Glue Down- 7in x 48in (2.5mm) TAMARACK (013),Vinyl Tile,1VNL
Engineered Floors LLC,215504-001,J&J Classics II (V5023) 20 mil Bevelled Edge LVT 9in x 48in 3 MM - Notable (1000),LVT,1VNL
"Mannington Mills, Inc.",206837-004,Mannington Drift Abstract 30 Mil Unbeveled 12in x 24in 2.5 MM - PAX ORE (D214),LVT,1VNL
"Shaw Industries, Inc.",204351-018,Shaw Commercial Hard Surfaces-Terrain II (4110V)-20 mil glue down-6in x 48in-5.0mm-Sumac (07004),VCT,1VNL
MSI SURFACES,1000018988,"MSI SURFACES Prescott VTRWHTGRA7X48-6.5MM-20MIL 7""x48"" Whitfield Gray CLICK",Vinyl Tile,1VNL
Karndean International LLC,199017-004,Karndean Opus Wood Plank 20 Mil Microbeveled 6in x 36in 2.5 MM - IGNEA (WP313),VCT,1VNL
Karndean International LLC,193549-011,Karndean-LooseLay Longboard-Plank-10in x 59in-4.5 mm-TWILIGHT OAK (LLP301),LVP,1VNL
Spartan Surfaces,1000014421,Colbalt Surfaces Katanga 7in x 48in (20mil) Mineral (Mineral),Vinyl Tile,1VNL
"Mannington Mills, Inc.",209077-013,Mannington-Primary Elements Bond-20 mil Micro-Bevel Edge-12in x 12in-2.5 MM-HELIOS (PE113),VCT,1VNL
Engineered Floors LLC,1000019600,"EF Contract Plateau EFCP2	18""x36""2.5mm Acier 001 Glue Down",Vinyl Tile,1VNL
"Shaw Industries, Inc.",183678-002,Shaw Commercial Hard Surfaces-Surface (0515V)-Luxury Resilient Planks-18in x 36in-2.5 MM-Cashmere (15114),LVP,1VNL
"Shaw Industries, Inc.",194778-017,Shaw Patcraft-Holistic (I422V)-Homogeneous-6.57'-2.0 MM-Ashen (00530),ROLL,1VNL
"Shaw Industries, Inc.",215419-001,Shaw Resilient Tile & Plank-Inlet II (4372V)-20 mil squared edge-9in x 48in-5.0mm-Refuge (72155),VCT,1VNL
Diamond W Floor Covering,199423-018,Johnsonite-Melodia 3.0-Homogeneous-6' 6in-.080in-Nimbus (0967),ROLL,1VNL
"Mannington Mills, Inc.",1000021456,Mannington Color Anchor (Stride) LVT - Big Wave (C170),Vinyl Tile,1VNL
"Shaw Industries, Inc.",206151-007,Shaw Commercial Resilient-Amalgam LL (4113V)-Luxury Vinyl Tile-20in x 20in-3/16in-Onyx (13555),LVT,1VNL
"Shaw Industries, Inc.",1000015616,"Shaw Contract 4256V / Branching Out 6""x48"" 5mm 56103 Zion Oak Glue Down",Vinyl Tile,1VNL
"Shaw Industries, Inc.",192326-019,Shaw Patcraft-Timber Grove II (I421V)-20 mil glue down-6in x 48in-2.5 MM-Shady Grove (05012),VCT,1VNL
Spartan Surfaces,1000025462,"Allied Tile Au Natural Collection 18""x18"" 2.5 mm Black SC500 Black	Glue Down",Vinyl Tile,1VNL
"Shaw Industries, Inc.",204351-009,Shaw Commercial Hard Surfaces-Terrain II (4110V)-20 mil glue down-6in x 48in-5.0mm-Ash (00174),VCT,1VNL
VAN GELDER INC,1000020628,"PORTICO SYSTEMS NATURES VIEW 7"" X 48""40MIL	 NV99844 WINDSWEPT BEIGE LVT",LVT,1VNL
Mohawk Industries,1000024504,"Mohawk	Reforestation / Large and Local C0188 9.25"" x 59"" 4.5mm 939 Racehorse Glue Down",Vinyl Tile,1VNL
Diamond W Floor Covering,189168-030,Johnsonite-Acczent Flourish (ACF-R)-Heterogeneous-6' 6in-2.0 MM-Essence (304),ROLL,1VNL
Karndean International LLC,184416-009,Karndean-LooseLay Series One-Vinyl Tile Plank-41.3in x 9.85in-4.5 mm-Ashland (LLP95),LVP,1VNL
Karndean International LLC,1000025623,Karndean LooseLay 10in x 59in 4.5MM - Sterling Oak (LLP354),Vinyl Tile,1VNL
Karndean International LLC,1000026546,"Karndean K-Trade 20 Mil 7""x48"" 2.5mm - Lampione (PVP5147)",LVT,1VNL
Karndean International LLC,1000025589,"Karndean LooseLay LLP94 41""x10"" 4.5mm LLP94 Newport LVT",Vinyl Tile,1VNL
"Shaw Industries, Inc.",194535-001,Shaw Hospitality Designs-Vitality (0873V)-Homogeneous-6' 7in-2.0 MM-Rejuvenate (73100),ROLL,1VNL
"Tri-West, LTD.",213063-000,"AHF Contract Concepts of Landscape Heterogeneous Sheet 74.74"" x 68.57"" Finely Woven Dark Gray",ROLL,1VNL
"Shaw Industries, Inc.",205864-007,Shaw Commercial Resilient Thoughtful (4122V) 20 mil LVT 24in x 24in 5.0mm - Warmth (22530),LVT,1VNL
"Mannington Mills, Inc.",1000027760,Mannington Spacia First 20 Wood Luxury Vinyl Plank 20 Mil 6in x 36in 2.5mm - Madison Maple Pepper Bark (SS5W12237),LVT,1VNL
"Mannington Mills, Inc.",1000029250,Mannington Anchor Stride 12x24 2.5mm - Velvet,LVT,1VNL
Karndean International LLC,1000029305,Karndean LooseLay Longboard 1500mmx250mm 20mil - Wheat Oak (LLP355),LVT,1VNL
"Shaw Industries, Inc.",1000022067,Shaw Midtown VY358 6in x 48in 5/64 LVP - Rejuvenate (24121),Vinyl Tile,1VNL
"Shaw Industries, Inc.",1000010218,Patcraft Â– 6x48 Homegrain 12 I490V 6x48 2mm Color: Parlo V2 00730,LVP,1VNL
Karndean International LLC,196237-004,Karndean-K-Trade -12 Mil Glue Down-7in x 48in-2.0 MM-LAMPIONE (PVP147),VCT,1VNL
Karndean International LLC,196238-006,Karndean-K-Trade -20 mil LooseLay-41.3in x 9.85in-4.5 mm-LINOSA (LLP148),VCT,1VNL
"Interface Americas, Inc.",204899-002,Interface-Brushed Lines (A016)-22 mil Luxury Vinyl Plank-25cm x 1m-4.5 mm-Alabaster (02),LVP,1VNL
"Shaw Industries, Inc.",1000029892,Philadelphia Indwell 20 (5662V) 7in x 48in 2.5MM - Seneca Oak (7100),LVP,1VNL
Dal Tile Corporation,1000020690,DAL TILE HALSTATT 7in 1/4 X 48in 4.7 MM 12 MIL LVT - COTTAGE (HT40),Vinyl Tile,1VNL
"Shaw Industries, Inc.",1000031469,Patcraft Metal Collection Oxidized (1479V) 23.62 X 23.62 5MM - Basalt-V2 (00770),LVT,1VNL
"Shaw Industries, Inc.",1000031405,Shaw Unite II Commingle (4350V) 9X48 5MM - Iron (50505),LVT,1VNL
"Shaw Industries, Inc.",1000031367,Shaw Contract Unite II Inlet II (4372V) 9X48 5MM - Summit (72760),LVT,1VNL
Milliken & Company,201810-001,Milliken Metro Park Kokutan 22 mil Micro Bevel RigidForm LVT 7in x 48in 6.2 mm - Bokken (KKT121),LVT,1VNL
"Altro USA, Inc.",1000030698,"Altro Cantata 6'7"" 2.4mm - Frosted Glass (AFP282005)",ROLL,1VNL
Ecore International Inc.,1000020253,Ecore Balanced Motivate Class I 48in 7MM - Catalina (258),ROLL,1VNL
"Shaw Industries, Inc.",1000005332,Shaw Contract Basis (4339V) Rigid Core 12in x 23in 6mm - Elaborate (39504),LVT,1VNL
"Shaw Industries, Inc.",207676-007,Shaw Commercial Resilient Floorte Pro Anvil Plus (2032V) 6 mil SPC 7in x 48in 4.4mm - Greige Walnut (05078),LVT,1VNL
Milliken & Company,1000027751,Milliken Building Blocks Relic 9x40 22 mil 5.0mm - Heirloom (REL6),LVT,1VNL
"Shaw Industries, Inc.",191889-008,Shaw Patcraft Timber Grove II (I420V) 12 Mil Glue Down 6in x 48in 2.5 MM - Sprout (00173),LVP,1VNL
Mohawk Industries,202608-005,Mohawk-Hemstitch (CR710)-Glue Down LVT-9.25in x 59.25in-3 MM-Jerga (935),LVT,1VNL
Engineered Floors LLC,1000035878,EF Contract Plateau 2.5mm (EFCP2) 18in x 36in - Acier (001),LVP,1VNL
"Mannington Mills, Inc.",201729-016,Mannington-Assurance III-Homogeneous Slip Resistant-6' 6in-.080in-Trail (16352),ROLL,1VNL
Spartan Surfaces,210649-003,Novalis Innovative Flooring AVA 2DSGN 22 mil Straight Edge 6in x 48in 2.5 MM - Oak Plateau-Peninsula (PO2D003),LVP,1VNL
Mohawk Industries,1000036876,Mohawk Weave (CR709) 18in x 36in 3.0MM - Icansi (729),LVP,1VNL
"Mannington Mills, Inc.",189621-045,Mannington-Spacia Wood (Xtra)-Beveled Edge-7 1/4in x 48in-2.5 MM-Weathered Oak (SS5W2524),LVT,1VNL
"Shaw Industries, Inc.",1000038057,Shaw Flow 5.0 (4387V) 18in x 18in 5.0MM - Streamline (85520),LVT,1VNL
"Shaw Industries, Inc.",200603-001,Shaw Hospitality Designs-Joy Squared (0993V)-Luxury Vinyl Tile-24in x 24in-20 mil-Snow Day (93100),LVT,1VNL
"Shaw Industries, Inc.",200603-006,Shaw Hospitality Designs-Joy Squared (0993V)-Luxury Vinyl Tile-24in x 24in-20 mil-Bouquet (93310),LVT,1VNL
"Shaw Industries, Inc.",200603-021,Shaw Hospitality Designs-Joy Squared (0993V)-Luxury Vinyl Tile-24in x 24in-20 mil-Backyard (93761),LVT,1VNL
"Shaw Industries, Inc.",195246-010,Shaw Commercial Hard Surfaces Crossover LL (I439V) 20 Mil Resilient Plank 7in x 48in Undefined - Shadow (00570),LVP,1VNL
"Altro USA, Inc.",1000033445,Altro Cantata 6ft 7in 2.4MM - Venice (AFT284004),ROLL,1VNL
"Shaw Industries, Inc.",204819-010,Shaw Commercial Resilient-Tailored (4111V)-Resilient-9in x 36in-Undefined-Detail (11755),LVP,1VNL
Galleher Corporation,214781-007,GemCore-Advantage II-20 mil Plank-7in x 48in-3 MM-Oak Latte (Oak Latte),VCT,1VNL
"Shaw Industries, Inc.",1000041061,Shaw Commercial Hard Surfaces Terrain 20 (0564V) Luxury Vinyl Tile 6in x 48in 2.5 MM - Ash (00174),LVT,1VNL
Engineered Floors LLC,1000031988,J&J Power Play (V5020) 9in x 48in 5.0MM - Influence (1086),LVP,1VNL
Engineered Floors LLC,198848-002,EF Contract-Stained Concrete-20 mil Heavy Commercial-18in x 36in-2.5 MM-Limestone (00002),LVT,1VNL
"Shaw Industries, Inc.",1000036377,Shaw Philadelphia Silva Valley 20 (5611V) 6in x 48in 2.5MM - Sedona (00718),LVP,1VNL
Karndean International LLC,1000040735,Karndean Art Select Corinthian Marble LM31 18 X 18 - Black,LVT,1VNL
Engineered Floors LLC,207096-004,EF Contract-Woodlands (EFCWL)-20 mil Wear Layer-7in x 48in-2.5 MM-Briarwood (004),VCT,1VNL
Tarkett USA Inc,146399-026,Centiva-Contour Plank Sawn Squre Edge (CP-xxxx-C-SW-SE)-Solid/Luxury Vinyl-7.2in x 48in-.120in-Vintage Cabin (0302),LVP,1VNL
Tarkett USA Inc,138621-004,Centiva-River Rock Square Edge (HY-RRxx-E-RK-SE)-Solid/Luxury Vinyl-36in x 36in-.120in-Sacred Rock (64),VCT,1VNL
Galleher Corporation,1000040973,Tarkett Melodia 3.0 6.5lf x 75.5lf - Silver Lining (0964),ROLL,1VNL
"Shaw Industries, Inc.",1000023916,Shaw Contract Vitality Hues (4376V) Homogeneous ExoGuard Sheet 6.56' 2.0 MM - Nurture (00130),ROLL,1VNL
"Shaw Industries, Inc.",1000041738,Shaw Patcraft Pursue Sheet (I623V) 78.72in 2.2MM - Mindful (00770),ROLL,1VNL
Spartan Surfaces,1000039662,Spartan Surfaces Cobalt 12x24 - Mushroom (K##-831),LVT,1VNL
Karndean International LLC,196238-003,Karndean-K-Trade -20 mil LooseLay-41.3in x 9.85in-4.5 mm-ATHENS (LLP121),VCT,1VNL
Karndean International LLC,1000042203,Karndean LooseLay Longboard Plank 10in x 59in 4.5MM - Field Oak (LLP356),LVP,1VNL
"Shaw Industries, Inc.",1000042791,Shaw Three Rivers 20 (0882V) 6in x 48in 2.5MM - Myrtle Hill (07004),LVP,1VNL
Mohawk Industries,209976-002,Mohawk Reforestation (C0188) 20 mil glue down 9.25in x 59in 4.5 mm - Yosemite (868),VCT,1VNL
"Forbo Industries, Inc",200558-005,Forbo Standard Vinyl Flotex Wood Textile Flooring 9.84in x 39.37in 5.3 MM - Antique Wood(151006),VCT,1VNL
"Forbo Industries, Inc",200558-003,Forbo Standard Vinyl Flotex Wood Textile Flooring 9.84in x 39.37in 5.3 MM - Black Wood(151001),VCT,1VNL
"Forbo Industries, Inc",200558-006,Forbo Standard Vinyl Flotex Wood Textile Flooring 9.84in x 39.37in 5.3 MM - American Wood(151004),VCT,1VNL
Stanley Stephens Co Inc,209631-004,Stanley Stephens Co. ABM 20 (ABM-Cxx) 20 Mil Luxury Vinyl Plank 7 1/8in x 47 1/4in 2.5 MM - Cold Spring Harbor (09),LVP,1VNL
"Forbo Industries, Inc",215253-001,Forbo Standard Vinyl Allura Flex Wood 1 mm Wearlayer Loose Lay 120 x 20 cm 5.0mm - Steamed Oak(60293),LVP,1VNL
Milliken & Company,206972-009,Milliken Local Measure Wilderness (LWDxxx) 22 Mil FlexForm ProGuard Max LooseLay 6in x 48in 5.0mm - Balm (219),VCT,1VNL
Milliken & Company,206972-015,Milliken Local Measure Wilderness (LWDxxx) 22 Mil FlexForm ProGuard Max LooseLay 6in x 48in 5.0mm - Chervil (218),VCT,1VNL
"Shaw Industries, Inc.",207105-002,Shaw Mainstreet Commercial Hard Surface Purview 5.0 (5037V) 20 Mil High Performance LVT 6in x 48in 5.0mm - Antler (00105),LVT,1VNL
"Forbo Industries, Inc",216186-001,Forbo Flotex Montage Plank Recycled PVC Flocked Textile 9.48in x 39.37in - Arctic(147007),LVP,1VNL
"Forbo Industries, Inc",206375-008,Forbo Flotex Autumn (Flotex Vision Floral) Luxury Vinyl 6' 6in 4.3 mm - Stream (640008),ROLL,1VNL
Karndean International LLC,199017-003,Karndean Opus Wood Plank 20 Mil Microbeveled 6in x 36in 2.5 MM - GRANO (WP311),VCT,1VNL
"Shaw Industries, Inc.",207463-006,Shaw Commercial Hard Surfaces Terrace (4108V) 20 mil square edge 12in x 24in 2.5 MM - Pumice (08540),VCT,1VNL
"Shaw Industries, Inc.",208338-005,Shaw Commercial Hard Surfaces Mindset LVT (4124V) 20 mil Heavy Commercial 12in x 24in 2.5 MM - Connect (24410),LVT,1VNL
"Shaw Industries, Inc.",208338-003,Shaw Commercial Hard Surfaces Mindset LVT (4124V) 20 mil Heavy Commercial 12in x 24in 2.5 MM - Inquire (24326),LVT,1VNL
"Shaw Industries, Inc.",208338-004,Shaw Commercial Hard Surfaces Mindset LVT (4124V) 20 mil Heavy Commercial 12in x 24in 2.5 MM - Convey (24405),LVT,1VNL
"Forbo Industries, Inc",1000002784,Forbo-Allura Wood-Vinyl Tile Plank-150cm x  28cm-2.2mm-Deep Country Oak (60302),LVP,1VNL
