supplier_name,part_no,part_description,new_commodity_description,new_commodity_group
"Shaw Industries, Inc.",1000014954,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Violet (00965),LVT,1VNL
"Shaw Industries, Inc.",208209-012,Shaw Patcraft Anew (I543V) 20 mil Lvt glue down 7.75in x 48in 5.0mm - Galena (00540),LVT,1VNL
"Shaw Industries, Inc.",1000015763,Patcraft - Meaning Resilient Tile - I446V - Alighn-V1 (00450),Vinyl Tile,1VNL
Mohawk Industries,1000014723,Mohawk Medella Hues (C2062) Healthy Environments Resilient 6ft 7in 2.0 MM - Indigo Mid (H5350),ROLL,1VNL
Mohawk Industries,214270-013,Mohawk Medella Hues (C2062) Healthy Environments Resilient 6' 7in 2.0 MM - Sand Light (H5319),ROLL,1VNL
"Shaw Industries, Inc.",1000016031,Shaw Contract Reside (4381V) 20 mil squared edge 6in x 47in 2.5 MM - Rest (94121),LVT,1VNL
"Shaw Industries, Inc.",192174-021,Shaw Philadelphia In The Grain II (5525V) Luxury Vinyl Tile 20 mil 6in x 48in 2.5 MM - Farro (00684),LVT,1VNL
"Shaw Industries, Inc.",192174-023,Shaw Philadelphia In The Grain II (5525V) Luxury Vinyl Tile 20 mil 6in x 48in 2.5 MM - Ember (05016),LVT,1VNL
J.J. Haines & Company,126732-097,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Humus (51869),VCT,1VNL
"Bentley Mills, Inc.",212757-003,Bentley-Moment (BMMNT)-20 mil glue down plank-9in x 48in-5.0 MM-FORM (801987),LVP,1VNL
"Bentley Mills, Inc.",204868-007,Bentley-Batiste (BBASTO136V)-LVT-18in x 36in-5.0mm-Linen (801846),LVT,1VNL
Engineered Floors LLC,1000017678,"Engineered Floors (J & J ) Legend 18""x36"" (1055) Saga LVT",LVT,1VNL
Tarkett USA Inc,1000020600,Tarkett Event+ Stone 45.72x45.72 2100 Urban Stone Gatehouse,LVT,1VNL
"Forbo Industries, Inc",213009-005,Forbo Flotex Refract Planks Textile Flooring 39.37in x 9.48in 0.200in - Obsidian (137001),LVP,1VNL
Matter Surfaces Inc,1000010104,Bolon Create Woven Vinyl 50cm x 50cm x 3.0mm Tiles - Fabrico (105076),Vinyl Tile,1VNL
J.J. Haines & Company,208360-018,Armstrong Theorem 0.020in Wear Layer LVT w/ Diamond 10 6in x 36in 2.5 MM - Alchemy Zaffre (ST918),LVT,1VNL
"Shaw Industries, Inc.",204197-004,Shaw Patcraft Anew (I542V) 20 mil Lvt glue down 7.75in x 48in 2.5 MM - Slate (00550),LVT,1VNL
Spartan Surfaces,206037-002,Ecore International Strait Fx Vinyl Rubber Backing Fusion 6' 7.0MM - Ash Cloud (6622),ROLL,1VNL
"Shaw Industries, Inc.",192326-027,Shaw Patcraft Timber Grove II (I421V) 20 mil glue down 6in x 48in 2.5 MM - Caribe (00400),VCT,1VNL
MANNINGTON COMMERCIAL,203528-003,Mannington Drift Abstract 30 MIL SQUARE EDGE 6in x 48in 2.5 MM - PAX LUCENT (D211),LVT,1VNL
"Shaw Industries, Inc.",202726-006,Shaw Commercial Resilient Compound 2.5 MM (4074V) Vinyl 24in x 24in 2.5 MM - Base (77504),VCT,1VNL
J.J. Haines & Company,1000011499,Armstrong Duo 18 x 36 2.5mm Specttro Caspian Sand (ST931),Vinyl Tile,1VNL
J.J. Haines & Company,126732-115,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Chocolate (57504),VCT,1VNL
"Yorkshore Sales & Marketing, Inc.",184776-002,American Biltrite Mirra Classic Grey Wood Luxury Vinyl Plank 7 1/4in x 48in .118 - Charcoal Grey (WP-704),LVP,1VNL
"Shaw Industries, Inc.",1000019977,"Shaw Contract In Unison 2.5 4430V	9"" x 36"" 91720 Thatch",LVT,1VNL
"Shaw Industries, Inc.",190084-005,Shaw Commercial Hard Surfaces Unveil (0601V) 30 mil Luxury Vinyl Tile 9in x 36in 3 MM - Weathered (01405),LVT,1VNL
"Shaw Industries, Inc.",1000010167,Shaw Resilient Tile & Plank Inlet II (4372V) 20 mil squared edge 9in x 48in 5.0mm - Spindle (72140),VCT,1VNL
Milliken & Company,198488-001,Milliken tural Loose Lay Pike 28 mil Micro Bevel LVT 9in x 59.72in 5.0mm - DEW (PIK121-204),LVT,1VNL
"Shaw Industries, Inc.",213784-004,Shaw Contract Union (4349V) Heavy Commercial 9in x 48in 20 mil - Concrete Spindle (49140),VCT,1VNL
J.J. Haines & Company,210769-009,Armstrong Coalesce 0.020in Wear Layer LVT w/ Diamond 10 18in x 18in 2.5 MM - NONA TWEED (ST796),LVT,1VNL
Milliken & Company,206969-012,Milliken Local Measure Wilderness (SWDxxx) 12 Mil Flexform ProGuard Gluedown 6in x 48in 2.0 MM - Rosemary (124),VCT,1VNL
J.J. Haines & Company,126732-167,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - GoBlue (57531),VCT,1VNL
J.J. Haines & Company,1000019883,Armstrong Natralis Vinyl Tile (70005) 6 ft. x up to 52.5 ft. x 0.080 in. 1.83 m x up to 16 m x 2 mm - Glacier Bay (70005),VCT,1VNL
Mohawk Industries,214270-005,Mohawk Medella Hues (C2062) Healthy Environments Resilient 6' 7in 2.0 MM - Scarlet (H5334),ROLL,1VNL
"Shaw Industries, Inc.",1000019793,Shaw Industries Commingle 4350V 9x48 50505 Iron,Vinyl Tile,1VNL
"Shaw Industries, Inc.",1000021228,Shaw Philadelphia OBELISK LL 5679V 18 in x 36 in 20 mil 938 Charcoal Soaptone Material,Vinyl Tile,1VNL
"Shaw Industries, Inc.",200603-016,Shaw Hospitality Designs Joy Squared (0993V) Luxury Vinyl Tile 24in x 24in 20 mil - Holiday (93500),LVT,1VNL
"Shaw Industries, Inc.",200603-018,Shaw Hospitality Designs Joy Squared (0993V) Luxury Vinyl Tile 24in x 24in 20 mil - Bicycle (93560),LVT,1VNL
"Shaw Industries, Inc.",204351-001,Shaw Commercial Hard Surfaces Terrain II (4110V) 20 mil glue down 6in x 48in 5.0mm - Shade (00564),VCT,1VNL
Mohawk Industries,1000022536,"Aladdin Commercial Grass Valley 20 12in"" x 24in"" - Warm Gray LVT",Vinyl Tile,1VNL
Milliken & Company,215355-001,Milliken The Magic Hour (HZN HORIZON) 22 Mil FlexForm LVT 25cm x 150cm 5.0mm - EXPOSURE (HZN144),LVT,1VNL
"Shaw Industries, Inc.",176647-014,Shaw Patcraft Highland Forest 6in (I800V) Vinyl Tile Plank 6in x 48in 3/32in - Nutty Brown (20720),LVP,1VNL
Commercial Flooring Distributors,1000021960,Commercial Flooring Distributors Six Degrees Flooring Surfaces Compass 28 Mil Embossed Glue Down 12 x 24 3mm C08 Pittsburgh,Vinyl Tile,1VNL
