supplier_name,part_no,part_description,new_commodity_description,new_commodity_group
"Shaw Industries, Inc.",204351-003,Shaw Commercial Hard Surfaces Terrain II (4110V) 20 mil glue down 6in x 48in 5.0mm - Timber (00572),VCT,1VNL
"Mannington Mills, Inc.",1000004851,Mannington Spacia Wood 7.25in x 48in 2.5MM - Muted Oak (SS5W3312),LVT,1VNL
"Mannington Mills, Inc.",187522-014,Mannington Divergent Strand Bevelled Vinyl Tile 18in x 18in 2.5 MM - Saltgrass (13573),VCT,1VNL
"Mannington Mills, Inc.",187522-002,Mannington Divergent Strand Bevelled Vinyl Tile 18in x 18in 2.5 MM - Sandpiper (13513),VCT,1VNL
"Shaw Industries, Inc.",203696-001,Shaw Commercial Resilient Reside 12 Mil (4094V) Resilient LVT/Plank 5.91in x 47.2in 5/64in - Rest (94121),LVT,1VNL
J.J. Haines & Company,208908-005,Armstrong Parallel USA 12 12 Mil Urethane Plus No Polish No Buff 18in x 18in 2.5 MM - Havana Biscuit Beige (J5161),VCT,1VNL
J.J. Haines & Company,210699-001,Armstrong Duo 20 mil Diamond 10 18in x 36in 2.5 MM - CASPIAN SAND SPETTRO (ST931),VCT,1VNL
J.J. Haines & Company,210449-006,Armstrong Biome Montane 0.020in Wear Layer Diamond 10 LVT 6in x 48in 2.5 MM - ULURU (ST253),LVT,1VNL
"Shaw Industries, Inc.",192174-010,Shaw Philadelphia In The Grain II (5525V) Luxury Vinyl Tile 20 mil 6in x 48in 2.5 MM - Drift (05013),LVT,1VNL
"Interface Americas, Inc.",204968-001,Interface Criterion Classic Wovens (C003) High Performance LVT 50cm x 50cm 22 mil - Flax (C00301),LVT,1VNL
"Shaw Industries, Inc.",213416-015,Shaw Patcraft Mark Making 2.5 (I692V) 20 mil ExoGuard Glue Down 5.96in x 48in 2.5 MM - Loam (00700),VCT,1VNL
"Shaw Industries, Inc.",192174-022,Shaw Philadelphia In The Grain II (5525V) Luxury Vinyl Tile 20 mil 6in x 48in 2.5 MM - Barley (00740),LVT,1VNL
"Shaw Industries, Inc.",1000004696,Shaw Coretec Temporal (705CT) 9in x 72in - Blonde Oak (05026),Vinyl Tile,1VNL
Tarkett USA Inc,1000012368,"Tarkett Event+ Wood 48 ""x 6 "" 3.0 mm DELICATE OAK 11211",LVP,1VNL
Capri Cork LLC dba The Lititz Flooring Company,208615-008,Novalis Innovative Flooring AVA 2DSGN 22 mil Microbevel Register 6in x 48in 2.5 MM - TUSCANY OAK MEDALLION (TO2D009),LVT,1VNL
Milliken & Company,1000004882, Milliken Laterals 22 Mil MicroBevel FlexForm Sound LVT 9in x 59in 5.0mm Sandline (LAT206),LVT,1VNL
"Logistics Solutions, LLC",176705-006,Amtico Spacia Stone Vinyl 18in x 18in 2.5 MM - Ocean Travertine (SS5S3600),VCT,1VNL
"Logistics Solutions, LLC",1000009582,Mannington Spacia Stone 18 x 18 - Bottocino Grey,VCT,1VNL
"Interface Americas, Inc.",195664-007,Interface Level Set Textured Stones (A003) Luxury Vinyl Plank 22 mil 50cm x 50cm 4.5 mm - Medium Concrete (09),LVP,1VNL
"Shaw Industries, Inc.",191531-015,Shaw Commercial Hard Surfaces Terrain II 12 MIL (0453V) LVT 6in x 48in 2.5 MM - Sumac (07004),LVT,1VNL
"Shaw Industries, Inc.",192326-009,Shaw Patcraft Timber Grove II (I421V) 20 mil glue down 6in x 48in 2.5 MM - Sprout (00173),VCT,1VNL
"Shaw Industries, Inc.",174711-001,Shaw Commercial Hard Surfaces Bosk Pro (5402V) Vinyl Tile Plank 4in x 36in 2.5 MM - Limed Oak (00100),LVP,1VNL
