supplier_name,part_no,part_description,new_commodity_description,new_commodity_group
"Mannington Mills, Inc.",184701-084,Mannington BioSpec MD Homogeneous 6' 6in .080in - Midnight (15424),ROLL,1VNL
"Nora System, Inc",1000005523,Interface Meshed 6ft 2.5MM - Bisque ( A03001),ROLL,1VNL
"Nora System, Inc",1000005524,Interface Meshed 6ft 2.5MM - Greige (A03004),ROLL,1VNL
"Shaw Industries, Inc.",216099-001,Shaw Patcraft Sense (I634V) 20 Mil Squared Edge ExoGuard 9in x 36in 2.5 MM - Ease - VI (00100),VCT,1VNL
"Shaw Industries, Inc.",216099-006,Shaw Patcraft Sense (I634V) 20 Mil Squared Edge ExoGuard 9in x 36in 2.5 MM - Esteem - VI (00520),VCT,1VNL
"Shaw Industries, Inc.",216099-004,Shaw Patcraft Sense (I634V) 20 Mil Squared Edge ExoGuard 9in x 36in 2.5 MM - Stride - VI (00400),VCT,1VNL
"Shaw Industries, Inc.",1000009995,Patcraft Energize (I602V) 9in x 36in INTEGRATE-V1 (00400),LVP,1VNL
"Mannington Mills, Inc.",1000009690,"Mannington Mountain View XL 6.57"" x Random - Fawn",Vinyl Tile,1VNL
Mohawk Industries,192778-018,Mohawk Living Local 20 mil glue down 6in x 48in 2.5 MM - Lead (989),VCT,1VNL
Capri Cork LLC dba The Lititz Flooring Company,208615-007,Novalis Innovative Flooring AVA 2DSGN 22 mil Microbevel Register 6in x 48in 2.5 MM - TUSCANY OAK MIST (TO2D002),LVT,1VNL
"Shaw Industries, Inc.",1000009692,Shaw Manhattan 5 x 15.75 in to 70.87 in 1/2 - Hearst (02012),Vinyl Tile,1VNL
"Shaw Industries, Inc.",192392-019,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Alder (07005),VCT,1VNL
Mohawk Industries,208843-005,Mohawk Living Local Terrazzo (C0180) 20 mil glue down LVT 12in x 24in 2.5 MM - Messina (726),LVT,1VNL
"Interface Americas, Inc.",210209-017,Interface tural Woodgrains (A002) 22 mil Commercial Ceramor 25cm x 1m 4.5 mm - Sand Dune (A00208),VCT,1VNL
"Shaw Industries, Inc.",198246-009,Shaw Contract Inlet (0926V) 20 mil commercial LVT w/ fiberglass 9in x 48in 5.0mm - Thatch (26720),LVT,1VNL
"Shaw Industries, Inc.",198246-010,Shaw Contract Inlet (0926V) 20 mil commercial LVT w/ fiberglass 9in x 48in 5.0mm - Brew (26740),LVT,1VNL
Tarkett USA Inc,1000011926,TARKETT ARTIFICE PCAR (10772) (3mm) INTERLACE 12in x 36in,LVT,1VNL
Tarkett USA Inc,1000011928,TARKETT ARTIFICE PCAR (3mm) 12in x36in HONED METAL (10771),LVT,1VNL
"Shaw Industries, Inc.",210641-010,Shaw Residential Resilient Limitless 8mil (333MF) 8 Mil Resilient LVT-Drybac 7in x 48in 2.0 MM - Raconteur (07195),LVT,1VNL
Spartan Surfaces,195101-001,Aspecta Aspecta Shipwright (Aspecta One) 22 mil square edge glue down 7.87in x 48.11in 2.5 MM - Roseway (1329417),LVP,1VNL
"Shaw Industries, Inc.",212821-001,Shaw Contract Downtown (VE167) 8 Mil ArmourBead Square Edge 6in x 48in 2.0 MM - Sweet Auburn (00116),VCT,1VNL
"Shaw Industries, Inc.",192392-030,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Terra (00600),VCT,1VNL
J.J. Haines & Company,190556-098,Armstrong tural Creations ArborArt Diamond 10 Solid/Luxury Vinyl 6in x 36in .125 - TUSTIN NAVALE SMOKY MOUNT (NA228),LVT,1VNL
J.J. Haines & Company,191791-021,Armstrong Crown Texture (Premium Excelon Crown Tex) Vinyl Composition 12in x 12in 3.2 MM - PEARL WHITE (5C803),VCT,1VNL
J.J. Haines & Company,1000016117,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12x12 1/8 - EARTH GREEN (51877),VCT,1VNL
J.J. Haines & Company,1000016601,ARMSTRONG\ARMSTRONG STANDARD EXCELEON IMPERIAL TEXTURE VINYL COMPOSITION\12in x 12in 1/8in\COLOR- SMOKEY BROWN (51868),VCT,1VNL
J.J. Haines & Company,1000016981,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Dutch Delft (51916) 51916 Dutch Delft,VCT,1VNL
"Shaw Industries, Inc.",1000017113,Shaw Commercial Hard Surfaces Terrain II (0454V) 20 mil glue down 6in x 48in 2.5mm - Timber (00572),LVT,1VNL
"Shaw Industries, Inc.",214756-001,Shaw Patcraft Arboretum 12 (VX230) 12 Mil Square Edge Dry Back 5.91in x 47.2in 2.0 MM - White Wash (00100),VCT,1VNL
"Interface Americas, Inc.",189946-012,Interface Textured Woodgrains (A004) High Performance LVT 25cm x 1m 5.0mm - Antique Light Oak (272173),LVT,1VNL
"Shaw Industries, Inc.",203349-004,Shaw Commercial Resilient Cast 2.5 MM (4097V) Resilient LVT/Plank 24in x 24in 3/32in - Composite (98515),LVT,1VNL
"Shaw Industries, Inc.",188910-006,Shaw Philadelphia Mainstreet Organic Structure (5471V) Heterogeneous 72in 2.2 MM - Glacier (08266),ROLL,1VNL
"Shaw Industries, Inc.",196277-003,Shaw Commercial Resilient CUT (0922V) Luxury Resilient Planks 18in x 18in 3/16in - Talc (22174),LVP,1VNL
"Shaw Industries, Inc.",173722-002,Shaw Commercial Hard Surfaces Uncommon Ground 6 (0188V) Undefined 6in x 36in Undefined - Olivewood (02700),LVT,1VNL
"Shaw Industries, Inc.",192174-009,Shaw Philadelphia Luxury Vinyl In The Grain II Luxury Vinyl Tile 20 mil 6in x 48in 2.5 MM,LVT,1VNL
"Shaw Industries, Inc.",192392-016,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Aspen (05019),VCT,1VNL
"Shaw Industries, Inc.",191889-012,Shaw Patcraft Timber Grove II (I420V) 12 Mil Glue Down 6in x 48in 2.5 MM - Inkberry (05016),VCT,1VNL
"Mannington Mills, Inc.",1000019198,"MANNINGTON COMMERCIAL\MANNINGTON SPACIA WOOD\6"" X 36""\COLOR- WINDSOR OAK ASHEN SS5W12372",Vinyl Tile,1VNL
"Yorkshore Sales & Marketing, Inc.",126796-039,American Biltrite Texas Granite Solid/Luxury Vinyl 36in x 36in .125 - Grey/White (VTG35),LVT,1VNL
Capri Cork LLC dba The Lititz Flooring Company,1000016976,AVAflor Novalis AVA SPRK 20 Mil 18 x 18 2.5 mm 2SP043 Monument LVT,LVT,1VNL
Spartan Surfaces,1000019240,SPARTAN SURFACES\COBALT SURFACES\KATANGA\K320-811\LVT\3mm\20 mil\7 x 48\COLOR-CAPETOWN,LVT,1VNL
Commercial Flooring Distributors,149666-044,Toli FasolPlus Vinyl 17.7in x 17.7in .120in - Boulder (2072),VCT,1VNL
"Shaw Industries, Inc.",1000015094,SHAW CONTRACT\4381V RESIDE 20 mil\RESILIENT PLANK\LVT\47in x 6in\20 mil\COLOR-ASSURANCE,LVT,1VNL
"Shaw Industries, Inc.",1000015093,SHAW CONTRACT\4381V RESIDE 20 mil\RESILIENT PLANK/ LVT \47in x 6in\COLOR-SOLACE,LVT,1VNL
Tarkett USA Inc,209430-003,Tarkett Event Heritage Plank 30 Mil Glue Down LVT 6in x 36in 3.05mm - EHP Antique Walnut (GW38),LVT,1VNL
Virginia Tile Company,1000017039,"Virginia Tile La Marca Onyx Nuvolato 24X24 Honed Rectified 24"" x 24""",Vinyl Tile,1VNL
"Shaw Industries, Inc.",1000016061,Shaw/Patcraft/Polychrome I746V/ 9x48/ COLOR: Starboard-V2-00140,Vinyl Tile,1VNL
"Mannington Mills, Inc.",212409-027,Mannington Bend (Amtico Active Lines LVT) 40 Mil Micro-Beveled LVT 18in x 18in 2.5 MM - ZOOM RED (ALB304),LVT,1VNL
"Shaw Industries, Inc.",1000016119,Shaw/Patcraft/Treeline 20MIL/2.5MM/ 7x48/COLOR ELEMENT-V2 00549,Vinyl Tile,1VNL
"Shaw Industries, Inc.",200603-019,Shaw Hospitality Designs Joy Squared (0993V) Luxury Vinyl Tile 24in x 24in 20 mil - Firefly (93595),LVT,1VNL
"Shaw Industries, Inc.",200603-011,Shaw Hospitality Designs Joy Squared (0993V) Luxury Vinyl Tile 24in x 24in 20 mil - Sky (93405),LVT,1VNL
"Shaw Industries, Inc.",203696-003,Shaw Commercial Resilient Reside 12 Mil (4094V) Resilient LVT/Plank 5.91in x 47.2in 5/64in - Inhabit (94155),LVT,1VNL
"Shaw Industries, Inc.",198201-002,Shaw Patcraft Splitwood (I466V) 20 mil glue down LVT 9in x 60in 5.0mm - Misted Bronze (00500),LVT,1VNL
"Shaw Industries, Inc.",1000016029,Patcraft/Longitude/1637V/6x48/COLOR: FAWN-V2 00176,Vinyl Tile,1VNL
"Shaw Industries, Inc.",201340-005,Shaw Patcraft Oxidized (I479V) 20 mil LVT 24in x 24in 5.0mm - Ore (00550),LVT,1VNL
J.J. Haines & Company,205751-007,Armstrong Parallel USA 12 12 Mil Urethane Plus No Polish No Buff 6in x 48in 2.5 MM - Cottonwood Springs Sunset (J5125),VCT,1VNL
J.J. Haines & Company,205750-011,Armstrong Parallel USA 20 20 MIl Urethane Plus/No polish-No Buff 6in x 48in 2.5 MM - Brushed Essence Enchanted (J5255),VCT,1VNL
"Logistics Solutions, LLC",184701-020,Mannington BioSpec MD Homogeneous 6' 6in .080in - Cherrywood (15357),ROLL,1VNL
"Logistics Solutions, LLC",205687-002,Mannington Wellspring (Bloom Collection) 0.020in Heterogeneous Sheet 6' 2.03 MM - Renewal (B301),ROLL,1VNL
"Logistics Solutions, LLC",201245-010,Mannington Paradigm II Streamline .020in wear layer Heterogeneous sheet 6' .080in - VANGUARD (PD219),ROLL,1VNL
"Logistics Solutions, LLC",1000012598,"Mannington\Select\MSC152 Princeton Cherry Colonial\5""x48""",Vinyl Tile,1VNL
"Cain & Bultman, Inc.",39353,"TARKETT\IQ EMINENT\0883 SAND\6'6""",ROLL,1VNL
J.J. Haines & Company,1000014902,ARMSTRONG COMMERCIAL\MEDINTONE HOM LINE\SHEET VINYL (6.5ft X UP TO 65.6ft X 0.080in)\COLOR-CALMING GRAY: H2006,ROLL,1VNL
Milliken & Company,210532-003,Milliken Lumenology Reflective 22 mil square edge 9.84in x 39.37in 5.0mm - REVERSE (LRF154),VCT,1VNL
"Urban Surfaces, Inc.",1000020728,"URBAN SURFACES\LVP\INSTAGRIP 28\5mm/28mil\9"" x 48""\WOODS COVE (#1006",LVP,1VNL
"Urban Surfaces, Inc.",1000020731,"URBAN SURFACES\LVP\SOUND TECH\12"" X 24""\ASTELLA (#9608)",LVP,1VNL
"Logistics Solutions, LLC",190526-004,Mannington Entwined Suber Heterogeneous 6' .080in - DUN (ETW450),ROLL,1VNL
"Shaw Industries, Inc.",196717-014,Shaw Patcraft CMYK (I426V) 20 mil Glue Down ExoGuard 12in x 24in 2.5 MM - Smoke (00530),VCT,1VNL
"Shaw Industries, Inc.",196717-011,Shaw Patcraft CMYK (I426V) 20 mil Glue Down ExoGuard 12in x 24in 2.5 MM - Solstice (00480),VCT,1VNL
"Shaw Industries, Inc.",196717-008,Shaw Patcraft CMYK (I426V) 20 mil Glue Down ExoGuard 12in x 24in 2.5 MM - Peacock (00370),VCT,1VNL
"Shaw Industries, Inc.",192170-018,Shaw Philadelphia In The Grain II (5524V) 12 Mil Dryback 6in x 48in 2.5 MM - Ember (05016),VCT,1VNL
J.J. Haines & Company,1000020087,AHF CONTRACT\CONCEPTS OF LANDSCAPE\COLOR- DAWN (GRAY)\78.74 in HETEROGENEOUS SHEET\#1HE2M005\78.74in W X 68.57 FT LONG X 2.0 mm THICK,VCT,1VNL
Capri Cork LLC dba The Lititz Flooring Company,1000020846,"AVA\MRGE\LVT\GLUE DOWN\9.84"" X 39.37""\2.5mm 22mil\COLOR- ERIE (DI001)",LVT,1VNL
Capri Cork LLC dba The Lititz Flooring Company,1000020483,"AVA\2DSGN\STRAIGHT EDGE\6"" x 48""\COLOR- PENINSULA OAK SUMMIT (PO2D001)",Vinyl Tile,1VNL
Mohawk Industries,183160-005,Mohawk Bolder (SF) Luxury Vinyl Tile 36in x 36in 5.0mm - Pebble (925),LVT,1VNL
Capri Cork LLC dba The Lititz Flooring Company,1000019260,"AVA\RYME\LVT\9"" X 48""\COLOR- PENINSULA OAK CANYON\P02D002L",LVT,1VNL
Capri Cork LLC dba The Lititz Flooring Company,1000019251,"AVA\RYME\LVT\ALPINE OAK KHAKI\AO2D005L\9"" X 48""",LVT,1VNL
Tarkett USA Inc,1000020501,"Tarkett Event Stone, Urban stone, Color: Gatehouse (2100) 18""X 18""",LVT,1VNL
