supplier_name,part_no,part_description,new_commodity_description,new_commodity_group
"Forbo Industries, Inc",154055-032,Forbo Marmoleum Composition Tile (MCT) 13in x 13in 2.0 MM - Graphite (MCT-3048),VCT,1VNL
"Mannington Mills, Inc.",1000017573,Mannington Uninterrupted Stone 12in x 24in 4MM - Coastal Dune (UN300),Vinyl Tile,1VNL
"Logistics Solutions, LLC",184701-025,Mannington BioSpec MD Homogeneous 6' 6in .080in - Golden Oak (15363),ROLL,1VNL
"Logistics Solutions, LLC",184701-008,Mannington BioSpec MD Homogeneous 6' 6in .080in - Balsa (15359),ROLL,1VNL
CGA Enterprise Inc,1000008187,"Swiss Krono Grand Selection Origin 9.6"" x 80"" - Moon (D4498)",Vinyl Tile,1VNL
"Mannington Mills, Inc.",184701-006,Mannington BioSpec MD Homogeneous 6' 6in .080in - Toasted Sesame (15333),ROLL,1VNL
Mohawk Industries,191562-010,Mohawk Hot & Heavy Grown Up (C0075) Loose Lay 9in x 59in 5.0mm - Cole (958),LVT,1VNL
Milliken & Company,198488-003,Milliken tural Loose Lay Pike 28 mil Micro Bevel LVT 9in x 59.72in 5.0mm - CLOUD (PIK144),LVT,1VNL
Adleta Corporation,126732-029,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Pomegranate Red (51814),VCT,1VNL
Adleta Corporation,126732-106,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Serene Blue (51882),VCT,1VNL
Milliken & Company,214384-001,Milliken Horizon (The Magic Hour) 22 Mil Flexform Straight Edge LVT 25cm x 150cm 5.0mm - INDIRECT (HZN208),LVT,1VNL
"Shaw Industries, Inc.",214918-001,Shaw Contract Commingle (4350V) 20 mil squared edge 9in x 48in 5.0mm - Concrete (50105),VCT,1VNL
"Shaw Industries, Inc.",1000014134,"Shaw Dialogue 4142V 24""x24"" 5mm - 20 mil 42100 Converse Vinyl Tile",VCT,1VNL
Chilewich Sultan LLC,1000017095,"CHILEWICH Boucle w/ BioFelt Backing 6"" x 36"" BioFelt: 0.19'' Sterling Vinyl Tile",VCT,1VNL
Chilewich Sultan LLC,1000017093,"CHILEWICH Speckle w/ BioFelt Backing 6"" x 36"" BioFelt: 0.20'' Onyx Vinyl Tile",VCT,1VNL
"Shaw Industries, Inc.",207209-007,Spectra Contract Flooring Roam (4126V) Resilient LVT/Plank 6in x 48in 3/32in - Summit (05012),LVT,1VNL
Milliken & Company,1000009254,"Milliken Vinyl Tile - Local Measure Wilderness 2.5 mm thick with a 22 mil ware layer Color: (MWD218 Chervil) Size: (6"" x 48"")",VCT,1VNL
