supplier_name,part_no,part_description,new_commodity_description,new_commodity_group
Spartan Surfaces,1000034652,Kahrs Zero Sheet 4ft 9in 2MM - Pearl (5701),ROLL,1VNL
"Shaw Industries, Inc.",205264-005,Shaw Patcraft Homegrain 12 (I490V) Luxury Vinyl Plank 6in x 48in 12 MM - Study (00550),LVP,1VNL
"Shaw Industries, Inc.",205264-007,Shaw Patcraft Homegrain 12 (I490V) Luxury Vinyl Plank 6in x 48in 12 MM - Cellar (00585),LVP,1VNL
Mohawk Industries,1000034760,Mohawk Ephemeral II (C2056) 6ft 6in 2.0MM - Relaxation (969),ROLL,1VNL
Readers Wholesale,211021-005,Tarkett VCT II Flecks Phthalate-Free Vinyl 12in x 12in .125 - Ginger Spice WB (325),VCT,1VNL
"Shaw Industries, Inc.",205264-010,Shaw Patcraft Homegrain 12 (I490V) Luxury Vinyl Plank 6in x 48in 12 MM - Parlor (00730),LVP,1VNL
"Shaw Industries, Inc.",203696-008,Shaw Commercial Resilient Reside 12 Mil (4094V) Resilient LVT/Plank 5.91in x 47.2in 5/64in - Solace (94700),LVT,1VNL
Readers Wholesale,1000036482,Armstrong Terra (5T556) 18 X 36 - Grigo,LVT,1VNL
"Shaw Industries, Inc.",181172-019,Shaw Commercial Hard Surfaces Grain (0364V) Luxury Vinyl Tile 7.28in x 47.72in 4 mm - Chickory (64752),LVP,1VNL
Karndean International LLC,196237-005,Karndean K-Trade 12 Mil Glue Down 7in x 48in 2.0 MM - NAPLES (PVP123),VCT,1VNL
Mohawk Industries,212478-001,Mohawk Rendered Flax (C0192) 20 mil glue down M-Force Ultra 6in x 48in 4.5 mm - Crisp (127),VCT,1VNL
Mohawk Industries,200718-010,Mohawk Vivid Step Wood (CR705) 12 Mil Bevelled Edge 6in x 48in 2.0 MM - DEEP GRIS (W979),LVT,1VNL
Tarkett USA Inc,1000036165,Tarkett True to Form Melded Concrete 18 X 18 - PCMC Worn Terrain (4657),LVT,1VNL
"Interface Americas, Inc.",192103-011,Interface Level Set tural Woodgrains (A002) Luxury Vinyl Plank 22 mil 25cm x 1m 4.5 mm - Washed Maple (A00211),LVP,1VNL
Mateflex,195882-000,Mateflex ProGym Plank Interlocking Modular LVT 4.15in x 36.15in 1/2in - To Be Selected (TBS),LVT,1VNL
Mohawk Industries,1000037686,Mohawk Secoya 5.0 (C2104) 9.84in x 59.60in 5.0MM - Rustic Oak (939),LVP,1VNL
Readers Wholesale,126732-173,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Shoreline (57539),VCT,1VNL
"Bentley Mills, Inc.",209784-002,Bentley Moment (BMMNT) 20 mil Free Lay 9in x 48in 5.0mm - MINIMALIST (801986),LVP,1VNL
Karndean International LLC,1000019199,Karndean LooseLay Longboard Plank 10in x 59in 4.5 mm - Wheat Oak (LLP355),LVP,1VNL
Readers Wholesale,1000034565,Tarkett Melodia Premium 2 X 23m - Light Pure Grey (0963),ROLL,1VNL
Karndean International LLC,196237-008,Karndean K-Trade 12 Mil Glue Down 7in x 48in 2.0 MM - LEVANZO (PVP150),VCT,1VNL
"Mannington Mills, Inc.",1000039852,Mannington Natural Optimist 7.25x48 4 mm - Gemma Spun Gold(NAT303),LVT,1VNL
"Altro USA, Inc.",143669-021,Altro Floors-Walkway 20 (VM20)-Slip Resistant-6' 7in-.080in-Dolphin (VM2010),ROLL,1VNL
"Altro USA, Inc.",210570-006,Altro Floors-Cantata-R10 Sheet Vinyl-6' 7in-2.4 MM-TRUE GRIT (WR391),ROLL,1VNL
"BPI-Building Plastics, Inc",1000038141,AHF Contract Iliad 12in x 12in x 1/8in - Crystal Gray (CR008),VCT,1VNL
Readers Wholesale,211021-007,Tarkett VCT II Flecks Phthalate-Free Vinyl 12in x 12in .125 - Starry Night CG (323),VCT,1VNL
"Shaw Industries, Inc.",203696-011,Shaw Commercial Resilient Reside 12 Mil (4094V) Resilient LVT/Plank 5.91in x 47.2in 5/64in - Retreat (94740),LVT,1VNL
"Mannington Mills, Inc.",184701-079,Mannington BioSpec MD Homogeneous 6' 6in .080in - Salt (15421),ROLL,1VNL
Readers Wholesale,191791-006,Armstrong Crown Texture (Premium Excelon Crown Tex) Vinyl Composition 12in x 12in 3.2 MM - COOL WHITE (5C899),VCT,1VNL
Tarkett USA Inc,1000039774,Tarkett Event+ Wood Crafted Plank (PECF) 6in x 48in 3.0MM - Genuine (11208),LVP,1VNL
Readers Wholesale,1000041483,Armstrong Unify 18in x 18in 2.5MM - Ekelund (J7204),LVT,1VNL
Readers Wholesale,205037-006,Tarkett IQ Optima Homogeneous 6' 6in .080in - Beluga (0886),ROLL,1VNL
Readers Wholesale,211021-002,Tarkett VCT II Flecks Phthalate-Free Vinyl 12in x 12in .125 - Dunes CB (326),VCT,1VNL
Mohawk Industries,1000041527,Mohawk Chromascope (C0159) 12in x 24in 2.5MM - Dire Wolf (960),LVP,1VNL
Karndean International LLC,202303-004,Karndean Art Select Wood Plank 30 mil LVP 9in x 56in 3 MM - Salvaged Chestnut (EW22),LVP,1VNL
Mohawk Industries,1000037516,Mohawk Hot and Heavy Secoya 9 X 59 - Oakbark (833),LVT,1VNL
"Shaw Industries, Inc.",203476-023,Shaw Patcraft Timber Grove II (I559V) 20 mil Glue Down ExoGuard 6in x 48in 5.0mm - Mandarin (00600),LVP,1VNL
"Shaw Industries, Inc.",203476-029,Shaw Patcraft Timber Grove II (I559V) 20 mil Glue Down ExoGuard 6in x 48in 5.0mm - Cactus (00350),LVP,1VNL
Spartan Surfaces,213345-005,Aspecta-Aspecta Contours Versailles (68167xxX)-22 Mil Micro-Bevel In-Register-12.01in x 55.43in-8.0 MM-SOLEIL (26),LVP,1VNL
"Interface Americas, Inc.",195664-008,Interface Level Set Textured Stones (A003) Luxury Vinyl Plank 22 mil 50cm x 50cm 4.5 mm - Dark Concrete (10),LVP,1VNL
"Interface Americas, Inc.",195664-009,Interface Level Set Textured Stones (A003) Luxury Vinyl Plank 22 mil 50cm x 50cm 4.5 mm - Light Concrete (08),LVP,1VNL
Readers Wholesale,1000042026,Tarkett InStudio 6in x 48in 2.5MM - Castle Oak Cinder,LVP,1VNL
"Shaw Industries, Inc.",1000037328,Shaw Commercial Hard Surfaces Innate Stria Tile (4367V) Squared Edge Dry Back ExoGuard 16in x 34in 2.5 MM - Essential (67516),LVP,1VNL
Mohawk Industries,214722-008,Mohawk Medella Fleck (C2061) Healthy Environments Resilient 6' 7in 2.0 MM - Sky (84880),ROLL,1VNL
"Interface Americas, Inc.",204899-007,Interface Brushed Lines (A016) 22 mil Luxury Vinyl Plank 25cm x 1m 4.5 mm - Mousse (11),LVP,1VNL
Mohawk Industries,181535-006,Mohawk Hot and Heavy Secoya (C0009) 20 Mil Floating LVT 9in x 59in 5.0mm - Picton Park (872),LVT,1VNL
Tarkett USA Inc,188968-001,Centiva Event Series Classic Plank (ECK) Square Edge (SE) tural Grain (NG) 6in x 36in 3 MM - American Cherry (3305),LVT,1VNL
"Mannington Mills, Inc.",1000004719,Mannington Realities III Maple Creek 6' .080 Sycamore (5696R),ROLL,1VNL
"Mannington Mills, Inc.",189621-052,Mannington Spacia Wood (Xtra) Beveled Edge 7 1/4in x 48in 2.5 MM - Sash Oak (SS5W3032),LVT,1VNL
Mohawk Industries,214270-001,Mohawk Medella Hues (C2062) Healthy Environments Resilient 6' 7in 2.0 MM - Natural White (H5311),ROLL,1VNL
"Shaw Industries, Inc.",176647-013,Shaw Patcraft Highland Forest 6in (I800V) Vinyl Tile Plank 6in x 48in 3/32in - Sandy Oak (20230),LVP,1VNL
"Shaw Industries, Inc.",176647-024,Shaw Patcraft Highland Forest 6in (I800V) Vinyl Tile Plank 6in x 48in 3/32in - Walnut (20700),LVP,1VNL
Commercial Flooring Distributors,191770-023,Six Degrees Flooring Surfaces Standard Vinyl Compass 28 Mil Embossed Glue Down 6in x 48in 3 MM,VCT,1VNL
Tarkett USA Inc,188968-003,Centiva Event Series Classic Plank (ECK) Square Edge (SE) tural Grain (NG) 6in x 36in 3 MM - European Cherry (3307),LVT,1VNL
Tarkett USA Inc,203907-017,Tarkett Color Beam 32 mil Square Edge (SE) 18in x 18in 3 MM - SOBA (C123),LVT,1VNL
"Logistics Solutions, LLC",184701-078,Mannington BioSpec MD Homogeneous 6' 6in .080in - Fawn (15419),ROLL,1VNL
J.J. Haines & Company,1000006685,Armstrong Medintone (h2031) 6'5 2.0mm Jasmine Bloom,ROLL,1VNL
"Yorkshore Sales & Marketing, Inc.",126796-034,American Biltrite Texas Granite Solid/Luxury Vinyl 36in x 36in .125 - SKY BLUE (VTG193),LVT,1VNL
Spartan Surfaces,1000003132,Kahrs-Quartz Mosaic-12in x 12in-.080in-Nude Limestone (8322),LVT,1VNL
Spartan Surfaces,1000003455,Polyflor Polyflor 2000 PUR Homogeneous/Marbleised 6' 6in 2.0 MM - Shadow (8150),ROLL,1VNL
"Shaw Industries, Inc.",173722-004,Shaw Commercial Hard Surfaces Uncommon Ground 6 (0188V) Undefined 6in x 36in Undefined - Driftwood (02150),LVT,1VNL
"Shaw Industries, Inc.",215051-002,Shaw Contract Reside (4381V) 20 mil squared edge 6in x 47in 2.5 MM - Hearth (94140),VCT,1VNL
"Shaw Industries, Inc.",173722-012,Shaw Commercial Hard Surfaces Uncommon Ground 6 (0188V) Undefined 6in x 36in Undefined - Teak Green (02544),LVT,1VNL
"Gerflor USA, Inc.",1000003251,Gerflor Contract Flooring-Creation 70-LVP-7.25in x 48in-2.5 MM-MIDWEST (0538),LVP,1VNL
"Gerflor USA, Inc.",214911-008,Gerflor Contract Flooring Mipolam Symbioz Homogeneous Construction 6' 6in 2.0 MM - Pebble (6039),ROLL,1VNL
"Gerflor USA, Inc.",1000003252,Gerflor Contract Flooring-Taralay Impression Compact Wood-Compact Heterogeneous-6' 6in-25ml-Habana 3D Vinales (1070),ROLL,1VNL
"Gerflor USA, Inc.",214911-013,Gerflor Contract Flooring Mipolam Symbioz Homogeneous Construction 6' 6in 2.0 MM - Lagoon (6037),ROLL,1VNL
"Gerflor USA, Inc.",214911-023,Gerflor Contract Flooring Mipolam Symbioz Homogeneous Construction 6' 6in 2.0 MM - Blue Sky (6006),ROLL,1VNL
"Mannington Mills, Inc.",214915-011,Mannington Spacia Wood 20 mil Micro-bevel Quantum Guard Elite 6in x 36in 2.5 MM - American Walnut Coco (SS5W12126),VCT,1VNL
"Yorkshore Sales & Marketing, Inc.",126796-021,American Biltrite Texas Granite Solid/Luxury Vinyl 36in x 36in .125 - GREY (VTG137),LVT,1VNL
"Mannington Mills, Inc.",1000007318,Mannington Luxury Vinyl Tile 18in x 18in Custom Morgan Stanley - Steel Grey (MSCF50023),LVT,1VNL
"Shaw Industries, Inc.",198246-005,Shaw Contract Inlet (0926V) 20 mil commercial LVT w/ fiberglass 9in x 48in 5.0mm - Shade (26506),LVT,1VNL
"Shaw Industries, Inc.",198134-002,Shaw Contract Inte (0895V) Resilient LVT/Plank 13.19in x 26.38in 3/16in - Natural (95110),LVT,1VNL
"Shaw Industries, Inc.",1000009734,Shaw Contract Crossing Paths (4431V) 20 mil square edge 18in x 18in 2.5 MM -  Smoky Oak (91516),VCT,1VNL
"Forbo Industries, Inc",1000009153,Forbo Flotex Frameweave Plank Design 39.37in x 9.48in 5.0mm - Carpi (142006),LVP,1VNL
"Mannington Mills, Inc.",189621-041,Mannington Spacia Wood (Xtra) Beveled Edge 7 1/4in x 48in 2.5 MM - Warm Cherry (SS5W2506),LVT,1VNL
"Mannington Mills, Inc.",191255-035,Mannington Adura Max Micro-bevel LockSolid 6in x 48in 8.0 MM - Swiss Oak Almond (MAX740),LVT,1VNL
"Mannington Mills, Inc.",210833-020,Mannington BioSpec Armor Homogeneous Sheet 6' 6in .100in - PORTOBELLO (OR112),ROLL,1VNL
"Mannington Mills, Inc.",213524-001,Mannington ADURAMax Parisian Oak 20 Mil Painted-bevel HydroLoc 7in x 48in 8.0 MM - MERINGUE (MXP720),VCT,1VNL
"Mannington Mills, Inc.",184701-027,Mannington BioSpec MD Homogeneous 6' 6in .080in - New Mineral Gray (15365),ROLL,1VNL
"Mannington Mills, Inc.",203527-006,Mannington Drift Abstract 30 mil Micro-Beveled 6in x 48in 2.5 MM - PAX STERLING (D210),LVT,1VNL
"Mannington Mills, Inc.",1000013705,Mannington ADURAMax 7x48 8.00 MM Meringue MAX720,Vinyl Tile,1VNL
"Mannington Mills, Inc.",150811-022,Amtico Spacia Solid/Luxury Vinyl 7 1/4in x 48in Undefined - Nordic Oak (SS5W2550),LVT,1VNL
