supplier_name,part_no,part_description,new_commodity_description,new_commodity_group
Readers Wholesale,1000030768,Provident Flooring Solutions Urban Plank 6 mil Square Edge 7in x 48in 2.0 MM - Woodbine (PR7884LP),LVP,1VNL
Tarkett USA Inc,194237-018,Centiva Event Series Crafted Plank ECF (ECF) 30 mil Standard Square Edge (SE) 6in x 48in 3 MM - Atlantic Walnut (PECF 11217),LVP,1VNL
Chilewich Sultan LLC,1000002974,Chilewich-Ikat Biofelt-LVP-6in x 36in-White Silver,LVP,1VNL
"Shaw Industries, Inc.",1000025223,Shaw Contract Function 5.0 4388V 18in x 18in 5mm LVT - Transition (86501),Vinyl Tile,1VNL
"Interface Americas, Inc.",1000031594,Interface Native Fabric 3.0mm (C015) 50 cm x 50 cm - Linen (C01502),LVT,1VNL
"BPI-Building Plastics, Inc",1000031795,Bruce Liberty Forge 6x36 20 Mil - Lincoln Cabin,LVT,1VNL
Readers Wholesale,203020-016,Tarkett iD Latitude Abstract 20 mil Techtonic Plank 6in x 36in 3 MM  Greige 5103,LVP,1VNL
"Shaw Industries, Inc.",1000017953,"Shaw Patcraft Acacia Plank (I456V) 5.96"" x 48"" Resilient LVT/Plank Gluedown -Shady Grove (05012)",LVT,1VNL
Readers Wholesale,211021-013,Tarkett VCT II Flecks Phthalate-Free Vinyl 12in x 12in .125 - Desert Storm CB (573),VCT,1VNL
"Shaw Industries, Inc.",191889-010,Shaw Patcraft Timber Grove II (I420V) 12 Mil Glue Down 6in x 48in 2.5 MM - Shady Grove (05012),VCT,1VNL
Readers Wholesale,1000030968,Armstrong Parallel USA 12 18in x 18in 2.5MM - Havana Biscuit Beige (J5161),LVT,1VNL
"Shaw Industries, Inc.",206319-004,Shaw Commercial Resilient Cover (4140V) 20 mil Micro-Bevel Edge 7in x 48in 4 mm - Maintain (01040),LVP,1VNL
"Shaw Industries, Inc.",202150-003,Shaw Hospitality Designs Soundscape (4063V) 20 mil w/ acoustic backing 6in x 48in 5.0mm - Silk (63121),VCT,1VNL
"Shaw Industries, Inc.",213850-003,Shaw Contract-Inlet II-Luxury Plank-9in x 48in-5.0mm-Path (72121),LVP,1VNL
Readers Wholesale,208360-012,Armstrong Theorem 0.020in Wear Layer LVT w/ Diamond 10 6in x 36in 2.5 MM - Alchemy Pyrite (ST924),LVT,1VNL
Spartan Surfaces,196703-003,Teknoflor Forestscapes Modern HPD (Modern Collection) 20 Mil TekDefend 6' 2.3 MM - Tawny (88071),ROLL,1VNL
"Shaw Industries, Inc.",181172-001,Shaw Commercial Hard Surfaces Grain (0364V) Luxury Vinyl Tile 7.28in x 47.72in 4 mm - Cocoa (64103),LVT,1VNL
