supplier_name,part_no,part_description,new_commodity_description,new_commodity_group
"Shaw Industries, Inc.",205916-011,Shaw Commercial Resilient Abide (4107V) Heavy Commercial 7in x 48in 20 mil - Brushed Suede Oak (07700),VCT,1VNL
"Shaw Industries, Inc.",202726-001,Shaw Commercial Resilient Compound 2.5 MM (4074V) Vinyl 24in x 24in 2.5 MM - Relief (77111),VCT,1VNL
"Interface Americas, Inc.",191893-017,Interface tural Woodgrains (A002) Luxury Vinyl Plank 22 mil 25cm x 1m 4.5 mm - Sand Dune (A00208),LVP,1VNL
William M. Bird,1000009646,"AHF Contract Mixed And Variegated 78.74"" W x 68.57' L (2.0 MM) Dream Escape Sheet Vinyl",ROLL,1VNL
William M. Bird,1000009638,Beauflor Metro Plus 12' -55 Labyrinth Storm Sheet Vinyl,ROLL,1VNL
Chilewich Sultan LLC,1000008825,"Chilewich Boucle Black White Tile Biofelt Base 18""x18"" .13"" Black/White Tile",Vinyl Tile,1VNL
"Mannington Mills, Inc.",184701-043,Mannington BioSpec MD Homogeneous 6' 6in .080in - Otter Brown (15386),ROLL,1VNL
"Mannington Mills, Inc.",184701-035,Mannington BioSpec MD Homogeneous 6' 6in .080in - Blue Ridge (15376),ROLL,1VNL
"Mannington Mills, Inc.",212056-008,Mannington Color Anchor Prism Quantum Guard Elite Homogeneous Sheet 6' 6in 2.03 MM - Snow Pea (15436),ROLL,1VNL
"Mannington Mills, Inc.",180171-003,Mannington Spacia Abstract Luxury Vinyl Tile 18in x 18in 2.5 MM - Satin Weave (SS5A3805),LVT,1VNL
Milliken & Company,203529-001,Milliken Change Agent Relic 22 mil FlexForm Micro Bevel LVT 25cm x 1m 5.0mm - HEIRLOOM (REL6),LVT,1VNL
Tiles & Textiles,215961-001,Boss Flooring Cosmopolitan (COSxx7X20M) 20 mil Lamited Vinyl 7in x 48in 2.0 MM - DUBAI (DU),VCT,1VNL
Tiles & Textiles,1000004842,"Boss Titan TTSTN242427M Stone LVT 24""x24""",LVT,1VNL
Fishman Flooring Solutions,1000009834,"Powerhold Natchez P302-20 2.5mm 6""x48"" - 84311 stonehenge P302 LVT",LVT,1VNL
TAJ Flooring Inc,1000009033,TAJ Flooring-Wavelength 12in x 24in-5.0mm-FLANNEL (TAJ-6522C),Vinyl Tile,1VNL
"Interface Americas, Inc.",192103-004,Interface Level Set tural Woodgrains (A002) Luxury Vinyl Plank 22 mil 25cm x 1m 4.5 mm - Beech (A00204),LVP,1VNL
"Interface Americas, Inc.",204899-006,Interface Brushed Lines (A016) 22 mil Luxury Vinyl Plank 25cm x 1m 4.5 mm - Paraffin (09),LVP,1VNL
"Interface Americas, Inc.",210668-013,Interface Aries (A018xx) 22 mil High Performance LVT 50cm x 50cm 4.5 mm - Pebble (13),LVT,1VNL
Trinity Tile,1000012231,"TRINITY TILE CHESTNUT HILL PLUS 7""x 48"" 5.2 mm WELLESLEY	SPC CLICK PLANKS",LVP,1VNL
Stanley Stephens Co Inc,1000008773,"Stanley Stephens Co. Inc. Altro Xpresslay Fog/XL122153 Sheet Vinyl 6'7""x65.5",ROLL,1VNL
Stanley Stephens Co Inc,194704-000,Altro Floors Operetta .7mm wear layer vinyl sheet 6' 7in 2.0 MM - To Be Selected (TBS),ROLL,1VNL
"Mannington Mills, Inc.",208531-041,Mannington Spacia Wood 20 Mil Microbeveled 7 1/4in x 48in 2.5 MM - Warm Cherry (SS5W2506),VCT,1VNL
Tiles & Textiles,181566-001,Boss Flooring Miller (MLRWC6x20m) Luxury Vinyl Tile 6in x 36in 20 mil - Weathered Cypress (Weathered Cypress),LVT,1VNL
Tarkett USA Inc,199636-004,Tarkett Woodlot 20 Mil Standard Square Edge 7.25in x 48in 4.5 mm - Pale Cypress (2325),VCT,1VNL
"Mannington Mills, Inc.",201245-009,Mannington Paradigm II Streamline .020in wear layer Heterogeneous sheet 6' .080in - PURPOSE (PD216),ROLL,1VNL
Tiles & Textiles,215961-005,Boss Flooring Cosmopolitan (COSxx7X20M) 20 mil Lamited Vinyl 7in x 48in 2.0 MM - VANCOUVER (VA),VCT,1VNL
Tiles & Textiles,188042-004,Boss Flooring Command Lamited Vinyl 6in x 36in 2.0 MM - MILLER WEATHERED CYPRESS (MLRWC6X20M),VCT,1VNL
Engineered Floors LLC,211817-003,Engineered Floors Ozark 2 (L2012) Luxury Vinyl Plank Gluedown 7in x 48in 2.0 MM - Key Largo (4006),LVP,1VNL
"Interface Americas, Inc.",189946-006,Interface Textured Woodgrains (A004) High Performance LVT 25cm x 1m 5.0mm - Ash Walnut (249173),LVT,1VNL
"Interface Americas, Inc.",195433-004,Interface Studio Set (A007xx) 22 mil vinyl plank 25cm x 1m 4.5 mm - Espresso (04),LVP,1VNL
"Interface Americas, Inc.",214358-003,Interface Fresco Valley Collection Ridge (A023) High Performance LVT 50cm x 50cm 22 mil - Agate (A02304),LVT,1VNL
"Interface Americas, Inc.",1000013742,Interface Shantung (A027) 25cm x 1m (4.5mm) Dahlia (A02706),Vinyl Tile,1VNL
"Interface Americas, Inc.",191116-025,Interface Level Set Textured Woodgrains (A004) Luxury Vinyl Plank 22 mil 25cm x 1m 4.5 mm - Rustic Hickory (A00422),LVP,1VNL
Mohawk Industries,194944-016,Mohawk Matuto Plus Resilient 12in x 24in 20 mil - Grey Granite (959),VCT,1VNL
Mohawk Industries,209976-003,Mohawk Reforestation (C0188) 20 mil glue down 9.25in x 59in 4.5 mm - Turner (889),VCT,1VNL
Shannon Specialty Floors,195087-006,Shannon Specialty Floors Tuf Stuf T3 Textures 23 Mil Luxury Vinyl Tile 18in x 18in 3 MM - Estate (TS3522),LVT,1VNL
Tarkett USA Inc,1000013477,Tarkett event + wood 6 x 48 3mm veranda 11214,Vinyl Tile,1VNL
"Interface Americas, Inc.",215731-004,Interface Cactus Makes Perfect (A021xxx) 22 mil Ceramor Finish 25cm x 1m 4.5 mm - Fossil (103),VCT,1VNL
Fishman Flooring Solutions,203069-003,Tarkett iD Latitude Stone & Concrete 20 Mil Techtonic LVT 18in x 18in 3 MM - Charcoal (3519),LVT,1VNL
Fishman Flooring Solutions,211021-041,Tarkett VCT II Flecks Phthalate-Free Vinyl 12in x 12in .125 - Cloudy (572),VCT,1VNL
J.J. Haines & Company,126732-158,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Bay Blue (57541),VCT,1VNL
Tilebar LLC,1000004133,TileBar Optoro LVT 12in x24in 28mil Chauny Marble Medium Gray,LVT,1VNL
"Interface Americas, Inc.",191116-002,Interface Level Set Textured Woodgrains (A004) Luxury Vinyl Plank 22 mil 25cm x 1m 4.5 mm - Distressed Cashew (A00402),LVP,1VNL
"Interface Americas, Inc.",191116-016,Interface Level Set Textured Woodgrains (A004) Luxury Vinyl Plank 22 mil 25cm x 1m 4.5 mm - Rustic Ash (A00423),LVP,1VNL
"Interface Americas, Inc.",201796-006,Interface Steady Stride Woodgrains (B001xx) 20 Mil Luxury Vinyl Plank 12.5 cm x 1 m 3 MM - Blonde (B00106),LVP,1VNL
"Mannington Mills, Inc.",1000012510,"Mannington Uninterrupted Wood UN202 7.25""x48"" 4mm Silvered Oak 202 Glue Down LVT",LVT,1VNL
Engineered Floors LLC,1000012344,"Engineered Floors New Standard ll RR004 Beachcomber 4011 6""x48""",Vinyl Tile,1VNL
