supplier_name,part_no,part_description,new_commodity_description,new_commodity_group
"Shaw Industries, Inc.",194663-007,Shaw Patcraft-Withdraw (I418V)-20 mil glue down-11.81in x 23.62in-5.0mm-Gray Brown (00740),LVT,1VNL
"Shaw Industries, Inc.",194439-002,Shaw Commercial Hard Surfaces Terrain II 30 M (0892V) 30 mil glue down 6in x 48in 3 MM - Root (00568),LVT,1VNL
"Shaw Industries, Inc.",192174-004,Shaw Philadelphia In The Grain II (5525V) Luxury Vinyl Tile 20 mil 6in x 48in 2.5 MM - Freekeh (00564),LVP,1VNL
"Shaw Industries, Inc.",215419-003,Shaw Resilient Tile & Plank Inlet II (4372V) 20 mil squared edge 9in x 48in 5.0mm - Thatch (72720),VCT,1VNL
"Shaw Industries, Inc.",198246-002,Shaw Contract Inlet (0926V) 20 mil commercial LVT w/ fiberglass 9in x 48in 5.0mm - Spindle (26140),LVT,1VNL
"Shaw Industries, Inc.",192392-017,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Sequoia (07003),VCT,1VNL
"Shaw Industries, Inc.",187505-001,Shaw Commercial Hard Surfaces Pigment (0503V) Dryback Vinyl 7in x 48in 2.5 MM - Beige (65114),VCT,1VNL
"Shaw Industries, Inc.",1000002686,Shaw Contract-Reside (4381V)-20 mil squared edge-6in x 47in-2.5 MM-Assurance (94730),LVT,1VNL
"Shaw Industries, Inc.",208209-009,Shaw Patcraft Anew (I543V) 20 mil Lvt glue down 7.75in x 48in 5.0mm - Sable (00760),LVP,1VNL
"Shaw Industries, Inc.",1000041731,Shaw Patcraft Earthen 5mm (I677V) 12in x 24in - Ivory-V2 (00100),LVP,1VNL
"Mannington Mills, Inc.",209077-001,Mannington Primary Elements Bond 20 mil Micro-Bevel Edge 12in x 12in 2.5 MM - ALUMINA (PE119),VCT,1VNL
"Shaw Industries, Inc.",202150-008,Shaw Hospitality Designs Soundscape (4063V) 20 mil w/ acoustic backing 6in x 48in 5.0mm - Almond (63703),VCT,1VNL
"Mannington Mills, Inc.",1000039393,Mannington Amtico Signature Abstract 9x48 Unbeleved - Napaoli AROACF75,LVT,1VNL
"Mannington Mills, Inc.",1000039400,Mannington Amtico Signature Abstract 9x48 Unbeleved - Glint Void (AROAGG22),LVT,1VNL
"Mannington Mills, Inc.",1000039427,Mannington Amtico Abstract 9in x 48in 2.5MM Unbeleved - Paris (AROACF92),LVP,1VNL
Engineered Floors LLC,207032-008,J&J Tatami (V5003) 20 mil Heavy Commercial 18in x 36in 5.0mm - Goza (1021),VCT,1VNL
"J.J. Haines & Company, LLC dba UCX Flooring",126725-028,Armstrong Standard Excelon Multicolor Vinyl Composition 12in x 12in 1/8 - Pewter (51908),VCT,1VNL
Spartan Surfaces,204154-017,Cobalt Surfaces Katanga (K12-xxx) 12 Mil Square Edge Glue Down Plank 7in x 48in 2.0 MM - DOE (821),LVP,1VNL
