supplier_name,part_no,part_description,new_commodity_description,new_commodity_group
Spartan Surfaces,1000036308,AVA 2SPRK Scratch and Scuff Resistant 18in x 18in 22 mil - Pale Ale (2SP041),LVT,1VNL
"Interface Americas, Inc.",192103-001,Interface Level Set tural Woodgrains (A002) Luxury Vinyl Plank 22 mil 25cm x 1m 4.5 mm - Black Walnut (A00201),LVP,1VNL
Tarkett USA Inc,1000036471,Tarkett Contour Abstract Fiber Effect (PCFT) 18in x 18in 3.0MM - Luminate (10776),LVT,1VNL
"Shaw Industries, Inc.",203349-008,Shaw Commercial Resilient Cast 2.5 MM (4097V) Resilient LVT/Plank 24in x 24in 3/32in - Instill (98585),LVT,1VNL
Fishman Flooring Solutions,1000009169,Tarkett iQ Eminent 6ft 6in 0.08 Sand (883),ROLL,1VNL
"J.J. Haines & Company, LLC dba UCX Flooring",1000037059,AHF Contract Concepts of Landscape Heterogeneous 78.74in 2.0 MM - Macchiato (1HE2M009),ROLL,1VNL
"Interface Americas, Inc.",191116-027,Interface Level Set Textured Woodgrains (A004) Luxury Vinyl Plank 22 mil 25cm x 1m 4.5 mm - Antique Dark Oak (A00416),LVP,1VNL
"Shaw Industries, Inc.",1000019333,"Patcraft	Sense I634V 9""x36"" 2.5 mm 00520 Esteem Glue Down",LVT,1VNL
Stanley Stephens Co Inc,1000032053,Altro Aquarius 6ft 7in 2MM - Grouper (AQI2029),ROLL,1VNL
"J.J. Haines & Company, LLC dba UCX Flooring",1000037053,Armstrong Natralis 6ft 2MM - Spray Foam (70004),ROLL,1VNL
"J.J. Haines & Company, LLC dba UCX Flooring",1000037054,Armstrong Natralis 6ft 2MM - Kenai Lagoon (70012),ROLL,1VNL
"J.J. Haines & Company, LLC dba UCX Flooring",208359-025,Armstrong Exchange 0.020in Wear Layer LVT w/ Diamond 10 6in x 36in 2.5 MM - Static Bakelite (ST960),LVT,1VNL
"J.J. Haines & Company, LLC dba UCX Flooring",126732-023,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Curried Caramel (51942),VCT,1VNL
Mohawk Industries,1000039423,Mohawk Pattern of Time (C0195) 9.25in x 59in 4.5MM - Sun Amber (928),LVP,1VNL
Fishman Flooring Solutions,211021-032,Tarkett VCT II Flecks Phthalate-Free Vinyl 12in x 12in .125 - Ebony (569),VCT,1VNL
"Mannington Mills, Inc.",1000032047,Mannington Adura Max 7in x 48in 8MM - Swiss Oak (MAX742),LVP,1VNL
"Shaw Industries, Inc.",1000029214,Polychrome Â– Pewter  Project Number 501882C,LVT,1VNL
Spartan Surfaces,1000039913,Teknoflor Nature's Tile HPD 19.7in x 39.4in 2.5MM - Carbon (89523T),LVT,1VNL
Karndean International LLC,1000031965,Karndean K-Trade 7in x 48in 2.5MM - Naples (PVP5123),LVP,1VNL
"Shaw Industries, Inc.",1000029272,Polychrome- Radiance  Number 501882E,LVT,1VNL
Tarkett USA Inc,216247-005,Tarkett Event+ Stone 30 Mil Techtonic Square Edge 12in x 24in 3 MM - Urban Stone Nebula (PEUS 11202 QU),LVT,1VNL
Spartan Surfaces,210411-008,Aspecta Aspecta Contours Tarascon (60167xxX) 22 Mil Micro-Bevel In-Register 11.89in x 55.83in 8.0 MM - Soleil (26),LVP,1VNL
Spartan Surfaces,1000039984,Aspecta Contours Piazza 8.66in x 59.45in 8.0MM - Soleil (6316726X),LVP,1VNL
Spartan Surfaces,1000041500,Cobalt Surfaces Katanga (K12-xxx) 12 Mil Square Edge Glue Down Plank 7in x 48in 2.0 MM - Mushroom (831),LVP,1VNL
Karndean International LLC,1000018523,Karndean LooseLay 59in x 10in 4.5MM - Pure Danish Oak (LLP357),LVP,1VNL
"Shaw Industries, Inc.",207463-002,Shaw Commercial Hard Surfaces Terrace (4108V) 20 mil square edge 12in x 24in 2.5 MM - Path (08120),VCT,1VNL
"Shaw Industries, Inc.",206146-004,Shaw Commercial Resilient Eon LL (4112V) Luxury Vinyl Tile 20in x 20in 3/16in - Metamorphic (12530),LVT,1VNL
"Mannington Mills, Inc.",1000041412,Mannington Spacia Abstract Luxury Vinyl Tile 18in x 18in 2.5 MM - Constellation Cloud (SS5A4700),LVT,1VNL
"Mannington Mills, Inc.",1000041348,Mannington Upward 20 6in x 36in 2.5MM - Bolly Beach (UPW20 1200),LVP,1VNL
"J.J. Haines & Company, LLC dba UCX Flooring",126732-004,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Pebble Tan (51928),VCT,1VNL
"Lititz Flooring, Co",1000040797,AVA Sway 4.5in X 22.5in - Vienna Oak Manor,LVT,1VNL
"J.J. Haines & Company, LLC dba UCX Flooring",1000042834,Armstrong Charlestown Oak 6in x 36in - Emberglow Brown (U5042),LVP,1VNL
"J.J. Haines & Company, LLC dba UCX Flooring",1000041210,AHF Contract Concepts of Landscape Heterogeneous 78.74in 2.0 MM - Ironside (1HE2M404),ROLL,1VNL
"Mannington Mills, Inc.",199468-018,Mannington Paradigm II Intersect Heterogeneous 6' .080in - Precedent (PD117),ROLL,1VNL
"Mannington Mills, Inc.",193022-006,Mannington Realities II Maple Grove II Heterogeneous 6' .080in - Teak (5623R),ROLL,1VNL
Capri Cork LLC dba The Lititz Flooring Company,210649-002,Novalis Innovative Flooring AVA 2DSGN 22 mil Straight Edge 6in x 48in 2.5 MM - Oak Canyon-Peninsula (PO2D002),LVT,1VNL
Mohawk Industries,208195-016,Mohawk Living Local Chromascope 20 mil glue down 12in x 24in 2.5 MM - Sporty Blue (620),VCT,1VNL
Mohawk Industries,208195-001,Mohawk Living Local Chromascope 20 mil glue down 12in x 24in 2.5 MM - Alabaster (120),VCT,1VNL
J.J. Haines & Company,1000006044,Armstrong Medintone (H2010) 6.5ftx6.5ft Savannah Balm,Vinyl Tile,1VNL
J.J. Haines & Company,1000006057,Armstrong Medintone (H2029) 6.5ftx6.5ft Aegean Blue,ROLL,1VNL
J.J. Haines & Company,208360-009,Armstrong Theorem 0.020in Wear Layer LVT w/ Diamond 10 6in x 36in 2.5 MM - Alchemy Horn Silver (ST920),LVT,1VNL
J.J. Haines & Company,126732-113,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Cafe Latte (57502),VCT,1VNL
J.J. Haines & Company,126732-035,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Shadow Blue (51807),VCT,1VNL
Milliken & Company,1000004247,Miliken Surface Study Washed 50cm x 50cm Glaze (WAS209-173),Vinyl Tile,1VNL
"Shaw Industries, Inc.",192326-010,Shaw Patcraft Timber Grove II (I421V) 20 mil glue down 6in x 48in 2.5 MM - Heather (00174),VCT,1VNL
J.J. Haines & Company,126732-120,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Lemon Lick (57509),VCT,1VNL
J.J. Haines & Company,1000005562,Armstrong Medintone 6ft 6in 0.080in - Moonlight (H2007),ROLL,1VNL
J.J. Haines & Company,126732-166,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Lime Zest (57546),VCT,1VNL
J.J. Haines & Company,210642-011,Armstrong Duo 20 mil Diamond 10 6in x 36in 2.5 MM - BLUE LAGOON MIXER 2 (ST524),LVT,1VNL
J.J. Haines & Company,194143-005,Armstrong tural Creations EarthCuts Diamond 10 Luxury Vinyl Tile 18in x 36in 3.2 MM - PARSA IRISH CREAM (NA310),LVT,1VNL
J.J. Haines & Company,210642-010,Armstrong Duo 20 mil Diamond 10 6in x 36in 2.5 MM - BLUE HAWAIIAN MIXER 2 (ST523),LVT,1VNL
Mohawk Industries,214722-002,Mohawk Medella Fleck (C2061) Healthy Environments Resilient 6' 7in 2.0 MM - Sandstone (84970),ROLL,1VNL
"Shaw Industries, Inc.",208269-004,Shaw Commercial Hard Surfaces Type (4142V) 20 mil square edge 24in x 24in 5.0mm - Imply (42518),VCT,1VNL
"Shaw Industries, Inc.",192326-017,Shaw Patcraft Timber Grove II (I421V) 20 mil glue down 6in x 48in 2.5 MM - Inkberry (05016),VCT,1VNL
"Shaw Industries, Inc.",192326-018,Shaw Patcraft Timber Grove II (I421V) 20 mil glue down 6in x 48in 2.5 MM - Yarrow (05013),VCT,1VNL
J.J. Haines & Company,211458-002,Armstrong Luxury Vinyl Biome Tellus 0.020in Wear Layer Diamond 10 LVT 6in x 48in 2.5 MM,LVT,1VNL
J.J. Haines & Company,190556-080,Armstrong Luxury Vinyl Natural Creations ArborArt Diamond 10 Solid/Luxury Vinyl 6in x 36in .125,LVT,1VNL
J.J. Haines & Company,191791-013,Armstrong Standard Vinyl Crown Texture Vinyl Composition 12in x 12in 3.2 MM,VCT,1VNL
J.J. Haines & Company,208360-015,Armstrong Luxury Vinyl Theorem 0.020in Wear Layer LVT w/ Diamond 10 6in x 36in 2.5 MM,LVT,1VNL
AHF Products,1000003222,Parterre-Maxx White LVT-12in x 24in-3.0mm-TJ Maxx Custom (PFS78850P),LVT,1VNL
"Shaw Industries, Inc.",209331-007,Shaw Contract Brio Plus (VE285) 6 mil SPC 7in x 48in 4.4mm - Greige Walnut (05078),VCT,1VNL
Commercial Flooring Distributors,213747-001,Evo Floors Hybrid Vinyl Tile (HVT) VCT Alternative 18in x 18in - Pebble (336),VCT,1VNL
Commercial Flooring Distributors,1000007923,Evo Floors Hybrid Vinyl Tile (HVT) VCT Alternative 18in x 18in - Twilight (345),VCT,1VNL
Commercial Flooring Distributors,1000007924,Evo Floors Hybrid Vinyl Tile (HVT) VCT Alternative 18in x 18in - Daybreak (343),VCT,1VNL
Commercial Flooring Distributors,1000009068,Evo Floors Hybrid Vinyl Tile (HVT) VCT Alternative 18in x 18in Slate (323),VCT,1VNL
"Gerflor USA, Inc.",198930-012,Gerflor Contract Flooring Creation Living Wood 12 Mil Micro Beveled 7.2in x 48in 2.0 MM - Honey Oak (0441),VCT,1VNL
Karndean International LLC,193549-010,Karndean LooseLay Longboard Plank 10in x 59in 4.5 mm - ANTIQUE HEART PINE (LLP303),LVP,1VNL
Karndean International LLC,187605-005,Karndean Knight Tile Woodplank Homogeneous Vinyl 6in x 36in 2.0 MM - Mid Limed Oak (KP96),LVP,1VNL
Engineered Floors LLC,199571-001,J&J Alloy (V5008) 20 mil Heavy Commercial 9in x 48in 3 MM - Union (1050),LVT,1VNL
"Shaw Industries, Inc.",192392-012,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Lodge (00740),VCT,1VNL
"Shaw Industries, Inc.",192174-001,Shaw Philadelphia In The Grain II (5525V) Luxury Vinyl Tile 20 mil 6in x 48in 2.5 MM - Rye (00116),LVT,1VNL
