site_description,site,unit,unitclass,commodity_group,L5C,5C,1M,2M,3M,5M,10M,20M,30M,40M,source,statistic,metric
SPN,SPN,CWT,Weight,1VNL,0.48031911023270857,0.2033799485261654,0.1278086799320092,0.0751502594842498,0.1007724979333541,0.06671937654248988,0.04530798580134756,0.04293484105618165,0.03308436632593105,0.018944608287461372,georgia_historical_market_wavg,0.05097507628855912,weighted average
SPN,SPN,CWT,Weight,1VNL,0.6092576916826856,0.22447528901193362,0.14142299522015278,0.08439225226911193,0.1143163344380142,0.09491917047994679,0.05700659787560381,0.05076099638500206,0.04174473260362224,0.02169819035776632,georgia_historical_market_q3,0.314604606137996,Q3
SPN,SPN,CWT,Weight,1VNL,0.423383131052994,0.1692110475630384,0.09890373611303832,0.08282612915411981,0.05088608276890008,0.0538428927324432,0.04826291473987554,0.03649624881188784,0.050874540783484676,0.02169819035776632,all_states_historical_market_median,0.163261053042349,median
SPN,SPN,CWT,Weight,1VNL,0.4418363314260043,0.182363293350613,0.12095326434338421,0.11252519541278934,0.1466354819290378,0.0666833786034664,0.053204191292080996,0.03658397276662802,0.09565381015353312,0.05345352542899943,all_states_historical_market_wavg,0.07538257026500414,weighted average
SPN,SPN,CWT,Weight,1VNL,0.758649092334195,0.21876599822466627,0.1275451374455544,0.12807747289694957,0.12025976108394121,0.1041013083144915,0.06253691057230616,0.05049814107621981,0.15289740110630826,0.0439820946984036,all_states_historical_market_q3,0.354538924306366,Q3
SPN,SPN,CWT,Weight,1VNL,0.609687216923322,0.164238448619862,0.09945719710839437,0.07510204798230288,0.07510261522223519,0.0596258915209557,0.04980076862288082,0.03131953820350872,0.024349517712207478,0.02511753645239172,georgia_historical_xgs_median,0.129431924819909,median
SPN,SPN,CWT,Weight,1VNL,0.5550323979723504,0.16294516953881705,0.10072741555650458,0.07510198334473182,0.0751024088718623,0.059625874701025636,0.04738684604657886,0.03291143099582331,0.023837435137693642,0.025319484303545168,georgia_historical_xgs_wavg,0.047113200942790805,weighted average
SPN,SPN,CWT,Weight,1VNL,1.737062023931592,0.18502288126000438,0.101612731341693,0.07510297531050598,0.07510295691207551,0.0596262113405526,0.05050793714582898,0.034869675056612696,0.024349517712207478,0.026090595152033522,georgia_historical_xgs_q3,0.41048673448726775,Q3
SPN,SPN,CWT,Weight,1VNL,0.6462684499387213,0.20957182174529443,0.12437588515844196,0.087795696903367,0.0796087721355693,0.06849282776908067,0.05278881474025367,0.04405914891515928,0.05392701323049376,0.026624588639535225,recommended_median,0.17305671622488994,median
SPN,SPN,CWT,Weight,1VNL,0.5883343418506914,0.21558274543773534,0.13547720072792976,0.11927670713755671,0.15543361084478008,0.07072253913503929,0.056396442769605856,0.04551093151955255,0.10139303876274512,0.056660736954739395,recommended_wavg,0.07990552448090439,weighted average
SPN,SPN,CWT,Weight,1VNL,1.8412857453674876,0.23794380635264964,0.14990837493336195,0.13576212127076656,0.12747534674897767,0.110347386813361,0.06628912520664454,0.053806656168102186,0.16207124517268676,0.04662102038030782,recommended_q3,0.4351159385565038,Q3
SPN,SPN,CWT,Weight,1VNL,,,,,,,,,,,recommended_min,0.07990552448090439,unknown
SPN,SPN,CWT,Weight,1VNL,,,,,,,,,,,recommended_middle,0.17305671622488994,unknown
SPN,SPN,CWT,Weight,1VNL,,,,,,,,,,,recommended_max,0.4351159385565038,unknown
Tampa,SPT,CWT,Weight,1VNL,0.33818688679245285,0.3083272641509434,0.23914358490566034,0.1920880188679245,0.1920880188679245,0.15063113207547169,0.12557037735849058,0.12557037735849058,0.12557037735849058,0.12557037735849058,vendor,,baseline
Tampa,SPT,CWT,Weight,1VNL,0.33818688679245285,0.3083272641509434,0.23914358490566034,0.1920880188679245,0.1920880188679245,0.15063113207547169,0.12557037735849058,0.12557037735849058,0.12557037735849058,0.12557037735849058,vendor,,baseline
Tampa,SPT,CWT,Weight,1VNL,0.33818688679245285,0.3083272641509434,0.23914358490566034,0.1920880188679245,0.1920880188679245,0.15063113207547169,0.12557037735849058,0.12557037735849058,0.12557037735849058,0.12557037735849058,vendor,,baseline
SPT,SPT,CWT,Weight,1VNL,0.33072587297222883,0.1857786906996954,0.17811383325375,0.1690678989338442,0.14202300427043998,0.1287011431538652,0.1237370841543678,0.10547895998086236,0.08604706659813492,0.03223103682957396,georgia_historical_market_median,0.15323674117692598,median
SPT,SPT,CWT,Weight,1VNL,0.41659815129403316,0.21551550695375196,0.1887767073081329,0.1631532981653744,0.14551858193080372,0.12109040878831709,0.1266162732001317,0.1106664290280957,0.08604706659813492,0.03559749761794508,georgia_historical_market_wavg,0.11154328255812175,weighted average
SPT,SPT,CWT,Weight,1VNL,0.6150781880507935,0.2660801009239056,0.2559447442262028,0.18615137451918598,0.1761065973350664,0.16166567028089399,0.1298093854832502,0.12097668483168017,0.08604706659813492,0.0423763379284383,georgia_historical_market_q3,0.2270350135324405,Q3
SPT,SPT,CWT,Weight,1VNL,0.7389919789297253,0.18804387565081682,0.1734228881086092,0.1656789569931066,0.1330204982039802,0.1280248124629062,0.12043399308164399,0.15560334345276958,0.08187039228475398,0.03223103682957396,all_states_historical_market_median,0.160061178348184,median
SPT,SPT,CWT,Weight,1VNL,0.9610224456502685,0.3039656531781713,0.17516908205922893,0.15201400155446385,0.13527959904326564,0.1558563484632718,0.11744412621405519,0.1472329822982708,0.08179089460320889,0.03559749761794508,all_states_historical_market_wavg,0.13457424038609506,weighted average
SPT,SPT,CWT,Weight,1VNL,1.380268493101521,0.27243786678775916,0.2524965832515363,0.18586897519271162,0.17206946826842429,0.162700511166399,0.125704351282176,0.1776811211972034,0.08395872944144445,0.0423763379284383,all_states_historical_market_q3,0.427918475365268,Q3
SPT,SPT,CWT,Weight,1VNL,0.4602019064473308,0.277493631161583,0.2152292694895572,0.17287938150656101,0.1728791445670356,0.1355681762181516,0.11301332823268236,0.10121993673083526,0.07324807685347319,0.07148834578839755,georgia_historical_xgs_median,0.20529978229506002,median
SPT,SPT,CWT,Weight,1VNL,0.48183214136736474,0.2774943203985013,0.21522919139895308,0.17287928899421007,0.17287927084395943,0.13556810238863662,0.11301325453725147,0.09924620262398512,0.07324807685347319,0.07011665238218999,georgia_historical_xgs_wavg,0.12645711062029444,weighted average
SPT,SPT,CWT,Weight,1VNL,0.9121132969279805,0.2774990805197406,0.2152310484433896,0.17288062809170132,0.1728800762219784,0.1355685589730964,0.11301344090523356,0.10711652865998648,0.07324807685347319,0.07239711874758618,georgia_historical_xgs_q3,0.25364657107673727,Q3
SPT,SPT,CWT,Weight,1VNL,0.7833314976655089,0.294143249031278,0.22814302565893063,0.1832521443969547,0.18325189324105776,0.1437022667912407,0.13116130920362987,0.16493954405993577,0.09120989059402303,0.0757776465357014,recommended_median,0.21761776923276363,median
SPT,SPT,CWT,Weight,1VNL,1.0186837923892846,0.3222035923688616,0.22814294288289028,0.1832520463338627,0.183252027094597,0.1652077293710681,0.1342132495921396,0.15606696123616706,0.09120989059402303,0.0743236515251214,recommended_wavg,0.14264869480926076,weighted average
SPT,SPT,CWT,Weight,1VNL,1.4630846026876123,0.294149025350925,0.271301428879775,0.19732045699033715,0.1866729931751704,0.17246254183638296,0.1375979486122452,0.1883419884690356,0.09120989059402303,0.07674094587244136,recommended_q3,0.4535935838871841,Q3
SPT,SPT,CWT,Weight,1VNL,,,,,,,,,,,recommended_min,0.14264869480926076,unknown
SPT,SPT,CWT,Weight,1VNL,,,,,,,,,,,recommended_middle,0.21761776923276363,unknown
SPT,SPT,CWT,Weight,1VNL,,,,,,,,,,,recommended_max,0.4535935838871841,unknown
Longwood,SPW,CWT,Weight,1VNL,0.33818688679245285,0.3083272641509434,0.23914358490566034,0.18848886792452832,0.18848886792452832,0.15063113207547169,0.12557037735849058,0.12557037735849058,0.12557037735849058,0.12557037735849058,vendor,,baseline
Longwood,SPW,CWT,Weight,1VNL,0.33818688679245285,0.3083272641509434,0.23914358490566034,0.18848886792452832,0.18848886792452832,0.15063113207547169,0.12557037735849058,0.12557037735849058,0.12557037735849058,0.12557037735849058,vendor,,baseline
Longwood,SPW,CWT,Weight,1VNL,0.33818688679245285,0.3083272641509434,0.23914358490566034,0.18848886792452832,0.18848886792452832,0.15063113207547169,0.12557037735849058,0.12557037735849058,0.12557037735849058,0.12557037735849058,vendor,,baseline
SPW,SPW,CWT,Weight,1VNL,0.6039127066115699,0.1768778730865824,0.18228501510342962,0.165677683079964,0.16685617215723597,0.1303399983270816,0.128834593661478,0.09820753637188043,0.11252677792176875,,georgia_historical_market_median,0.172133264462809,median
SPW,SPW,CWT,Weight,1VNL,0.7952096582556849,0.213524023716504,0.21358873822551247,0.1468115656539621,0.12954149485584593,0.11558435408701574,0.42014406382237984,0.1049956727893994,0.11252677792176875,,georgia_historical_market_wavg,0.16092622769786802,weighted average
SPW,SPW,CWT,Weight,1VNL,6.484710743801652,0.25710608801065976,0.2529765908233392,0.17157337677372358,0.1802129645584689,0.1684533560288757,0.16898053277336159,0.1299132356505768,0.11252677792176875,,georgia_historical_market_q3,0.424160162877502,Q3
SPW,SPW,CWT,Weight,1VNL,0.501740179845531,0.1774571552443476,0.17245371816803878,0.1564256388628284,0.1337327849482488,0.1257940200283056,0.11015792626558273,0.09820753637188043,0.05574613613249652,0.10988391177150048,all_states_historical_market_median,0.154233553666981,median
SPW,SPW,CWT,Weight,1VNL,0.6531951431554762,0.20221644921809037,0.17542844376937167,0.15361856084249023,0.10447746823047843,0.12296062790527092,0.3583849818592479,0.12279443640300014,0.10524826946090779,0.1087833185707281,all_states_historical_market_wavg,0.13449716366599715,weighted average
SPW,SPW,CWT,Weight,1VNL,2.097257920649427,0.24816207300502738,0.24875154147663658,0.1751108620035936,0.1725884222424864,0.17181571910974738,0.1457066900479545,0.1315337196552168,0.11252677792176875,0.13431705433254046,all_states_historical_market_q3,0.377617354451747,Q3
SPW,SPW,CWT,Weight,1VNL,1.003571601359112,0.2774926924326072,0.2152291517811564,0.1696395695706528,0.1696399905585528,0.13556829092323922,0.11301328272299267,0.09687229675314313,0.07035452178237035,,georgia_historical_xgs_median,0.231247208931419,median
SPW,SPW,CWT,Weight,1VNL,0.7289897643485928,0.2774934081462041,0.21522915002904972,0.16963966523589702,0.1696400220995424,0.135568163584398,0.11301333911333271,0.0999308927693,0.07035452178237035,,georgia_historical_xgs_wavg,0.13614820244810735,weighted average
SPW,SPW,CWT,Weight,1VNL,3.4837068099158786,0.27749795082909057,0.2152302945612012,0.16964096387354521,0.1696408194543909,0.1355687223395652,0.11301365654740424,0.10706935069526688,0.07035452178237035,,georgia_historical_xgs_q3,0.61563791322314,Q3
SPW,SPW,CWT,Weight,1VNL,1.0637858974406589,0.29414225397856364,0.2281429008880258,0.17981794374489196,0.17981838999206598,0.14370238837863358,0.1365646692811667,0.10409998855419325,0.11927838459707489,0.11647694647779051,recommended_median,0.24512204146730415,median
SPW,SPW,CWT,Weight,1VNL,0.842922237751026,0.2941430126349764,0.2281428990307927,0.17981804515005084,0.17981842342551496,0.14370225339946188,0.44535270765172263,0.13016210258718017,0.11927838459707489,0.11531031768497178,recommended_wavg,0.1705818013597401,weighted average
SPW,SPW,CWT,Weight,1VNL,6.8737933884297515,0.29414782787883603,0.26815518627273954,0.18561751372380922,0.19102574243197706,0.18212466225633223,0.17911936473976328,0.1394257428345298,0.11927838459707489,0.1423760775924929,recommended_q3,0.6525761880165284,Q3
SPW,SPW,CWT,Weight,1VNL,,,,,,,,,,,recommended_min,0.1705818013597401,unknown
SPW,SPW,CWT,Weight,1VNL,,,,,,,,,,,recommended_middle,0.24512204146730415,unknown
SPW,SPW,CWT,Weight,1VNL,,,,,,,,,,,recommended_max,0.6525761880165284,unknown
