po_no,account,account_description,siteid,site,supplierid,suppliername,partnumber,partdescription,commodity_group,commoditydescription,quantity,uom,po_freight_cost,conversion_code,est_commodity_group,est_discount_area,est_discount_cwt,est_estimated_area_cost,est_estimated_cwt_cost,est_freight_class_area,est_freight_class_cwt,est_freight_class_lbs,est_lbs,est_rate_area,est_rate_cwt,est_sqyd,est_uom
65472,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",198752-009,Shaw Hospitality Designs Dream Tile (5T265) Multi Level Pattern Loop 24in x 24in - Greige (48516),1CPT,Carpet Tile,31.98,SQYD,176.16,Carpet_Tile_1CPT_SQYD,1CPT,1,1,25.05,30.12,L5C,,L5C,118.73,0.7834,25.37,31.98,SQYD
65472,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",203096-012,Shaw Contract Boundless (5T314) Multi-Level Pattern Dyed Loop 9in x 36in - Radiant (05515),1CPT,Carpet Tile,5.0,SQYD,176.16,Carpet_Tile_1CPT_SQYD,1CPT,1,1,3.92,4.71,L5C,,L5C,18.56,0.7834,25.37,5.0,SQYD
65472,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",203096-012,Shaw Contract Boundless (5T314) Multi-Level Pattern Dyed Loop 9in x 36in - Radiant (05515),1CPT,Carpet Tile,65.0,SQYD,176.16,Carpet_Tile_1CPT_SQYD,1CPT,1,1,50.92,61.22,L5C,,L5C,241.31,0.7834,25.37,65.0,SQYD
65866,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",182634-030,Shaw Contract Color Frame EW2 (5T081) Undefined 24in x 24in - Puzzle (81991),1CPT,Carpet Tile,10.0,SQYD,1072.97,Carpet_Tile_1CPT_SQYD,1CPT,1,1,7.68,9.42,L5C,,L5C,37.12,0.7685,25.37,10.0,SQYD
65866,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",212279-003,Shaw Contract Energize (5T458) Multi Level Pattern Loop 24in x 24in - Empower (57505),1CPT,Carpet Tile,26.66,SQYD,1072.97,Carpet_Tile_1CPT_SQYD,1CPT,1,1,20.49,25.11,L5C,,L5C,98.98,0.7685,25.37,26.66,SQYD
65866,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",212279-003,Shaw Contract Energize (5T458) Multi Level Pattern Loop 24in x 24in - Empower (57505),1CPT,Carpet Tile,622.19,SQYD,1072.97,Carpet_Tile_1CPT_SQYD,1CPT,1,1,466.64,326.62,5C,,2M,2309.88,0.75,14.14,622.19,SQYD
65866,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",1000013775,Shaw Contract Poured Tile (5T420) Multi Level Pattern Loop 24in x 24in - Jade (06396),1CPT,Carpet Tile,53.34,SQYD,1072.97,Carpet_Tile_1CPT_SQYD,1CPT,1,1,40.99,50.24,L5C,,L5C,198.02,0.7685,25.37,53.34,SQYD
65866,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",1000013776,Shaw Contract Poured Tile (5T420) Multi Level Pattern Loop 24in x 24in - Turquoise (06323),1CPT,Carpet Tile,53.34,SQYD,1072.97,Carpet_Tile_1CPT_SQYD,1CPT,1,1,40.99,50.24,L5C,,L5C,198.02,0.7685,25.37,53.34,SQYD
65866,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",209756-005,Shaw Contract Poured Tile (5T420) Multi Level Pattern Loop 24in x 24in - Lapis (06486),1CPT,Carpet Tile,53.34,SQYD,1072.97,Carpet_Tile_1CPT_SQYD,1CPT,1,1,40.99,50.24,L5C,,L5C,198.02,0.7685,25.37,53.34,SQYD
65866,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",1000013771,Shaw Contract Poured Tile (5T420) Multi Level Pattern Loop 24in x 24in - Topaz (06668),1CPT,Carpet Tile,53.34,SQYD,1072.97,Carpet_Tile_1CPT_SQYD,1CPT,1,1,40.99,50.24,L5C,,L5C,198.02,0.7685,25.37,53.34,SQYD
65866,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",182634-028,Shaw Contract Color Frame EW2 (5T081) Undefined 24in x 24in - Stunt (81856),1CPT,Carpet Tile,10.0,SQYD,1072.97,Carpet_Tile_1CPT_SQYD,1CPT,1,1,7.68,9.42,L5C,,L5C,37.12,0.7685,25.37,10.0,SQYD
65944,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,102775,"Interface Americas, Inc.",1000013800,Interface Static Lines Carpet Tile Plank  (258270-287 / 118669) - Custom,1CPT,Carpet Tile,215.28,SQYD,345.64,Carpet_Tile_1CPT_SQYD,1CPT,1,1,165.44,184.86,L5C,,5C,799.23,0.7685,23.13,215.28,SQYD
66338,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",176670-010,Shaw Queen Immerse (J0187) Undefined 24in x 24in - Concentrate (87510),1CPT,Carpet Tile,61.0,SQYD,476.25,Carpet_Tile_1CPT_SQYD,1CPT,1,1,46.88,57.45,L5C,,L5C,226.46,0.7685,25.37,61.0,SQYD
66816,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",191440-003,Shaw Contract Intent Tile (5T208) Multi Level Pattern Loop 24in x 24in - Nocturne (08557),1CPT,Carpet Tile,21.0,SQYD,210.89,Carpet_Tile_1CPT_SQYD,1CPT,1,1,16.14,19.78,L5C,,L5C,77.96,0.7685,25.37,21.0,SQYD
66874,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",1000013889,"SHAW CONTRACT\HAZE TILE \5T037\CARPET TILE\18"" x 36""\COLOR- SMOKE (37557)",1CPT,Carpet Tile,5.0,SQYD,80.73,Carpet_Tile_1CPT_SQYD,1CPT,1,1,3.92,4.71,L5C,,L5C,18.56,0.7834,25.37,5.0,SQYD
67255,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",183691-006,Shaw Contract Primary Tile (5T123) Multi Level Pattern Loop 24in x 24in - Dove Grey (17557),1CPT,Carpet Tile,1353.82,SQYD,6328.41,Carpet_Tile_1CPT_SQYD,1CPT,1,1,1018.07,567.94,1M,,5M,5026.06,0.752,11.3,1353.82,SQYD
67255,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",185342-004,Shaw Patcraft Orbital (I0379) Multi Level Pattern Loop 24in x 24in - Atomic (00590),1CPT,Carpet Tile,1268.54,SQYD,6328.41,Carpet_Tile_1CPT_SQYD,1CPT,1,1,953.94,678.63,1M,,3M,4709.45,0.752,14.41,1268.54,SQYD
67288,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",208648-004,Shaw Contract Elevate Tile (5T388) Multi Level Pattern Loop 24in x 24in - Shadow (88500),1CPT,Carpet Tile,175.89,SQYD,514.44,Carpet_Tile_1CPT_SQYD,1CPT,1,1,137.79,151.04,L5C,,5C,652.99,0.7834,23.13,175.89,SQYD
67311,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,214733-005,Mohawk LineD (GT477) Tufted Level Patterned Loop 12in x 36in - Cornflower (535),1CPT,Carpet Tile,32.66,SQYD,263.87,Carpet_Tile_1CPT_SQYD,1CPT,1,1,25.1,30.76,L5C,,L5C,121.25,0.7685,25.37,32.66,SQYD
67311,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,214733-008,Mohawk LineD (GT477) Tufted Level Patterned Loop 12in x 36in - Mineral (949),1CPT,Carpet Tile,135.32,SQYD,263.87,Carpet_Tile_1CPT_SQYD,1CPT,1,1,103.99,116.2,L5C,,5C,502.38,0.7685,23.13,135.32,SQYD
67311,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,214733-007,Mohawk LineD (GT477) Tufted Level Patterned Loop 12in x 36in - Charcoal (989),1CPT,Carpet Tile,135.32,SQYD,263.87,Carpet_Tile_1CPT_SQYD,1CPT,1,1,103.99,116.2,L5C,,5C,502.38,0.7685,23.13,135.32,SQYD
67313,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",204294-004,Shaw Patcraft Inclusion (I0555) Multi Level Pattern Loop 24in x 24in - Azurite (00450),1CPT,Carpet Tile,22.0,SQYD,396.92,Carpet_Tile_1CPT_SQYD,1CPT,1,1,16.91,20.72,L5C,,L5C,81.67,0.7685,25.37,22.0,SQYD
67354,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",191649-001,Shaw Patcraft Logic (I0460) Undefined 24in x 24in - Technique (00400),1CPT,Carpet Tile,18.0,SQYD,168.49,Carpet_Tile_1CPT_SQYD,1CPT,1,1,14.1,16.95,L5C,,L5C,66.83,0.7834,25.37,18.0,SQYD
67565,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",191438-004,Shaw Contract Situation Tile (5T210) Multi Level Pattern Loop 24in x 24in - Shale (08597),1CPT,Carpet Tile,1511.04,SQYD,1664.91,Carpet_Tile_1CPT_SQYD,1CPT,1,1,1114.69,633.9,1M,,5M,5609.74,0.7377,11.3,1511.04,SQYD
68036,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",176184-011,Shaw Tile Haze 18x36 (5T037) Full Repeat 18in x 36in - Notion (37760),1CPT,Carpet Tile,100.0,SQYD,145.9,Carpet_Tile_1CPT_SQYD,1CPT,1,1,76.85,94.19,L5C,,L5C,371.25,0.7685,25.37,100.0,SQYD
68037,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",186679-009,Shaw Contract Uncover (5t150) Multi Level Pattern Cut/Loop 9in x 36in - Steel (50535),1CPT,Carpet Tile,245.0,SQYD,357.45,Carpet_Tile_1CPT_SQYD,1CPT,1,1,188.28,210.38,L5C,,5C,909.56,0.7685,23.13,245.0,SQYD
68046,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",196889-002,Shaw Patcraft Rebalance (I0500) Multi Level Pattern Loop 24in x 24in - Stone Hearth (00550),1CPT,Carpet Tile,79.99,SQYD,382.8,Carpet_Tile_1CPT_SQYD,1CPT,1,1,62.66,75.34,L5C,,L5C,296.96,0.7834,25.37,79.99,SQYD
68053,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",1000003392,Shaw Patcraft-Texture Slant (I0602)-Non Woven Synthetic-18in x 36in-Line (00550),1CPT,Carpet Tile,40.0,SQYD,54.11,Carpet_Tile_1CPT_SQYD,1CPT,1,1,31.34,37.67,L5C,,L5C,148.5,0.7834,25.37,40.0,SQYD
68055,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",191751-005,Shaw Philadelphia Dymo (54857) Multi Level Pattern Loop 24in x 24in - Scholarly (57705),1CPT,Carpet Tile,97.34,SQYD,702.51,Carpet_Tile_1CPT_SQYD,1CPT,1,1,76.26,91.68,L5C,,L5C,361.37,0.7834,25.37,97.34,SQYD
68055,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",191751-005,Shaw Philadelphia Dymo (54857) Multi Level Pattern Loop 24in x 24in - Scholarly (57705),1CPT,Carpet Tile,18.21,SQYD,702.51,Carpet_Tile_1CPT_SQYD,1CPT,1,1,14.27,17.15,L5C,,L5C,67.6,0.7834,25.37,18.21,SQYD
68055,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",191751-005,Shaw Philadelphia Dymo (54857) Multi Level Pattern Loop 24in x 24in - Scholarly (57705),1CPT,Carpet Tile,177.77,SQYD,702.51,Carpet_Tile_1CPT_SQYD,1CPT,1,1,139.27,152.65,L5C,,5C,659.97,0.7834,23.13,177.77,SQYD
68055,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",191751-005,Shaw Philadelphia Dymo (54857) Multi Level Pattern Loop 24in x 24in - Scholarly (57705),1CPT,Carpet Tile,355.54,SQYD,702.51,Carpet_Tile_1CPT_SQYD,1CPT,1,1,278.53,236.8,L5C,,1M,1319.94,0.7834,17.94,355.54,SQYD
68139,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",205932-005,Shaw Contract Habitat (5T390) Undefined 36.00in x 9.00in - Quiet (88535),1CPT,Carpet Tile,2.0,SQYD,68.62,Carpet_Tile_1CPT_SQYD,1CPT,1,1,1.54,1.88,L5C,,L5C,7.42,0.7685,25.37,2.0,SQYD
68297,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,122034,Engineered Floors LLC,207923-003,J&J Adapt (7602) Pattern Loop 18in x 36in - Crystal Oasis (3268),1CPT,Carpet Tile,120.0,SQYD,918.63,Carpet_Tile_1CPT_SQYD,1CPT,1,1,89.06,101.89,L5C,,L5C,445.5,0.7422,22.87,120.0,SQYD
68297,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,122034,Engineered Floors LLC,207923-003,J&J Adapt (7602) Pattern Loop 18in x 36in - Crystal Oasis (3268),1CPT,Carpet Tile,120.0,SQYD,918.63,Carpet_Tile_1CPT_SQYD,1CPT,1,1,89.06,101.89,L5C,,L5C,445.5,0.7422,22.87,120.0,SQYD
68297,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,122034,Engineered Floors LLC,207923-003,J&J Adapt (7602) Pattern Loop 18in x 36in - Crystal Oasis (3268),1CPT,Carpet Tile,120.0,SQYD,918.63,Carpet_Tile_1CPT_SQYD,1CPT,1,1,89.06,101.89,L5C,,L5C,445.5,0.7422,22.87,120.0,SQYD
68297,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,122034,Engineered Floors LLC,207923-003,J&J Adapt (7602) Pattern Loop 18in x 36in - Crystal Oasis (3268),1CPT,Carpet Tile,120.0,SQYD,918.63,Carpet_Tile_1CPT_SQYD,1CPT,1,1,89.06,101.89,L5C,,L5C,445.5,0.7422,22.87,120.0,SQYD
68297,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,122034,Engineered Floors LLC,207923-003,J&J Adapt (7602) Pattern Loop 18in x 36in - Crystal Oasis (3268),1CPT,Carpet Tile,120.0,SQYD,918.63,Carpet_Tile_1CPT_SQYD,1CPT,1,1,89.06,101.89,L5C,,L5C,445.5,0.7422,22.87,120.0,SQYD
68297,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,122034,Engineered Floors LLC,207923-003,J&J Adapt (7602) Pattern Loop 18in x 36in - Crystal Oasis (3268),1CPT,Carpet Tile,120.0,SQYD,918.63,Carpet_Tile_1CPT_SQYD,1CPT,1,1,89.06,101.89,L5C,,L5C,445.5,0.7422,22.87,120.0,SQYD
68317,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",1000014511,Shaw Tile-Transparent Tile (59563)-Ecoworx Tile-24in x 24in-Blue Moon (62486),1CPT,Carpet Tile,74.66,SQYD,115.6,Carpet_Tile_1CPT_SQYD,1CPT,1,1,58.49,70.32,L5C,,L5C,277.18,0.7834,25.37,74.66,SQYD
68490,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",1000014506,"Patcraft\Carpet Tile\First Step 802R2\24""x24""\Color- Charcoal 00590\5.33 SY per box",1CPT,Carpet Tile,5.33,SQYD,372.68,Carpet_Tile_1CPT_SQYD,1CPT,1,1,4.18,5.02,L5C,,L5C,19.79,0.7834,25.37,5.33,SQYD
68490,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",196889-002,Shaw Patcraft Rebalance (I0500) Multi Level Pattern Loop 24in x 24in - Stone Hearth (00550),1CPT,Carpet Tile,266.64,SQYD,372.68,Carpet_Tile_1CPT_SQYD,1CPT,1,1,208.89,228.96,L5C,,5C,989.9,0.7834,23.13,266.64,SQYD
68508,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",204294-007,Shaw Patcraft Inclusion (I0555) Multi Level Pattern Loop 24in x 24in - Meteorite (00550),1CPT,Carpet Tile,479.98,SQYD,507.15,Carpet_Tile_1CPT_SQYD,1CPT,1,1,368.86,319.68,L5C,,1M,1781.93,0.7685,17.94,479.98,SQYD
68508,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",204294-007,Shaw Patcraft Inclusion (I0555) Multi Level Pattern Loop 24in x 24in - Meteorite (00550),1CPT,Carpet Tile,0.02,SQYD,507.15,Carpet_Tile_1CPT_SQYD,1CPT,1,1,0.02,0.02,L5C,,L5C,0.07,0.7685,25.37,0.02,SQYD
68657,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,126695,Tarkett USA Inc,191079-004,Tandus Geoknit (10887) Stratatec Patterned Loop 24in x 24in - Felted (42713),1CPT,Carpet Tile,833.75,SQYD,505.22,Carpet_Tile_1CPT_SQYD,1CPT,1,1,637.49,446.03,5C,,3M,3095.3,0.7646,14.41,833.75,SQYD
68683,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",178729-013,Shaw Contract Path Tile - Ecoworx (5T034) Multi Level Pattern Loop 24in x 24in - MultiColor (34481),1CPT,Carpet Tile,21.32,SQYD,80.19,Carpet_Tile_1CPT_SQYD,1CPT,1,1,16.7,20.08,L5C,,L5C,79.15,0.7834,25.37,21.32,SQYD
69187,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",200669-013,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Metallic Beige (94760),1CPT,Carpet Tile,51.0,SQYD,478.58,Carpet_Tile_1CPT_SQYD,1CPT,1,1,39.19,48.03,L5C,,L5C,189.34,0.7685,25.37,51.0,SQYD
69485,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",208201-011,Shaw Contract Subtext (5T409) Multi Level Pattern Loop 9in x 36in - Correspond (05585),1CPT,Carpet Tile,110.0,SQYD,160.49,Carpet_Tile_1CPT_SQYD,1CPT,1,1,86.17,103.6,L5C,,L5C,408.38,0.7834,25.37,110.0,SQYD
69650,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",205932-002,Shaw Contract Habitat (5T390) Undefined 36.00in x 9.00in - Still (88481),1CPT,Carpet Tile,25.0,SQYD,36.47,Carpet_Tile_1CPT_SQYD,1CPT,1,1,19.59,23.55,L5C,,L5C,92.81,0.7834,25.37,25.0,SQYD
69860,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",200842-004,Shaw Contract Offset Tile (5T296) Multi Level Pattern Loop 24in x 24in - Glossy Charcoal (94505),1CPT,Carpet Tile,319.99,SQYD,343.4,Carpet_Tile_1CPT_SQYD,1CPT,1,1,245.91,213.12,L5C,,1M,1187.96,0.7685,17.94,319.99,SQYD
69903,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",200669-014,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Shiny Pebble (94761),1CPT,Carpet Tile,80.0,SQYD,85.85,Carpet_Tile_1CPT_SQYD,1CPT,1,1,61.48,75.35,L5C,,L5C,297.0,0.7685,25.37,80.0,SQYD
69926,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",182634-016,Shaw Contract Color Frame EW2 (5T081) Undefined 24in x 24in - Magic (81505),1CPT,Carpet Tile,170.65,SQYD,229.24,Carpet_Tile_1CPT_SQYD,1CPT,1,1,131.14,146.54,L5C,,5C,633.54,0.7685,23.13,170.65,SQYD
69929,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",200941-006,Shaw Contract Array Tile (5T295) Multi Level Pattern Loop 24in x 24in - Steel Grey (94530),1CPT,Carpet Tile,177.77,SQYD,696.33,Carpet_Tile_1CPT_SQYD,1CPT,1,1,136.62,152.65,L5C,,5C,659.97,0.7685,23.13,177.77,SQYD
69929,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",200941-006,Shaw Contract Array Tile (5T295) Multi Level Pattern Loop 24in x 24in - Steel Grey (94530),1CPT,Carpet Tile,471.09,SQYD,696.33,Carpet_Tile_1CPT_SQYD,1CPT,1,1,362.03,313.76,L5C,,1M,1748.92,0.7685,17.94,471.09,SQYD
70119,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,102775,"Interface Americas, Inc.",175187-070,Interface Viva Colores (146502500) Tufted Texture Loop 19.69in x 19.69in - Oscuro (101177),1CPT,Carpet Tile,5.98,SQYD,19.07,Carpet_Tile_1CPT_SQYD,1CPT,1,1,4.68,5.63,L5C,,L5C,22.2,0.7834,25.37,5.98,SQYD
70190,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",180799-004,Shaw Contract Scape EW24 (5T080) Undefined 24in x 24in - Survey (78429),1CPT,Carpet Tile,75.0,SQYD,551.22,Carpet_Tile_1CPT_SQYD,1CPT,1,1,57.64,70.64,L5C,,L5C,278.44,0.7685,25.37,75.0,SQYD
70241,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",216063-003,Shaw Contract Upbeat Tile (5T490) Multi Level Pattern Loop 18in x 36in - Strong (90481),1CPT,Carpet Tile,147.0,SQYD,157.75,Carpet_Tile_1CPT_SQYD,1CPT,1,1,112.97,126.23,L5C,,5C,545.74,0.7685,23.13,147.0,SQYD
70277,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",208648-003,Shaw Contract Elevate Tile (5T388) Multi Level Pattern Loop 24in x 24in - Deep Sky (88485),1CPT,Carpet Tile,53.3,SQYD,451.31,Carpet_Tile_1CPT_SQYD,1CPT,1,1,41.76,50.2,L5C,,L5C,197.88,0.7834,25.37,53.3,SQYD
70277,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",183682-009,Shaw Contract Basic Tile (5T121) Multi Level Pattern Loop 24in x 24in - Khaki (17761),1CPT,Carpet Tile,255.84,SQYD,451.31,Carpet_Tile_1CPT_SQYD,1CPT,1,1,200.43,219.69,L5C,,5C,949.81,0.7834,23.13,255.84,SQYD
70429,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",182402-004,Shaw Contract Achromatic (5T107) Undefined 18in x 36in - Charcoal (07555),1CPT,Carpet Tile,4.0,SQYD,80.46,Carpet_Tile_1CPT_SQYD,1CPT,1,1,3.07,3.77,L5C,,L5C,14.85,0.7685,25.37,4.0,SQYD
70493,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",208265-003,Shaw Contract Surround (5T421) Multi Level Pattern Loop 24in x 24in - Limestone (17530),1CPT,Carpet Tile,26.65,SQYD,84.93,Carpet_Tile_1CPT_SQYD,1CPT,1,1,19.78,22.63,L5C,,L5C,98.94,0.7422,22.87,26.65,SQYD
71119,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,126695,Tarkett USA Inc,1000015218,Tarkett Vellum (11500) 24 x 24 Ethos Modular with Omnicoat Technology - Obsidian Ink (25601),1CPT,Carpet Tile,4820.24,SQYD,1850.02,Carpet_Tile_1CPT_SQYD,1CPT,1,1,3413.69,1685.72,3M,,10M,17895.14,0.7082,9.42,4820.24,SQYD
71407,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",204294-004,Shaw Patcraft Inclusion (I0555) Multi Level Pattern Loop 24in x 24in - Azurite (00450),1CPT,Carpet Tile,19.0,SQYD,245.65,Carpet_Tile_1CPT_SQYD,1CPT,1,1,14.6,17.9,L5C,,L5C,70.54,0.7685,25.37,19.0,SQYD
71500,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",191440-004,Shaw Contract Intent Tile (5T208) Multi Level Pattern Loop 24in x 24in - Shale (08597),1CPT,Carpet Tile,36.0,SQYD,336.98,Carpet_Tile_1CPT_SQYD,1CPT,1,1,27.67,33.91,L5C,,L5C,133.65,0.7685,25.37,36.0,SQYD
71503,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",191440-004,Shaw Contract Intent Tile (5T208) Multi Level Pattern Loop 24in x 24in - Shale (08597),1CPT,Carpet Tile,42.0,SQYD,491.89,Carpet_Tile_1CPT_SQYD,1CPT,1,1,32.28,39.56,L5C,,L5C,155.92,0.7685,25.37,42.0,SQYD
71689,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",183578-003,Shaw Patcraft Futura (I0380) Multi Level Pattern Loop 24in x 24in - Fusion (00450),1CPT,Carpet Tile,111.93,SQYD,162.86,Carpet_Tile_1CPT_SQYD,1CPT,1,1,87.69,105.42,L5C,,L5C,415.54,0.7834,25.37,111.93,SQYD
72051,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",208277-009,Shaw Contract Translate Tile (5T408) Multi Level Pattern Loop 9in x 36in - Message (05515),1CPT,Carpet Tile,20.0,SQYD,51.32,Carpet_Tile_1CPT_SQYD,1CPT,1,1,14.84,16.98,L5C,,L5C,74.25,0.7422,22.87,20.0,SQYD
72344,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,102775,"Interface Americas, Inc.",175187-070,Interface Viva Colores (146502500) Tufted Texture Loop 19.69in x 19.69in - Oscuro (101177),1CPT,Carpet Tile,5.98,SQYD,141.87,Carpet_Tile_1CPT_SQYD,1CPT,1,1,4.68,5.63,L5C,,L5C,22.2,0.7834,25.37,5.98,SQYD
72607,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,196363-003,Bigelow Commercial Metalmorphic (QB388) Textured Patterned Loop 12in x 36in - Perfect Paths Metallic (751),1CPT,Carpet Tile,8.0,SQYD,15.75,Carpet_Tile_1CPT_SQYD,1CPT,1,1,6.15,7.53,L5C,,L5C,29.7,0.7685,25.37,8.0,SQYD
72849,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",202348-014,Shaw Contract Endless Tile (5T305) Multi Level Pattern Loop 9in x 36in - Calm (05580),1CPT,Carpet Tile,2495.0,SQYD,3407.48,Carpet_Tile_1CPT_SQYD,1CPT,1,1,1740.01,943.87,2M,,5M,9262.69,0.6974,10.19,2495.0,SQYD
72901,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,121550,Mohawk Industries,206874-002,Mohawk Urban Field II (GT446) Tufted Textured Pattern Loop 12in x 36in - Pavement (989),1CPT,Carpet Tile,220.0,SQYD,1897.0,Carpet_Tile_1CPT_SQYD,1CPT,1,1,163.28,170.29,L5C,,5C,816.75,0.7422,20.85,220.0,SQYD
72901,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,121550,Mohawk Industries,206875-006,Mohawk Urban Passage II (GT444) Tufted Textured Patterned Loop 12in x 36in - Skyway (945),1CPT,Carpet Tile,186.0,SQYD,1897.0,Carpet_Tile_1CPT_SQYD,1CPT,1,1,138.05,143.97,L5C,,5C,690.52,0.7422,20.85,186.0,SQYD
