po_no,account,account_description,siteid,site,supplierid,suppliername,partnumber,partdescription,quantity,invoice_id,invoice_no,uom,comm1,comm2,commodity_group,commoditydescription,old_new,priority,classification,conversion_code,est_commodity_group,est_discount_area,est_discount_cwt,est_estimated_area_cost,est_estimated_cwt_cost,est_freight_class_area,est_freight_class_cwt,est_freight_class_lbs,est_lbs,est_rate_area,est_rate_cwt,est_sqyd,est_uom
26197,2008,Received Not Yet Invoiced,SPTM,Spectra Tempe,103423,"Shaw Industries, Inc.",179120-010,Shaw Contract Direction (5T071) Multi Level Pattern Loop 24in x 24in - Distance (69597),207.87,468873,8844228,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,771.72,Missing rate,Missing rate,207.87,SQYD
46336,2008,Received Not Yet Invoiced,SPTM,Spectra Tempe,103423,"Shaw Industries, Inc.",1000007993,"Shaw 10519 Scaffold 24"" x 24""  (00500) Rebar Ecoworx Tile",101.33,470922,9557567,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,376.19,Missing rate,Missing rate,101.33,SQYD
12163,2008,Received Not Yet Invoiced,SPTM,Spectra Tempe,121550,Mohawk Industries,201329-006,Mohawk-Interthread Tile (BT449)-Tufted Textured Pattern Loop-24in x 24in-Dark Charcoal (989),1162.67,368578,C9765460,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,4316.41,Missing rate,Missing rate,1162.67,SQYD
12700,2008,Received Not Yet Invoiced,SPTM,Spectra Tempe,121550,Mohawk Industries,182731-002,Bigelow Commercial-Insurgent Tile EcoFlex ICT (BT367)-Textured Patterned Loop-24in x 24in-Thrill Seeker (358),88.0,476478,C9540006,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,326.7,Missing rate,Missing rate,88.0,SQYD
58588,2008,Received Not Yet Invoiced,SPTM,Spectra Tempe,103423,"Shaw Industries, Inc.",200941-010,Shaw Contract-Array Tile (5T295)-Multi Level Pattern Loop-24in x 24in-Shiny Pebble (94761),284.44,478835,9588088,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,1055.98,Missing rate,Missing rate,284.44,SQYD
43748,2008,Received Not Yet Invoiced,SPTM,Spectra Tempe,121550,Mohawk Industries,214073-025,Mohawk-City Sights II (3I31)-N/A-12'-Pittsburgh (Pittsburgh),104.0,479965,C1193607,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,386.1,Missing rate,Missing rate,104.0,SQYD
37853,2008,Received Not Yet Invoiced,SPTM,Spectra Tempe,102775,"Interface Americas, Inc.",200910-002,Interface-Haptic (39320AK00)-Tufted Patterned Loop-25cm x 1m-Indigo (106460),23.92,483041,404930,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,88.8,Missing rate,Missing rate,23.92,SQYD
37853,2008,Received Not Yet Invoiced,SPTM,Spectra Tempe,102775,"Interface Americas, Inc.",1000006273,Interface Harmonize (Custom) 25cmx1m Anti-Fatigue CushionBac Gravel (104043),50.26,483041,404930,SQYD,100,,100,Carpet Tile,Old Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,186.59,Missing rate,Missing rate,50.26,SQYD
37853,2008,Received Not Yet Invoiced,SPTM,Spectra Tempe,102775,"Interface Americas, Inc.",179549-004,Interface-Harmonize (138720AK00)-Tufted Texture Loop-25cm x 1m-Gravel (104043),269.1,483041,404930,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,,,,,Error: Quantity is out of range.,,,,,,,,
59092,2008,Received Not Yet Invoiced,SPTM,Spectra Tempe,103423,"Shaw Industries, Inc.",175050-007,Shaw Tile-Welcome II Tile  (5T031)-Needlebond-24in x 24in-Sterling (31557),10.66,486220,9658833,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,39.58,Missing rate,Missing rate,10.66,SQYD
29695,2008,Received Not Yet Invoiced,SPTM,Spectra Tempe,108164,"Mannington Mills, Inc.",1000004609,Mannington-Canopy II-24in x 24in-Walnut,468.0,490858,98499290,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,1737.45,Missing rate,Missing rate,468.0,SQYD
19370,2008,Received Not Yet Invoiced,SPTM,Spectra Tempe,121550,Mohawk Industries,201531-001,Mohawk-Angled Perception Tile (BT496)-Textured Patterned Loop-12in x 36in-Metal Grey (979),760.0,493311,C9630005,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,2821.5,Missing rate,Missing rate,760.0,SQYD
40588,2008,Received Not Yet Invoiced,SPTM,Spectra Tempe,121550,Mohawk Industries,1000006316,206875-003 Mohawk Urban Passage II (GT444) Tufted Textured Patterned Loop 12in x 36in - Riverside (975),50.0,511434,C1452708,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,185.62,Missing rate,Missing rate,50.0,SQYD
44312,2008,Received Not Yet Invoiced,SPTM,Spectra Tempe,103423,"Shaw Industries, Inc.",175010-009,Shaw Contract-Welcome II BL (60745)--12'-Black Chocolate (31751),35.0,514516,9301755,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,129.94,Missing rate,Missing rate,35.0,SQYD
44320,2008,Received Not Yet Invoiced,SPTM,Spectra Tempe,121550,Mohawk Industries,1000007266,Mohawk Cross Knit (BC375) 12' WeldLoc Morphed Macrame (152),350.0,438854,C1323769,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,1299.38,Missing rate,Missing rate,350.0,SQYD
44966,2008,Received Not Yet Invoiced,SPTM,Spectra Tempe,121550,Mohawk Industries,1000001595,Mohawk-Prosigns (BT592)-Ecoflex Matrix-24in x 24in-Bravo (949),125.0,438843,C1332716,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,464.06,Missing rate,Missing rate,125.0,SQYD
51336,2008,Received Not Yet Invoiced,SPTM,Spectra Tempe,102775,"Interface Americas, Inc.",203213-005,Interface-Bitrate (161680AK00)-Tufted Patterned Loop-25cm x 1m-Dark Mustard (106302),35.88,447255,2471559,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,133.2,Missing rate,Missing rate,35.88,SQYD
46132,2008,Received Not Yet Invoiced,SPTM,Spectra Tempe,102775,"Interface Americas, Inc.",1000007619,Interface Open Air 415 50cmX50cm GlasBac Navy (107775),777.4,468246,2476163,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,2886.1,Missing rate,Missing rate,777.4,SQYD
28478,2008,Received Not Yet Invoiced,SPTM,Spectra Tempe,103423,"Shaw Industries, Inc.",183682-004,Shaw Contract-Basic Tile (5T121)-Multi Level Pattern Loop-24in x 24in-Raven (17505),79.95,521017,8908571,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,296.81,Missing rate,Missing rate,79.95,SQYD
52178,2008,Received Not Yet Invoiced,SPTM,Spectra Tempe,107768,Milliken & Company,1000009262,Milliken Low Country Estyary PVC-Free WellBACÂ™ Comfort Cushion 9.85Â” x 39.4Â” (EST170-138 Heron),46.0,482993,14612809,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,170.78,Missing rate,Missing rate,46.0,SQYD
