SITE,SUPPLIER NO,PO NO,SHIP TO ZIP,PART NO,PART DESCRIPTION,PO INV QTY,INV UOM,Commodity Group,Description
SPT,102775,51034,32750,204968-001,Interface Criterion Classic Wovens (C003) High Performance LVT 50cm x 50cm 22 mil - Flax (C00301),1017.09,SF,1VNL,Vinyl
SPW,107776,51023,32750,126732-032,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Desert Beige (51809),45,SF,1VNL,Vinyl
SPW,103423,51020,32750,204991-005,Shaw Contract Correspond (5T353) Multi Level Pattern Loop 24in x 24in - Fuse (52515),373,SY,1CPT,Carpet Tile
SPW,103423,50943,32750,192392-020,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Thicket (07008),125.16,SF,1VNL,Vinyl
SPW,107776,50926,32750,126857-036,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 3/32in - Sterling (51904),315,SF,1VNL,Vinyl
SPT,107776,50923,33605,126732-137,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Tracery (59237),90,SF,1VNL,Vinyl
SPW,107776,50845,32750,190556-086,Armstrong tural Creations ArborArt Diamond 10 Solid/Luxury Vinyl 6in x 36in .125 - Avila Oak Vienna Smoke (NA193),495,SF,1VNL,Vinyl
SPT,108216,50842,33605,187605-005,Karndean Knight Tile Woodplank Homogeneous Vinyl 6in x 36in 2.0 MM - Mid Limed Oak (KP96),2664,SF,1VNL,Vinyl
SPW,108164,50749,32750,194461-031,Mannington Color Anchor Stride 20 mil Micro-Bevel Glue Down Plank 12in x 24in 2.5 MM - TRUFFLE (C167),900,SF,1VNL,Vinyl
SPW,107776,50748,32750,190448-001,Armstrong tural Creations Mystix Diamond 10 Solid/Luxury Vinyl 18in x 36in .125 - SPETTRO CASPIAN SAND (NA931),6588,SF,1VNL,Vinyl
SPW,107776,50748,32750,190448-001,Armstrong tural Creations Mystix Diamond 10 Solid/Luxury Vinyl 18in x 36in .125 - SPETTRO CASPIAN SAND (NA931),6588,SF,1VNL,Vinyl
SPW,103423,50746,32750,211186-002,Shaw Contract Bisect Tile (5T448) Undefined 24in x 24in - Marble (06101),130,SY,1CPT,Carpet Tile
SPT,118209,50638,33605,1000009035,Flor Millner 19.7 x 19.7 Black (21-1343),158.47,SF,100,Carpet Tiles
SPW,103423,50636,32750,200669-013,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Metallic Beige (94760),364.08,SY,1CPT,Carpet Tile
SPT,103423,50514,33605,192392-006,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Grove (00769),458.92,SF,1VNL,Vinyl
SPT,103423,50489,33605,197609-006,Shaw Philadelphia Mainstreet Fractured (54872) Multi Level Pattern Loop 24in x 24in - Create (00510),53.34,SY,1CPT,Carpet Tile
SPW,104993,50462,32750,1000002784,Forbo-Allura Wood-Vinyl Tile Plank-150cm x  28cm-2.2mm-Deep Country Oak (60302),54.25,SF,1VNL,Vinyl
SPW,103423,50217,32750,192326-011,Shaw Patcraft Timber Grove II (I421V) 20 mil glue down 6in x 48in 2.5 MM - Lattice (07008),333.76,SF,1VNL,Vinyl
SPW,103423,50213,32750,189845-005,Shaw Contract Grove BL (5A234) Undefined 12' - Ocean (72535),110,SY,1CBL,Carpet BL
SPT,103423,49997,33605,182637-019,Shaw Contract Color Form (5T112) Multi Level Pattern Loop 9in x 36in - Mystic Grey (81515),5,SY,1CPT,Carpet Tile
SPT,103423,49997,33605,182637-025,Shaw Contract Color Form (5T112) Multi Level Pattern Loop 9in x 36in - Clouded (81595),5,SY,1CPT,Carpet Tile
SPJ,103423,49892,32256,182634-029,Shaw Contract Color Frame EW2 (5T081) Undefined 24in x 24in - Clouded (81595),15.99,SY,1CPT,Carpet Tile
SPT,103423,49837,33605,154906-050,Shaw Patcraft Windswept Encore (I0200) 12' - Pebble (00742),8,SY,1CBL,Carpet BL
SPT,103423,49753,33605,192392-007,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Willow (00170),1455,SF,1VNL,Vinyl
SPT,107776,49626,33605,210699-001,Armstrong Duo 20 mil Diamond 10 18in x 36in 2.5 MM - CASPIAN SAND SPETTRO (ST931),2592,SF,1VNL,Vinyl
SPT,103423,49533,33605,179043-005,Shaw Contract Shape (5T070) Multi Level Pattern Loop 24in x 24in - Gaze (69530),69.33,SY,1CPT,Carpet Tile
SPT,121550,49517,33605,211212-004,Mohawk Living Local Premium Wood (C0194) Luxury Vinyl Plank 7.72in x 51.97in 2.4 MM - Fawn (210),4700,SF,1VNL,Vinyl
SPT,121550,49512,33605,211212-004,Mohawk Living Local Premium Wood (C0194) Luxury Vinyl Plank 7.72in x 51.97in 2.4 MM - Fawn (210),4708.59,SF,1VNL,Vinyl
SPT,107776,49489,33605,126732-070,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Lunar Blue (51932),1665,SF,1VNL,Vinyl
SPT,103423,49462,33605,196889-002,Shaw Patcraft Rebalance (I0500) Multi Level Pattern Loop 24in x 24in - Stone Hearth (00550),995.55,SY,1CPT,Carpet Tile
SPT,103423,49462,33605,196889-002,Shaw Patcraft Rebalance (I0500) Multi Level Pattern Loop 24in x 24in - Stone Hearth (00550),995.55,SY,1CPT,Carpet Tile
SPT,103423,49406,33605,203696-001,Shaw Commercial Resilient Reside 12 Mil (4094V) Resilient LVT/Plank 5.91in x 47.2in 5/64in - Rest (94121),1882.8,SF,1VNL,Vinyl
SPT,107776,49366,33605,126732-047,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Blue Cloud (51933),9900,SF,1VNL,Vinyl
SPW,103423,49326,32750,188243-007,Shaw Contract Scribe (5A215) ClassicBac PC 12' - Graphite (15510),235,SY,1CBL,Carpet BL
SPW,107768,49319,32819,184652-020,Milliken Color Field Tufted Texture Loop 25cm x 1m - DRY DOCK (COL126-5),79.83,SY,1CPT,Carpet Tile
SPW,107768,49319,32819,184652-055,Milliken Color Field Tufted Texture Loop 25cm x 1m - FELT GREY (COL5),79.83,SY,1CPT,Carpet Tile
SPT,103423,49288,33605,201318-006,Shaw Contract Exchange (5T304) Multi-Level Pattern Dyed Loop 18in x 36in - Riad (01518),120,SY,1CPT,Carpet Tile
SPW,107776,49197,32750,126732-036,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Sterling (51904),585,SF,1VNL,Vinyl
SPT,121550,49147,85283,198289-001,Mohawk-Swipe Right Tile (GT418)-Tufted-24in x 24in-Blue Ridge (565),16,SY,1CPT,Carpet Tile
SPT,102775,49022,33605,192103-007,Interface Level Set tural Woodgrains (A002) Luxury Vinyl Plank 22 mil 25cm x 1m 4.5 mm - Washed Wheat (A00207),1802.97,SF,1VNL,Vinyl
SPJ,103423,48951,32256,173722-012,Shaw Commercial Hard Surfaces Uncommon Ground 6 (0188V) Undefined 6in x 36in Undefined - Teak Green (02544),35.65,SF,1VNL,Vinyl
SPT,103423,48915,33605,201682-003,Shaw Contract Respond Color (5T310) Undefined 9in x 36in - Deepest Skies (05486),185,SY,1CPT,Carpet Tile
SPT,103423,48915,33605,209122-002,Shaw Contract Jive Tile (5T412) Multi Level Pattern Cut/Loop 24in x 24in - Stride (12505),10.66,SY,1CPT,Carpet Tile
SPW,108164,48900,32750,195195-004,Mannington Color Anchor Groove 20 mil Micro-Bevel Glue Down Plank 12in x 24in 2.5 MM - COTTONTAIL (C118),72,SF,1VNL,Vinyl
SPT,107776,48807,33605,208908-005,Armstrong Parallel USA 12 12 Mil Urethane Plus No Polish No Buff 18in x 18in 2.5 MM - Havana Biscuit Beige (J5161),108,SF,1VNL,Vinyl
SPT,103423,48751,33605,173722-007,Shaw Commercial Hard Surfaces Uncommon Ground 6 (0188V) Undefined 6in x 36in Undefined - French Grey (02500),713,SF,1VNL,Vinyl
SPT,107776,48689,33605,210642-010,Armstrong Duo 20 mil Diamond 10 6in x 36in 2.5 MM - BLUE HAWAIIAN MIXER 2 (ST523),180,SF,1VNL,Vinyl
SPW,107768,48281,32819,184652-046,Milliken Color Field Tufted Texture Loop 25cm x 1m - BLUE AGAVE (COL196-201-199),204.82,SY,1CPT,Carpet Tile
SPW,103423,48268,32750,186679-003,Shaw Contract Uncover (5t150) Multi Level Pattern Cut/Loop 9in x 36in - Concrete (50481),100,SY,1CPT,Carpet Tile
SPT,107776,48264,33605,194143-005,Armstrong tural Creations EarthCuts Diamond 10 Luxury Vinyl Tile 18in x 36in 3.2 MM - PARSA IRISH CREAM (NA310),90,SF,1VNL,Vinyl
SPT,103423,48262,33605,193627-008,Shaw Contract Tatami Sheet (0796V) 20 mil glue down 6' 6in 2.2 MM - Evening Glow (96130),50,SY,1VNL,Vinyl
SPT,107776,47951,33605,126732-003,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Field Gray (51927),90,SF,1VNL,Vinyl
SPJ,103423,47939,32256,215051-002,Shaw Contract Reside (4381V) 20 mil squared edge 6in x 47in 2.5 MM - Hearth (94140),2455,SF,1VNL,Vinyl
SPJ,103423,47939,32256,212279-003,Shaw Contract Energize (5T458) Multi Level Pattern Loop 24in x 24in - Empower (57505),1825,SY,1CPT,Carpet Tile
SPJ,103423,47939,32256,212279-003,Shaw Contract Energize (5T458) Multi Level Pattern Loop 24in x 24in - Empower (57505),1825,SY,1CPT,Carpet Tile
SPJ,103423,47939,32256,212279-003,Shaw Contract Energize (5T458) Multi Level Pattern Loop 24in x 24in - Empower (57505),1825,SY,1CPT,Carpet Tile
SPJ,103423,47939,32256,212279-003,Shaw Contract Energize (5T458) Multi Level Pattern Loop 24in x 24in - Empower (57505),1825,SY,1CPT,Carpet Tile
SPJ,103423,47939,32256,212279-003,Shaw Contract Energize (5T458) Multi Level Pattern Loop 24in x 24in - Empower (57505),1825,SY,1CPT,Carpet Tile
SPJ,103423,47939,32256,212279-003,Shaw Contract Energize (5T458) Multi Level Pattern Loop 24in x 24in - Empower (57505),1825,SY,1CPT,Carpet Tile
SPJ,103423,47939,32256,212279-003,Shaw Contract Energize (5T458) Multi Level Pattern Loop 24in x 24in - Empower (57505),1825,SY,1CPT,Carpet Tile
SPJ,103423,47939,32256,212279-003,Shaw Contract Energize (5T458) Multi Level Pattern Loop 24in x 24in - Empower (57505),1825,SY,1CPT,Carpet Tile
SPJ,103423,47939,32256,212279-003,Shaw Contract Energize (5T458) Multi Level Pattern Loop 24in x 24in - Empower (57505),1825,SY,1CPT,Carpet Tile
SPJ,103423,47939,32256,212279-003,Shaw Contract Energize (5T458) Multi Level Pattern Loop 24in x 24in - Empower (57505),1825,SY,1CPT,Carpet Tile
SPW,103423,47858,32750,191436-001,Shaw Contract Purpose Tile (5T209) Multi Level Pattern Loop 24in x 24in - Stellar (08505),80.01,SY,1CPT,Carpet Tile
SPW,103423,47850,32750,192326-004,Shaw Patcraft Timber Grove II (I421V) 20 mil glue down 6in x 48in 2.5 MM - Hemlock (00572),125.16,SF,1VNL,Vinyl
SPJ,126695,47832,32256,203907-017,Tarkett Color Beam 32 mil Square Edge (SE) 18in x 18in 3 MM - SOBA (C123),1080,SF,1VNL,Vinyl
SPJ,103423,47829,32256,173722-004,Shaw Commercial Hard Surfaces Uncommon Ground 6 (0188V) Undefined 6in x 36in Undefined - Driftwood (02150),926.9,SF,1VNL,Vinyl
SPJ,103423,47829,32256,200941-007,Shaw Contract Array Tile (5T295) Multi Level Pattern Loop 24in x 24in - Mirror Grey (94535),62.23,SY,1CPT,Carpet Tile
SPJ,108164,47816,32256,1000007318,Mannington Luxury Vinyl Tile 18in x 18in Custom Morgan Stanley - Steel Grey (MSCF50023),675,SF,1VNL,Vinyl
SPJ,103423,47787,32256,208277-002,Shaw Contract Translate Tile (5T408) Multi Level Pattern Loop 9in x 36in - Connection (05105),10,SY,1CPT,Carpet Tile
SPW,103423,47760,32750,174345-010,Shaw Commercial Hard Surfaces Crete (0203V) Vinyl 18in x 18in .125 - Haze (03720),837.12,SF,1VNL,Vinyl
SPW,121019,47751,32750,1000008265,Balustrade BBALU 18in X 36in X5mm LVT - Ornamental (802118),81,SF,1VNL,Vinyl
SPT,103423,47724,33605,1000003392,Shaw Patcraft-Texture Slant (I0602)-Non Woven Synthetic-18in x 36in-Line (00550),5,SY,1CPT,Carpet Tile
SPT,103423,47724,33605,197083-007,Shaw Patcraft Etched (I0512) Multi Level Pattern Loop 12in x 48in - Artfully Rusted (00525),15.99,SY,1CPT,Carpet Tile
SPT,103423,47724,33605,197082-007,Shaw Patcraft Pati (I0511) Multi Level Pattern Loop 12in x 48in - Artfully Rusted (00525),149.24,SY,1CPT,Carpet Tile
SPW,107776,47605,32750,126732-136,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Silk (59234),180,SF,1VNL,Vinyl
SPT,121550,47530,33605,191562-009,Mohawk Hot & Heavy Grown Up (C0075) Loose Lay 9in x 59in 5.0mm - Emerson (853),134.4,SF,1VNL,Vinyl
SPT,103423,47458,33605,202150-004,Shaw Hospitality Designs Soundscape (4063V) 20 mil w/ acoustic backing 6in x 48in 5.0mm - Rattan (63140),40,SF,1VNL,Vinyl
SPT,103423,47458,33605,185355-007,Shaw Contract Form Tile (5T136) Multi Level Pattern Cut/Loop 24in x 24in - talc platinum (33535),15.99,SY,1CPT,Carpet Tile
SPW,127947,47442,32750,1000008182,"Naturelle Plus / Long Planks ASTM F1700-96 Class III, Type B 22mil 7"" x 48"" plank NAT #1741 Achieve",2499.7,SF,40,Vinyl Tile
SPW,127947,47442,32750,1000008185,"Haven Waterproof Click Flooring ASTM F-3261 Class 1, Type B, Backing Class B 20mil 7"" x 48"" 6mm HAV-723 ACADIA",36051,SF,40,Vinyl Tile
SPW,103423,47409,33605,188060-003,Shaw Contract Solitude (0648V) Luxury Resilient Planks 6in x 48in 13/64 - Natural (48250),400,SF,1VNL,Vinyl
SPT,107776,47067,33605,126732-025,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Classic Black (51910),135,SF,1VNL,Vinyl
SPT,103423,46975,33605,192392-002,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Root (00568),9525,SF,1VNL,Vinyl
SPT,103423,46975,33605,208201-003,Shaw Contract Subtext (5T409) Multi Level Pattern Loop 9in x 36in - Story (05111),341.12,SY,1CPT,Carpet Tile
SPT,103423,46728,33605,205264-005,Shaw Patcraft Homegrain 12 (I490V) Luxury Vinyl Plank 6in x 48in 12 MM - Study (00550),523,SF,1VNL,Vinyl
SPT,103423,46728,33605,196890-002,Shaw Patcraft tural Form (I0499) Multi Level Pattern Loop 24in x 24in - Stone Hearth (00550),621.6,SY,1CPT,Carpet Tile
SPW,103423,46610,32750,163592-007,Shaw Tile Diffuse (59575) Multi-Level Pattern Dyed Loop 24in x 24in - Magnetic Fields (75505),21.32,SY,1CPT,Carpet Tile
SPW,107776,46601,32750,126732-031,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Soft Warm Gray (51861),225,SF,1VNL,Vinyl
SPW,108164,46585,32750,178115-014,Amtico Spacia Abstract Luxury Vinyl Plank 7 1/4in x 48in 2.5 MM - Mirus Feather (SS5A6120),609,SF,1VNL,Vinyl
SPW,103423,46572,32750,205039-005,Shaw Contract Companion Tile (5t352) Multi Level Pattern Loop 24in x 24in - Fuse (52515),71.12,SY,1CPT,Carpet Tile
SPW,103423,46572,32750,205916-004,Shaw Commercial Resilient Abide (4107V) Heavy Commercial 7in x 48in 20 mil - Wheat Oak (07220),4603,SF,1VNL,Vinyl
SPW,103423,46566,32750,177670-005,Shaw Patcraft North Ridge 6 PC (I207V) Vinyl Tile Plank 6in x 36in - Cabin Timber (02540),1639.9,SF,1VNL,Vinyl
SPT,121550,46520,33605,1000007943,Mohawk Necessary Action (GT467) 24in x 24in EcoFlex NXT - Hudson (969),400,SY,1CPT,Carpet Tile
SPW,103423,46496,32750,191649-001,Shaw Patcraft Logic (I0460) Undefined 24in x 24in - Technique (00400),8.88,SY,1CPT,Carpet Tile
SPW,103423,46298,32750,194005-011,Shaw Commercial Hard Surfaces Pigment (0365V) 20 mil LVT 7in x 48in 4 mm - Taupe (65761),24.13,SF,1VNL,Vinyl
SPT,107776,46163,33605,126732-139,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Cirque White (52513),45,SF,1VNL,Vinyl
SPW,103423,46100,32750,190084-009,Shaw Commercial Hard Surfaces Unveil (0601V) 30 mil Luxury Vinyl Tile 9in x 36in 3 MM - Grit (01530),4932,SF,1VNL,Vinyl
SPT,103423,46077,33605,173722-007,Shaw Commercial Hard Surfaces Uncommon Ground 6 (0188V) Undefined 6in x 36in Undefined - French Grey (02500),677.35,SF,1VNL,Vinyl
SPT,121550,45991,33605,212338-010,Mohawk Action Item (PinM394) Woven Polypropylene 12' - Marsh Brown (879),180,SY,1CBL,Carpet BL
SPT,102905,45926,33605,210649-002,Novalis Innovative Flooring AVA 2DSGN 22 mil Straight Edge 6in x 48in 2.5 MM - Oak Canyon-Peninsula (PO2D002),1120,SF,1VNL,Vinyl
SPW,103423,45834,32750,204498-008,Shaw Contract Partner (5T354) Multi level Loop 24in x 24in - Duo (52597),168.72,SY,1CPT,Carpet Tile
SPW,108216,45833,32750,199017-003,Karndean Opus Wood Plank 20 Mil Microbeveled 6in x 36in 2.5 MM - GRANO (WP311),108,SF,1VNL,Vinyl
SPW,103423,45830,32750,204294-002,Shaw Patcraft Inclusion (I0555) Multi Level Pattern Loop 24in x 24in - Feldspar (00150),17.78,SY,1CPT,Carpet Tile
SPT,103423,45615,33605,192174-010,Shaw Philadelphia In The Grain II (5525V) Luxury Vinyl Tile 20 mil 6in x 48in 2.5 MM - Drift (05013),917.84,SF,1VNL,Vinyl
SPT,103423,45608,33605,196609-003,Shaw Patcraft Instinct (I0501) Multi Level Pattern Loop 24in x 24in - Echo (00585),124.32,SY,1CPT,Carpet Tile
SPW,107776,45601,32750,126732-047,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Blue Cloud (51933),225,SF,1VNL,Vinyl
SPW,103423,45594,32750,200669-014,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Shiny Pebble (94761),399.6,SY,1CPT,Carpet Tile
SPT,107776,45532,33605,126732-003,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Field Gray (51927),270,SF,1VNL,Vinyl
SPJ,109043,45451,32256,126796-035,American Biltrite Texas Granite Solid/Luxury Vinyl 36in x 36in .125 - ANDROS BLUE (VTG194),63,SF,1VNL,Vinyl
SPW,121550,45400,32750,208195-008,Mohawk Living Local Chromascope 20 mil glue down 12in x 24in 2.5 MM - Jack Rabbit (940),72,SF,1VNL,Vinyl
SPT,126695,45333,33605,192655-003,Tandus Evoke (A0001) Symtex 18in x 36in - Smoke Embers (31902),78,SY,1CPT,Carpet Tile
SPJ,121550,45323,32256,181535-006,Mohawk Hot and Heavy Secoya (C0009) 20 Mil Floating LVT 9in x 59in 5.0mm - Picton Park (872),342.6,SF,1VNL,Vinyl
SPW,103423,45182,32750,207105-002,Shaw Mainstreet Commercial Hard Surface Purview 5.0 (5037V) 20 Mil High Performance LVT 6in x 48in 5.0mm - Antler (00105),195.72,SF,1VNL,Vinyl
SPW,103423,44991,32750,179063-009,Shaw Contract Transfer (5A203) 12' - Gaze (03530),115,SY,1CBL,Carpet BL
SPW,103423,44985,32750,191542-009,Shaw Contract Diffuse (5T185) Undefined 9in x 36in - River Front (75535),100,SY,1CPT,Carpet Tile
SPW,103423,44985,32750,191542-009,Shaw Contract Diffuse (5T185) Undefined 9in x 36in - River Front (75535),100,SY,1CPT,Carpet Tile
SPW,103423,44984,32750,191542-009,Shaw Contract Diffuse (5T185) Undefined 9in x 36in - River Front (75535),100,SY,1CPT,Carpet Tile
SPT,121550,44554,33605,214462-002,Mohawk Balanced Weave (KC275) Woven 12' - Cornflower (534),7,SY,1CBL,Carpet BL
SPW,103423,44548,32750,163592-022,Shaw Tile Diffuse (59575) Multi-Level Pattern Dyed Loop 24in x 24in - River Front (75535),101.27,SY,1CPT,Carpet Tile
SPW,103423,44547,32750,163592-022,Shaw Tile Diffuse (59575) Multi-Level Pattern Dyed Loop 24in x 24in - River Front (75535),101.27,SY,1CPT,Carpet Tile
SPW,103423,44529,32750,190084-010,Shaw Commercial Hard Surfaces Unveil (0601V) 30 mil Luxury Vinyl Tile 9in x 36in 3 MM - Tinted (01535),828,SF,1VNL,Vinyl
SPT,102775,44440,33605,1000007328,Interface-Mantle Rock (131150AK00) 9.845 in x 39.38 in x 0.103 in -GlasBac-Taupe Stone (107282),221.26,SY,1CPT,Carpet Tile
SPT,102775,44440,33605,213141-001,Interface Bridge Creek (1504902500) Engaged Tufted Pattern Loop 50cm x 50cm - Natural Edge (107322),23.92,SY,1CPT,Carpet Tile
SPT,102775,44440,33605,198004-003,Interface turally Weathered (39400AK00) Tufted Patterned Loop 25cm x 1m - Greystone (106021),364.78,SY,1CPT,Carpet Tile
SPT,102775,44440,33605,1000007328,Interface-Mantle Rock (131150AK00) 9.845 in x 39.38 in x 0.103 in -GlasBac-Taupe Stone (107282),221.26,SY,1CPT,Carpet Tile
SPT,102775,44440,33605,215204-002,Interface Northern Grain (A026xx) 22 mil LVT 25cm x 1m 4.5 mm - Antique Wash (06),2206.62,SF,1VNL,Vinyl
SPT,102775,44440,33605,213140-003,Interface Flat Rock (1504802500) Engaged Tufted Pattern Loop 50cm x 50cm - Natural Trail (107318),71.76,SY,1CPT,Carpet Tile
SPT,102775,44440,33605,213139-003,Interface Mountain Rock (1505002500) Engaged Tufted Pattern Loop 50cm x 50cm - Natural Peak (107326),17.94,SY,1CPT,Carpet Tile
SPT,102775,44440,33605,212340-001,Interface Panola Mountain (1251602500) Engaged Tufted Pattern Loop 50cm x 50cm - Sage Lichen (107305),23.92,SY,1CPT,Carpet Tile
SPW,102775,44353,32750,209134-003,Interface Open Air 420 (1475402500) tufted Textured Loop 50cm x 50cm - Iron (107058),83.72,SY,1CPT,Carpet Tile
SPJ,108164,44293,32256,214915-011,Mannington Spacia Wood 20 mil Micro-bevel Quantum Guard Elite 6in x 36in 2.5 MM - American Walnut Coco (SS5W12126),675,SF,1VNL,Vinyl
SPJ,103423,44291,32256,176647-016,Shaw Patcraft Highland Forest 6in (I800V) Vinyl Tile Plank 6in x 48in 3/32in - Brazilian Cherry (20800),1366.1,SF,1VNL,Vinyl
SPJ,121550,44286,32256,1000003305,Mohawk-Juniperus II (C2059)-6ft 6in-2.0 MM-Temperate (817),80.04,SY,20,Sheet Vinyl
SPJ,121550,44286,32256,1000003305,Mohawk-Juniperus II (C2059)-6ft 6in-2.0 MM-Temperate (817),80.04,SY,20,Sheet Vinyl
SPJ,108164,44257,32256,189621-052,Mannington Spacia Wood (Xtra) Beveled Edge 7 1/4in x 48in 2.5 MM - Sash Oak (SS5W3032),7308,SF,1VNL,Vinyl
SPJ,108164,44257,32256,189621-052,Mannington Spacia Wood (Xtra) Beveled Edge 7 1/4in x 48in 2.5 MM - Sash Oak (SS5W3032),7308,SF,1VNL,Vinyl
SPJ,108164,44257,32256,189621-052,Mannington Spacia Wood (Xtra) Beveled Edge 7 1/4in x 48in 2.5 MM - Sash Oak (SS5W3032),7308,SF,1VNL,Vinyl
SPJ,108164,44257,32256,189621-052,Mannington Spacia Wood (Xtra) Beveled Edge 7 1/4in x 48in 2.5 MM - Sash Oak (SS5W3032),7308,SF,1VNL,Vinyl
SPJ,126695,44024,32256,1000007294,Tarkett Suede Tones (11531) Stratatec Patterned Symtex 9in x 36in - Cotton + Iron  (57202),48,SY,1CPT,Carpet Tile
SPT,103423,44003,33605,205264-004,Shaw Patcraft Homegrain 12 (I490V) Luxury Vinyl Plank 6in x 48in 12 MM - Vista (00510),679.9,SF,1VNL,Vinyl
SPJ,126695,44001,32256,215327-001,Tarkett Knitted Lines (626027017) Stratatec Patterned Loop 9in x 36in - Morgan Stanley (Americas),1704,SY,1CPT,Carpet Tile
SPJ,126695,44001,32256,215327-001,Tarkett Knitted Lines (626027017) Stratatec Patterned Loop 9in x 36in - Morgan Stanley (Americas),1704,SY,1CPT,Carpet Tile
SPJ,126695,44001,32256,1000013932,Tarkett SweaterKnit (G0045) Tufted Pattern Loop 9in x 36in - Bedstone (77204),162,SY,1CPT,Carpet Tile
SPJ,126695,44001,32256,215327-001,Tarkett Knitted Lines (626027017) Stratatec Patterned Loop 9in x 36in - Morgan Stanley (Americas),1704,SY,1CPT,Carpet Tile
SPJ,126695,44001,32256,215327-001,Tarkett Knitted Lines (626027017) Stratatec Patterned Loop 9in x 36in - Morgan Stanley (Americas),1704,SY,1CPT,Carpet Tile
SPJ,126695,44001,32256,215327-001,Tarkett Knitted Lines (626027017) Stratatec Patterned Loop 9in x 36in - Morgan Stanley (Americas),1704,SY,1CPT,Carpet Tile
SPJ,126695,44001,32256,215327-001,Tarkett Knitted Lines (626027017) Stratatec Patterned Loop 9in x 36in - Morgan Stanley (Americas),1704,SY,1CPT,Carpet Tile
SPJ,126695,44001,32256,215327-001,Tarkett Knitted Lines (626027017) Stratatec Patterned Loop 9in x 36in - Morgan Stanley (Americas),1704,SY,1CPT,Carpet Tile
SPJ,126695,44001,32256,215327-001,Tarkett Knitted Lines (626027017) Stratatec Patterned Loop 9in x 36in - Morgan Stanley (Americas),1704,SY,1CPT,Carpet Tile
SPJ,126695,44001,32256,215327-001,Tarkett Knitted Lines (626027017) Stratatec Patterned Loop 9in x 36in - Morgan Stanley (Americas),1704,SY,1CPT,Carpet Tile
SPJ,126695,44001,32256,215327-001,Tarkett Knitted Lines (626027017) Stratatec Patterned Loop 9in x 36in - Morgan Stanley (Americas),1704,SY,1CPT,Carpet Tile
SPJ,126695,44001,32256,216436-001,Tarkett Even Plane English Oak 0.80mm Techtonic Square Edge 9.8in x 39.4in 4.5 mm - BEIGE (PNP 8705),169.53,SF,1VNL,Vinyl
SPW,108164,43999,32750,216022-002,Mannington Hightide Patterened Loop 18in x 36in - Port (14264),81,SY,1CPT,Carpet Tile
SPW,103423,43988,32750,208338-004,Shaw Commercial Hard Surfaces Mindset LVT (4124V) 20 mil Heavy Commercial 12in x 24in 2.5 MM - Convey (24405),216,SF,1VNL,Vinyl
SPW,103423,43988,32750,208338-005,Shaw Commercial Hard Surfaces Mindset LVT (4124V) 20 mil Heavy Commercial 12in x 24in 2.5 MM - Connect (24410),216,SF,1VNL,Vinyl
SPW,103423,43988,32750,208338-003,Shaw Commercial Hard Surfaces Mindset LVT (4124V) 20 mil Heavy Commercial 12in x 24in 2.5 MM - Inquire (24326),216,SF,1VNL,Vinyl
SPT,103423,43923,33605,192326-017,Shaw Patcraft Timber Grove II (I421V) 20 mil glue down 6in x 48in 2.5 MM - Inkberry (05016),3421.04,SF,1VNL,Vinyl
SPT,103423,43923,33605,192326-018,Shaw Patcraft Timber Grove II (I421V) 20 mil glue down 6in x 48in 2.5 MM - Yarrow (05013),2503.2,SF,1VNL,Vinyl
SPT,121550,43747,33605,1000006885,"Mohawk Solve II (BT416) Ecoflex Matrix 24"" x 24"" Emerge (358)",64,SY,1CPT,Carpet Tile
SPT,107776,43647,33605,211285-002,Armstrong Biome Selva 0.020in Wear Layer Diamond 10 LVT 6in x 48in 2.5 MM - LIANA (ST271),2772,SF,1VNL,Vinyl
