SITE,SUPPLIER NO,PO NO,SHIP TO ZIP,PART NO,PART DESCRIPTION,PO INV QTY,INV UOM,Commodity Group,Description
SPW,103423,SPW163061,32750,192392-013,Shaw Commercial Hard Surfaces Luxury Vinyl Terrain II 20 MIL 20 mil glue down 6in x 48in 2.5 MM,292.04,SF,1VNL,Vinyl
SPW,107776,SPW162849,32750,190556-086,Armstrong Luxury Vinyl Natural Creations ArborArt Diamond 10 Solid/Luxury Vinyl 6in x 36in .125,270,SF,1VNL,Vinyl
SPW,104993,SPW162109,32750,216186-001,Forbo Flotex Montage Plank Recycled PVC Flocked Textile 9.48in x 39.37in - Arctic(147007),215.28,SF,1VNL,Vinyl
SPW,104993,SPW162109,32750,216186-001,Forbo Flotex Montage Plank Recycled PVC Flocked Textile 9.48in x 39.37in - Arctic(147007),3955.77,SF,1VNL,Vinyl
SPW,104993,SPW160952,32750,215253-001,Forbo Standard Vinyl Allura Flex Wood 1 mm Wearlayer Loose Lay 120 x 20 cm 5.0mm - Steamed Oak(60293),1007.37,SF,1VNL,Vinyl
SPW,104993,SPW160951,32750,215253-001,Forbo Standard Vinyl Allura Flex Wood 1 mm Wearlayer Loose Lay 120 x 20 cm 5.0mm - Steamed Oak(60293),671.58,SF,1VNL,Vinyl
SPW,104993,SPW160950,32750,215253-001,Forbo Standard Vinyl Allura Flex Wood 1 mm Wearlayer Loose Lay 120 x 20 cm 5.0mm - Steamed Oak(60293),880,SF,1VNL,Vinyl
SPW,104993,SPW160948,32750,215253-001,Forbo Standard Vinyl Allura Flex Wood 1 mm Wearlayer Loose Lay 120 x 20 cm 5.0mm - Steamed Oak(60293),284.13,SF,1VNL,Vinyl
SPW,104993,SPW160946,32750,215253-001,Forbo Standard Vinyl Allura Flex Wood 1 mm Wearlayer Loose Lay 120 x 20 cm 5.0mm - Steamed Oak(60293),7000,SF,1VNL,Vinyl
SPW,104993,SPW160278,32750,215253-001,Forbo Standard Vinyl Allura Flex Wood 1 mm Wearlayer Loose Lay 120 x 20 cm 5.0mm - Steamed Oak(60293),36216,SF,1VNL,Vinyl
SPT,103423,SPT121801,33605,192174-009,Shaw Philadelphia Luxury Vinyl In The Grain II Luxury Vinyl Tile 20 mil 6in x 48in 2.5 MM,3754.8,SF,1VNL,Vinyl
SPT,103423,SPT121788,33605,171482-006,Shaw Patcraft Experience Ecoworx Multi Level Pattern Loop 24in x 24in 17 oz,1263.99,SY,1CPT,Carpet Tile
SPT,103423,SPT121788,33605,202157-003,Shaw Patcraft Connecting Ecoworx Multi Level Pattern Loop 24in x 24in 28 oz,48,SY,1CPT,Carpet Tile
SPT,107776,SPT121745,33605,126732-002,Armstrong Standard Vinyl Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in,2565,SF,1VNL,Vinyl
SPT,103423,SPT121629,33605,216341-001,Shaw Contract Custom Colorpoint Ecoworx 24in x 24in - Linear(F1188-0),1081.99,SY,1CPT,Carpet Tile
SPT,103423,SPT121629,33605,216341-002,Shaw Contract Custom Colorpoint Ecoworx 24in x 24in - Swirl(F1164-0),1044.68,SY,1CPT,Carpet Tile
SPT,107776,SPT121577,33605,208360-015,Armstrong Luxury Vinyl Theorem 0.020in Wear Layer LVT w/ Diamond 10 6in x 36in 2.5 MM,1800,SF,1VNL,Vinyl
SPT,107776,SPT121517,33605,126732-140,Armstrong Standard Vinyl Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in,675,SF,1VNL,Vinyl
SPT,107776,SPT121517,33605,191791-013,Armstrong Standard Vinyl Crown Texture Vinyl Composition 12in x 12in 3.2 MM,270,SF,1VNL,Vinyl
SPT,107776,SPT121515,33605,190556-080,Armstrong Luxury Vinyl Natural Creations ArborArt Diamond 10 Solid/Luxury Vinyl 6in x 36in .125,4050,SF,1VNL,Vinyl
SPT,107776,SPT121515,33605,126732-002,Armstrong Standard Vinyl Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in,180,SF,1VNL,Vinyl
SPT,107776,SPT121406,33605,126732-102,Armstrong Standard Vinyl Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in,360,SF,1VNL,Vinyl
SPT,104653,SPT121387,33605,216208-001,Bloomsburg Custm Gulfshore Playhouse Woven Synthetic 13'2in - Gulfshores Playhouse(Custom),588.62,SY,1CBL,Carpet BL
SPT,121550,SPT121355,33605,216306-004,Mohawk Adaptable Tile Custom Ecoflex Air Tufted Textured Pattern Multi Colored Loop 24in x 24in 17 oz - Cadet(569),312,SY,1CPT,Carpet Tile
SPT,121550,SPT121123,33605,182499-010,Mohawk Streetscapes EcoFlex ICT Patterned Tip Sheared 24in x 24in 18 oz.,320,SY,1CPT,Carpet Tile
SPT,121550,SPT121123,33605,184959-005,Mohawk Standard Vinyl Hot and Heavy Bolder Loose Lay 36in x 36in 5.0mm,216,SF,1VNL,Vinyl
SPT,121550,SPT120921,33605,203943-006,Mohawk Xeric Tile EcoFlex NXT Tufted Textured Pattern Loop 12in x 36in 22 oz.,849.24,SY,1CPT,Carpet Tile
SPT,121550,SPT120921,33605,203943-006,Mohawk Xeric Tile EcoFlex NXT Tufted Textured Pattern Loop 12in x 36in 22 oz.,0.01,SY,1CPT,Carpet Tile
SPT,129793,SPT120734,33605,216049-002,Allied Tile Mfg. Corp Standard Vinyl Organics Collection 20 Mil Clear PVC Commercial Grade 18in x 18in 3 MM - WHITE(SC501),288,SF,1VNL,Vinyl
SPJ,103423,SPJ163102,32256,208658-003,Shaw Contract Diffuse  StrataWorx Multi Level Pattern Loop 24in x 24in 16 oz.,186.66,SY,1CPT,Carpet Tile
SPJ,121550,SPJ163092,32256,214270-001,Mohawk Medella Hues Healthy Environments Resilient 6' 7in 2.0 MM,65,SY,1VNL,Vinyl
SPT,102775,87724-REV,33605,203809-028,Interfaceflor Reincartion (1232102500) Tufted Cut & Loop 50cm x 50cm - Cosmic Blue (8909),406.64,SY,1CPT,Carpet Tile
SPT,102775,87724-REV,33605,185330-005,Interface Step Repeat SR999 (1388702500) Tufted Texture Loop 50cm x 50cm - Midnight (104926),17.94,SY,1CPT,Carpet Tile
SPT,103269,41865A,33605,213747-001,Evo Floors Hybrid Vinyl Tile (HVT) VCT Alternative 18in x 18in - Pebble (336),2520,SF,1VNL,Vinyl
SPT,103269,41865A,33605,1000007923,Evo Floors Hybrid Vinyl Tile (HVT) VCT Alternative 18in x 18in - Twilight (345),72,SF,1VNL,Vinyl
SPT,103269,41865A,33605,1000007924,Evo Floors Hybrid Vinyl Tile (HVT) VCT Alternative 18in x 18in - Daybreak (343),72,SF,1VNL,Vinyl
SPT,103269,41865A,33605,1000009068,Evo Floors Hybrid Vinyl Tile (HVT) VCT Alternative 18in x 18in Slate (323),1836,SF,1VNL,Vinyl
SPW,103423,117035-1,32750,191440-003,Shaw Contract Intent Tile (5T208) Multi Level Pattern Loop 24in x 24in - Nocturne (08557),106.66,SY,1CPT,Carpet Tile
SPT,103423,202121448,33605,192392-005,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Echo (00775),625.8,SF,1VNL,Vinyl
SPW,107776,203858,32750,126732-041,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Charcoal (51915),180,SF,1VNL,Vinyl
SPW,103423,203458,32750,200941-006,Shaw Contract Array Tile (5T295) Multi Level Pattern Loop 24in x 24in - Steel Grey (94530),97.79,SY,1CPT,Carpet Tile
SPT,103423,203064,33605,1000033346,Patcraft/Recover I0656 Carpet Tile/On Neutral Ground 2 / 18in x 36in/Color 00570 Braid,405,SY,1CPT,Carpet Tile
SPJ,103423,202949,32256,202340-004,Shaw Patcraft Access (I0533) Multi Level Pattern Loop 24in x 24in - Trek (00590),58.67,SY,1CPT,Carpet Tile
SPT,103423,202912,33605,191531-005,Shaw Commercial Hard Surfaces Terrain II 12 MIL (0453V) LVT 6in x 48in 2.5 MM - Echo (00775),3129,SF,1VNL,Vinyl
SPW,107776,202855,32750,126732-005,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Pewter (51908),1530,SF,1VNL,Vinyl
SPW,107776,202855,32750,126732-005,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Pewter (51908),180,SF,1VNL,Vinyl
SPW,107776,202852,32750,126732-021,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Earthstone Greige (51804),315,SF,1VNL,Vinyl
SPT,103423,202831,33578,192392-008,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Thatch (00173),14518.56,SF,1VNL,Vinyl
SPW,103423,202126,32750,171072-006,Shaw Tile Glimmer Tile (59329) Multi Level Pattern Loop 24in x 24in - Gleam (27585),213.33,SY,1CPT,Carpet Tile
SPW,103423,201950,32750,204197-003,Shaw Patcraft Anew (I542V) 20 mil Lvt glue down 7.75in x 48in 2.5 MM - Mistral (00520),1679.58,SF,1VNL,Vinyl
SPW,103423,201734,32750,1000043241,Shaw Philadelphia Indwell LL (5668V) 20 mil 5mm 6in X 48in - Seneca Oak (07100),2120,SF,1VNL,Vinyl
SPW,102066,201675,32750,1000034956,AVA Mrge Vinyl Tile Beton 39.37 x 39.37 22mil - Benton Harbor (BN004),990.29,SF,1VNL,Vinyl
SPW,102775,201657,32750,1000007114,Interface Gather CushionBac Renew (19DR10250F) Tufted Textured Loop 50cm x 50cm - Custom Color (27112 006.190659),5.38,SY,1CPT,Carpet Tile
SPW,102775,201657,32750,1000007113,Interface Gather GlasBac (19DR402500) Tufted Textured Loop 50cm x 50cm - Custom Color (27112 006.190659),5.98,SY,1CPT,Carpet Tile
SPW,107776,201512,32750,126732-139,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Cirque White (52513),495,SF,1VNL,Vinyl
SPW,103423,201306,32750,198730-001,Shaw Commercial Hard Surfaces Cove (0927V) 20 mil LooseLay 9in x 48in 5.0mm - Plaster (27111),1344,SF,1VNL,Vinyl
SPT,122034,201271,33605,190259-003,J&J Impulse III (2433) PremierBac Plus 12' - Tell A Tale (1811),60,SY,1CBL,Carpet BL
SPJ,108164,201217,32256,176705-002,Amtico Spacia Stone Vinyl 18in x 18in 2.5 MM - Bottocino Grey (SS5S3598),54,SF,1VNL,Vinyl
SPW,103423,201191,32750,166477-004,Shaw Patcraft Pace (I0250) 12' - Cruise (50407),110,SY,1CBL,Carpet BL
SPT,103423,201149,33605,1000042444,Shaw Philadelphia Beacon II 12lf - Pewter Black (00500),59,SY,1CBL,Carpet BL
SPW,103423,201038,32750,204292-003,Shaw Patcraft Inclusion Color (I0553) Multi Level Pattern Loop 24in x 24in - Jade (00410),450,SY,1CPT,Carpet Tile
SPJ,103423,200847,32256,206151-001,Shaw Commercial Resilient-Amalgam LL (4113V)-Luxury Vinyl Tile-20in x 20in-3/16in-Pumice (13111),80.73,SF,1VNL,Vinyl
SPW,122034,200812,32750,183273-008,Invision Tempo (2023) PremierBac Plus 12' - Finale (1758),63,SY,1CBL,Carpet BL
SPW,121550,200806,32750,1000040054,Mohawk Hidden Landscape (BT606) 12in x 36in EcoFlex Matrix - Rail Park (989),24,SY,1CPT,Carpet Tile
SPT,103423,200707,33605,192392-005,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Echo (00775),2169.44,SF,1VNL,Vinyl
SPT,103423,200665,33605,1000043018,Shaw Ambition IV 26 (5A368) 12ft Classicbac - Slate (00410),16,SY,1CBL,Carpet BL
SPW,103423,200155,32750,192392-024,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Slate (00540),625.8,SF,1VNL,Vinyl
SPT,108164,200096,33605,1000024611,"MANNINGTON\UPWARD 20 \COLOR:SILVER BEECH 1210\6"" X 36""",135,SF,40,Vinyl Tile
SPT,102775,200062,33605,188323-006,Interface WW860 (28190AK00) Tufted Patterned Loop 25cm x 1m - Natural Tweed (105356),35.88,SY,1CPT,Carpet Tile
SPJ,107776,199937,32256,126732-022,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Washed Linen (51810),450,SF,1VNL,Vinyl
SPW,103423,199565,32750,191440-005,Shaw Contract Intent Tile (5T208) Multi Level Pattern Loop 24in x 24in - Woodsmoke (08760),26.67,SY,1CPT,Carpet Tile
SPW,103423,199228,32750,209672-008,Shaw Contract Balcony Tile (5T389) Multi Level Pattern Loop 24in x 24in - Calm (88595),293.33,SY,1CPT,Carpet Tile
SPW,103423,199205,32750,192392-005,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Echo (00775),1627.08,SF,1VNL,Vinyl
SPT,103423,199145,33605,206063-009,Shaw Philadelphia Profusion Tile (54931) Multi Level Pattern Loop 24in x 24in - Piles (00702),142.22,SY,1CPT,Carpet Tile
SPT,108164,198967,33605,1000042830,Mannington Spacia Stone 18in x 18in 2.5MM  - Gibson (SS5S2603),2781,SF,1VNL,Vinyl
SPW,103423,198963,32750,161445-003,Shaw Tile Transparent Tile (59563) Undefined 24in x 24in - Moonstone (62500),32,SY,1CPT,Carpet Tile
SPT,126695,198920,33605,1000035170,Tarkett Flame Edit (11612) 24in x24in Ethos Backed - Common Ground (22404),560.03,SY,1CPT,Carpet Tile
SPJ,104758,198840,32256,211021-012,Tarkett VCT II Flecks Phthalate-Free Vinyl 12in x 12in .125 - Steel Works W (522),945,SF,1VNL,Vinyl
SPW,103423,198784,32750,163592-012,Shaw Tile Diffuse (59575) Multi-Level Pattern Dyed Loop 24in x 24in - Flutter (75761),16,SY,1CPT,Carpet Tile
SPT,103423,198587,33605,192392-009,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Ash (00174),83.44,SF,1VNL,Vinyl
SPW,107768,198545,32750,199465-003,Milliken tural Shendoah Luxury Vinyl Plank 9in x 60in 5.0mm - Mist (SHE208),537.6,SF,1VNL,Vinyl
SPJ,103423,198395,32256,214698-001,Shaw Contract Grit Tile (5T486) Multi Level Pattern Cut/Loop 24in x 24in - Marble (84100),26.67,SY,1CPT,Carpet Tile
SPJ,103423,198395,32256,211215-001,Shaw Contract In Common Tile (5T451) Undefined 9in x 36in - Include (50100),25,SY,1CPT,Carpet Tile
SPW,108216,198357,32750,199319-006,Karndean Opus Wood Plank 20 Mil Microbeveled 9in x 48in 2.5 MM - ARGEN (WP414),72,SF,1VNL,Vinyl
SPJ,103423,198303,32256,203476-009,Shaw Patcraft Timber Grove II (I559V) 20 mil Glue Down ExoGuard 6in x 48in 5.0mm - Sprout (00173),262.2,SF,1VNL,Vinyl
SPT,103423,198193,33605,179112-022,Shaw Contract Reverse Tile - Ecoworx (5T069) Multi Level Pattern Loop 24in x 24in - Space (69500),90.67,SY,1CPT,Carpet Tile
SPT,108164,198191,33605,1000023339,"MANNINGTON COMMERCIAL\LVT\COLLECTION- ACTIVE LINES\CRISSCROSS\6"" X 36""\COLOR-FLASH ALC101",225,SF,40,Vinyl Tile
SPW,121550,197624,32750,214270-003,Mohawk Medella Hues (C2062) Healthy Environments Resilient 6' 7in 2.0 MM - Dusty Gray Light (H5307),40,SY,1VNL,Vinyl
SPW,103423,197568,32750,204819-009,Shaw Commercial Resilient-Tailored (4111V)-Resilient-9in x 36in-Undefined-Poplin (11856),288,SF,1VNL,Vinyl
SPW,107776,197436,32750,126732-021,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Earthstone Greige (51804),225,SF,1VNL,Vinyl
SPW,107776,197435,32750,126732-021,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Earthstone Greige (51804),90,SF,1VNL,Vinyl
SPW,102775,197402,32750,171487-011,Interface Pathways II GlasBac (1468102500) Tufted Texture Loop 19.69in x 19.69in - Topaz (9713),352.82,SY,1CPT,Carpet Tile
SPT,103423,197316,33605,194974-006,Shaw Patcraft Timber Grove II (I438V) 30 Mil Glue Down LVT 6in x 48in 3 MM - Boxwood (00775),106,SF,1VNL,Vinyl
SPT,103423,197126,33605,1000042444,Shaw Philadelphia Beacon II 12lf - Pewter Black (00500),175,SY,1CBL,Carpet BL
SPT,103423,197081,33605,208648-004,Shaw Contract Elevate Tile (5T388) Multi Level Pattern Loop 24in x 24in - Shadow (88500),122.67,SY,1CPT,Carpet Tile
SPT,103423,197079,33605,192392-017,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Sequoia (07003),83.44,SF,1VNL,Vinyl
SPT,103423,197078,33605,1000042373,Patcraft Highland Forest (i800v) 6in X 48in - Ashwood (20100),71.9,SF,1VNL,Vinyl
SPJ,121550,197053,32256,204290-015,Mohawk Large and Local (C0128) 20 mil Dry Back 9.25in x 59in 4.5 mm - Neels (985),26.52,SF,1VNL,Vinyl
SPT,103423,196571,33605,203696-008,Shaw Commercial Resilient Reside 12 Mil (4094V) Resilient LVT/Plank 5.91in x 47.2in 5/64in - Solace (94700),39748,SF,1VNL,Vinyl
SPT,103423,196571,33605,1000040383,"SHAW\4094V RESIDE\94710 SHELTER\12 MILX6""X47""",8263.4,SF,1VNL,Vinyl
SPW,103423,196539,32750,192392-016,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Aspen (05019),125.16,SF,1VNL,Vinyl
SPT,103423,196294,33605,210641-010,Shaw Residential Resilient Limitless 8mil (333MF) 8 Mil Resilient LVT-Drybac 7in x 48in 2.0 MM - Raconteur (07195),2728.44,SF,1VNL,Vinyl
SPT,126695,196290,33605,1000022448,"TARKETT\CACHE TWEED (0002)/24"" X 24""\ETHOS MODULAR WITH OMNICOAT TECHNOLOGY\COLOR-LEIDOS (#110994338-30",20,SY,100,Carpet Tiles
SPW,107776,196218,32750,126732-041,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Charcoal (51915),450,SF,1VNL,Vinyl
SPT,103423,196209,33605,196889-002,Shaw Patcraft Rebalance (I0500) Multi Level Pattern Loop 24in x 24in - Stone Hearth (00550),364.49,SY,1CPT,Carpet Tile
SPT,103423,196209,33605,1000014506,"Patcraft\Carpet Tile\First Step 802R2\24""x24""\Color- Charcoal 00590\5.33 SY per box",37.33,SY,1CPT,Carpet Tile
SPT,103423,196081,33605,192392-023,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Graphite (00580),750.96,SF,1VNL,Vinyl
SPT,103423,196081,33605,200669-005,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Blue Belle (94486),106.67,SY,1CPT,Carpet Tile
SPW,126695,195712,32750,1000042205,Tarkett Event+ Wood Crafted Plank (PECF) 6in x 48in 3.0MM - Oak Grove (2122),3960,SF,1VNL,Vinyl
SPT,103423,195682,33605,191889-002,Shaw Patcraft Timber Grove II (I420V) 12 Mil Glue Down 6in x 48in 2.5 MM - Hedgerow (00564),240,SF,1VNL,Vinyl
SPW,103423,195665,32750,216063-003,Shaw Contract Upbeat Tile (5T490) Multi Level Pattern Loop 18in x 36in - Strong (90481),280,SY,1CPT,Carpet Tile
SPT,103423,195658,33605,206063-009,Shaw Philadelphia Profusion Tile (54931) Multi Level Pattern Loop 24in x 24in - Piles (00702),17.78,SY,1CPT,Carpet Tile
SPT,121550,195652,33605,181535-008,Mohawk Hot and Heavy Secoya (C0009) 20 Mil Floating LVT 9in x 59in 5.0mm - Alder Creek (945),205.56,SF,1VNL,Vinyl
SPT,103423,195540,33605,205916-001,Shaw Commercial Resilient Abide (4107V) Heavy Commercial 7in x 48in 20 mil - Conch Shell Oak (07140),795.15,SF,1VNL,Vinyl
SPT,103423,195540,33605,191440-005,Shaw Contract-Intent Tile (5T208)-Multi Level Pattern Loop-24in x 24in-Woodsmoke (08760),124.44,SY,1CPT,Carpet Tile
SPT,103423,195540,33605,200941-010,Shaw Contract Array Tile (5T295) Multi Level Pattern Loop 24in x 24in - Shiny Pebble (94761),35.56,SY,1CPT,Carpet Tile
SPT,103423,195506,33605,191531-005,Shaw Commercial Hard Surfaces Terrain II 12 MIL (0453V) LVT 6in x 48in 2.5 MM - Echo (00775),6007,SF,1VNL,Vinyl
SPT,103423,195490,33605,181264-002,Shaw Patcraft Seal the Deal (I0368) ClassicBac 12' - Exchange (00520),450,SY,1CBL,Carpet BL
SPT,122034,195464,33605,1000022316,"J&J FLOORING\CARPET TILE\COLLECTION-ELEMENTAL (7683)\24"" X 24""\COLOR- WEATHERED (#2627)",16,SY,1CPT,Carpet Tile
SPW,121550,194708,32750,214270-003,Mohawk Medella Hues (C2062) Healthy Environments Resilient 6' 7in 2.0 MM - Dusty Gray Light (H5307),10,SY,1VNL,Vinyl
SPW,121550,194599,32750,193771-010,Mohawk Gathered Style (BC404) Unibond Plus 12' - Binding (948),230,SY,1CBL,Carpet BL
SPW,103423,194527,32750,210597-004,Shaw Commercial Resilient Branching Out (4256V) 20 mil squared edge 6in x 48in 5.0mm - Riverside Oak (56140),1120,SF,1VNL,Vinyl
SPT,107776,194450,33605,126732-007,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Shelter White (51836),1980,SF,1VNL,Vinyl
SPW,103423,194430,32750,212996-003,Shaw Commercial Resilient Origin (4338V) Resilient LVT/Plank 6in x 48in 15/64in - Theory (38140),1504.82,SF,1VNL,Vinyl
SPJ,103423,194173,32256,192392-013,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Summit (05012),709.24,SF,1VNL,Vinyl
SPT,108164,194079,33605,168363-005,Mannington Ruffian II Undefined 24in x 24in - Blue Balance (3501),24,SY,1CPT,Carpet Tile
SPT,103423,194076,33605,1000041768,Shaw Patcraft Graph (I713V) 24in x 24in 2.5MM - Ash-V2 (00530),828,SF,1VNL,Vinyl
SPW,107776,194059,32750,126732-030,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Soft Cool Grey (51860),360,SF,1VNL,Vinyl
SPW,103423,193978,32750,192326-004,Shaw Patcraft Timber Grove II (I421V) 20 mil glue down 6in x 48in 2.5 MM - Hemlock (00572),584.08,SF,1VNL,Vinyl
SPW,107776,193846,32750,126732-041,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Charcoal (51915),135,SF,1VNL,Vinyl
SPW,102775,193775,32750,192103-001,Interface Level Set tural Woodgrains (A002) Luxury Vinyl Plank 22 mil 25cm x 1m 4.5 mm - Black Walnut (A00201),834.21,SF,1VNL,Vinyl
SPT,103423,193640,33605,183682-004,Shaw Contract Basic Tile (5T121) Multi Level Pattern Loop 24in x 24in - Raven (17505),26.65,SY,1CPT,Carpet Tile
SPW,121550,193515,32750,184959-005,Mohawk Hot and Heavy Bolder (C0010) Loose Lay 36in x 36in 5.0mm - Pebble (925),108,SF,1VNL,Vinyl
SPW,102775,193358,32750,204899-007,Interface Brushed Lines (A016) 22 mil Luxury Vinyl Plank 25cm x 1m 4.5 mm - Mousse (11),53.82,SF,1VNL,Vinyl
SPT,121550,193284,33605,181535-002,Mohawk Hot and Heavy Secoya (C0009) 20 Mil Floating LVT 9in x 59in 5.0mm - Kew Gardens (142),3285,SF,1VNL,Vinyl
SPW,103423,193127,32750,175048-006,Shaw Tile Bon Jour II (5T032) Needlebond 24in x 24in - Charcoal (31549),16,SY,1CPT,Carpet Tile
SPT,124648,193111,33605,1000009582,Mannington Spacia Stone 18 x 18 - Bottocino Grey,351,SF,1VNL,Vinyl
SPT,103423,193110,33605,1000041427,"PATCRAFT\i0204 COLOR CHOICE\00150 TOBACCO\24""X24""",10.67,SY,1CPT,Carpet Tile
SPT,126695,193034,33605,1000041781,Tarkett\11072 Marled Tweed\27309 Noir Tweed\Ethos Modular w/Omnicoat\18x36,124,SY,1CPT,Carpet Tile
SPT,103423,192940,33605,1000041768,Shaw Patcraft Graph (I713V) 24in x 24in 2.5MM - Ash-V2 (00530),504,SF,1VNL,Vinyl
SPT,122034,192648,33605,212172-006,EF Contract-Crosswalk Tile (TCWK)-Patterned Scroll-24in x 24in-STEEL (CWK56),80,SY,1CPT,Carpet Tile
SPT,103423,192647,33605,192174-006,Shaw Philadelphia In The Grain II (5525V) Luxury Vinyl Tile 20 mil 6in x 48in 2.5 MM - Milo (00572),584.08,SF,1VNL,Vinyl
SPT,103423,192645,33605,1000036011,Shaw Patcraft Introspective (I0677) 18in x 36in EcoWorx - Birch (00530),100,SY,1CPT,Carpet Tile
SPT,103423,192342,33605,1000041702,SHAW\4309V-BRANCHING OUT CORETEC\20MIL\RISE OAK\7in X 48in,1132.39,SF,1VNL,Vinyl
SPT,103423,192331,33605,1000040540,"PATCRAFT\I0291 EXPERIENCE\00570 VISION\24""X24""",106.67,SY,1CPT,Carpet Tile
SPT,103423,192016,33605,192392-015,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Lark (05016),7801.64,SF,1VNL,Vinyl
SPT,103423,191809,33605,199315-010,Shaw Patcraft Eastern Facade (I0515) Multi Level Pattern Loop 24in x 24in - Railcar (00700),17.78,SY,1CPT,Carpet Tile
SPT,103423,191803,33605,199315-010,Shaw Patcraft Eastern Facade (I0515) Multi Level Pattern Loop 24in x 24in - Railcar (00700),17.78,SY,1CPT,Carpet Tile
SPW,103423,191790,32750,212996-003,Shaw Commercial Resilient Origin (4338V) Resilient LVT/Plank 6in x 48in 15/64in - Theory (38140),1010.7,SF,1VNL,Vinyl
SPW,121550,191735,32750,211212-010,Mohawk Living Local Premium Wood (C0194) Luxury Vinyl Plank 7.72in x 51.97in 2.4 MM - Tan Tone (812),253.54,SF,1VNL,Vinyl
SPW,107768,191733,32750,172277-018,Milliken Southern Analog Pinhole Underscore ES Tufted Texture Loop 50cm x 50cm - Zoom (PH418),1060.25,SY,1CPT,Carpet Tile
SPT,122034,191691,33605,1000041835,J&J Step by Step 3mm (V5043) 18in x 36in - Sky Blue (1131),540,SF,1VNL,Vinyl
SPW,103423,191643,32750,175048-005,Shaw Tile Bon Jour II (5T032) Needlebond 24in x 24in - Ebony (31500),5.33,SY,1CPT,Carpet Tile
SPJ,107776,191547,32256,126732-156,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Eucalyptus (57547),225,SF,1VNL,Vinyl
SPT,103423,191530,33605,215051-001,Shaw Contract Reside (4381V) 20 mil squared edge 6in x 47in 2.5 MM - Contentment (94564),1364.8,SF,1VNL,Vinyl
SPT,103423,191423,33605,189708-008,Shaw Contract City Central Tile (5T175) Multi Level Pattern Loop 9in x 36in - Island (72595),490,SY,1CPT,Carpet Tile
SPT,107776,191297,33605,126732-139,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Cirque White (52513),270,SF,1VNL,Vinyl
SPT,107776,191297,33605,126732-035,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Shadow Blue (51807),270,SF,1VNL,Vinyl
SPT,107776,191297,33605,126732-064,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Gentian Blue (51946),1350,SF,1VNL,Vinyl
SPT,107768,191227,33605,1000041491,Milliken Loudspeaker Mid-Range 25cm x 1m Wellbac Comfort - Blue Blend (MDR73-157),89.4,SY,1CPT,Carpet Tile
